#CLUSTER                   ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
2dma1fa1msa2sa2tma         -79.63863777508959      -167.89969835063675     -296.0290477145372       -185.29394484192017
3dma2msa1nta1sa1tma        -80.14293760736473      -168.9885326156218      -297.9895858067113       -186.7521292768506
4dma1fa2msa1sa             -80.30489671987016      -168.66042051330442     -296.3458788971812       -185.47393268469023
1dma1ma2msa1nta1sa2tma     -80.70126079453621      -168.8296363337431      -295.5840199192531       -186.5020902994147
1fa3ma1msa2sa1tma          -81.36164237908088      -168.086810724315       -290.8776399293346       -184.543017975564
1dma1msa1nta2sa3tma        -82.1034198232228       -171.1170702574309      -298.55324646661063      -189.45002681063488
1dma1fa3ma1msa2sa          -82.17961480061058      -168.35876500839368     -289.04628612197934      -183.92063671187498
1ma1msa1nta2sa3tma         -82.40529222099576      -170.2481608048547      -294.62642489878624      -188.32720328308642
1dma1fa2ma1msa2sa1tma      -82.53476429334842      -169.42830032945494     -291.4423479312653       -186.06277360352396
2dma1ma2msa1nta1sa1tma     -83.17333836248145      -171.04210898050223     -294.713300745785        -188.32447786383273
3ma2msa1nta1sa1tma         -83.18917233659886      -170.87215280675446     -294.090157538428        -187.73240304352657
1dma2ma2msa1nta1sa1tma     -84.0097665132489       -171.43197460172814     -293.2155226838037       -188.61244914388226
2dma1fa1ma1msa2sa1tma      -84.03684461605735      -171.74291070757317     -294.16758709275035      -188.7130992794846
4ma2msa1nta1sa             -84.17166367324535      -171.0839667324908      -291.5052928340342       -187.46372944291215
3dma1fa1msa2sa1tma         -84.43363850889727      -172.23957326027448     -294.5025482157595       -189.2937194386468
4ma1msa1nta2sa             -84.70449431915767      -171.71169947751332     -291.8235960364499       -187.48753007350024
3dma1fa1ma1msa2sa          -84.77431649796199      -171.89849854423665     -292.21593844251817      -188.00116053712554
2dma1fa2ma1msa2sa          -85.30187042185571      -172.18371975258924     -291.4031505289799       -188.3562016969081
4dma2msa1nta1sa            -85.50400321546476      -174.06186276534572     -297.02451634865275      -190.74318507907446
2ma1msa1nta2sa2tma         -86.37438628589734      -174.41372443229193     -295.28538703892934      -191.71791857431526
1dma3ma2msa1nta1sa         -86.43215096637141      -173.8006045264192      -293.0352291121642       -190.34300436882768
3dma1ma2msa1nta1sa         -86.45300659106579      -174.49241614039056     -295.28562652670206      -191.23699158604722
2dma2ma2msa1nta1sa         -86.49702377186622      -175.1242073753383      -297.25703036441706      -192.1178292016266
1dma1ma1msa1nta2sa2tma     -86.642834759783        -174.40828373009572     -294.36675824231656      -191.59407603924046
2dma1msa1nta2sa2tma        -87.02394408686087      -175.51174597122008     -296.78954178796005      -193.27998227902572
3ma1msa1nta2sa1tma         -87.52119262178894      -173.43396936668432     -288.1528651514708       -190.156726645233
4dma1fa1msa2sa             -87.5470469443826       -175.03555466094986     -293.4378927259528       -191.46801518579014
2dma1ma1msa1nta2sa1tma     -89.75433612836059      -177.60798426889232     -294.6625797080792       -194.80851792210888
3dma1msa1nta2sa1tma        -89.88575548992958      -178.90110367521993     -298.55894075333435      -196.33610022945504
1dma2ma1msa1nta2sa1tma     -89.95239701110404      -178.25009018773562     -296.1519140585569       -195.31214300070133
1dma3ma1msa1nta2sa         -90.1527203831356       -177.57704243587796     -293.22261295491154      -194.02468997833785
2dma2ma1msa1nta2sa         -91.03668691287749      -178.67248500615824     -293.93190706877385      -195.18253734649625
3dma1ma1msa1nta2sa         -92.3025749202352       -180.25000596430618     -294.9771291080606       -196.5233764544828
4dma1msa1nta2sa            -93.88090112083592      -182.65469489677344     -297.74876329073936      -199.66277691710275
