#CLUSTER               ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1am1p                  17.838936548883794      17.57776027743239       -0.875989506849038       17.92262767268403
1fa1nta1sa2tma         -38.47347216345952      -86.44939637652715      -160.91203827978308      -95.7684718525561
1fa2ma1nta1sa          -40.309460265387315     -87.26781024434604      -157.49907757513125      -95.40090845630039
1fa1ma1nta1sa1tma      -41.12881601280242      -88.97186732610862      -160.46638039031737      -97.724387534181
1dma1fa1nta1sa1tma     -42.74131953790493      -90.12948465619411      -158.94068461670838      -98.99208214668033
1fa1nta1sa3tma         -43.84159993333742      -103.4205622948939      -199.82881892256393      -114.83846058585914
1dma1fa1ma1nta1sa      -43.98077300674049      -91.44853772677016      -159.20766298856847      -99.86879934370518
2dma1fa1nta1sa         -45.18013844505185      -93.03365544835106      -160.50148248670212      -101.75757760053966
1fa1ma1nta1sa2tma      -49.47471824896638      -108.8152624045324      -199.02916034061195      -119.44799232893274
1fa2ma1nta1sa1tma      -49.93617487807933      -109.77374588341627     -200.69619656289117      -120.76832904665207
1fa3ma1nta1sa          -49.942350995203014     -109.94012404966634     -201.2335168692685       -119.8035131895449
1dma1fa1nta1sa2tma     -49.96441113043693      -109.98999653759529     -201.32679995728952      -120.949387883913
1dma1fa1ma1nta1sa1tma  -52.477983131233486     -112.48621949476365     -201.2686109796845       -123.11337100992387
1dma1fa2ma1nta1sa      -52.62485860934248      -112.40509433334228     -200.50389308792592      -122.703487430932
2dma1fa1nta1sa1tma     -52.90490698259964      -113.66124846848834     -203.77776785489075      -124.28878503128362
1fa2sa3tma             -53.95798262237804      -113.95074032590492     -201.2166952994695       -126.14205552928615
2dma1fa1ma1nta1sa      -54.278252232063096     -113.67746810172684     -199.22594623438323      -124.35215793992393
3dma1fa1nta1sa         -54.77355065691518      -115.12924234766979     -202.4339818571989       -125.28888864524197
1fa3ma2sa              -58.68927254539449      -119.71970833349042     -204.69708464840852      -129.53991311544087
1dma1fa2sa2tma         -59.14101754580042      -120.10156458904385     -204.46267664870214      -131.8632658139977
1fa2ma2sa1tma          -60.05726449795475      -121.22841041824722     -205.16902874450048      -131.94809254787106
1fa1ma2sa2tma          -60.12497711376636      -120.2403876996541      -201.628075082532        -132.03586001202348
1nta2sa3tma            -61.599799714109395     -123.16953448945424     -206.5059023146712       -136.1674958866788
1dma1fa2ma2sa          -61.79530781030189      -122.76987133035436     -204.50968814398163      -133.4180076578632
2dma1fa2sa1tma         -63.3459766581509       -124.64193105277081     -205.58763841822636      -135.88451399635233
1dma1fa1ma2sa1tma      -63.813713381867274     -125.36509616042895     -206.44434941587764      -136.4948040870222
1ma1nta2sa2tma         -65.2349129760114       -126.61272238762467     -205.86218149152748      -139.1787084636453
2dma1fa1ma2sa          -65.90405722905416      -127.348047788837       -206.0841541505645       -138.38013873319142
1fa1nta2sa3tma         -65.93195047351765      -139.9831408825121      -248.36890963809526      -153.99362119089346
3dma1fa2sa             -66.3232585308142       -128.5212785457261      -208.6131813344506       -139.90098060597666
1dma1nta2sa2tma        -67.09250209046877      -129.2602574879711      -208.5116733093121       -142.4263193672232
2ma1nta2sa1tma         -67.61311305848358      -128.54656273357978     -204.37179163135863      -140.39777247216261
3ma1nta2sa             -69.19750920915976      -130.35747657704633     -205.1315356953786       -141.69223724131007
1dma1ma1nta2sa1tma     -69.95825149559823      -131.05092459543084     -204.9058296144035       -143.10532291843265
1fa1ma1nta2sa2tma      -70.0339615061821       -144.65609999778098     -250.28387889130585      -158.72199572712998
1dma1fa1nta2sa2tma     -70.70280139971874      -144.328616742132       -246.94219467427183      -158.33032140668365
1dma2ma1nta2sa         -71.10802020365372      -132.71084384026472     -206.6168828999311       -144.40321385429706
