Number of files in database_s1.pkl: 18835
Number of files in database_s2.pkl: 18834
Example output:
info  cluster_type                                                                          1am
      component_ratio                                                                       [1]
      components                                                                           [am]
      file_basename                                                                       1am-2
      folder_path                             /home/kubeckaj/BCP/knattrup/clusteromics_III/r...
1sa1msa1dma-5_6        -1499.620246891608
1sa1msa1dma-54_4       -1499.595997864191
1sa1msa1dma-69_11      -1499.556828563751
1sa1msa1dma-72_11      -1499.579896698562
1sa1msa1dma-30_7       -1499.597260646319
1sa1msa1dma-57_10      -1499.605603548008
1sa1msa1dma-66_1       -1499.618060333181
1sa1msa1dma-54_3       -1499.60159713977 
1sa1msa1dma-5_1        -1499.655854496179
1sa1msa1dma-24_8       -1499.615648106082
1sa1msa1dma-47_6       -1499.593901634886
1sa1msa1dma-17_10      -1499.611841265334
1sa1msa1dma-75_4       -1499.57328997866 
1sa1msa1dma-88_4       -1499.578824821735
1sa1msa1dma-53_9       -1499.594544255591
1sa1msa1dma-23_2       -1499.615630550378
1sa1msa1dma-32_11      -1499.599835805883
1sa1msa1dma-28_6       -1499.606857287266
1sa1msa1dma-64_11      -1499.613623541209
1sa1msa1dma-79_4       -1499.557819410782
1sa1msa1dma-6_10       -1499.608364730113
1sa1msa1dma-84_4       -1499.580170720876
1sa1msa1dma-30_9       -1499.601948328237
1sa1msa1dma-40_2       -1499.621915585171
1sa1msa1dma-16_4       -1499.619157724918
1sa1msa1dma-41_10      -1499.601232128332
1sa1msa1dma-24_6       -1499.599762120188
1sa1msa1dma-37_3       -1499.605547938329
1sa1msa1dma-47_8       -1499.594276717499
1sa1msa1dma-53_7       -1499.600963226005
1sa1msa1dma-2_5        -1499.601221935935
1sa1msa1dma-61_5       -1499.59040114454 
1sa1msa1dma-9_1        -1499.653517263618
1sa1msa1dma-58_3       -1499.594315615257
1sa1msa1dma-24_11      -1499.602559895975
1sa1msa1dma-28_8       -1499.614215385476
1sa1msa1dma-37_4       -1499.606950996235
1sa1msa1dma-81_10      -1499.58239488738 
1sa1msa1dma-83_9       -1499.572414621725
1sa1msa1dma-2_2        -1499.603204137758
1sa1msa1dma-11_9       -1499.620602553177
1sa1msa1dma-61_2       -1499.587711468382
1sa1msa1dma-58_4       -1499.602799358006
1sa1msa1dma-9_6        -1499.609178286024
1sa1msa1dma-72_7       -1499.579603015944
1sa1msa1dma-79_3       -1499.5679616441  
1sa1msa1dma-84_3       -1499.574022099566
1sa1msa1dma-40_5       -1499.595603958071
1sa1msa1dma-16_3       -1499.586235602845
1sa1msa1dma-66_8       -1499.577290087438
1sa1msa1dma-24_1       -1499.652079740131
1sa1msa1dma-5_8        -1499.617429724808
1sa1msa1dma-26_7       -1499.602673344404
1sa1msa1dma-14_5       -1499.626742082946
1sa1msa1dma-42_3       -1499.612740496977
1sa1msa1dma-32_8       -1499.594114933499
1sa1msa1dma-86_5       -1499.577840814328
1sa1msa1dma-70_1       -1499.620658049323
1sa1msa1dma-48_11      -1499.60658801184 
1sa1msa1dma-49_7       -1499.611492452843
1sa1msa1dma-63_4       -1499.600003669058
1sa1msa1dma-51_6       -1499.596862173971
1sa1msa1dma-45_9       -1499.620721106437
1sa1msa1dma-35_2       -1499.588425544973
1sa1msa1dma-36_10      -1499.609454376058
1sa1msa1dma-88_11      -1499.573994271997
1sa1msa1dma-63_3       -1499.600556145949
1sa1msa1dma-13_8       -1499.616421712805
1sa1msa1dma-68_7       -1499.572457668052
1sa1msa1dma-51_1       -1499.640603507884
1sa1msa1dma-13_11      -1499.611193623782
1sa1msa1dma-81_8       -1499.581794154541
1sa1msa1dma-35_5       -1499.617404995731
1sa1msa1dma-7_9        -1499.608962832341
1sa1msa1dma-53_11      -1499.606859969445
1sa1msa1dma-64_9       -1499.607091199676
1sa1msa1dma-14_2       -1499.622612618883
1sa1msa1dma-42_4       -1499.609954899601
1sa1msa1dma-86_2       -1499.579789702203
1sa1msa1dma-76_10      -1499.59712593524 
1sa1msa1dma-70_6       -1499.579277894099
1sa1msa1dma-13_6       -1499.609333363587
1sa1msa1dma-20_10      -1499.620630014745
1sa1msa1dma-68_9       -1499.569077003621
1sa1msa1dma-18_2       -1499.614874489669
1sa1msa1dma-21_4       -1499.591801603558
1sa1msa1dma-77_2       -1499.559279255977
1sa1msa1dma-81_6       -1499.589577413401
1sa1msa1dma-56_5       -1499.59590878135 
1sa1msa1dma-7_7        -1499.619540452586
1sa1msa1dma-64_7       -1499.585605057548
1sa1msa1dma-45_11      -1499.618680293802
1sa1msa1dma-32_1       -1499.649462983634
1sa1msa1dma-70_8       -1499.574434592185
1sa1msa1dma-2_11       -1499.62504746885 
1sa1msa1dma-39_5       -1499.620110300033
1sa1msa1dma-60_10      -1499.614013849553
1sa1msa1dma-26_9       -1499.609473204721
1sa1msa1dma-56_2       -1499.598349948239
1sa1msa1dma-32_6       -1499.606338184546
1sa1msa1dma-49_9       -1499.601935119205
1sa1msa1dma-39_2       -1499.592319870841
1sa1msa1dma-13_1       -1499.652493524175
1sa1msa1dma-18_5       -1499.617301772677
1sa1msa1dma-21_3       -1499.612586155938
1sa1msa1dma-51_8       -1499.594814590229
1sa1msa1dma-85_11      -1499.580541911202
1sa1msa1dma-77_5       -1499.564070970114
1sa1msa1dma-81_1       -1499.61316447588 
1sa1msa1dma-45_7       -1499.603052647843
1sa1msa1dma-73_9       -1499.569361171465
1sa1msa1dma-30_11      -1499.611770996479
1sa1msa1dma-4_6        -1499.613109132754
1sa1msa1dma-55_4       -1499.595611462771
1sa1msa1dma-67_6       -1499.589975486891
1sa1msa1dma-15_10      -1499.623701872609
1sa1msa1dma-74_3       -1499.568005567776
1sa1msa1dma-55_10      -1499.59659164198 
1sa1msa1dma-82_7       -1499.577952107757
1sa1msa1dma-46_1       -1499.646158397836
1sa1msa1dma-8_8        -1499.61372148516 
1sa1msa1dma-29_1       -1499.649843495107
1sa1msa1dma-10_7       -1499.617678211991
1sa1msa1dma-70_11      -1499.572238758413
1sa1msa1dma-22_5       -1499.603704477524
1sa1msa1dma-9_10       -1499.616720827303
1sa1msa1dma-74_4       -1499.557626107894
1sa1msa1dma-46_6       -1499.599624428809
1sa1msa1dma-29_6       -1499.608053871859
1sa1msa1dma-22_2       -1499.613200280846
1sa1msa1dma-52_9       -1499.608072190736
1sa1msa1dma-31_7       -1499.597181569625
1sa1msa1dma-25_8       -1499.61565118413 
1sa1msa1dma-55_3       -1499.592876645792
1sa1msa1dma-4_1        -1499.658065291184
1sa1msa1dma-67_1       -1499.617945653693
1sa1msa1dma-46_8       -1499.591950809473
1sa1msa1dma-36_3       -1499.607953747009
1sa1msa1dma-29_8       -1499.606057984419
1sa1msa1dma-8_1        -1499.654755520417
1sa1msa1dma-59_3       -1499.614488196894
1sa1msa1dma-60_5       -1499.603412941074
1sa1msa1dma-52_7       -1499.591662153248
1sa1msa1dma-58_10      -1499.607215338602
1sa1msa1dma-3_5        -1499.609023199209
1sa1msa1dma-41_2       -1499.582597781832
1sa1msa1dma-31_9       -1499.600167467725
1sa1msa1dma-85_4       -1499.581048001709
1sa1msa1dma-78_4       -1499.564308194761
1sa1msa1dma-18_10      -1499.629161649797
1sa1msa1dma-25_6       -1499.614231042037
1sa1msa1dma-83_10      -1499.56872696358 
1sa1msa1dma-17_4       -1499.619079779923
1sa1msa1dma-41_5       -1499.616428081549
1sa1msa1dma-26_11      -1499.613236696039
1sa1msa1dma-85_3       -1499.581921521917
1sa1msa1dma-78_3       -1499.585935543777
1sa1msa1dma-73_7       -1499.580363239326
1sa1msa1dma-4_8        -1499.611100115633
1sa1msa1dma-25_1       -1499.650278991643
1sa1msa1dma-67_8       -1499.578120942592
1sa1msa1dma-17_3       -1499.61956081914 
1sa1msa1dma-43_10      -1499.616654944547
1sa1msa1dma-82_9       -1499.570174129181
1sa1msa1dma-36_4       -1499.618320744262
1sa1msa1dma-4_10       -1499.617348855145
1sa1msa1dma-59_4       -1499.604758501966
1sa1msa1dma-66_11      -1499.551617688786
1sa1msa1dma-8_6        -1499.598762044722
1sa1msa1dma-60_2       -1499.600244557663
1sa1msa1dma-10_9       -1499.618373306308
1sa1msa1dma-3_2        -1499.608029733328
1sa1msa1dma-1_4        -1499.610110682214
1sa1msa1dma-50_6       -1499.597665180868
1sa1msa1dma-62_4       -1499.59386829689 
1sa1msa1dma-74_10      -1499.57587871274 
1sa1msa1dma-34_2       -1499.601065603087
1sa1msa1dma-44_9       -1499.617336826679
1sa1msa1dma-51_11      -1499.602317811343
1sa1msa1dma-15_5       -1499.60502303267 
1sa1msa1dma-11_11      -1499.610259538668
1sa1msa1dma-27_7       -1499.604995379169
1sa1msa1dma-48_7       -1499.603149360035
1sa1msa1dma-71_1       -1499.62012729968 
1sa1msa1dma-34_10      -1499.609245222876
1sa1msa1dma-87_5       -1499.581197499251
1sa1msa1dma-33_8       -1499.593322869685
1sa1msa1dma-43_3       -1499.595674170098
1sa1msa1dma-15_2       -1499.591588888143
1sa1msa1dma-65_9       -1499.563213834928
1sa1msa1dma-6_9        -1499.612882372632
1sa1msa1dma-71_6       -1499.585785880364
1sa1msa1dma-87_2       -1499.580605191012
1sa1msa1dma-43_4       -1499.603196692089
1sa1msa1dma-50_1       -1499.638755096765
1sa1msa1dma-1_3        -1499.623953896741
1sa1msa1dma-69_7       -1499.570594259171
1sa1msa1dma-12_8       -1499.615458887774
1sa1msa1dma-62_3       -1499.596663911791
1sa1msa1dma-34_5       -1499.598457839236
1sa1msa1dma-80_8       -1499.579241993946
1sa1msa1dma-65_7       -1499.58031153042 
1sa1msa1dma-39_10      -1499.584142552048
1sa1msa1dma-57_5       -1499.597441455196
1sa1msa1dma-6_7        -1499.622821592304
1sa1msa1dma-87_11      -1499.579871438325
1sa1msa1dma-38_5       -1499.600702223724
1sa1msa1dma-71_8       -1499.565184384754
1sa1msa1dma-33_1       -1499.648160456299
1sa1msa1dma-20_4       -1499.606571687276
1sa1msa1dma-19_2       -1499.624559167776
1sa1msa1dma-69_9       -1499.562297152956
1sa1msa1dma-12_6       -1499.62256942774 
1sa1msa1dma-80_6       -1499.581817697933
1sa1msa1dma-76_2       -1499.554656656368
1sa1msa1dma-79_10      -1499.564811385877
1sa1msa1dma-50_8       -1499.605491246939
1sa1msa1dma-20_3       -1499.619255402728
1sa1msa1dma-62_10      -1499.600261030534
1sa1msa1dma-19_5       -1499.619017440192
1sa1msa1dma-12_1       -1499.654329899811
1sa1msa1dma-44_7       -1499.60601480414 
1sa1msa1dma-80_1       -1499.613116969741
1sa1msa1dma-47_11      -1499.597606056603
1sa1msa1dma-76_5       -1499.572641485767
1sa1msa1dma-57_2       -1499.591163512319
1sa1msa1dma-27_9       -1499.611068834   
1sa1msa1dma-38_2       -1499.595109085058
1sa1msa1dma-22_10      -1499.614735993843
1sa1msa1dma-48_9       -1499.597254423041
1sa1msa1dma-33_6       -1499.604442072067
1sa1msa1dma-7_1        -1499.65627325549 
1sa1msa1dma-56_3       -1499.606735267844
1sa1msa1dma-26_8       -1499.607511995913
1sa1msa1dma-64_1       -1499.633666237112
1sa1msa1dma-32_7       -1499.614187767888
1sa1msa1dma-39_3       -1499.603355203458
1sa1msa1dma-49_8       -1499.607960489006
1sa1msa1dma-18_4       -1499.60448883938 
1sa1msa1dma-51_9       -1499.6086593933  
1sa1msa1dma-21_2       -1499.593222550188
1sa1msa1dma-77_4       -1499.570627549524
1sa1msa1dma-85_10      -1499.584963716447
1sa1msa1dma-45_6       -1499.60676870512 
1sa1msa1dma-13_7       -1499.619301100649
1sa1msa1dma-18_3       -1499.6126815505  
1sa1msa1dma-20_11      -1499.614912864282
1sa1msa1dma-68_8       -1499.576622938424
1sa1msa1dma-21_5       -1499.606935917147
1sa1msa1dma-77_3       -1499.567221761076
1sa1msa1dma-81_7       -1499.583861375175
1sa1msa1dma-45_1       -1499.643568480546
1sa1msa1dma-56_4       -1499.596110956092
1sa1msa1dma-7_6        -1499.614785283715
1sa1msa1dma-64_6       -1499.601896324116
1sa1msa1dma-45_10      -1499.620093579596
1sa1msa1dma-70_9       -1499.571493256668
1sa1msa1dma-60_11      -1499.615488151703
1sa1msa1dma-39_4       -1499.594528245412
1sa1msa1dma-2_10       -1499.610931332963
1sa1msa1dma-88_10      -1499.56804238421 
1sa1msa1dma-36_11      -1499.594164779438
1sa1msa1dma-13_9       -1499.606825539102
1sa1msa1dma-63_2       -1499.606972569774
1sa1msa1dma-68_6       -1499.582367463534
1sa1msa1dma-13_10      -1499.605364707647
1sa1msa1dma-81_9       -1499.581606944119
1sa1msa1dma-35_4       -1499.610228289568
1sa1msa1dma-26_1       -1499.651264101247
1sa1msa1dma-7_8        -1499.614873815173
1sa1msa1dma-53_10      -1499.598354195353
1sa1msa1dma-14_3       -1499.62188352133 
1sa1msa1dma-64_8       -1499.593222023783
1sa1msa1dma-42_5       -1499.610531017606
1sa1msa1dma-76_11      -1499.583127186921
1sa1msa1dma-86_3       -1499.576194558015
1sa1msa1dma-70_7       -1499.568746348331
1sa1msa1dma-49_1       -1499.640816408788
1sa1msa1dma-26_6       -1499.601384121274
1sa1msa1dma-14_4       -1499.611147280339
1sa1msa1dma-32_9       -1499.61000994368 
1sa1msa1dma-42_2       -1499.588120628275
1sa1msa1dma-86_4       -1499.574525984904
1sa1msa1dma-48_10      -1499.597935253439
1sa1msa1dma-49_6       -1499.589751885291
1sa1msa1dma-63_5       -1499.608042169004
1sa1msa1dma-68_1       -1499.617892099942
1sa1msa1dma-51_7       -1499.593714719697
1sa1msa1dma-35_3       -1499.619585083547
1sa1msa1dma-45_8       -1499.605759001944
1sa1msa1dma-81_11      -1499.579501690843
1sa1msa1dma-37_5       -1499.611445664448
1sa1msa1dma-83_8       -1499.573164430465
1sa1msa1dma-2_3        -1499.62759728277 
1sa1msa1dma-53_1       -1499.641960456847
1sa1msa1dma-61_3       -1499.592289226121
1sa1msa1dma-11_8       -1499.606312543658
1sa1msa1dma-58_5       -1499.600063530021
1sa1msa1dma-9_7        -1499.61843296443 
1sa1msa1dma-72_6       -1499.586659825493
1sa1msa1dma-84_2       -1499.581046242915
1sa1msa1dma-79_2       -1499.569221561304
1sa1msa1dma-40_4       -1499.61229641439 
1sa1msa1dma-66_9       -1499.571551193408
1sa1msa1dma-16_2       -1499.596549889571
1sa1msa1dma-5_9        -1499.616193714882
1sa1msa1dma-72_1       -1499.617709866032
1sa1msa1dma-84_5       -1499.577948920422
1sa1msa1dma-6_11       -1499.616686749881
1sa1msa1dma-79_5       -1499.567806445843
1sa1msa1dma-64_10      -1499.600812976562
1sa1msa1dma-40_3       -1499.615937595348
1sa1msa1dma-30_8       -1499.596576238196
1sa1msa1dma-16_5       -1499.610150790003
1sa1msa1dma-41_11      -1499.590049860863
1sa1msa1dma-24_7       -1499.607627917232
1sa1msa1dma-47_9       -1499.604966585313
1sa1msa1dma-37_2       -1499.605752491334
1sa1msa1dma-53_6       -1499.608394741929
1sa1msa1dma-2_4        -1499.614325207503
1sa1msa1dma-61_4       -1499.579077553724
1sa1msa1dma-24_10      -1499.610614623139
1sa1msa1dma-28_9       -1499.616738980145
1sa1msa1dma-58_2       -1499.601349071829
1sa1msa1dma-72_10      -1499.581351592538
1sa1msa1dma-30_6       -1499.594440040197
1sa1msa1dma-57_11      -1499.595703600781
1sa1msa1dma-24_9       -1499.610241630937
1sa1msa1dma-54_2       -1499.599258920805
1sa1msa1dma-47_7       -1499.60347761169 
1sa1msa1dma-17_11      -1499.627159032011
1sa1msa1dma-83_1       -1499.612367228907
1sa1msa1dma-88_5       -1499.567031351615
1sa1msa1dma-75_5       -1499.574102981984
1sa1msa1dma-23_3       -1499.616394359882
1sa1msa1dma-53_8       -1499.583061057444
1sa1msa1dma-32_10      -1499.613193117505
1sa1msa1dma-11_1       -1499.655043513802
1sa1msa1dma-28_7       -1499.607707737959
1sa1msa1dma-83_6       -1499.559131781489
1sa1msa1dma-88_2       -1499.554476602879
1sa1msa1dma-75_2       -1499.545822875459
1sa1msa1dma-29_10      -1499.600089871965
1sa1msa1dma-23_4       -1499.61480928897 
1sa1msa1dma-11_6       -1499.604810679991
1sa1msa1dma-9_9        -1499.614138150394
1sa1msa1dma-72_8       -1499.567264924742
1sa1msa1dma-30_1       -1499.649316584753
1sa1msa1dma-66_7       -1499.567119924981
1sa1msa1dma-69_10      -1499.543653267129
1sa1msa1dma-5_7        -1499.6114256984  
1sa1msa1dma-54_5       -1499.574734663417
1sa1msa1dma-20_2       -1499.612089889456
1sa1msa1dma-50_9       -1499.602418028132
1sa1msa1dma-19_4       -1499.598624807887
1sa1msa1dma-62_11      -1499.598010316952
1sa1msa1dma-44_6       -1499.617579308917
1sa1msa1dma-47_10      -1499.617060174729
1sa1msa1dma-76_4       -1499.569681177065
1sa1msa1dma-65_1       -1499.617861429485
1sa1msa1dma-27_8       -1499.617314325742
1sa1msa1dma-6_1        -1499.655097071707
1sa1msa1dma-57_3       -1499.606868838646
1sa1msa1dma-22_11      -1499.606584595866
1sa1msa1dma-48_8       -1499.601054619504
1sa1msa1dma-38_3       -1499.590334624867
1sa1msa1dma-33_7       -1499.599226492712
1sa1msa1dma-65_6       -1499.581520739467
1sa1msa1dma-87_10      -1499.579549239721
1sa1msa1dma-57_4       -1499.606957443651
1sa1msa1dma-39_11      -1499.598055597291
1sa1msa1dma-6_6        -1499.623104187452
1sa1msa1dma-38_4       -1499.587609873874
1sa1msa1dma-71_9       -1499.56901913879 
1sa1msa1dma-20_5       -1499.606093088994
1sa1msa1dma-69_8       -1499.561537209783
1sa1msa1dma-19_3       -1499.611429405642
1sa1msa1dma-12_7       -1499.618134625107
1sa1msa1dma-44_1       -1499.646597729592
1sa1msa1dma-80_7       -1499.575738313861
1sa1msa1dma-79_11      -1499.569626361549
1sa1msa1dma-76_3       -1499.56093330574 
1sa1msa1dma-65_8       -1499.586023200942
1sa1msa1dma-15_3       -1499.626889379363
1sa1msa1dma-6_8        -1499.61633286853 
1sa1msa1dma-27_1       -1499.650932867654
1sa1msa1dma-48_1       -1499.640646302647
1sa1msa1dma-71_7       -1499.567688684005
1sa1msa1dma-87_3       -1499.571373026324
1sa1msa1dma-43_5       -1499.607660832137
1sa1msa1dma-1_2        -1499.607702593234
1sa1msa1dma-69_6       -1499.576975861184
1sa1msa1dma-62_2       -1499.598595557445
1sa1msa1dma-12_9       -1499.62048886864 
1sa1msa1dma-34_4       -1499.599196910281
1sa1msa1dma-80_9       -1499.570068094597
1sa1msa1dma-1_5        -1499.623155225438
1sa1msa1dma-50_7       -1499.591163846199
1sa1msa1dma-69_1       -1499.617903220406
1sa1msa1dma-62_5       -1499.607228072043
1sa1msa1dma-74_11      -1499.54818765668 
1sa1msa1dma-44_8       -1499.617039057267
1sa1msa1dma-34_3       -1499.602714224377
1sa1msa1dma-51_10      -1499.611606895633
1sa1msa1dma-15_4       -1499.611103861265
1sa1msa1dma-11_10      -1499.603865528315
1sa1msa1dma-27_6       -1499.607255369474
1sa1msa1dma-48_6       -1499.610020459143
1sa1msa1dma-87_4       -1499.566167158459
1sa1msa1dma-34_11      -1499.602867492256
1sa1msa1dma-43_2       -1499.600694109559
1sa1msa1dma-33_9       -1499.611414576401
1sa1msa1dma-41_4       -1499.595410610015
1sa1msa1dma-78_2       -1499.566818547165
1sa1msa1dma-85_2       -1499.575541442733
1sa1msa1dma-26_10      -1499.612597394789
1sa1msa1dma-73_6       -1499.590511363735
1sa1msa1dma-4_9        -1499.622977222909
1sa1msa1dma-17_2       -1499.622029470396
1sa1msa1dma-67_9       -1499.566507876651
1sa1msa1dma-43_11      -1499.584155974552
1sa1msa1dma-82_8       -1499.579015217888
1sa1msa1dma-36_5       -1499.595451048673
1sa1msa1dma-66_10      -1499.565465914855
1sa1msa1dma-59_5       -1499.601709956285
1sa1msa1dma-8_7        -1499.586416407046
1sa1msa1dma-4_11       -1499.617703805046
1sa1msa1dma-10_8       -1499.631141173006
1sa1msa1dma-60_3       -1499.594075188383
1sa1msa1dma-3_3        -1499.5963525282  
1sa1msa1dma-52_1       -1499.640766286061
1sa1msa1dma-36_2       -1499.616309913936
1sa1msa1dma-46_9       -1499.6172067045  
1sa1msa1dma-59_2       -1499.601012513546
1sa1msa1dma-29_9       -1499.622914586647
1sa1msa1dma-60_4       -1499.597382181121
1sa1msa1dma-52_6       -1499.58801223491 
1sa1msa1dma-58_11      -1499.599910516416
1sa1msa1dma-3_4        -1499.620913435946
1sa1msa1dma-31_8       -1499.587776681873
1sa1msa1dma-41_3       -1499.598466990851
1sa1msa1dma-78_5       -1499.572569834777
1sa1msa1dma-85_5       -1499.582885527056
1sa1msa1dma-18_11      -1499.620640009623
1sa1msa1dma-73_1       -1499.620567995754
1sa1msa1dma-25_7       -1499.620468649943
1sa1msa1dma-17_5       -1499.623747970064
1sa1msa1dma-83_11      -1499.563179806375
1sa1msa1dma-74_5       -1499.577270048511
1sa1msa1dma-9_11       -1499.621179552654
1sa1msa1dma-82_1       -1499.613397668911
1sa1msa1dma-46_7       -1499.601293835831
1sa1msa1dma-29_7       -1499.601946336906
1sa1msa1dma-10_1       -1499.65465729854 
1sa1msa1dma-52_8       -1499.597194737191
1sa1msa1dma-22_3       -1499.609169108926
1sa1msa1dma-31_6       -1499.595407336385
1sa1msa1dma-55_2       -1499.605815287947
1sa1msa1dma-25_9       -1499.613709180488
1sa1msa1dma-31_1       -1499.646351501989
1sa1msa1dma-73_8       -1499.58468554044 
1sa1msa1dma-30_10      -1499.604547106173
1sa1msa1dma-4_7        -1499.624959240212
1sa1msa1dma-55_5       -1499.586286106339
1sa1msa1dma-67_7       -1499.57781303613 
1sa1msa1dma-15_11      -1499.616877320161
1sa1msa1dma-74_2       -1499.54893185146 
1sa1msa1dma-55_11      -1499.598946927877
1sa1msa1dma-82_6       -1499.57398540202 
1sa1msa1dma-8_9        -1499.618214155722
1sa1msa1dma-10_6       -1499.611334894556
1sa1msa1dma-70_10      -1499.558099299548
1sa1msa1dma-22_4       -1499.612145780247
1sa1msa1eda-88_10      -1554.958240019478
1sa1msa1eda-36_11      -1554.952696660556
1sa1msa1eda-74_2       -1554.953447652008
1sa1msa1eda-174_6      -1554.929465706841
1sa1msa1eda-89_2       -1554.958450726153
1sa1msa1eda-82_6       -1554.971093005063
1sa1msa1eda-182_2      -1554.91102079125 
1sa1msa1eda-146_4      -1554.941390323679
1sa1msa1eda-184_10     -1554.932522372138
1sa1msa1eda-129_4      -1554.959595074083
1sa1msa1eda-13_10      -1554.948604435361
1sa1msa1eda-160_9      -1554.944866934369
1sa1msa1eda-1_9        -1554.970006657663
1sa1msa1eda-110_2      -1554.970933375902
1sa1msa1eda-10_6       -1554.963647571697
1sa1msa1eda-96_9       -1554.976710696659
1sa1msa1eda-22_4       -1554.965903118205
1sa1msa1eda-131_5      -1554.950325373561
1sa1msa1eda-31_1       -1555.006850077519
1sa1msa1eda-53_10      -1554.961283030257
1sa1msa1eda-108_3      -1554.936738675114
1sa1msa1eda-185_8      -1554.900562019655
1sa1msa1eda-178_8      -1554.906689516716
1sa1msa1eda-73_8       -1554.965543878488
1sa1msa1eda-103_7      -1554.940965434459
1sa1msa1eda-55_5       -1554.940160368209
1sa1msa1eda-155_1      -1554.99147177695 
1sa1msa1eda-76_11      -1554.961271458087
1sa1msa1eda-91_3       -1554.966566593836
1sa1msa1eda-167_3      -1554.935616762496
1sa1msa1eda-6_3        -1554.966425002199
1sa1msa1eda-67_7       -1554.957170853654
1sa1msa1eda-117_8      -1554.974863996161
1sa1msa1eda-141_9      -1554.959360128805
1sa1msa1eda-131_2      -1554.955750633128
1sa1msa1eda-31_6       -1554.965916569668
1sa1msa1eda-161_11     -1554.947324913471
1sa1msa1eda-108_4      -1554.946698973173
1sa1msa1eda-55_2       -1554.970537170813
1sa1msa1eda-155_6      -1554.950480488908
1sa1msa1eda-25_9       -1554.958101633247
1sa1msa1eda-144_10     -1554.946060948125
1sa1msa1eda-91_4       -1554.950140076252
1sa1msa1eda-6_4        -1554.96411843629 
1sa1msa1eda-167_4      -1554.931438355023
1sa1msa1eda-48_10      -1554.964683819784
1sa1msa1eda-104_10     -1554.956202639536
1sa1msa1eda-74_5       -1554.938576026938
1sa1msa1eda-174_1      -1554.971405716522
1sa1msa1eda-9_11       -1554.95263186461 
1sa1msa1eda-89_5       -1554.942110655147
1sa1msa1eda-82_1       -1555.003996541493
1sa1msa1eda-182_5      -1554.917285932663
1sa1msa1eda-146_3      -1554.947828141969
1sa1msa1eda-46_7       -1554.952407610106
1sa1msa1eda-136_8      -1554.950974512465
1sa1msa1eda-129_3      -1554.968811525946
1sa1msa1eda-29_7       -1554.962514834102
1sa1msa1eda-121_11     -1554.964121390007
1sa1msa1eda-159_8      -1554.956449621589
1sa1msa1eda-110_5      -1554.959047054331
1sa1msa1eda-10_1       -1555.010511188993
1sa1msa1eda-52_8       -1554.951050537381
1sa1msa1eda-22_3       -1554.960727523259
1sa1msa1eda-122_7      -1554.949989158083
1sa1msa1eda-93_10      -1554.952495123829
1sa1msa1eda-31_8       -1554.952955733866
1sa1msa1eda-141_7      -1554.939727550578
1sa1msa1eda-41_3       -1554.953581660834
1sa1msa1eda-178_1      -1554.97057246178 
1sa1msa1eda-78_5       -1554.971843260617
1sa1msa1eda-85_5       -1554.973110823666
1sa1msa1eda-185_1      -1554.965595948529
1sa1msa1eda-73_1       -1555.004314791781
1sa1msa1eda-173_5      -1554.933186789102
1sa1msa1eda-177_11     -1554.943623783188
1sa1msa1eda-25_7       -1554.968644718225
1sa1msa1eda-125_3      -1554.955622074219
1sa1msa1eda-155_8      -1554.950062262356
1sa1msa1eda-117_1      -1555.002530872216
1sa1msa1eda-17_5       -1554.94666094246 
1sa1msa1eda-152_10     -1554.95160692577 
1sa1msa1eda-104_4      -1554.944553542196
1sa1msa1eda-112_10     -1554.954968022214
1sa1msa1eda-136_6      -1554.949512546628
1sa1msa1eda-36_2       -1554.964639250578
1sa1msa1eda-46_9       -1554.943227436506
1sa1msa1eda-159_6      -1554.936551011625
1sa1msa1eda-59_2       -1554.966713960486
1sa1msa1eda-29_9       -1554.95264039317 
1sa1msa1eda-85_10      -1554.938607087141
1sa1msa1eda-60_4       -1554.934470258727
1sa1msa1eda-137_11     -1554.945941349107
1sa1msa1eda-122_9      -1554.954193315518
1sa1msa1eda-52_6       -1554.94626990433 
1sa1msa1eda-152_2      -1554.936707688247
1sa1msa1eda-104_3      -1554.951467186283
1sa1msa1eda-174_8      -1554.916766388227
1sa1msa1eda-20_11      -1554.969348923788
1sa1msa1eda-82_8       -1554.969017099009
1sa1msa1eda-136_1      -1554.993234525366
1sa1msa1eda-36_5       -1554.94827398824 
1sa1msa1eda-159_1      -1554.989916333122
1sa1msa1eda-59_5       -1554.954527090577
1sa1msa1eda-4_11       -1554.966776127262
1sa1msa1eda-10_8       -1554.942015810114
1sa1msa1eda-109_10     -1554.936955792589
1sa1msa1eda-160_7      -1554.932781110943
1sa1msa1eda-1_7        -1554.96174983332 
1sa1msa1eda-60_3       -1554.929350686006
1sa1msa1eda-96_7       -1554.968542036012
1sa1msa1eda-52_1       -1555.005508552697
1sa1msa1eda-152_5      -1554.941297794829
1sa1msa1eda-149_10     -1554.95201220758 
1sa1msa1eda-41_4       -1554.957803802346
1sa1msa1eda-178_6      -1554.928426241041
1sa1msa1eda-78_2       -1554.978252105727
1sa1msa1eda-85_2       -1554.937216776819
1sa1msa1eda-185_6      -1554.931133463582
1sa1msa1eda-103_9      -1554.966555954963
1sa1msa1eda-73_6       -1554.970616591559
1sa1msa1eda-173_2      -1554.898292128743
1sa1msa1eda-45_10      -1554.936313997797
1sa1msa1eda-125_4      -1554.949204246032
1sa1msa1eda-117_6      -1554.946616071672
1sa1msa1eda-17_2       -1554.955093692754
1sa1msa1eda-67_9       -1554.965862843815
