Number of files in database_s1.pkl: 18835
Number of files in database_s2.pkl: 18834
Example output:
info  cluster_type                                                                          1am
      component_ratio                                                                       [1]
      components                                                                           [am]
      file_basename                                                                       1am-2
      folder_path                             /home/kubeckaj/BCP/knattrup/clusteromics_III/r...
1sa1msa1am1ma-61_2     -1516.881233024397
1sa1msa1am1ma-150_2    -1516.870606710047
1sa1msa1am1ma-11_9     -1516.900265763046
1sa1msa1am1ma-83_9     -1516.884676115652
1sa1msa1am1ma-106_4    -1516.857091746323
1sa1msa1am1ma-150_11   -1516.867739179642
1sa1msa1am1ma-37_4     -1516.88484595113 
1sa1msa1am1ma-32_11    -1516.886307654957
1sa1msa1am1ma-134_6    -1516.868404515395
1sa1msa1am1ma-127_3    -1516.875842255812
1sa1msa1am1ma-66_8     -1516.869690301488
1sa1msa1am1ma-110_11   -1516.87360590446 
1sa1msa1am1ma-157_8    -1516.859139306919
1sa1msa1am1ma-16_3     -1516.89156487425 
1sa1msa1am1ma-115_1    -1516.910505812484
1sa1msa1am1ma-24_1     -1516.923679929474
1sa1msa1am1ma-72_11    -1516.875238538498
1sa1msa1am1ma-72_7     -1516.884242013009
1sa1msa1am1ma-135_10   -1516.869502911045
1sa1msa1am1ma-143_7    -1516.861486698587
1sa1msa1am1ma-187_1    -1516.893218909103
1sa1msa1am1ma-40_5     -1516.879163319351
1sa1msa1am1ma-171_5    -1516.851078527907
1sa1msa1am1ma-84_3     -1516.873016788158
1sa1msa1am1ma-57_10    -1516.875609075818
1sa1msa1am1ma-148_3    -1516.870069532681
1sa1msa1am1ma-138_8    -1516.862100862981
1sa1msa1am1ma-79_3     -1516.869085749015
1sa1msa1am1ma-97_8     -1516.874622915053
1sa1msa1am1ma-23_5     -1516.888394897949
1sa1msa1am1ma-112_5    -1516.855036428448
1sa1msa1am1ma-119_1    -1516.910449720141
1sa1msa1am1ma-28_1     -1516.92300495294 
1sa1msa1am1ma-163_10   -1516.864909902984
1sa1msa1am1ma-11_7     -1516.88484517662 
1sa1msa1am1ma-120_7    -1516.870952661117
1sa1msa1am1ma-83_7     -1516.902193947364
1sa1msa1am1ma-24_11    -1516.902529099878
1sa1msa1am1ma-176_1    -1516.896077834087
1sa1msa1am1ma-47_1     -1516.918765014493
1sa1msa1am1ma-180_5    -1516.836768543662
1sa1msa1am1ma-146_11   -1516.844683202053
1sa1msa1am1ma-144_3    -1516.855871837239
1sa1msa1am1ma-88_3     -1516.841934646631
1sa1msa1am1ma-75_3     -1516.867537570983
1sa1msa1am1ma-134_8    -1516.868379944536
1sa1msa1am1ma-157_6    -1516.854097646368
1sa1msa1am1ma-66_6     -1516.868800710279
1sa1msa1am1ma-64_11    -1516.870420768177
1sa1msa1am1ma-7_4      -1516.884377592961
1sa1msa1am1ma-165_4    -1516.861024929422
1sa1msa1am1ma-106_11   -1516.873715318459
1sa1msa1am1ma-54_4     -1516.88273615606 
1sa1msa1am1ma-90_2     -1516.887864857084
1sa1msa1am1ma-143_9    -1516.861477994168
1sa1msa1am1ma-72_9     -1516.857914008167
1sa1msa1am1ma-133_2    -1516.869323842881
1sa1msa1am1ma-41_10    -1516.882647176171
1sa1msa1am1ma-123_10   -1516.86305368775 
1sa1msa1am1ma-138_6    -1516.868266680258
1sa1msa1am1ma-157_1    -1516.904238163402
1sa1msa1am1ma-66_1     -1516.919145464965
1sa1msa1am1ma-138_10   -1516.858440410397
1sa1msa1am1ma-186_11   -1516.841128303914
1sa1msa1am1ma-165_3    -1516.848052042045
1sa1msa1am1ma-24_8     -1516.883869687362
1sa1msa1am1ma-7_3      -1516.893078592267
1sa1msa1am1ma-115_8    -1516.874973369684
1sa1msa1am1ma-54_3     -1516.884669438493
1sa1msa1am1ma-90_5     -1516.863381832881
1sa1msa1am1ma-133_5    -1516.868095329604
1sa1msa1am1ma-187_8    -1516.843892563782
1sa1msa1am1ma-30_7     -1516.884454679625
1sa1msa1am1ma-101_7    -1516.871395609611
1sa1msa1am1ma-138_1    -1516.908954034087
1sa1msa1am1ma-162_9    -1516.861717239446
1sa1msa1am1ma-23_2     -1516.879869025504
1sa1msa1am1ma-112_2    -1516.867794386115
1sa1msa1am1ma-53_9     -1516.892323178977
1sa1msa1am1ma-119_6    -1516.852583076311
1sa1msa1am1ma-28_6     -1516.888598644996
1sa1msa1am1ma-81_10    -1516.882413606125
1sa1msa1am1ma-178_10   -1516.852292493089
1sa1msa1am1ma-176_6    -1516.852445623177
1sa1msa1am1ma-47_6     -1516.866236709008
1sa1msa1am1ma-180_2    -1516.853733439403
1sa1msa1am1ma-88_4     -1516.874769294476
1sa1msa1am1ma-144_4    -1516.863731696419
1sa1msa1am1ma-75_4     -1516.862782201045
1sa1msa1am1ma-77_2     -1516.872417119657
1sa1msa1am1ma-136_9    -1516.85779359781 
1sa1msa1am1ma-146_2    -1516.876659378253
1sa1msa1am1ma-182_4    -1516.846417698736
1sa1msa1am1ma-81_6     -1516.872239517459
1sa1msa1am1ma-122_6    -1516.876596663441
1sa1msa1am1ma-93_11    -1516.874564529223
1sa1msa1am1ma-13_6     -1516.904853972862
1sa1msa1am1ma-110_4    -1516.866221819242
1sa1msa1am1ma-21_4     -1516.877655479248
1sa1msa1am1ma-95_9     -1516.8608262418  
1sa1msa1am1ma-18_2     -1516.906460714995
1sa1msa1am1ma-159_9    -1516.857898342512
1sa1msa1am1ma-68_9     -1516.856845878414
1sa1msa1am1ma-129_2    -1516.87056634293 
1sa1msa1am1ma-103_1    -1516.91510050204 
1sa1msa1am1ma-32_1     -1516.920126906233
1sa1msa1am1ma-39_5     -1516.879060195761
1sa1msa1am1ma-108_5    -1516.858514621449
1sa1msa1am1ma-2_11     -1516.882126821425
1sa1msa1am1ma-70_8     -1516.871658135661
1sa1msa1am1ma-131_3    -1516.857572900802
1sa1msa1am1ma-141_8    -1516.881198279114
1sa1msa1am1ma-92_3     -1516.872811308661
1sa1msa1am1ma-56_5     -1516.866296933115
1sa1msa1am1ma-48_11    -1516.892294276002
1sa1msa1am1ma-167_5    -1516.868243659726
1sa1msa1am1ma-5_5      -1516.889414715789
1sa1msa1am1ma-64_7     -1516.876248261735
1sa1msa1am1ma-99_7     -1516.870179629474
1sa1msa1am1ma-155_7    -1516.851011291125
1sa1msa1am1ma-131_11   -1516.877781456822
1sa1msa1am1ma-103_6    -1516.887752930409
1sa1msa1am1ma-32_6     -1516.872663614579
1sa1msa1am1ma-178_9    -1516.859157282519
1sa1msa1am1ma-39_2     -1516.891086492068
1sa1msa1am1ma-185_9    -1516.860511627607
1sa1msa1am1ma-53_11    -1516.878980471509
1sa1msa1am1ma-108_2    -1516.87450083459 
1sa1msa1am1ma-49_9     -1516.874603445287
1sa1msa1am1ma-131_4    -1516.863662377396
1sa1msa1am1ma-92_4     -1516.879306710927
1sa1msa1am1ma-114_10   -1516.844307963922
1sa1msa1am1ma-117_9    -1516.885704676256
1sa1msa1am1ma-56_2     -1516.875766839403
1sa1msa1am1ma-5_2      -1516.882670828371
1sa1msa1am1ma-167_2    -1516.862726227796
1sa1msa1am1ma-26_9     -1516.888654672799
1sa1msa1am1ma-76_10    -1516.861783418683
1sa1msa1am1ma-77_5     -1516.875402531805
1sa1msa1am1ma-146_5    -1516.861672809746
1sa1msa1am1ma-154_10   -1516.881795989174
1sa1msa1am1ma-182_3    -1516.849151515474
1sa1msa1am1ma-189_7    -1516.841130408716
1sa1msa1am1ma-45_7     -1516.888698214814
1sa1msa1am1ma-174_7    -1516.838181017164
1sa1msa1am1ma-81_1     -1516.918025606118
1sa1msa1am1ma-36_10    -1516.882051079456
1sa1msa1am1ma-88_11    -1516.867723610942
1sa1msa1am1ma-122_1    -1516.911359420195
1sa1msa1am1ma-171_11   -1516.876050394824
1sa1msa1am1ma-13_1     -1516.934632492963
1sa1msa1am1ma-110_3    -1516.881759086828
1sa1msa1am1ma-51_8     -1516.879066083744
1sa1msa1am1ma-160_8    -1516.849705557949
1sa1msa1am1ma-21_3     -1516.878001764058
1sa1msa1am1ma-2_8      -1516.893429657382
1sa1msa1am1ma-18_5     -1516.883560466053
1sa1msa1am1ma-13_11    -1516.883957251115
1sa1msa1am1ma-129_5    -1516.860112911896
1sa1msa1am1ma-86_5     -1516.886618270331
1sa1msa1am1ma-45_11    -1516.863012640783
1sa1msa1am1ma-32_8     -1516.883105595654
1sa1msa1am1ma-173_3    -1516.847218643007
1sa1msa1am1ma-42_3     -1516.866667489786
1sa1msa1am1ma-103_8    -1516.890154180771
1sa1msa1am1ma-49_7     -1516.854398274717
1sa1msa1am1ma-185_7    -1516.849568676967
1sa1msa1am1ma-178_7    -1516.860076706613
1sa1msa1am1ma-141_1    -1516.904990149038
1sa1msa1am1ma-127_11   -1516.872711483097
1sa1msa1am1ma-70_1     -1516.918979995471
1sa1msa1am1ma-60_10    -1516.884492175178
1sa1msa1am1ma-26_7     -1516.872411659005
1sa1msa1am1ma-117_7    -1516.873437397392
1sa1msa1am1ma-102_10   -1516.865274007378
1sa1msa1am1ma-14_5     -1516.884568190886
1sa1msa1am1ma-125_5    -1516.872604529377
1sa1msa1am1ma-20_10    -1516.900442016059
1sa1msa1am1ma-35_2     -1516.880136120316
1sa1msa1am1ma-174_9    -1516.841024622785
1sa1msa1am1ma-45_9     -1516.873206414901
1sa1msa1am1ma-104_2    -1516.84225028476 
1sa1msa1am1ma-142_10   -1516.868847199827
1sa1msa1am1ma-189_9    -1516.849273319326
1sa1msa1am1ma-152_4    -1516.85857234896 
1sa1msa1am1ma-63_4     -1516.869909902957
1sa1msa1am1ma-9_2      -1516.896335977462
1sa1msa1am1ma-2_6      -1516.873686623563
1sa1msa1am1ma-160_6    -1516.862216359342
1sa1msa1am1ma-167_11   -1516.856345992084
1sa1msa1am1ma-51_6     -1516.855417344697
1sa1msa1am1ma-136_7    -1516.856941935292
1sa1msa1am1ma-35_5     -1516.859424952969
1sa1msa1am1ma-104_5    -1516.869368453445
1sa1msa1am1ma-81_8     -1516.874626465944
1sa1msa1am1ma-152_3    -1516.842867494619
1sa1msa1am1ma-13_8     -1516.879562899802
1sa1msa1am1ma-122_8    -1516.866921191234
1sa1msa1am1ma-63_3     -1516.883845097786
1sa1msa1am1ma-159_10   -1516.848507324646
1sa1msa1am1ma-9_5      -1516.889713986826
1sa1msa1am1ma-85_11    -1516.864862960538
1sa1msa1am1ma-160_1    -1516.90386114163 
1sa1msa1am1ma-2_1      -1516.940168607578
1sa1msa1am1ma-51_1     -1516.917729691943
1sa1msa1am1ma-68_7     -1516.885160711844
1sa1msa1am1ma-159_7    -1516.862009026308
1sa1msa1am1ma-95_7     -1516.865681614323
1sa1msa1am1ma-119_10   -1516.878302917839
1sa1msa1am1ma-86_2     -1516.886873850042
1sa1msa1am1ma-173_4    -1516.856139942384
1sa1msa1am1ma-42_4     -1516.870493801469
1sa1msa1am1ma-141_6    -1516.86410118606 
1sa1msa1am1ma-70_6     -1516.868660666326
1sa1msa1am1ma-182_10   -1516.842406550458
1sa1msa1am1ma-155_9    -1516.873260435076
1sa1msa1am1ma-14_2     -1516.895857503   
1sa1msa1am1ma-99_9     -1516.847920050553
1sa1msa1am1ma-125_2    -1516.86163526991 
1sa1msa1am1ma-64_9     -1516.871354377226
1sa1msa1am1ma-151_5    -1516.871395925592
1sa1msa1am1ma-60_5     -1516.882221799121
1sa1msa1am1ma-118_8    -1516.865677737314
1sa1msa1am1ma-59_3     -1516.89300081414 
1sa1msa1am1ma-168_3    -1516.859238435547
1sa1msa1am1ma-55_10    -1516.894222357792
1sa1msa1am1ma-29_8     -1516.871744982454
1sa1msa1am1ma-137_10   -1516.890353058989
1sa1msa1am1ma-163_7    -1516.862547641043
1sa1msa1am1ma-1_7      -1516.889245405764
1sa1msa1am1ma-52_7     -1516.883298757412
1sa1msa1am1ma-189_11   -1516.827332009439
1sa1msa1am1ma-96_1     -1516.914336630976
1sa1msa1am1ma-135_1    -1516.906464250567
1sa1msa1am1ma-70_11    -1516.87261488024 
1sa1msa1am1ma-112_11   -1516.856577764729
1sa1msa1am1ma-177_8    -1516.827232653929
1sa1msa1am1ma-36_3     -1516.875939545983
1sa1msa1am1ma-107_3    -1516.881339694742
1sa1msa1am1ma-46_8     -1516.881755955283
1sa1msa1am1ma-30_11    -1516.878351517516
1sa1msa1am1ma-25_6     -1516.865543084167
1sa1msa1am1ma-114_6    -1516.873058837314
1sa1msa1am1ma-17_4     -1516.88241139514 
1sa1msa1am1ma-126_4    -1516.865509997687
1sa1msa1am1ma-152_11   -1516.866812345727
1sa1msa1am1ma-78_4     -1516.865980231991
1sa1msa1am1ma-15_10    -1516.88071240476 
1sa1msa1am1ma-149_4    -1516.852696435572
1sa1msa1am1ma-85_4     -1516.866602748956
1sa1msa1am1ma-170_2    -1516.835372369847
1sa1msa1am1ma-31_9     -1516.87816138259 
1sa1msa1am1ma-100_9    -1516.893177981454
1sa1msa1am1ma-41_2     -1516.88128715316 
1sa1msa1am1ma-186_6    -1516.83552545903 
1sa1msa1am1ma-177_10   -1516.833597533433
1sa1msa1am1ma-25_1     -1516.925707879506
1sa1msa1am1ma-114_1    -1516.91310767172 
1sa1msa1am1ma-17_3     -1516.891940507281
1sa1msa1am1ma-156_8    -1516.864822343507
1sa1msa1am1ma-67_8     -1516.885168109856
1sa1msa1am1ma-126_3    -1516.865489659515
1sa1msa1am1ma-149_11   -1516.85226475077 
1sa1msa1am1ma-78_3     -1516.868280788595
1sa1msa1am1ma-139_8    -1516.853635864031
1sa1msa1am1ma-85_3     -1516.858988065222
1sa1msa1am1ma-149_3    -1516.866560795584
1sa1msa1am1ma-170_5    -1516.85760559407 
1sa1msa1am1ma-41_5     -1516.877999700611
1sa1msa1am1ma-186_1    -1516.891613297748
1sa1msa1am1ma-142_7    -1516.856078744743
1sa1msa1am1ma-95_10    -1516.862429299251
1sa1msa1am1ma-73_7     -1516.861599915632
1sa1msa1am1ma-10_9     -1516.88997648729 
1sa1msa1am1ma-151_2    -1516.87228762031 
1sa1msa1am1ma-60_2     -1516.857845623327
1sa1msa1am1ma-121_9    -1516.854116918738
1sa1msa1am1ma-59_4     -1516.88952128303 
1sa1msa1am1ma-109_11   -1516.86732999518 
1sa1msa1am1ma-168_4    -1516.856403701503
1sa1msa1am1ma-4_10     -1516.884020533234
1sa1msa1am1ma-96_6     -1516.877162239695
1sa1msa1am1ma-135_6    -1516.868077035445
1sa1msa1am1ma-36_4     -1516.874702267475
1sa1msa1am1ma-107_4    -1516.88135704066 
1sa1msa1am1ma-82_9     -1516.881621756973
1sa1msa1am1ma-91_2     -1516.881029656058
1sa1msa1am1ma-55_4     -1516.868994563387
1sa1msa1am1ma-6_4      -1516.897664851589
1sa1msa1am1ma-164_4    -1516.864728873292
1sa1msa1am1ma-18_10    -1516.892755569509
1sa1msa1am1ma-67_6     -1516.878602333038
1sa1msa1am1ma-156_6    -1516.846221760661
1sa1msa1am1ma-139_6    -1516.850161107159
1sa1msa1am1ma-83_10    -1516.89314715799 
1sa1msa1am1ma-132_2    -1516.865357848068
1sa1msa1am1ma-73_9     -1516.865159086753
1sa1msa1am1ma-142_9    -1516.856684002006
1sa1msa1am1ma-121_7    -1516.858480956314
1sa1msa1am1ma-10_7     -1516.889815107834
1sa1msa1am1ma-29_1     -1516.923123860834
1sa1msa1am1ma-118_1    -1516.911339839792
1sa1msa1am1ma-113_5    -1516.876933044911
1sa1msa1am1ma-22_5     -1516.885886168838
1sa1msa1am1ma-96_8     -1516.86619522665 
1sa1msa1am1ma-135_8    -1516.85222765357 
1sa1msa1am1ma-74_3     -1516.880156702102
1sa1msa1am1ma-58_10    -1516.857834679698
1sa1msa1am1ma-145_3    -1516.851928293684
1sa1msa1am1ma-89_3     -1516.885207256964
1sa1msa1am1ma-181_5    -1516.831102723035
1sa1msa1am1ma-46_1     -1516.919618419145
1sa1msa1am1ma-177_1    -1516.89970592391 
1sa1msa1am1ma-82_7     -1516.881321004774
1sa1msa1am1ma-184_11   -1516.83764852842 
1sa1msa1am1ma-121_10   -1516.87874170188 
1sa1msa1am1ma-29_6     -1516.878796489213
1sa1msa1am1ma-118_6    -1516.844073454996
1sa1msa1am1ma-52_9     -1516.872316129108
1sa1msa1am1ma-113_2    -1516.880351970648
1sa1msa1am1ma-1_9      -1516.889171816719
1sa1msa1am1ma-22_2     -1516.877411119701
1sa1msa1am1ma-163_9    -1516.853888703218
1sa1msa1am1ma-43_10    -1516.85623655499 
1sa1msa1am1ma-104_11   -1516.869241578352
1sa1msa1am1ma-74_4     -1516.878416415039
1sa1msa1am1ma-9_10     -1516.876851910253
1sa1msa1am1ma-89_4     -1516.878423057759
1sa1msa1am1ma-145_4    -1516.846822940177
1sa1msa1am1ma-181_2    -1516.844081476627
1sa1msa1am1ma-46_6     -1516.890643824699
1sa1msa1am1ma-177_6    -1516.825991794769
1sa1msa1am1ma-66_11    -1516.889318158147
1sa1msa1am1ma-91_5     -1516.86787938039 
1sa1msa1am1ma-55_3     -1516.878160235833
1sa1msa1am1ma-114_8    -1516.878857701237
1sa1msa1am1ma-25_8     -1516.875982940341
1sa1msa1am1ma-164_3    -1516.850364503116
1sa1msa1am1ma-144_11   -1516.874654167277
1sa1msa1am1ma-6_3      -1516.880984077506
1sa1msa1am1ma-26_11    -1516.885284989338
1sa1msa1am1ma-98_10    -1516.867816937264
1sa1msa1am1ma-67_1     -1516.916042870665
1sa1msa1am1ma-156_1    -1516.904246967579
1sa1msa1am1ma-139_1    -1516.905440906219
1sa1msa1am1ma-100_7    -1516.858857620723
1sa1msa1am1ma-161_10   -1516.862664557477
1sa1msa1am1ma-31_7     -1516.877997422385
1sa1msa1am1ma-186_8    -1516.835698932619
1sa1msa1am1ma-132_5    -1516.873982328759
1sa1msa1am1ma-140_8    -1516.872537019667
1sa1msa1am1ma-130_3    -1516.844207019564
1sa1msa1am1ma-71_8     -1516.875813397453
1sa1msa1am1ma-109_5    -1516.880619827226
1sa1msa1am1ma-38_5     -1516.865846644187
1sa1msa1am1ma-11_11    -1516.880523763379
1sa1msa1am1ma-173_11   -1516.854250784977
1sa1msa1am1ma-33_1     -1516.920747415594
1sa1msa1am1ma-102_1    -1516.915151261162
1sa1msa1am1ma-98_7     -1516.875566575553
1sa1msa1am1ma-154_7    -1516.860318348949
1sa1msa1am1ma-65_7     -1516.875478199975
1sa1msa1am1ma-34_10    -1516.86628173353 
1sa1msa1am1ma-166_5    -1516.839551113465
1sa1msa1am1ma-156_10   -1516.84005395746 
1sa1msa1am1ma-4_5      -1516.876242832315
1sa1msa1am1ma-57_5     -1516.881994274614
1sa1msa1am1ma-93_3     -1516.872796482641
1sa1msa1am1ma-74_10    -1516.882686292297
1sa1msa1am1ma-80_6     -1516.889774922828
1sa1msa1am1ma-183_4    -1516.849931896023
1sa1msa1am1ma-147_2    -1516.859552568267
1sa1msa1am1ma-116_10   -1516.874478777579
1sa1msa1am1ma-137_9    -1516.889110342564
1sa1msa1am1ma-76_2     -1516.885233860419
1sa1msa1am1ma-128_2    -1516.857884494524
1sa1msa1am1ma-51_11    -1516.874915865676
1sa1msa1am1ma-69_9     -1516.875857405222
1sa1msa1am1ma-94_9     -1516.87554601323 
1sa1msa1am1ma-158_9    -1516.850497924154
1sa1msa1am1ma-19_2     -1516.909889466942
1sa1msa1am1ma-20_4     -1516.874073363232
1sa1msa1am1ma-111_4    -1516.856268444412
1sa1msa1am1ma-12_6     -1516.896075919018
1sa1msa1am1ma-133_11   -1516.873325053187
1sa1msa1am1ma-123_6    -1516.852154718985
1sa1msa1am1ma-128_11   -1516.849107803059
1sa1msa1am1ma-80_1     -1516.91575109682 
1sa1msa1am1ma-175_7    -1516.852245732093
1sa1msa1am1ma-188_7    -1516.852328276774
1sa1msa1am1ma-44_7     -1516.86054424265 
1sa1msa1am1ma-183_3    -1516.853064772938
1sa1msa1am1ma-147_5    -1516.863708271161
1sa1msa1am1ma-76_5     -1516.86491623394 
1sa1msa1am1ma-128_5    -1516.855087382231
1sa1msa1am1ma-19_5     -1516.885798186999
1sa1msa1am1ma-20_3     -1516.885069647132
1sa1msa1am1ma-161_8    -1516.870587082552
1sa1msa1am1ma-3_8      -1516.884497495585
1sa1msa1am1ma-50_8     -1516.875067485124
1sa1msa1am1ma-111_3    -1516.859609460699
1sa1msa1am1ma-12_1     -1516.935742430505
1sa1msa1am1ma-123_1    -1516.911686638747
1sa1msa1am1ma-130_4    -1516.862998998639
1sa1msa1am1ma-184_9    -1516.836427382777
1sa1msa1am1ma-48_9     -1516.871818577843
1sa1msa1am1ma-109_2    -1516.86496008937 
1sa1msa1am1ma-38_2     -1516.876633274649
1sa1msa1am1ma-179_9    -1516.870531765362
1sa1msa1am1ma-33_6     -1516.868403060594
1sa1msa1am1ma-102_6    -1516.88672858875 
1sa1msa1am1ma-91_11    -1516.875641700459
1sa1msa1am1ma-168_11   -1516.860986937138
1sa1msa1am1ma-4_2      -1516.889203845639
1sa1msa1am1ma-27_9     -1516.876711201203
1sa1msa1am1ma-166_2    -1516.863644318111
1sa1msa1am1ma-57_2     -1516.882333023802
1sa1msa1am1ma-116_9    -1516.870138938216
1sa1msa1am1ma-93_4     -1516.871123690011
1sa1msa1am1ma-105_2    -1516.878384220521
1sa1msa1am1ma-44_9     -1516.889723688701
1sa1msa1am1ma-188_9    -1516.853263688442
1sa1msa1am1ma-175_9    -1516.857966991885
1sa1msa1am1ma-34_2     -1516.870842109071
1sa1msa1am1ma-180_10   -1516.855466904886
1sa1msa1am1ma-50_6     -1516.865362950017
1sa1msa1am1ma-3_6      -1516.901709721713
1sa1msa1am1ma-79_10    -1516.848510916019
1sa1msa1am1ma-161_6    -1516.84816594134 
1sa1msa1am1ma-8_2      -1516.902511100467
1sa1msa1am1ma-62_4     -1516.876739033103
1sa1msa1am1ma-153_4    -1516.871162276743
1sa1msa1am1ma-71_1     -1516.917823647459
1sa1msa1am1ma-39_10    -1516.890792432088
1sa1msa1am1ma-140_1    -1516.905320819392
1sa1msa1am1ma-87_11    -1516.869354872282
1sa1msa1am1ma-179_7    -1516.862065513242
1sa1msa1am1ma-48_7     -1516.885771441971
1sa1msa1am1ma-184_7    -1516.84672238998 
1sa1msa1am1ma-102_8    -1516.878520089935
1sa1msa1am1ma-43_3     -1516.879978687094
1sa1msa1am1ma-172_3    -1516.855603058312
1sa1msa1am1ma-33_8     -1516.864886041608
1sa1msa1am1ma-87_5     -1516.874810574219
1sa1msa1am1ma-124_5    -1516.879766448079
1sa1msa1am1ma-15_5     -1516.895892737513
1sa1msa1am1ma-116_7    -1516.867860281694
1sa1msa1am1ma-27_7     -1516.873706292595
1sa1msa1am1ma-165_11   -1516.8445920473  
1sa1msa1am1ma-71_6     -1516.880082360415
1sa1msa1am1ma-140_6    -1516.862497496398
1sa1msa1am1ma-43_4     -1516.879958414667
1sa1msa1am1ma-172_4    -1516.845097938205
1sa1msa1am1ma-87_2     -1516.86994139637 
1sa1msa1am1ma-65_9     -1516.876602105298
1sa1msa1am1ma-140_10   -1516.865320070251
1sa1msa1am1ma-124_2    -1516.863346187121
1sa1msa1am1ma-15_2     -1516.902380481275
1sa1msa1am1ma-154_9    -1516.859952281519
1sa1msa1am1ma-98_9     -1516.890963833154
1sa1msa1am1ma-22_10    -1516.885690545791
1sa1msa1am1ma-80_8     -1516.872842774274
1sa1msa1am1ma-105_5    -1516.86472481211 
1sa1msa1am1ma-100_10   -1516.888058607981
1sa1msa1am1ma-34_5     -1516.867708899223
1sa1msa1am1ma-62_10    -1516.880034190867
1sa1msa1am1ma-137_7    -1516.88329947272 
1sa1msa1am1ma-158_7    -1516.855644721911
1sa1msa1am1ma-94_7     -1516.870956554566
1sa1msa1am1ma-69_7     -1516.873306574966
1sa1msa1am1ma-50_1     -1516.915087316439
1sa1msa1am1ma-161_1    -1516.900864898658
1sa1msa1am1ma-125_11   -1516.874943145862
1sa1msa1am1ma-3_1      -1516.938359025108
1sa1msa1am1ma-8_5      -1516.880627183269
1sa1msa1am1ma-47_11    -1516.862246489731
1sa1msa1am1ma-62_3     -1516.87166577813 
1sa1msa1am1ma-123_8    -1516.868788490669
1sa1msa1am1ma-12_8     -1516.897745020748
1sa1msa1am1ma-153_3    -1516.870443729164
1sa1msa1am1ma-136_6    -1516.852686711356
1sa1msa1am1ma-104_4    -1516.868513173475
1sa1msa1am1ma-35_4     -1516.877048850275
1sa1msa1am1ma-81_9     -1516.87886616112 
1sa1msa1am1ma-63_2     -1516.877448470495
1sa1msa1am1ma-122_9    -1516.844980535531
1sa1msa1am1ma-13_9     -1516.890263354642
1sa1msa1am1ma-152_2    -1516.870846536847
1sa1msa1am1ma-9_4      -1516.900170952793
1sa1msa1am1ma-159_11   -1516.861647429997
1sa1msa1am1ma-85_10    -1516.855623211132
1sa1msa1am1ma-159_6    -1516.856845161712
1sa1msa1am1ma-95_6     -1516.862351022772
1sa1msa1am1ma-68_6     -1516.873963421717
1sa1msa1am1ma-119_11   -1516.875828346997
1sa1msa1am1ma-86_3     -1516.884744090104
1sa1msa1am1ma-42_5     -1516.887591425807
1sa1msa1am1ma-173_5    -1516.869730074748
1sa1msa1am1ma-178_1    -1516.89913041623 
1sa1msa1am1ma-185_1    -1516.892654475697
1sa1msa1am1ma-49_1     -1516.919676390551
1sa1msa1am1ma-70_7     -1516.888559188555
1sa1msa1am1ma-141_7    -1516.877059111166
1sa1msa1am1ma-182_11   -1516.851781095025
1sa1msa1am1ma-117_1    -1516.913022459844
1sa1msa1am1ma-26_1     -1516.924090321449
1sa1msa1am1ma-64_8     -1516.869887024268
1sa1msa1am1ma-125_3    -1516.854829371629
1sa1msa1am1ma-14_3     -1516.884968470408
1sa1msa1am1ma-155_8    -1516.847394244694
1sa1msa1am1ma-99_8     -1516.863490410144
1sa1msa1am1ma-86_4     -1516.886287480015
1sa1msa1am1ma-45_10    -1516.887375637244
1sa1msa1am1ma-103_9    -1516.872884507944
1sa1msa1am1ma-42_2     -1516.891517759723
1sa1msa1am1ma-173_2    -1516.873050349697
1sa1msa1am1ma-32_9     -1516.89600257418 
1sa1msa1am1ma-178_6    -1516.857371743999
1sa1msa1am1ma-49_6     -1516.864652984429
1sa1msa1am1ma-185_6    -1516.843097655576
1sa1msa1am1ma-127_10   -1516.886418514749
1sa1msa1am1ma-60_11    -1516.874789341631
1sa1msa1am1ma-117_6    -1516.863265373825
1sa1msa1am1ma-26_6     -1516.873697264239
1sa1msa1am1ma-125_4    -1516.857988061047
1sa1msa1am1ma-102_11   -1516.857361098946
1sa1msa1am1ma-14_4     -1516.890124583228
1sa1msa1am1ma-136_1    -1516.910832827452
1sa1msa1am1ma-20_11    -1516.87401532837 
1sa1msa1am1ma-142_11   -1516.878416987852
1sa1msa1am1ma-104_3    -1516.874403748707
1sa1msa1am1ma-45_8     -1516.889011295691
1sa1msa1am1ma-189_8    -1516.843917025805
1sa1msa1am1ma-174_8    -1516.841672203197
1sa1msa1am1ma-35_3     -1516.890395268385
1sa1msa1am1ma-63_5     -1516.87812080613 
1sa1msa1am1ma-152_5    -1516.859056867202
1sa1msa1am1ma-9_3      -1516.898806231577
1sa1msa1am1ma-167_10   -1516.861986409774
1sa1msa1am1ma-51_7     -1516.870833236532
1sa1msa1am1ma-2_7      -1516.882843363273
1sa1msa1am1ma-160_7    -1516.856289096025
1sa1msa1am1ma-95_1     -1516.917607492005
1sa1msa1am1ma-159_1    -1516.905731084646
1sa1msa1am1ma-68_1     -1516.917843349365
1sa1msa1am1ma-32_7     -1516.863902346089
1sa1msa1am1ma-103_7    -1516.893467419225
1sa1msa1am1ma-131_10   -1516.87293995727 
1sa1msa1am1ma-185_8    -1516.8279423515  
1sa1msa1am1ma-49_8     -1516.871760189868
1sa1msa1am1ma-108_3    -1516.872309488992
1sa1msa1am1ma-53_10    -1516.867878252695
