Number of files in database_s1.pkl: 15587
Number of files in database_s2.pkl: 15587
Example output:
info  cluster_type                                                                      1am1dma
      component_ratio                                                                    [1, 1]
1am1eda-5_6        -19.76738736006
1am1eda-3_10       -19.76228364913
1am1eda-5_1        -19.78585971414
1am1eda-7_7        -19.77248673295
1am1eda-7_11       -19.76776015187
1am1eda-7_9        -19.77579599034
1am1ma-1_6         -12.83266605698
1am1ma-1_1         -12.84453805256
1am1ma-1_8         -12.82429367669
1am1ma-1_9         -12.83284071975
1am1ma-1_7         -12.82340254929
1am1ma-1_10        -12.82515179065
1am1ma-1_4         -12.83243440578
1am1ma-1_3         -12.83100756249
1am1ma-1_11        -12.83128794133
1am1ma-1_2         -12.83270195418
1am1ma-1_5         -12.83522262752
1am1tma-1_11       -19.19646793863
1am1tma-1_3        -19.1957875819 
1am1tma-1_4        -19.18995280709
1am1tma-1_5        -19.19260126664
1am1tma-1_2        -19.19066654872
1am1tma-1_10       -19.19616662422
1am1tma-1_1        -19.20997693806
1am1tma-1_6        -19.19000654552
1am1tma-1_8        -19.19722195145
1am1tma-1_9        -19.19772673861
1am1tma-1_7        -19.19147542919
1am-3              -4.82956467864 
1am-4              -4.82996602888 
1am-5              -4.82958276846 
1am-2              -4.82945419366 
1am-10             -4.83028969981 
1am-8              -4.82979024832 
1am-1              -4.83041985588 
1am-6              -4.82923180423 
1am-11             -4.82933555985 
1am-7              -4.82912792922 
1am-9              -4.82937612313 
1dma1eda-13_2      -26.13504859654
1dma1eda-18_6      -26.1241825453 
1dma1eda-8_1       -26.14728523158
1dma1eda-14_8      -26.12476830783
1dma1eda-3_5       -26.13595287578
1dma1eda-8_6       -26.12942401654
1dma1eda-3_2       -26.12880548879
1dma1eda-8_10      -26.1270434071 
1dma1eda-4_8       -26.12934292115
1dma1eda-13_5      -26.13198585564
1dma1eda-18_1      -26.14559189594
1dma1eda-8_8       -26.12503102107
1dma1eda-14_1      -26.14831192324
1dma1eda-4_6       -26.12911414132
1dma1eda-16_11     -26.12625353149
1dma1eda-4_1       -26.14702837844
1dma1eda-18_8      -26.12650652786
1dma1eda-5_10      -26.13550340317
1dma1eda-14_6      -26.13327465536
1dma1eda-6_7       -26.124986426  
1dma1eda-16_7      -26.12365539968
1dma1eda-11_3      -26.1320524371 
1dma1eda-16_9      -26.12704884081
1dma1eda-1_4       -26.11796917506
1dma1eda-1_3       -26.12989940308
1dma1eda-1_11      -26.12097355451
1dma1eda-6_9       -26.12311399231
1dma1eda-11_4      -26.13131602562
1dma1eda-12_10     -26.12128046111
1dma1eda-2_5       -26.12465722596
1dma1eda-15_8      -26.12918598089
1dma1eda-9_1       -26.14662377187
1dma1eda-12_2      -26.11966258771
1dma1eda-12_5      -26.12537765869
1dma1eda-5_8       -26.13209207567
1dma1eda-2_2       -26.11830261644
1dma1eda-9_6       -26.12873710282
1dma1eda-7_10      -26.11945747201
1dma1eda-5_6       -26.13082372488
1dma1eda-15_1      -26.14636574974
1dma1eda-9_8       -26.1283329376 
1dma1eda-14_11     -26.12277075961
1dma1eda-15_6      -26.12936024052
1dma1eda-5_1       -26.14745245015
1dma1eda-7_7       -26.12029899696
1dma1eda-17_7      -26.12657240731
1dma1eda-17_9      -26.11757735604
1dma1eda-10_10     -26.12823314503
1dma1eda-3_11      -26.13069364437
1dma1eda-10_3      -26.12199427117
1dma1eda-10_4      -26.12986591629
1dma1eda-7_9       -26.12357458558
1dma1eda-1_2       -26.11959538267
1dma1eda-1_10      -26.12047773066
1dma1eda-11_5      -26.12957698321
1dma1eda-6_8       -26.12231492744
1dma1eda-12_11     -26.11413385323
1dma1eda-11_2      -26.1315285426 
1dma1eda-1_5       -26.11804139583
1dma1eda-16_8      -26.1190679649 
1dma1eda-6_1       -26.14726074761
1dma1eda-16_6      -26.12748142271
1dma1eda-16_1      -26.14435146518
1dma1eda-6_6       -26.12345367497
1dma1eda-16_10     -26.12303589163
1dma1eda-18_9      -26.12270704161
1dma1eda-5_11      -26.12869606865
1dma1eda-14_7      -26.12591685433
1dma1eda-8_9       -26.12588099449
1dma1eda-4_7       -26.12670810203
1dma1eda-8_7       -26.13645019323
1dma1eda-8_11      -26.13005034078
1dma1eda-3_3       -26.13557324667
1dma1eda-13_4      -26.13422123291
1dma1eda-4_9       -26.13083457704
1dma1eda-13_3      -26.13626301215
1dma1eda-18_7      -26.1186271561 
1dma1eda-3_4       -26.13231969664
1dma1eda-14_9      -26.12955848066
1dma1eda-7_8       -26.12426256924
1dma1eda-10_5      -26.13386891613
1dma1eda-17_8      -26.12185669088
1dma1eda-10_11     -26.12709953604
1dma1eda-3_10      -26.1316657872 
1dma1eda-10_2      -26.12765671794
1dma1eda-17_6      -26.11908011959
1dma1eda-7_1       -26.14679795707
1dma1eda-7_6       -26.12847811766
1dma1eda-17_1      -26.14580200348
1dma1eda-15_7      -26.13119940266
1dma1eda-7_11      -26.12661354913
1dma1eda-5_7       -26.12721849574
1dma1eda-14_10     -26.13002819163
1dma1eda-9_9       -26.12299661466
1dma1eda-5_9       -26.13359090933
1dma1eda-12_4      -26.12619346636
1dma1eda-2_3       -26.1303387422 
1dma1eda-9_7       -26.13102391725
1dma1eda-15_9      -26.1293862704 
1dma1eda-2_4       -26.12494325915
1dma1eda-12_3      -26.12345284322
1dma1eda-10_1      -26.14876651467
1dma1eda-9_11      -26.12755626489
1dma1eda-10_6      -26.1301230863 
1dma1eda-7_5       -26.12529427435
1dma1eda-10_8      -26.13310127394
1dma1eda-4_11      -26.13029757551
1dma1eda-17_10     -26.11886281469
1dma1eda-17_2      -26.12364448465
1dma1eda-17_5      -26.12444095704
1dma1eda-7_2       -26.12898038328
1dma1eda-5_4       -26.13372360276
1dma1eda-12_9      -26.11522220966
1dma1eda-15_3      -26.12949742755
1dma1eda-15_4      -26.13261683201
1dma1eda-2_9       -26.12973642215
1dma1eda-5_3       -26.13663153416
1dma1eda-2_7       -26.11975338633
1dma1eda-9_3       -26.12698932794
1dma1eda-13_11     -26.13244069979
1dma1eda-12_7      -26.12254560944
1dma1eda-9_4       -26.1285882729 
1dma1eda-11_1      -26.14724627927
1dma1eda-1_6       -26.12807244911
1dma1eda-1_1       -26.14626200311
1dma1eda-18_10     -26.12842013176
1dma1eda-11_6      -26.12655958783
1dma1eda-16_2      -26.12444231299
1dma1eda-11_8      -26.13054365475
1dma1eda-6_5       -26.11761574057
1dma1eda-6_2       -26.12822955673
1dma1eda-15_10     -26.12424069991
1dma1eda-1_8       -26.12744701763
1dma1eda-16_5      -26.12076463171
1dma1eda-6_11      -26.1240217409 
1dma1eda-14_3      -26.12595113411
1dma1eda-13_9      -26.12425137838
1dma1eda-4_4       -26.13246121712
1dma1eda-4_3       -26.12875914393
1dma1eda-3_9       -26.12909459246
1dma1eda-14_4      -26.12446271399
1dma1eda-18_4      -26.1260525868 
1dma1eda-8_3       -26.11940185479
1dma1eda-3_7       -26.13614721607
1dma1eda-2_10      -26.1318617841 
1dma1eda-8_4       -26.12836481052
1dma1eda-11_11     -26.12750051686
1dma1eda-13_7      -26.13207937092
1dma1eda-18_3      -26.13047626443
1dma1eda-12_6      -26.1268726597 
1dma1eda-2_1       -26.14755643308
1dma1eda-9_5       -26.12431384978
1dma1eda-2_6       -26.12630213092
1dma1eda-13_10     -26.12701171635
1dma1eda-9_2       -26.12522758351
1dma1eda-12_1      -26.14691580148
1dma1eda-2_8       -26.12553039125
1dma1eda-15_5      -26.1238680819 
1dma1eda-5_2       -26.13594193765
1dma1eda-12_8      -26.11926313438
1dma1eda-5_5       -26.13073131002
1dma1eda-15_2      -26.1309708999 
1dma1eda-17_4      -26.12925678643
1dma1eda-7_3       -26.12376062711
1dma1eda-10_9      -26.12642671395
1dma1eda-7_4       -26.12453389933
1dma1eda-4_10      -26.13247429049
1dma1eda-17_11     -26.1141614186 
1dma1eda-17_3      -26.12893684581
1dma1eda-10_7      -26.12337947583
1dma1eda-9_10      -26.12530286866
1dma1eda-2_11      -26.12617361797
1dma1eda-8_5       -26.12602855458
1dma1eda-3_1       -26.14753966199
1dma1eda-11_10     -26.12574502055
1dma1eda-13_6      -26.12770185468
1dma1eda-18_2      -26.12405764836
1dma1eda-13_1      -26.14603494392
1dma1eda-18_5      -26.13312240547
1dma1eda-8_2       -26.12393426713
1dma1eda-3_6       -26.13345514025
1dma1eda-4_2       -26.12924962659
1dma1eda-14_5      -26.12932580596
1dma1eda-3_8       -26.13515832007
1dma1eda-14_2      -26.12789691816
1dma1eda-4_5       -26.13178361094
1dma1eda-13_8      -26.13176500218
1dma1eda-6_3       -26.12105514682
1dma1eda-15_11     -26.12656441879
1dma1eda-16_4      -26.12467907075
1dma1eda-1_9       -26.11696782367
1dma1eda-6_10      -26.12271925413
1dma1eda-16_3      -26.12833824245
1dma1eda-6_4       -26.11949338638
1dma1eda-11_9      -26.12530893361
1dma1eda-18_11     -26.12698899306
1dma1eda-11_7      -26.12927889145
1dma1eda-1_7       -26.12504086231
1dma1tma-3_5       -25.55223843515
1dma1tma-3_2       -25.54705793838
1dma1tma-4_8       -25.54836120844
1dma1tma-4_6       -25.54937194767
1dma1tma-2_11      -25.54300277523
1dma1tma-4_1       -25.56943182801
1dma1tma-1_4       -25.53674258877
1dma1tma-1_3       -25.54488927731
1dma1tma-2_5       -25.54770595094
1dma1tma-5_8       -25.54025436002
1dma1tma-2_2       -25.5373428125 
1dma1tma-5_6       -25.54600068831
1dma1tma-5_1       -25.5698658047 
1dma1tma-4_10      -25.54868970176
1dma1tma-1_2       -25.54610745213
1dma1tma-1_5       -25.54587999264
1dma1tma-2_10      -25.52772844289
1dma1tma-4_7       -25.54869674381
1dma1tma-3_3       -25.54932815417
1dma1tma-4_9       -25.54450426297
1dma1tma-3_4       -25.54427552992
1dma1tma-4_11      -25.54670734962
1dma1tma-5_7       -25.54832953882
1dma1tma-5_9       -25.54682693437
1dma1tma-2_3       -25.54486430739
1dma1tma-2_4       -25.53829347788
1dma1tma-3_10      -25.54327482107
1dma1tma-5_4       -25.53989745324
1dma1tma-2_9       -25.53870571383
1dma1tma-5_3       -25.54401833745
1dma1tma-2_7       -25.54369060534
1dma1tma-1_6       -25.54263623716
1dma1tma-1_1       -25.5719258792 
1dma1tma-1_10      -25.53863291609
1dma1tma-1_8       -25.54297813921
1dma1tma-4_4       -25.53994830733
1dma1tma-4_3       -25.54625257332
1dma1tma-3_9       -25.53603788801
1dma1tma-3_7       -25.54840980316
1dma1tma-5_11      -25.54311385334
1dma1tma-2_1       -25.57265446326
1dma1tma-2_6       -25.53982718097
1dma1tma-2_8       -25.53990792777
1dma1tma-5_2       -25.54694615065
1dma1tma-5_5       -25.5450930055 
1dma1tma-3_11      -25.5379819871 
1dma1tma-3_1       -25.56997200411
1dma1tma-5_10      -25.54726834466
1dma1tma-3_6       -25.55107170559
1dma1tma-4_2       -25.55081484025
1dma1tma-3_8       -25.54007886815
1dma1tma-4_5       -25.5505203184 
1dma1tma-1_11      -25.5443506502 
1dma1tma-1_9       -25.5534891237 
1dma1tma-1_7       -25.53763329287
1dma-8             -11.1881825591 
1dma-1             -11.19092869768
1dma-6             -11.18472256248
1dma-11            -11.18360004134
1dma-7             -11.18559345282
1dma-9             -11.18715444014
1dma-10            -11.18516398697
1dma-3             -11.18740251285
1dma-4             -11.17723241874
1dma-5             -11.18084863546
1dma-2             -11.18647286415
1eda1tma-9_9       -29.30635032009
1eda1tma-5_7       -29.29569992906
1eda1tma-2_11      -29.3094469394 
1eda1tma-2_3       -29.30578126865
1eda1tma-9_7       -29.29974895266
1eda1tma-5_9       -29.29521825409
1eda1tma-2_4       -29.30256225663
1eda1tma-7_8       -29.31402145363
1eda1tma-7_1       -29.33357666092
1eda1tma-6_10      -29.31282874152
1eda1tma-7_6       -29.31538238912
1eda1tma-4_7       -29.31054033586
1eda1tma-8_9       -29.3052908489 
1eda1tma-4_9       -29.29497117129
1eda1tma-8_7       -29.30451800285
1eda1tma-3_3       -29.30828637636
1eda1tma-3_4       -29.31215457979
1eda1tma-6_8       -29.30910681095
1eda1tma-1_2       -29.29729941351
1eda1tma-1_5       -29.31046330684
1eda1tma-9_10      -29.30888645463
1eda1tma-6_1       -29.33141109405
1eda1tma-4_10      -29.31159880262
1eda1tma-6_6       -29.30830623041
1eda1tma-7_7       -29.31782121874
1eda1tma-6_11      -29.30485369859
1eda1tma-7_9       -29.31605692092
1eda1tma-2_5       -29.30833697996
1eda1tma-9_1       -29.3323644652 
1eda1tma-2_10      -29.30916033559
1eda1tma-2_2       -29.30856842432
1eda1tma-9_6       -29.30570418025
1eda1tma-5_8       -29.29717602259
1eda1tma-9_8       -29.3075192568 
1eda1tma-5_6       -29.29722318081
1eda1tma-5_1       -29.33196345835
1eda1tma-4_11      -29.30608854568
1eda1tma-6_7       -29.30714443744
1eda1tma-1_4       -29.30326163971
1eda1tma-9_11      -29.30992957472
1eda1tma-6_9       -29.30669670152
1eda1tma-1_3       -29.30092630164
1eda1tma-8_1       -29.32968391899
1eda1tma-3_5       -29.30972934371
1eda1tma-4_8       -29.30333533647
1eda1tma-8_6       -29.29518891367
1eda1tma-3_2       -29.3063109197 
1eda1tma-4_6       -29.30656082717
1eda1tma-8_8       -29.29527315234
1eda1tma-4_1       -29.33080390896
1eda1tma-1_9       -29.29677592131
1eda1tma-6_3       -29.30581291717
1eda1tma-6_4       -29.30485619306
1eda1tma-1_7       -29.30185296792
1eda1tma-3_10      -29.31757892957
1eda1tma-8_5       -29.30604698003
1eda1tma-3_1       -29.33224325672
1eda1tma-8_2       -29.29369827863
1eda1tma-3_6       -29.31097552711
1eda1tma-3_8       -29.31651472245
1eda1tma-4_2       -29.30708682437
1eda1tma-4_5       -29.30617301355
1eda1tma-7_11      -29.31892552267
1eda1tma-7_3       -29.31212272135
1eda1tma-7_4       -29.30819647414
1eda1tma-1_10      -29.30557017324
1eda1tma-2_1       -29.33177659557
1eda1tma-9_5       -29.31649775305
1eda1tma-8_11      -29.30976372205
1eda1tma-2_6       -29.30794149787
1eda1tma-9_2       -29.30496775179
1eda1tma-5_2       -29.29489435407
1eda1tma-2_8       -29.30417413819
1eda1tma-5_11      -29.31205165098
1eda1tma-5_5       -29.29908128325
1eda1tma-4_4       -29.31206077333
1eda1tma-7_10      -29.31479789585
1eda1tma-3_9       -29.30852264407
1eda1tma-4_3       -29.30427148366
1eda1tma-8_3       -29.30515917948
1eda1tma-3_7       -29.30156397732
1eda1tma-8_4       -29.30290495372
1eda1tma-1_6       -29.30411230113
1eda1tma-3_11      -29.29579394628
1eda1tma-1_1       -29.33118055317
1eda1tma-6_5       -29.31126952694
1eda1tma-1_8       -29.28963755655
1eda1tma-6_2       -29.31407319402
1eda1tma-5_4       -29.30429959142
1eda1tma-5_3       -29.30055918824
1eda1tma-2_9       -29.30547216086
1eda1tma-5_10      -29.29632049137
1eda1tma-2_7       -29.30288210889
1eda1tma-9_3       -29.30812213747
1eda1tma-9_4       -29.31088263704
1eda1tma-8_10      -29.30701001501
1eda1tma-1_11      -29.30561608041
1eda1tma-7_5       -29.31954149789
1eda1tma-7_2       -29.31391685196
1eda-6             -14.94096067219
1eda-1             -14.94883995599
1eda-8             -14.93932088322
1eda-9             -14.94211634009
1eda-7             -14.94298457526
1eda-4             -14.93806403017
1eda-3             -14.9414611127 
1eda-11            -14.9408048983 
1eda-2             -14.93692620433
1eda-5             -14.93985844182
1eda-10            -14.94039371273
1ma1dma-2_5        -19.18548573449
1ma1dma-2_2        -19.17787196829
1ma1dma-3_11       -19.18377813204
1ma1dma-4_6        -19.18999197055
1ma1dma-4_1        -19.20459693353
1ma1dma-1_11       -19.18090351605
1ma1dma-3_5        -19.18538074476
1ma1dma-3_2        -19.17766495843
1ma1dma-4_8        -19.18199925594
1ma1dma-1_4        -19.18105228936
1ma1dma-1_3        -19.18594249854
1ma1dma-2_3        -19.18152617655
1ma1dma-3_10       -19.19120478441
1ma1dma-2_4        -19.17860075621
1ma1dma-1_2        -19.1824054228 
1ma1dma-1_5        -19.1870079433 
1ma1dma-3_3        -19.18196988321
1ma1dma-4_9        -19.1848082912 
1ma1dma-1_10       -19.17559510512
1ma1dma-3_4        -19.18135120503
1ma1dma-4_7        -19.18748742809
1ma1dma-1_8        -19.18853638533
1ma1dma-2_10       -19.18030260613
1ma1dma-1_6        -19.18309560959
1ma1dma-1_1        -19.20536110405
1ma1dma-3_7        -19.18988191386
1ma1dma-4_4        -19.17823717191
1ma1dma-4_3        -19.18246878197
1ma1dma-3_9        -19.18896788743
1ma1dma-2_7        -19.1870928379 
1ma1dma-2_9        -19.18131725558
1ma1dma-4_11       -19.18701011138
1ma1dma-4_2        -19.18465603199
1ma1dma-3_8        -19.18454242778
1ma1dma-4_5        -19.18430179525
1ma1dma-3_1        -19.20516901369
1ma1dma-3_6        -19.17383433458
1ma1dma-2_11       -19.18096396962
1ma1dma-1_7        -19.17990463952
1ma1dma-1_9        -19.18710141927
1ma1dma-2_8        -19.18954112236
1ma1dma-4_10       -19.1873407724 
1ma1dma-2_1        -19.20510089721
1ma1dma-2_6        -19.18476230809
1ma1eda-6_6        -22.94189784269
1ma1eda-15_3       -22.94501203579
1ma1eda-12_9       -22.93741913634
1ma1eda-6_1        -22.96404865422
1ma1eda-15_4       -22.94885898944
1ma1eda-1_5        -22.94051654637
1ma1eda-10_10      -22.9466813189 
1ma1eda-6_8        -22.94778537957
1ma1eda-12_7       -22.92367957335
1ma1eda-1_2        -22.93764222789
1ma1eda-9_11       -22.94142329331
1ma1eda-3_4        -22.93992669879
1ma1eda-10_1       -22.96487168691
1ma1eda-4_9        -22.94810046295
1ma1eda-3_3        -22.94237882068
1ma1eda-10_6       -22.94790755731
1ma1eda-8_7        -22.94449249627
1ma1eda-4_7        -22.94967126985
1ma1eda-14_11      -22.94500302346
1ma1eda-4_11       -22.94733080489
1ma1eda-10_8       -22.94146308985
1ma1eda-8_9        -22.94192711022
1ma1eda-13_9       -22.94272278632
1ma1eda-14_3       -22.94379778777
1ma1eda-7_6        -22.94420738962
1ma1eda-14_4       -22.94615007064
1ma1eda-7_1        -22.96506131163
1ma1eda-13_7       -22.94046097849
1ma1eda-12_10      -22.93403852464
1ma1eda-7_8        -22.94083122803
1ma1eda-2_10       -22.9423736314 
1ma1eda-11_1       -22.9641777375 
1ma1eda-2_4        -22.94596835913
1ma1eda-9_7        -22.95096161473
1ma1eda-11_6       -22.94890283909
1ma1eda-2_3        -22.94461868977
1ma1eda-5_9        -22.94769121238
1ma1eda-9_9        -22.94347136103
1ma1eda-11_8       -22.93807159635
1ma1eda-5_7        -22.94774798827
1ma1eda-16_2       -22.95150604842
1ma1eda-6_11       -22.94106508955
1ma1eda-16_5       -22.95043232803
1ma1eda-16_11      -22.94922897476
1ma1eda-4_1        -22.96428366124
1ma1eda-4_6        -22.94469858289
1ma1eda-14_10      -22.94273184922
1ma1eda-4_10       -22.94331484018
1ma1eda-10_9       -22.94195391101
1ma1eda-8_8        -22.9445815242 
1ma1eda-4_8        -22.94946124162
1ma1eda-3_2        -22.94004808878
1ma1eda-10_7       -22.94509473181
1ma1eda-8_6        -22.94674383158
1ma1eda-9_10       -22.94018862604
1ma1eda-3_5        -22.9439288537 
1ma1eda-8_1        -22.96272309484
1ma1eda-6_9        -22.9417825817 
1ma1eda-12_6       -22.94150766868
1ma1eda-1_3        -22.93608481232
1ma1eda-12_1       -22.96480627167
1ma1eda-1_4        -22.94009877099
1ma1eda-10_11      -22.94713621672
1ma1eda-15_5       -22.94383820708
1ma1eda-6_7        -22.94353646668
1ma1eda-15_2       -22.94899537909
1ma1eda-12_8       -22.93668700984
1ma1eda-6_10       -22.94597404887
1ma1eda-5_1        -22.96526488753
1ma1eda-16_4       -22.94898639964
1ma1eda-16_10      -22.94429713967
1ma1eda-9_8        -22.94898687149
1ma1eda-11_9       -22.93959199387
1ma1eda-5_6        -22.94277985359
1ma1eda-16_3       -22.94874107526
1ma1eda-9_6        -22.9557767592 
1ma1eda-11_7       -22.9344531178 
1ma1eda-2_2        -22.94299217588
1ma1eda-5_8        -22.94690850163
1ma1eda-9_1        -22.96472452047
1ma1eda-2_5        -22.94944515494
1ma1eda-13_6       -22.94019081807
1ma1eda-12_11      -22.93978073495
1ma1eda-7_9        -22.93511500157
1ma1eda-2_11       -22.94234666213
1ma1eda-13_1       -22.96540062541
1ma1eda-14_5       -22.9499815796 
1ma1eda-13_8       -22.9392522448 
1ma1eda-14_2       -22.94545578315
1ma1eda-7_7        -22.95029797813
1ma1eda-5_5        -22.94069006249
1ma1eda-16_7       -22.94760803571
1ma1eda-5_2        -22.95030861498
1ma1eda-2_8        -22.93991260373
1ma1eda-16_9       -22.94565905061
1ma1eda-9_2        -22.9426812611 
1ma1eda-2_6        -22.95135952666
1ma1eda-11_3       -22.93820215696
1ma1eda-9_5        -22.93703158439
1ma1eda-2_1        -22.96476434529
1ma1eda-11_4       -22.94523425139
1ma1eda-1_11       -22.94877047887
1ma1eda-11_11      -22.94261974248
1ma1eda-14_8       -22.95019619308
1ma1eda-13_2       -22.94779341076
1ma1eda-13_5       -22.94821896036
1ma1eda-8_10       -22.93354835237
1ma1eda-7_4        -22.94934876554
1ma1eda-14_1       -22.96552016155
1ma1eda-7_3        -22.94093664651
1ma1eda-15_10      -22.95319150608
1ma1eda-14_6       -22.94324350868
1ma1eda-5_10       -22.94294241533
1ma1eda-4_5        -22.95299620162
1ma1eda-3_8        -22.94650667624
1ma1eda-4_2        -22.95294181929
1ma1eda-13_11      -22.94187562101
1ma1eda-10_3       -22.93901745706
1ma1eda-3_6        -22.94900501847
1ma1eda-3_11       -22.94549185397
1ma1eda-8_2        -22.9398664288 
1ma1eda-10_4       -22.94902253639
1ma1eda-3_1        -22.96473436151
1ma1eda-8_5        -22.93968067892
1ma1eda-1_7        -22.94372025985
1ma1eda-12_2       -22.9350610989 
1ma1eda-15_8       -22.95176519459
1ma1eda-12_5       -22.93765770527
1ma1eda-15_1       -22.9638456276 
1ma1eda-6_4        -22.93939372657
1ma1eda-7_10       -22.94970289364
1ma1eda-1_9        -22.94942697285
1ma1eda-15_6       -22.95045537407
1ma1eda-6_3        -22.95216853142
1ma1eda-7_2        -22.94419095036
1ma1eda-14_7       -22.94597339112
1ma1eda-15_11      -22.95345024491
1ma1eda-5_11       -22.94925222653
1ma1eda-7_5        -22.94820437574
1ma1eda-13_4       -22.95052172334
1ma1eda-8_11       -22.93884810484
1ma1eda-14_9       -22.94914710812
1ma1eda-13_3       -22.94848627692
1ma1eda-9_4        -22.94867768446
1ma1eda-11_5       -22.9429723079 
1ma1eda-1_10       -22.9427593015 
1ma1eda-11_10      -22.94557011097
1ma1eda-16_8       -22.95437195039
