#CLUSTER  dG_298.15K_[Eh]      dH_298.15K_[Eh]      dS_298.15K_[Eh/K]       dE_[Eh]
2pz       -534.730836465651    -534.6771495115318   0.0001800669264435582   -534.990412891166
3pz       -802.0966627145311   -802.028836651618    0.00022748972971043914  -802.500331967445
1pz1sa    -966.8405168319546   -966.7899435099862   0.00016962375303829092  -966.995288092362
4pz       -1069.463662935014   -1069.3810960514554  0.00027693068441749256  -1070.010188266884
2pz1sa    -1234.2197996800749  -1234.1542306010372  0.0002199197686991258   -1234.517481434999
2sa       -1398.9121061323292  -1398.8629029579836  0.00016502825539276714  -1398.955713865041
3pz1sa    -1501.5920966544716  -1501.5144128532386  0.00026055274604408165  -1502.035538762115
1pz2sa    -1666.3233151947147  -1666.2603877817733  0.0002110595771982626   -1666.513773124821
4pz1sa    -1768.9644611283163  -1768.872885912968   0.0003071447772870812   -1769.552115721794
2pz2sa    -1933.7206684512626  -1933.643313620193   0.0002594493747098817   -1934.057376109232
3sa       -2098.370322175175   -2098.3082742367897  0.0002081098050823777   -2098.448468765099
3pz2sa    -2201.102957374147   -2201.0132541994226  0.0003008659222686512   -2201.585666143892
1pz3sa    -2365.790524103173   -2365.7142055627837  0.000255973638734666    -2366.015896714163
4pz2sa    -2468.479371448997   -2468.376807165313   0.00034400229308549385  -2469.106919103423
2pz3sa    -2633.1945696312673  -2633.106716570001   0.0002946606113237959   -2633.568154512452
4sa       -2797.8305258484115  -2797.75315566924    0.0002595008524918548   -2797.940749656614
3pz3sa    -2900.5929525848333  -2900.4933436313186  0.0003340900671281815   -2901.116633132006
1pz4sa    -3065.266178383665   -3065.1773769060405  0.00029784161538005477  -3065.528674826971
4pz3sa    -3167.985213580531   -3167.87113739402    0.0003826134043652805   -3168.652924925028
2pz4sa    -3332.6668473329732  -3332.5654525381756  0.0003400798081387901   -3333.075877512584
3pz4sa    -3600.0646603226064  -3599.952383537811   0.0003765781814378014   -3600.621282298509
4pz4sa    -3867.46917811169    -3867.3438856495986  0.0004202329769957342   -3868.173987115024
