#CLUSTER             dG_298.15K_[Eh]      dH_298.15K_[Eh]      dS_298.15K_[Eh/K]       dE_[Eh]
1am1nta              -337.34762594265504  -337.3099767976662   0.0001262758510442277   -337.382323062
1ma1nta              -376.61457769341456  -376.5740456153351   0.000135945256010254    -376.676378878
2am1nta              -393.8750630342415   -393.83168489751876  0.00014549098347399516  -393.944172345
1dma1nta             -415.88698466923836  -415.8432006004342   0.0001468524863463045   -415.974379353
1am1ma1nta           -433.146239395342    -433.09968775115783  0.00015613497965510557  -433.243963196
1nta1tma             -455.16091049921533  -455.1153579631825   0.0001527839544956615   -455.276604213
1eda1nta             -471.2197781574783   -471.17443337177616  0.00015208715647202503  -471.325765685
2ma1nta              -472.41151538935776  -472.36239404329206  0.00016475380199801695  -472.537272972
1am1dma1nta          -472.4210274454258   -472.3710205616533   0.00016772391002010587  -472.545331373
1dma1ma1nta          -511.68697797766765  -511.6341488626854   0.0001771897198802203   -511.838897373
1am1nta1tma          -511.688281786443    -511.63569598401796  0.00017637364556445564  -511.8394496
1am1eda1nta          -527.7533459024847   -527.7016681818801   0.00017332792421479736  -527.896019437
1ma1nta1tma          -550.9546599917439   -550.9003493926606   0.0001821586419030935   -551.133233211
2dma1nta             -550.9586457186571   -550.9023109249358   0.00018894782398527407  -551.136020841
2nta                 -561.6135567817582   -561.5706516080654   0.00014390465769851765  -561.635916733
1eda1ma1nta          -567.0197787680419   -566.9661519771662   0.00017986513793626086  -567.190907046
1dma1nta1tma         -590.230110884415    -590.1721990498394   0.0001942372449292709   -590.435126209
1dma1eda1nta         -606.2938621709876   -606.2361146633795   0.0001936860895795303   -606.490551262
1am2nta              -618.153359329389    -618.1056245995028   0.0001601030685434921   -618.211667154
1nta2tma             -629.496103607598    -629.4351819040634   0.00020433239488383835  -629.727089434
1eda1nta1tma         -645.5622375258778   -645.5025656964727   0.00020014029651201843  -645.785512241
1ma2nta              -657.4268327731903   -657.375860522888    0.0001709617652265267   -657.513130893
2eda1nta             -661.6264505111324   -661.5687641056354   0.0001934811520944977   -661.842587043
2am2nta              -674.70073367247     -674.6477497925887   0.00017770880389517038  -674.79626583
1dma2nta             -696.703155907875    -696.6488951203668   0.00018199157306145178  -696.816056945
1am1ma2nta           -713.9745936233464   -713.9186656367953   0.00018758338605142516  -714.098322004
2nta1tma             -735.9763137644763   -735.9195549312059   0.00019037005960246588  -736.116143032
1eda2nta             -752.0380899345108   -751.9823069280369   0.00018709712048955442  -752.166158469
2ma2nta              -753.2480806147657   -753.1886387029141   0.00019936914925939846  -753.398928255
