#CLUSTER             ddG_298.15K_[Eh]       ddH_298.15K_[Eh]     ddS_298.15K_[Eh/K]
1mbtca4sa            -23.202824922278523    -79.03705031657591   -187.26890958736868
2sa1tma3w            -23.223660493677016    -79.18863212215365   -187.7074346082743
2am1msa1sa           -23.32164504379034     -57.62349015654763   -115.04895224832781
1ma1msa1sa           -23.74794470879715     -48.818230536126066  -84.08615068597823
4put1sa              -23.821950118115637    -82.46316842368105   -196.68360994698313
1dma1eda2nta         -23.950288913853       -59.39736119902227   -118.89006300620399
1ma2sa               -24.009675380657427    -47.74832526349928   -79.61982184381178
1msa1sa1tma          -24.071945764953853    -49.083815566817066  -83.89022237892208
2dma1fa1sa           -24.243094172037672    -59.35127489519073   -117.75341513715946
2msa2tma             -24.317993518925505    -62.62862161110388   -128.49447624375156
2ca2sa               -24.361779158120044    -69.61246544390451   -151.7715454833301
3put1sa              -24.385091537376866    -68.66432917426573   -148.5132907488263
1am1p2sa             -24.54856026615016     -44.7159334680764    -67.64170116329898
2sa1tma2w            -24.54930455838621     -70.26885401597247   -153.34412026626006
2sa1tma1w            -24.831462565649417    -59.10913436343253   -114.96787455197725
1eda1ma1msa1nta      -24.914386183052557    -61.69964508066187   -123.37836289659464
1dma1msa1nta1tma     -25.086818811352714    -61.764324892981676  -123.01695818147012
1am1dma1p1sa         -25.196061796392314    -45.71059122728184   -68.80606886112086
1ma2sa3w             -25.200824305298738    -80.4089840715751    -185.16907518431438
1am1nta1sa1tma       -25.35729571840784     -58.04549500459689   -109.63675762575406
1pa4sa               -25.386819215724245    -79.8827991457656    -182.78041230801443
2am1b1sa2w           -25.402950974937994    -77.40602750962717   -174.41917335109832
1eda1msa1nta1tma     -25.559258527689963    -62.696400553541025  -124.55858469267045
1ma2sa2w             -25.60008692368865     -69.06415470477077   -145.7791976557342
2am1b1sa1w           -25.635887456475757    -68.02533483527077   -142.17490316479257
1am1dma1nta1sa       -25.64030684932368     -58.56991693703458   -110.4464534223451
2am1b1sa4w           -25.648217780108098    -100.03514079609886  -249.49496232138242
1dma2homF1sa         -25.79278855776647     -70.87057783390628   -151.19164606921737
1am1ma2msa           -25.82620881451294     -61.16523914644495   -118.52768851940961
1mea2sa1w            -26.031944166403264    -59.36588583262346   -111.80258818111858
2am2sa               -26.102262146188878    -58.32620247383602   -108.079625448884
1am3sa               -26.12300827493891     -61.02735207113437   -117.06974273294334
1ma2sa1w             -26.160915427841246    -59.25328829376667   -110.99236245458187
2am2msa1nta          -26.24467711741454     -73.50857158639701   -158.52387881727105
1eda1msa1sa          -26.35014264273923     -52.56931832322152   -87.9395461360822
2sa1tma              -26.95646657254838     -50.847414743650006  -80.13063280583879
2am1fa2msa           -26.968099909601733    -72.58282592403702   -152.9925407173263
1dma2sa5w            -27.03442814562004     -103.18049038969912  -255.39514420229227
1am1eda2msa          -27.07542340119835     -63.68461180187296   -122.78781955741086
3am1p                -27.123243775386072    -43.093550975914695  -53.56467281758117
1ma2msa1tma          -27.29915802607138     -64.05290789718856   -123.27268110338093
1dma2sa2w            -27.38134735089261     -71.72680134311668   -148.73538149370188
1dma3msa             -27.40555611322634     -66.98061283561401   -132.73539065076454
1fa2msa2tma          -27.427395269070985    -75.77468392701121   -162.1576007320152
1eda2sa              -27.621321647777222    -52.2571083875373    -82.62883360586176
1dma1msa1sa          -27.901754027581774    -53.11344988626661   -84.56044225606138
2am1b1sa             -27.963887483347207    -62.19660495460266   -114.81709700262041
2eda1msa1nta         -27.96506433354807     -66.41598676593276   -128.9650257673035
1am1fa2msa1tma       -28.049190996520338    -76.26530834290315   -161.7176499951554
1am1dma2msa          -28.6662955613574      -64.23447377490811   -119.29625428070798
1nta1sa2tma          -28.70023995937663     -62.856787741417065  -114.5616226136401
1am1ma1msa1sa        -28.737681366852485    -62.87945701245917   -114.5120766245094
1dma2sa4w            -28.762370153446682    -95.06012669723714   -222.3637650287091
1am1msa1sa1tma       -28.803938994780765    -64.60371949183173   -120.07305214538098
1eda2msa1tma         -28.844558212629636    -66.6977083212987    -126.96008756991085
1dma1ma1msa1nta      -28.853518346819328    -64.7273840981652    -120.32153530466614
3am2sa               -28.890956282732077    -72.19758522254415   -145.25114519462568
2eda1nta1sa          -28.937973677704576    -67.20376645040233   -128.3440978458912
1dma2sa              -29.04792288749013     -52.88375129480846   -79.94576021209014
1dma2sa1w            -29.292962860199623    -63.651173882812145  -115.23800443490637
2ma2msa              -29.31810352636967     -64.51594558928628   -118.0541407443528
1b2dma1sa2w          -29.54938172287075     -86.54230236963485   -191.15519250977098
1dma2sa3w            -29.68227185809519     -85.05039281537756   -185.7055876478753
2am1b1sa3w           -29.7219165226561      -95.27367999270791   -219.8616920013577
1eda1ma1nta1sa       -29.883445474493783    -66.42490644648205   -122.56066064746857
1dma2msa1tma         -29.96731758439273     -67.39813123646309   -125.54356415213722
1am1b1sa             -29.982788725057617    -54.27634365501581   -81.4809824918226
1ma1nta1sa1tma       -30.04921467580425     -65.15909048027243   -117.75910046795106
4am2sa               -30.088210090994835    -83.53352402243763   -179.25646128197326
1dma1ma1nta1sa       -30.097528948041145    -64.56936960015446   -115.61912008110542
1am1fa1ma2msa        -30.228154861018993    -78.44189126079436   -161.70966426284787
1dma1eda1msa1nta     -30.29343219686416     -68.53787573956652   -128.27249217790717
1b1sa4w              -30.401694294123445    -84.9958968530409    -183.10985262075405
1am1b1sa1w           -30.403628196683712    -63.95738919496944   -112.53986583383801
1msa1sa2tma          -30.596929516614182    -68.00799829280004   -125.47733951496595
1b1sa3w              -30.610940910701174    -76.37294116389239   -153.4865009335448
3am1dma2sa           -30.75080177455675     -86.8013173979707    -187.9943505724334
2dma2nta             -30.84385713591473     -65.6745710024843    -116.82278674000662
1am1ma2msa1nta       -30.917582457506796    -79.33348087122431   -162.38771898046357
1eda1nta1sa1tma      -30.951158562806086    -67.35643021782744   -122.10387944091515
1b1sa5w              -31.045235332625452    -96.88417962723179   -220.82490120654828
1am1b1sa3w           -31.13154037698405     -84.80196211935254   -180.01147657923553
1am1b1sa2w           -31.28189277491765     -75.94453968518064   -149.79925175337584
2am1b1sa5w           -31.300807546183933    -117.57024878141237  -289.3491237134019
1am4sa               -31.339739318937063    -80.68416883167811   -165.50202754430143
2msa1nta2tma         -31.502699765842408    -79.67761599936057   -161.57946078714008
1b1sa2w              -31.533320512913633    -65.93765744034317   -115.39271147874234
2sa2tma3w            -31.587801979418145    -99.66218853759347   -228.3226112975518
1am1eda1msa1sa       -31.84140959731303     -68.40843604813563   -122.64640768384743
1am1ma2sa            -31.875583336688578    -64.40037040133029   -109.08867034875608
1eda1ma2msa          -31.905188182834536    -69.62311220355332   -126.50653704746756
1dma2homF2sa         -32.06077375134919     -90.72734469175339   -196.76864309886673
1b1sa                -32.093066370580345    -46.06951510341605   -46.87723874788483
2dma1msa1nta         -32.14563833156717     -67.84977334161522   -119.75225560936258
2am1nta2sa           -32.14699914341327     -75.81763038330246   -146.47201489089394
2am1fa1msa1sa        -32.25361255847383     -77.62529787566746   -152.17737822345327
2am1msa1nta1sa       -32.29215540463338     -76.64297926519066   -148.75339211982842
1dma1eda1nta1sa      -32.34367756085703     -68.94783973670565   -122.77096151621865
1b1sa1w              -32.399808760150336    -55.20035504664702   -76.47340696503494
1am1eda1fa2msa       -32.44791064481251     -81.42622513696551   -164.27407174895558
3sa1tma              -32.59028015432705     -70.27653231334989   -126.40030910492081
1dma1ma2msa          -32.590840077842586    -70.06699386425316   -125.6956357081696
2am1dma1p1sa         -32.598846032167785    -62.7122211829992    -101.00075515936918
1am1dma1msa1sa       -32.722212016466074    -68.61354095960269   -120.38010713675472
1put2sa              -32.890909738023765    -61.42708970454987   -95.71081659097749
1am1b1sa5w           -32.912280528398696    -108.79082841629861  -254.49789665487026
2am1dma2sa           -33.04746936506126     -80.43418795696925   -158.93583294256518
1ma2msa1nta1tma      -33.06194890399638     -81.60482697663247   -162.81361084269116
1b2dma1sa1w          -33.179046007979196    -80.94900687858171   -160.22123384402119
2ma1msa1sa           -33.314734262181446    -68.44375000189757   -117.82329612429403
1am1eda2sa           -33.31892650038935     -68.79500801803079   -118.9873604473605
1eda1fa2msa1tma      -33.382779012506944    -84.16370040157926   -170.32004490680615
1fa1ma2msa1tma       -33.46149944195349     -82.10808394048945   -163.16144389965552
2am1p1sa             -33.51983005926013     -51.19376529153669   -59.27866923429271
1ma3sa               -33.768814767478034    -70.772857980337     -124.11216908672964
1am2msa1nta1tma      -33.895953317100066    -80.76783783858991   -157.20907100969364
1dma2msa1sa          -34.04317554685986     -72.9907450149185    -130.6307880862944
1fa2ma2msa           -34.06640305230394     -82.69538419565652   -163.1024019565492
2eda2msa             -34.21022652648389     -75.26560141891241   -137.70040212222074
1am1dma2sa           -34.36470946168993     -68.5368435671553    -114.61389939731228
1am1dma1fa2msa       -34.40289442404173     -82.29113067279104   -160.61793140575554
1am1b1sa4w           -34.4072033954435      -100.23382690292783  -220.7835770830244
1dma1fa2msa1tma      -34.41013460660179     -83.96317460809951   -166.20171055368553
1am1eda2msa1nta      -34.43857787558227     -84.01981806900585   -166.29629445924192
1ma1msa1sa1tma       -34.646956696073175    -71.25011908213492   -122.7676082029814
1eda1msa1sa1tma      -34.72924085253908     -73.41244604738313   -129.74410596839226
2sa2tma1w            -34.862705802574055    -81.9801661864476    -158.03273648784284
2sa2tma2w            -34.87286097815377     -89.81807219822076   -184.28714143947104
1am5sa               -35.10915210423991     -97.41382582252845   -208.97089960684497
1dma1eda2msa         -35.21404093306046     -73.82597727363463   -129.5050690607252
2dma1p1sa            -35.25243143300759     -57.304863665252924  -73.96422013164585
1dma1homF2sa         -35.44177538133226     -77.20166598481592   -140.06335939407666
1b2dma1sa            -35.680119626398664    -73.2447419075761    -125.99236049366459
2dma1nta1sa          -35.72271836659638     -71.46418774803169   -119.8774757049146
1am1ma1nta2sa        -35.75763986597303     -82.22860107047018   -155.86436761391764
2ma2sa               -35.97088156756945     -69.87000494450331   -113.69821692710224
1am1ma1msa1nta1sa    -36.049111758882646    -83.78784978401382   -160.1165119074475
1fa1msa1sa2tma       -36.06052927181008     -84.95431010122411   -163.99054445565804
1b1dma1sa2w          -36.13067862560274     -81.38287361947005   -151.77660571553469
3ma2sa               -36.17493098101113     -82.51129257900175   -155.4129183237053
1am1msa1nta1sa1tma   -36.29741021747759     -83.22599954807083   -157.3992598714405
1eda1ma1msa1sa       -36.29997526819352     -74.30027598555898   -127.45363312846162
2dma2msa             -36.38117603457067     -72.62906609359197   -121.57601898029458
1b1dma1sa1w          -36.39285351289436     -72.23705076087208   -120.22202665781177
1dma3msa1sa          -36.41546722716885     -88.9517072897288    -176.20741258737297
1eda1fa1ma2msa       -36.66145858285017     -86.63278418115806   -167.6046473207628
1dma3sa1w            -36.67896154662594     -84.30489458113152   -159.7381621140218
1am2sa1tma           -36.87377281890076     -71.66030619226512   -116.67460463974835
1am1fa1ma2sa         -36.902119213482365    -83.3405144570861    -155.75514084637973
1dma3sa3w            -37.199055006029084    -106.62485861498863  -232.85528629629118
1dma3sa5w            -37.271554281702265    -127.97469653992448  -304.2198298126998
1am1eda1fa1msa1sa    -37.374299799557775    -85.32021055667428   -160.81137265474524
1dma3sa2w            -37.473712204257026    -96.88311601881287   -199.2601167687589
1am1eda1msa1nta1sa   -37.47443587036105     -84.86611133115366   -158.95245836185012
1b2dma1sa3w          -37.51432772766566     -106.68113698175875  -231.98661497304826
2ma2sa1w             -37.604491111356765    -83.29072770690254   -153.2323883799531
1b1dma1sa5w          -37.66591415187577     -115.12990807561437  -259.8155087173729
1dma1msa1sa1tma      -37.70237110568269     -75.67185960532515   -127.35028844459725
1dma2msa1nta1tma     -37.781194330586004    -88.68136086230516   -170.7199950755649
1am1fa1ma1msa1sa     -37.8767352324212      -84.49233355332399   -156.34948288064336
1ma4sa               -37.89208188909106     -88.27455792902038   -168.98365265779927
1dma1ma1msa1sa       -38.007517970283516    -74.9664100552327    -123.96073146084663
1am1dma2msa1nta      -38.11086273388355     -85.57521096937126   -159.1962040434443
1am1dma1p2sa         -38.13590433169156     -71.10268412216101   -110.57112121514838
1dma1msa2sa          -38.18038627540227     -77.0948783372296    -130.51984592196825
1b1dma1sa4w          -38.253460616630036    -105.73914102802519  -226.3480812064791
1dma3sa4w            -38.31121745612472     -117.81053214141866  -266.642008001329
1b1dma1sa3w          -38.349091619078536    -95.54687423695577   -191.84230292799572
2dma1fa2msa          -38.399323951569386    -87.4561715554446    -164.53747309739543
2am3sa               -38.54778000363149     -84.39547262224369   -153.7739145362601
2am1fa2sa            -38.631316249258816    -80.18976166506764   -139.38770892391634
2eda1msa1sa          -38.73525371425785     -77.91263978922507   -131.40159676421234
1b1dma1sa            -38.74088189419126     -64.31140406586928   -85.76395160722441
1am1eda1nta2sa       -38.75601908599492     -86.88650627515744   -161.43044504201168
1dma3sa              -38.815548829501495    -76.26108073419891   -125.59292941494182
2ma2sa4w             -38.91230890376028     -115.08519883343251  -255.48512470087707
1dma1eda1fa2msa      -39.0547884053085      -90.32137311482802   -171.9489676664702
1eda1ma2sa           -39.09077914559748     -75.83323521120474   -123.23480149444885
2ma2sa3w             -39.18906154029537     -105.56458353227936  -222.62459162183936
2dma2sa3w            -39.2181480077561      -106.52875859395135  -225.7608941350267
2mea2sa              -39.291351269814186    -77.72621994267683   -128.911181193048
1am1nta2sa1tma       -39.29638074985996     -85.34116498255753   -154.43496304841904
2dma2sa5w            -39.674295245320536    -127.15313641354442  -293.40547096441594
1eda3sa              -39.6772216882091      -78.39081594953313   -129.84603139807425
1eda1ma2msa1nta      -39.740196054190164    -90.52826449897839   -170.34401624887306
1msa1nta1sa2tma      -39.828237762179924    -88.48700275481679   -163.20229747566415
2am2dma2sa           -39.93189778900705     -96.61873098334763   -190.1285701639496
4ma2sa               -39.98975049133878     -98.13984599313699   -195.0363759911724
1am1eda1fa2sa        -40.04048095573671     -88.03523995901924   -160.9752104752431
2sa2tma              -40.101326770178275    -76.43831887672422   -121.87486871173377
1dma1ma2sa           -40.11864921671804     -76.10902120068204   -120.71229912506378
2mea2sa1w            -40.21136293176096     -88.79103331551596   -162.93701285703318
2ma2sa2w             -40.263657976989634    -96.10865377480513   -187.30503369968767
1b2dma1sa4w          -40.301912393129896    -120.00004976277705  -267.3088625508146
2eda1fa2msa          -40.39468211575877     -91.9387801559642    -172.87975193878168
1dma1eda1msa1sa      -40.398671501199715    -79.24099344998831   -130.27778617804086
1dma1fa1ma2msa       -40.44479632913135     -89.21684463019483   -163.5822515561864
1eda1fa1ma1msa1sa    -41.07280897325836     -92.0402343387832    -170.94558230864362
1dma2msa2sa          -41.08062160969712     -93.56629383203108   -176.03780721932242
2dma3msa             -41.11700439848937     -92.46127734729089   -172.2095352973251
2dma2sa4w            -41.177981875953265    -120.18591130390996  -264.99389377122606
1am2dma1p1sa         -41.275415158539545    -73.34785844699945   -107.5715018892879
3am1p1sa             -41.29481125698658     -69.11124214401934   -93.29676634948073
1dma2sa1tma          -41.327500841536676    -77.43425600838964   -121.10265023339569
2eda2sa              -41.34522131946869     -79.50439385359641   -127.98649181378318
2dma2sa1w            -41.38431192049757     -88.14473353447102   -156.8352225860721
2dma1msa1sa          -41.49615279329009     -79.08036619302584   -126.05806942701211
2dma2msa1nta         -41.50215073672007     -91.65317737666192   -168.2073675664535
1am1dma1fa1msa1sa    -41.557269769953564    -88.69198743609013   -158.09061769608655
1am1dma1msa1nta1sa   -41.70350493706064     -88.72386949078646   -157.70707547828107
1eda1ma1msa1nta1sa   -41.71104990091408     -92.1749197448371    -169.25664881340413
1eda2sa1tma          -41.78386657354713     -78.62786924015381   -123.5753904635634
2ma1msa1nta1sa       -41.86115130066173     -90.36639872391243   -162.6873970262355
2dma2sa2w            -41.87745720660314     -98.54090114423889   -190.05012221228748
1am1dma1fa2sa        -42.2592054058332      -89.07598627312109   -157.02425244850815
1dma1msa3sa          -42.358726943377405    -94.45203327503987   -174.72180557423988
1fa2sa2tma           -42.47378226721776     -90.59128978470108   -161.38691100871762
1fa2ma1msa1sa        -42.54268755065277     -89.88954977976391   -158.80215404624084
2ma1nta1sa           -42.56503686547512     -77.04681600246113   -115.65245392209367
1nta2sa2tma          -42.64693012952921     -92.14009547809837   -166.00088998408535
1fa1ma1msa1sa1tma    -42.67469137128501     -89.71664764950401   -157.77949447658585
1ma2sa1tma           -42.676988586972584    -79.48516349183046   -123.45522356174936
1b2sa4w              -42.71675571089145     -111.3317899001413   -230.13595233531552
2eda2msa1nta         -42.90626124336268     -94.59081701963441   -173.3508494937177
1ma1msa1nta1sa1tma   -42.97885618581495     -92.70927205609041   -166.7966321319167
1dma1eda2sa          -43.018051297054626    -80.45816045743413   -125.57474144063885
1dma4sa              -43.067958500701934    -93.80968607706018   -170.1885882141429
1dma1fa1ma1msa1sa    -43.176003033760935    -91.3746976898401    -161.65921400798555
3dma1msa1sa          -43.24075383332092     -93.26340342842741   -167.77678884904594
1fa1ma2sa1tma        -43.46940838506271     -92.21015562143293   -163.47726726914001
2dma2sa              -43.53346246678848     -80.38351743051317   -123.59568996786683
1am1fa2sa1tma        -43.611341973839444    -88.55074850740493   -150.72750807805437
1am1dma1nta2sa       -43.68982877151575     -89.80358436808456   -154.6662941362814
1eda1fa2sa1tma       -43.72848534195509     -94.02355487333261   -168.6904897909513
1dma1fa1msa1sa1tma   -43.79811914557649     -92.38476102097775   -162.96039535586803
1am1fa1msa1sa1tma    -44.06520783192536     -89.32292083228822   -151.79511319944774
1ma1nta2sa1tma       -44.11458405312442     -92.96671070615412   -163.85083566438033
1dma1eda2msa1nta     -44.16112269749283     -95.19827234797413   -171.17943870800195
1fa2ma2sa            -44.23520329664461     -91.38467793073505   -158.1401128093894
1dma1eda1fa1msa1sa   -44.32259147753939     -94.20251139946049   -167.2980711777221
1b2dma1sa5w          -44.34321800543694     -135.51611925062025  -305.7954091729161
2ma1nta2sa           -44.62937367788982     -91.2834278648952    -156.47846448666394
1dma1msa1nta1sa1tma  -44.66745478626399     -94.38200237762067   -166.74340966429827
1dma1nta1sa1tma      -44.73237657955906     -80.27167806934449   -119.1994012745003
2eda1fa1msa1sa       -44.886163856019266    -95.58128103794297   -170.03225618602835
1b2sa5w              -45.14458073407877     -125.79092515492812  -270.4891645838575
1eda1nta2sa1tma      -45.214291579512064    -95.138993102737     -167.44826940543658
2ma2sa1tma           -45.35237230309576     -92.67232268259977   -158.71189126132631
1eda1fa1ma2sa        -45.482246404280886    -92.85330692306161   -158.88331550704606
2am1p2sa             -45.514537271810696    -76.47032846335787   -103.82623240431407
2eda1nta2sa          -45.541411317070015    -95.66505134233739   -168.11551240979736
1dma1ma1msa1nta1sa   -45.545836854784284    -94.76967184001114   -165.09755151872025
1ma2sa2tma           -45.63801560786669     -94.05847207055194   -162.40300675083577
1dma1fa2sa1tma       -45.764324721487355    -94.3508427440247    -162.9599799514104
1am2dma2sa           -45.78030868724454     -92.15290413598996   -155.5344472525128
2eda1fa2sa           -46.07618764892686     -95.16025254840497   -164.6287603531223
1dma1ma1nta2sa       -46.16710105340462     -93.36642212641891   -158.30729858517395
1eda1fa1msa1sa1tma   -46.18564854528813     -95.76785293428111   -166.299528387684
2am2dma1p1sa         -46.411616857454646    -88.73498981737066   -141.95328847859582
2put2sa              -46.47135207802057     -89.43535469670314   -144.10197088434603
1dma5sa              -46.89767523948103     -111.21695847669616  -215.7279330468416
1dma1eda1fa2sa       -46.917145177256316    -95.51838595850859   -163.00936032554853
2dma1fa1msa1sa       -47.209193641436286    -95.97769032552605   -163.5703393738446
2am4sa               -47.22574214939959     -107.80733919027261  -203.19167211375319
2dma1fa2sa           -47.30026669439394     -96.31484928971622   -164.39571556328147
1put3sa              -47.32303485949524     -89.12061387952417   -140.18976696389612
4put2sa              -47.51706112397369     -121.16781335580163  -247.0258334125594
1am1dma3sa           -47.626174172153696    -95.80086347833276   -161.57869966867247
1b2sa                -47.64550517091993     -73.77742429077625   -87.64688619708731
1b2sa3w              -47.712603499530815    -105.52705505397171  -193.9106206750881
1dma1eda1nta2sa      -48.08859202743042     -97.26926402992103   -164.952782164226
3dma1p1sa            -48.10254938795697     -83.28601240954595   -118.00591320303133
1b2sa1w              -48.1989298510598      -85.41818377182062   -124.83398933886943
2eda1msa1nta1sa      -48.46980906004319     -100.38743172609247  -174.13255967273378
1dma1fa1ma2sa        -48.57119995751418     -95.82481744629331   -158.48940965478812
1dma1nta2sa1tma      -48.877054331082036    -97.25114307916374   -162.24748867411333
3dma2sa              -49.134872665046714    -98.46724164544139   -165.4615763206445
2dma1p2sa            -49.14202786749229     -84.12277222715784   -117.32599147958221
1am1b2sa4w           -49.57783022185322     -128.50991822738433  -264.7395203940921
2ma3sa               -49.6806372248102      -98.5886533067096    -164.03828972844468
1eda1msa1nta1sa1tma  -49.727295026081265    -100.89286818352412  -171.61017326024077
2am5sa               -49.96084558079019     -123.04228442767635  -245.11634696106023
3am3sa               -50.04312463430688     -106.65384231484495  -189.87327748054034
2dma1msa1nta1sa      -50.15581657021539     -99.3913043984212    -165.1366353461371
2dma2msa1sa          -50.163504058204126    -100.86949386511697  -170.06872315101327
1am3dma2sa           -50.29391733335797     -109.8912656569155   -199.8904857388181
2dma1nta2sa          -50.42789151717443     -98.53607331437524   -161.3556323906841
1b2sa2w              -50.806098405388184    -98.54857791712857   -160.12906091491328
4dma2sa              -51.2790262066992      -112.41994848730974  -205.06765816007214
1b1dma2sa5w          -51.35133149882313     -143.1688637949992   -307.9575123124024
1eda4sa              -51.53077664831653     -106.56992221064866  -184.60219876668017
1am1b2sa5w           -51.66582035936881     -142.05851335125044  -303.178577868793
1b1dma2sa3w          -52.18600156682078     -123.60217209928669  -239.53100966820904
1am1b2sa             -52.37275255320128     -90.07078895578161   -126.43983364990062
2dma3sa3w            -52.54044105554931     -135.50930633139797  -278.2789377045395
1b3sa5w              -53.079044642392546    -147.610851306119    -317.06123314768683
1b1dma2sa4w          -53.17908188921865     -134.51381266565295  -272.7980237331133
3put2sa              -53.48542180855293     -111.44393766322173  -194.39381470491392
4am3sa               -53.537760127102956    -122.82423354918137  -232.38797055937164
2am1b2sa1w           -53.68491882260423     -113.39194356572989  -200.2583422531981
2dma3sa2w            -53.70244115754031     -125.53258663005545  -240.9194884202069
2am1p3sa             -53.71460437239148     -98.2209642000962    -149.2750623091393
2dma1msa2sa          -54.04888566408772     -103.76888420118485  -166.76169222502512
1am3sa1tma           -54.12376648357895     -102.86475089893793  -163.47806277160436
1am1b2sa3w           -54.14540436968673     -122.49061272479594  -229.23095205182204
2dma3sa1w            -54.52456496353261     -114.7973094900808   -202.15577570523283
1am1b2sa1w           -55.53352288843598     -103.37618157330144  -160.46506350697305
2dma3sa4w            -55.62911767954938     -149.07394635136006  -313.41549110142495
1b3sa4w              -55.63048967625946     -138.98909765080316  -279.58614111754565
2dma3msa1sa          -55.90946000610711     -121.88318090391112  -221.27694415018348
1am1b2sa2w           -55.9350833898643      -113.82519772890373  -194.16439489684913
2dma3sa5w            -55.941357529954985    -158.9224080858985   -345.40013602683405
1am1dma4sa           -56.0256828549318      -117.55384111404419  -206.3664539965452
2am1dma1p2sa         -56.241742524085566    -100.81730665348005  -149.50717467405136
2am1b2sa4w           -56.347577461157925    -146.88884944753954  -303.67691425717135
2am1b2sa             -56.654959956766106    -103.55204001860693  -157.29357726490576
1b1dma2sa1w          -57.24787573853973     -105.06621914291463  -160.3835096589639
2am1b2sa2w           -57.33683034137357     -124.89736536689452  -226.59914481028198
2dma3sa              -57.77874602540396     -107.55001150374301  -166.93364238839774
3am1dma1p2sa         -57.90703239303548     -113.00301809667144  -184.79284153369994
2am1b2sa3w           -57.90752792416606     -136.37853420502506  -263.19304471313933
1b3sa                -58.023081415332854    -97.14514327375218   -131.2160384327811
1b3sa1w              -58.464192104525864    -110.8510607326607   -175.70641834061237
2am1dma3sa           -58.47671224665828     -117.74350812193006  -198.7818073964806
2ma4sa               -58.52826371532865     -121.43750253878534  -210.99862090708032
1b1dma2sa2w          -59.20755653374363     -119.02402334366343  -200.62541274563577
1b3sa3w              -59.56357634277083     -131.65585468313657  -241.7986863677456
3am4sa               -59.8471265246626      -131.40743982139975  -240.0144668673226
1b1dma2sa            -59.85548652277794     -98.61207806703169   -129.99024499052558
3am1dma3sa           -60.35682412865572     -131.53317285864614  -238.72664339993537
2am1b2sa5w           -60.5401411842322      -160.5518698594533   -335.4409816362229
1eda1ma1nta2sa       -61.14295869518537     -110.0379691607086   -163.99466867542975
1b3sa2w              -61.39786795596592     -123.98380978949717  -209.9142774895945
2dma2msa2sa          -61.59069038857706     -126.44618507020641  -217.52639503965136
1dma1eda1msa1nta1sa  -62.197546730109025    -112.45693889982067  -168.5708273348684
1am2dma3sa           -62.45884976605885     -123.75845569907688  -205.5998857395833
1put4sa              -62.544958216138184    -117.06981691974215  -182.87727219069112
1b4sa                -62.97565174777992     -115.56011765520088  -176.3691628624788
2mea4sa              -63.172465505078435    -130.1986162182875   -224.80681104320735
3ma3sa               -63.268184948014095    -124.72268365742639  -206.11939865752655
1b2dma2sa4w          -63.85066254728008     -158.20347219874384  -316.4608742282876
1b2dma2sa3w          -64.16275242506526     -147.51568101148587  -279.5670923570183
3am1p2sa             -64.3656519743381      -105.77249603846576  -138.879235498521
1b1dma3sa3w          -64.53468994912691     -147.33052990539     -277.6986079366924
2am1dma1p3sa         -65.07872112817131     -122.57076481473632  -192.82925939006364
2dma1msa3sa          -65.45011530187912     -129.22984877810813  -213.9182742776626
2dma4sa              -65.69334056484513     -130.39983104425482  -217.02663249723264
2put3sa              -66.00058960658498     -124.41534308716655  -195.9240432020611
3dma2msa1sa          -66.02847208682215     -129.65223176422296  -213.3951355942428
1b2dma2sa5w          -66.20679565577302     -170.2670413556043   -349.01977427396605
2am2sa1tma           -66.59787429445714     -111.71455869046622  -151.32210094271514
2am2dma1p2sa         -66.71539519750513     -124.21156273898669  -192.84309086456705
1am1b3sa3w           -66.73155097127892     -148.9291855476331   -275.6922172620398
1b2dma2sa1w          -67.05057330359705     -128.95941554340243  -207.64327432515924
1am1b3sa             -67.47231733286753     -116.85318779665977  -165.62425109337187
1am2dma1p2sa         -68.10863415780477     -113.63134383084252  -152.68391639320706
3am3sa1tma           -68.35036743230012     -139.47289296987583  -238.54611952963774
3mea3sa              -69.0164299660828      -136.91474020900205  -227.73204844164644
1b1dma3sa2w          -69.26665898226202     -142.9463716117607   -247.12296706300629
1b2dma2sa            -69.40307773184031     -121.29649327916559  -174.05136859811148
2am1dma4sa           -69.4566976011265      -143.47770179319195  -248.26766457126206
3dma3sa3w            -69.49216542532668     -164.39275279268622  -318.2981296894602
2ma2msa1nta          -69.67883826358593     -119.13880712440005  -165.88954841792213
2am2dma3sa           -69.74083021678962     -142.62054135394283  -244.43974890963472
1b2dma2sa2w          -69.88904763525352     -142.02035889818217  -241.92960343180278
1b1dma3sa5w          -69.92843699641526     -177.44087977462914  -360.59850001189
1am1b3sa2w           -70.91502273571678     -142.74614615863538  -240.9227684827993
1b1dma3sa4w          -71.01480762893334     -166.50537921016803  -320.27694644132396
4am1p2sa             -71.08035772561561     -122.29103838221636  -171.761464552217
1b1dma3sa            -71.1225608100649      -123.65597657416947  -176.1979398428992
4ma3sa               -71.30989732407033     -145.78394950390793  -249.7871949686713
3dma3sa1w            -71.34795463155024     -144.29474405494693  -244.66473058456904
1am1b3sa1w           -71.38276529405266     -131.8351887640747   -202.75842183353365
3dma1msa2sa          -71.71474051766563     -135.7659734474728   -214.82888790874114
1am3sa2tma           -72.09149494059966     -133.76105722162174  -206.84072541038506
3am1p3sa             -72.36320353555493     -126.67634285637178  -182.16716190285896
4am4sa               -72.70961185405031     -154.68749446002766  -274.9551655390493
