Number of files in database_s1.pkl: 30317
Number of files in database_s2.pkl: 30316
Example output:
info  cluster_type                                                                          1am
      component_ratio                                                                       [1]
      components                                                                           [am]
      file_basename                                                                       1am-9
      folder_path                             /home/kubeckaj/BCP/knattrup/clusteromics_II/r2...
2msa1am1eda-120_6   -1575.583679460526
2msa1am1eda-22_4    -1575.594768652529
2msa1am1eda-282_9   -1575.569400852859
2msa1am1eda-291_2   -1575.570705901324
2msa1am1eda-41_4    -1575.58985685594 
2msa1am1eda-255_4   -1575.572421001703
2msa1am1eda-78_2    -1575.58953222077 
2msa1am1eda-272_10  -1575.592013268111
2msa1am1eda-143_6   -1575.598615553399
2msa1am1eda-85_2    -1575.59176355075 
2msa1am1eda-119_11  -1575.599062264206
2msa1am1eda-307_8   -1575.5710385824  
2msa1am1eda-324_11  -1575.566344352215
2msa1am1eda-57_11   -1575.611702696586
2msa1am1eda-148_2   -1575.574862755836
2msa1am1eda-73_6    -1575.598327261893
2msa1am1eda-138_9   -1575.592827647437
2msa1am1eda-345_1   -1575.623673011581
2msa1am1eda-267_6   -1575.581834188616
2msa1am1eda-171_4   -1575.593851074055
2msa1am1eda-208_6   -1575.612509359431
2msa1am1eda-182_11  -1575.566757006502
2msa1am1eda-5_8     -1575.606949206624
2msa1am1eda-127_2   -1575.587312202572
2msa1am1eda-257_11  -1575.551086471564
2msa1am1eda-313_7   -1575.565976142075
2msa1am1eda-157_9   -1575.603884003918
2msa1am1eda-301_10  -1575.582701733265
2msa1am1eda-17_2    -1575.628473999779
2msa1am1eda-318_3   -1575.571128225047
2msa1am1eda-72_10   -1575.579223973891
2msa1am1eda-67_9    -1575.600469163318
2msa1am1eda-203_2   -1575.602960933738
2msa1am1eda-321_5   -1575.564430431991
2msa1am1eda-106_5   -1575.602492475315
2msa1am1eda-341_10  -1575.574427574363
2msa1am1eda-217_11  -1575.598750851699
2msa1am1eda-210_7   -1575.591254940534
2msa1am1eda-229_1   -1575.638327642961
2msa1am1eda-134_7   -1575.591915539877
2msa1am1eda-222_5   -1575.589489302476
2msa1am1eda-300_2   -1575.57829940822 
2msa1am1eda-82_8    -1575.573690805365
2msa1am1eda-36_5    -1575.605322023074
2msa1am1eda-296_8   -1575.583352030489
2msa1am1eda-32_10   -1575.591049730252
2msa1am1eda-274_3   -1575.578732699272
2msa1am1eda-59_5    -1575.592680757369
2msa1am1eda-159_11  -1575.569670476533
2msa1am1eda-204_8   -1575.606908595338
2msa1am1eda-162_1   -1575.644688365551
2msa1am1eda-289_3   -1575.590024405665
2msa1am1eda-232_10  -1575.576372465381
2msa1am1eda-4_11    -1575.587674328997
2msa1am1eda-60_3    -1575.603926060348
2msa1am1eda-9_6     -1575.603748186349
2msa1am1eda-120_8   -1575.587825464266
2msa1am1eda-2_2     -1575.614366106409
2msa1am1eda-246_1   -1575.635044361374
2msa1am1eda-96_7    -1575.591431693291
2msa1am1eda-150_3   -1575.576341235228
2msa1am1eda-282_7   -1575.56085846871 
2msa1am1eda-169_5   -1575.5885588546  
2msa1am1eda-17_11   -1575.602582514219
2msa1am1eda-194_5   -1575.601467449853
2msa1am1eda-52_1    -1575.655878554134
2msa1am1eda-106_2   -1575.592000546783
2msa1am1eda-332_7   -1575.580755912177
2msa1am1eda-176_9   -1575.592028906318
2msa1am1eda-229_6   -1575.583591272312
2msa1am1eda-252_9   -1575.620392354444
2msa1am1eda-300_5   -1575.56861077621 
2msa1am1eda-222_2   -1575.580499365   
2msa1am1eda-229_10  -1575.5963981164  
2msa1am1eda-36_2    -1575.599310235121
2msa1am1eda-297_11  -1575.577021906639
2msa1am1eda-142_11  -1575.584490728665
2msa1am1eda-349_8   -1575.549879875603
2msa1am1eda-46_9    -1575.614028513336
2msa1am1eda-29_10   -1575.613099003483
2msa1am1eda-59_2    -1575.596411114221
2msa1am1eda-274_4   -1575.584109559106
2msa1am1eda-97_11   -1575.570192631695
2msa1am1eda-162_6   -1575.582919655207
2msa1am1eda-289_4   -1575.576639623735
2msa1am1eda-326_8   -1575.588013319784
2msa1am1eda-29_9    -1575.61578561932 
2msa1am1eda-9_1     -1575.663604749542
2msa1am1eda-60_4    -1575.600159961418
2msa1am1eda-246_6   -1575.567692316501
2msa1am1eda-2_5     -1575.600526965709
2msa1am1eda-150_4   -1575.605985613689
2msa1am1eda-169_2   -1575.59233519389 
2msa1am1eda-194_2   -1575.600088809931
2msa1am1eda-52_6    -1575.608329252997
2msa1am1eda-167_10  -1575.61319435933 
2msa1am1eda-119_9   -1575.566689879946
2msa1am1eda-31_8    -1575.606222052028
2msa1am1eda-291_5   -1575.591284709823
2msa1am1eda-41_3    -1575.598490837797
2msa1am1eda-187_7   -1575.612227025791
2msa1am1eda-78_5    -1575.596727052826
2msa1am1eda-255_3   -1575.579701121732
2msa1am1eda-225_8   -1575.582649080269
2msa1am1eda-143_1   -1575.649035450675
2msa1am1eda-85_5    -1575.595833278412
2msa1am1eda-69_10   -1575.590816197536
2msa1am1eda-148_5   -1575.580975660989
2msa1am1eda-127_10  -1575.584470247911
2msa1am1eda-199_11  -1575.589655994997
2msa1am1eda-73_1    -1575.653562176907
2msa1am1eda-101_8   -1575.591358014862
2msa1am1eda-267_1   -1575.631528820107
2msa1am1eda-345_6   -1575.584666559175
2msa1am1eda-171_3   -1575.58475362903 
2msa1am1eda-25_7    -1575.597451021143
2msa1am1eda-208_1   -1575.641260522992
2msa1am1eda-193_8   -1575.576977210882
2msa1am1eda-127_5   -1575.606082294337
2msa1am1eda-231_7   -1575.566405393761
2msa1am1eda-318_4   -1575.575040445148
2msa1am1eda-102_11  -1575.613455791513
2msa1am1eda-17_5    -1575.611758977735
2msa1am1eda-269_10  -1575.552944210851
2msa1am1eda-351_9   -1575.553222270407
2msa1am1eda-115_7   -1575.580415191886
2msa1am1eda-321_2   -1575.557281595644
2msa1am1eda-203_5   -1575.589071440526
2msa1am1eda-355_5   -1575.571695623956
2msa1am1eda-277_2   -1575.585500975832
2msa1am1eda-262_11  -1575.597736659436
2msa1am1eda-109_10  -1575.583769272068
2msa1am1eda-207_9   -1575.576852089087
2msa1am1eda-334_10  -1575.578808194063
2msa1am1eda-158_6   -1575.601155654433
2msa1am1eda-13_9    -1575.60174762909 
2msa1am1eda-63_2    -1575.575096427365
2msa1am1eda-68_6    -1575.606015244353
2msa1am1eda-1_3     -1575.605700058074
2msa1am1eda-123_9   -1575.598077856956
2msa1am1eda-153_2   -1575.594834489692
2msa1am1eda-95_6    -1575.609121239378
2msa1am1eda-281_6   -1575.577309966787
2msa1am1eda-47_10   -1575.577805406063
2msa1am1eda-197_4   -1575.591378067327
2msa1am1eda-105_4   -1575.600457355407
2msa1am1eda-192_10  -1575.582426657287
2msa1am1eda-247_10  -1575.560562874131
2msa1am1eda-213_6   -1575.585425818828
2msa1am1eda-331_1   -1575.624646777458
2msa1am1eda-311_11  -1575.587661306558
2msa1am1eda-308_7   -1575.56928869174 
2msa1am1eda-137_6   -1575.601844397128
2msa1am1eda-81_9    -1575.604441000748
2msa1am1eda-303_3   -1575.575595590848
2msa1am1eda-221_4   -1575.603696924491
2msa1am1eda-295_9   -1575.586098453476
2msa1am1eda-35_4    -1575.613438428418
2msa1am1eda-62_11   -1575.602850574541
2msa1am1eda-218_2   -1575.578883870498
2msa1am1eda-268_9   -1575.574005917277
2msa1am1eda-26_1    -1575.659965278208
2msa1am1eda-124_3   -1575.582333172018
2msa1am1eda-6_9     -1575.605323559362
2msa1am1eda-351_11  -1575.57405565508 
2msa1am1eda-154_8   -1575.575281658169
2msa1am1eda-232_1   -1575.634555181418
2msa1am1eda-207_10  -1575.577005592463
2msa1am1eda-310_6   -1575.562527852662
2msa1am1eda-14_3    -1575.604778922877
2msa1am1eda-239_5   -1575.594273325495
2msa1am1eda-99_8    -1575.584161431301
2msa1am1eda-64_8    -1575.588397124767
2msa1am1eda-22_11   -1575.620664941591
2msa1am1eda-270_8   -1575.587611027725
2msa1am1eda-116_1   -1575.646621318851
2msa1am1eda-322_4   -1575.584258653294
2msa1am1eda-200_3   -1575.597775325075
2msa1am1eda-292_3   -1575.592795055539
2msa1am1eda-179_1   -1575.642694717129
2msa1am1eda-184_1   -1575.643528971651
2msa1am1eda-42_5    -1575.608041222678
2msa1am1eda-256_5   -1575.571750129548
2msa1am1eda-149_10  -1575.590975689953
2msa1am1eda-304_9   -1575.575611801681
2msa1am1eda-222_11  -1575.595607848135
2msa1am1eda-86_3    -1575.597969312513
2msa1am1eda-140_7   -1575.595844211395
2msa1am1eda-70_7    -1575.600576953705
2msa1am1eda-49_1    -1575.656854491103
2msa1am1eda-264_7   -1575.551487813879
2msa1am1eda-172_5   -1575.603111138336
2msa1am1eda-299_7   -1575.576575273924
2msa1am1eda-329_7   -1575.577075432857
2msa1am1eda-26_6    -1575.622038459436
2msa1am1eda-190_9   -1575.586201986619
2msa1am1eda-124_4   -1575.589746821561
2msa1am1eda-310_1   -1575.62538729839 
2msa1am1eda-232_6   -1575.595908433017
2msa1am1eda-239_2   -1575.571075518515
2msa1am1eda-239_11  -1575.569939609516
2msa1am1eda-14_4    -1575.619623549417
2msa1am1eda-287_10  -1575.578106989587
2msa1am1eda-152_10  -1575.592907313299
2msa1am1eda-249_9   -1575.581153266808
2msa1am1eda-116_6   -1575.606261840479
2msa1am1eda-352_8   -1575.55395451406 
2msa1am1eda-200_4   -1575.592408726024
2msa1am1eda-322_3   -1575.585156334558
2msa1am1eda-292_4   -1575.589140517286
2msa1am1eda-179_6   -1575.597963687103
2msa1am1eda-32_9    -1575.616433704577
2msa1am1eda-184_6   -1575.576650993661
2msa1am1eda-42_2    -1575.607608532962
2msa1am1eda-39_11   -1575.605131569613
2msa1am1eda-256_2   -1575.575891883068
2msa1am1eda-86_4    -1575.607474637965
2msa1am1eda-87_10   -1575.60829241357 
2msa1am1eda-226_9   -1575.601437442296
2msa1am1eda-177_11  -1575.593877257529
2msa1am1eda-346_7   -1575.561404053229
2msa1am1eda-49_6    -1575.616441523378
2msa1am1eda-102_9   -1575.609587677999
2msa1am1eda-172_2   -1575.606149513894
2msa1am1eda-277_5   -1575.546723267669
2msa1am1eda-355_2   -1575.561586434314
2msa1am1eda-325_9   -1575.579545280233
2msa1am1eda-161_7   -1575.591069983114
2msa1am1eda-79_11   -1575.57580937615 
2msa1am1eda-158_1   -1575.644820927438
2msa1am1eda-63_5    -1575.583898804694
2msa1am1eda-1_4     -1575.613956568014
2msa1am1eda-245_7   -1575.582010595825
2msa1am1eda-68_1    -1575.651651244839
2msa1am1eda-153_5   -1575.578907360095
2msa1am1eda-95_1    -1575.650742489688
2msa1am1eda-137_11  -1575.580854465356
2msa1am1eda-281_1   -1575.632135458219
2msa1am1eda-189_10  -1575.578067882545
2msa1am1eda-51_7    -1575.599339837282
2msa1am1eda-197_3   -1575.588955052492
2msa1am1eda-105_3   -1575.586373901171
2msa1am1eda-188_8   -1575.596806306888
2msa1am1eda-175_8   -1575.602730814204
2msa1am1eda-331_6   -1575.564865081618
2msa1am1eda-213_1   -1575.641090839956
2msa1am1eda-251_8   -1575.584798724475
2msa1am1eda-137_1   -1575.646234952356
2msa1am1eda-221_3   -1575.582592923028
2msa1am1eda-303_4   -1575.587456829972
2msa1am1eda-218_5   -1575.57548972924 
2msa1am1eda-35_3    -1575.618518291577
2msa1am1eda-112_10  -1575.586898910804
2msa1am1eda-45_8    -1575.600184524023
2msa1am1eda-279_11  -1575.572945138066
2msa1am1eda-56_3    -1575.616100395083
2msa1am1eda-190_7   -1575.586364686893
2msa1am1eda-291_10  -1575.592205555177
2msa1am1eda-144_10  -1575.596949983026
2msa1am1eda-286_5   -1575.593162267415
2msa1am1eda-329_9   -1575.58165357423 
2msa1am1eda-26_8    -1575.612730740845
2msa1am1eda-154_1   -1575.644450701655
2msa1am1eda-92_5    -1575.571903059264
2msa1am1eda-232_8   -1575.571754114948
2msa1am1eda-242_3   -1575.571086682894
2msa1am1eda-249_7   -1575.567607293219
2msa1am1eda-64_1    -1575.650568223972
2msa1am1eda-99_1    -1575.647333877306
2msa1am1eda-166_3   -1575.593597757292
2msa1am1eda-270_1   -1575.6344229203  
2msa1am1eda-352_6   -1575.559078542631
2msa1am1eda-116_8   -1575.593940069219
2msa1am1eda-184_8   -1575.601965023733
2msa1am1eda-109_3   -1575.592277120265
2msa1am1eda-32_7    -1575.598466601574
2msa1am1eda-161_11  -1575.601132750998
2msa1am1eda-179_8   -1575.579987466997
2msa1am1eda-226_7   -1575.591093327515
2msa1am1eda-130_5   -1575.590220884339
2msa1am1eda-336_2   -1575.571707295935
2msa1am1eda-214_5   -1575.579641496277
2msa1am1eda-39_3    -1575.617075885506
2msa1am1eda-91_10   -1575.584352877231
2msa1am1eda-102_7   -1575.613285218246
2msa1am1eda-346_9   -1575.56646594514 
2msa1am1eda-49_8    -1575.606914498682
2msa1am1eda-161_9   -1575.58060885144 
2msa1am1eda-325_7   -1575.573456443701
2msa1am1eda-111_2   -1575.604068971454
2msa1am1eda-128_4   -1575.58843530374 
2msa1am1eda-317_5   -1575.572647074089
2msa1am1eda-235_2   -1575.580511593312
2msa1am1eda-18_4    -1575.611030851446
2msa1am1eda-245_9   -1575.573067965011
2msa1am1eda-51_9    -1575.615936895209
2msa1am1eda-21_2    -1575.597178443689
2msa1am1eda-331_8   -1575.584415508252
2msa1am1eda-175_6   -1575.592890993473
2msa1am1eda-341_3   -1575.580230315219
2msa1am1eda-263_4   -1575.567318217046
2msa1am1eda-188_6   -1575.597211807128
2msa1am1eda-104_10  -1575.598597239556
2msa1am1eda-77_4    -1575.605084495383
2msa1am1eda-147_4   -1575.596648812142
2msa1am1eda-251_6   -1575.582523023885
2msa1am1eda-183_2   -1575.594919929997
2msa1am1eda-45_6    -1575.601562736701
2msa1am1eda-207_7   -1575.591599570161
2msa1am1eda-111_5   -1575.598680015675
2msa1am1eda-128_3   -1575.602333788001
2msa1am1eda-51_10   -1575.592802526498
2msa1am1eda-13_7    -1575.604927377169
2msa1am1eda-158_8   -1575.58365834271 
2msa1am1eda-95_8    -1575.591565473176
2msa1am1eda-18_3    -1575.592891181862
2msa1am1eda-235_5   -1575.568300961733
2msa1am1eda-317_2   -1575.576481079462
2msa1am1eda-274_11  -1575.567583990745
2msa1am1eda-123_7   -1575.585810913938
2msa1am1eda-68_8    -1575.578751944897
2msa1am1eda-322_10  -1575.572270087545
2msa1am1eda-281_8   -1575.572722946082
2msa1am1eda-21_5    -1575.597836766207
2msa1am1eda-175_1   -1575.644810160728
2msa1am1eda-213_8   -1575.583161981212
2msa1am1eda-263_3   -1575.591141714272
2msa1am1eda-188_1   -1575.642646387532
2msa1am1eda-341_4   -1575.595073041547
2msa1am1eda-77_3    -1575.610692019316
2msa1am1eda-74_11   -1575.609601845914
2msa1am1eda-308_9   -1575.574488920705
2msa1am1eda-184_10  -1575.586634523494
2msa1am1eda-81_7    -1575.580267836311
2msa1am1eda-251_10  -1575.572922503289
2msa1am1eda-147_3   -1575.600465499233
2msa1am1eda-251_1   -1575.632962801213
2msa1am1eda-137_8   -1575.581602615311
2msa1am1eda-307_11  -1575.584691065615
2msa1am1eda-183_5   -1575.583115816853
2msa1am1eda-45_1    -1575.656708159099
2msa1am1eda-268_7   -1575.565164429456
2msa1am1eda-295_7   -1575.592080083962
2msa1am1eda-56_4    -1575.615900781432
2msa1am1eda-286_2   -1575.587567973271
2msa1am1eda-34_11   -1575.625383137654
2msa1am1eda-310_8   -1575.574873252601
2msa1am1eda-154_6   -1575.603440039916
2msa1am1eda-92_2    -1575.584386786487
2msa1am1eda-242_4   -1575.579066315792
2msa1am1eda-6_7     -1575.616052186255
2msa1am1eda-64_6    -1575.587020050363
2msa1am1eda-99_6    -1575.592936226438
2msa1am1eda-166_4   -1575.601262299688
2msa1am1eda-347_11  -1575.553088808741
2msa1am1eda-352_1   -1575.614109165905
2msa1am1eda-211_10  -1575.580176238237
2msa1am1eda-270_6   -1575.582844136263
2msa1am1eda-109_4   -1575.585520963969
2msa1am1eda-11_10   -1575.586187068169
2msa1am1eda-140_9   -1575.607640593807
2msa1am1eda-304_7   -1575.568432292951
2msa1am1eda-130_2   -1575.595657545909
2msa1am1eda-70_9    -1575.59214080164 
2msa1am1eda-39_4    -1575.614615043968
2msa1am1eda-214_2   -1575.598940752577
2msa1am1eda-336_5   -1575.578690279297
2msa1am1eda-299_9   -1575.584640966018
2msa1am1eda-264_9   -1575.584855079659
2msa1am1eda-234_11  -1575.576544803608
2msa1am1eda-2_10    -1575.61323935932 
2msa1am1eda-344_8   -1575.548467760938
2msa1am1eda-226_10  -1575.586663636995
2msa1am1eda-100_6   -1575.593559470628
2msa1am1eda-298_11  -1575.582383128015
2msa1am1eda-334_3   -1575.580703813813
2msa1am1eda-216_4   -1575.598328427808
2msa1am1eda-132_4   -1575.588516740625
2msa1am1eda-224_6   -1575.576701656094
2msa1am1eda-306_1   -1575.626429410741
2msa1am1eda-30_6    -1575.599314230547
2msa1am1eda-186_9   -1575.586234693519
2msa1am1eda-114_9   -1575.576721169304
2msa1am1eda-203_11  -1575.581901627723
2msa1am1eda-199_2   -1575.605829315483
2msa1am1eda-350_7   -1575.545122317103
2msa1am1eda-164_2   -1575.591260219974
2msa1am1eda-168_10  -1575.580113172677
2msa1am1eda-355_10  -1575.544274799302
2msa1am1eda-240_2   -1575.601053016735
2msa1am1eda-4_1     -1575.663156359247
2msa1am1eda-230_9   -1575.585547904082
2msa1am1eda-90_4    -1575.596739784414
2msa1am1eda-24_9    -1575.609358420034
2msa1am1eda-26_10   -1575.599753272109
2msa1am1eda-284_4   -1575.594713455393
2msa1am1eda-98_11   -1575.610552951693
2msa1am1eda-279_4   -1575.570887328778
2msa1am1eda-54_2    -1575.600022113905
2msa1am1eda-192_6   -1575.58985907767 
2msa1am1eda-297_1   -1575.627225154101
2msa1am1eda-181_3   -1575.5845226353  
2msa1am1eda-47_7    -1575.597597451605
2msa1am1eda-348_6   -1575.567017007975
2msa1am1eda-128_10  -1575.576786391037
2msa1am1eda-253_7   -1575.587645062642
2msa1am1eda-315_10  -1575.546476665276
2msa1am1eda-83_1    -1575.650381579351
2msa1am1eda-196_11  -1575.591951616944
2msa1am1eda-145_5   -1575.599890450484
2msa1am1eda-243_11  -1575.572538609773
2msa1am1eda-88_5    -1575.572495986889
2msa1am1eda-228_8   -1575.584053461219
2msa1am1eda-66_10   -1575.591250233281
2msa1am1eda-258_3   -1575.583721498314
2msa1am1eda-75_5    -1575.603462099227
2msa1am1eda-343_2   -1575.567212081126
2msa1am1eda-261_5   -1575.586199762757
2msa1am1eda-177_7   -1575.597528635036
2msa1am1eda-333_9   -1575.578207716215
2msa1am1eda-23_3    -1575.614852385715
2msa1am1eda-118_7   -1575.589720403901
2msa1am1eda-53_8    -1575.578276557336
2msa1am1eda-330_11  -1575.561004223706
2msa1am1eda-247_8   -1575.560040939425
2msa1am1eda-315_4   -1575.577791159088
2msa1am1eda-237_3   -1575.579717761241
2msa1am1eda-266_10  -1575.564999642307
2msa1am1eda-11_1    -1575.66221284261 
2msa1am1eda-43_11   -1575.59911440808 
2msa1am1eda-113_3   -1575.582890771814
2msa1am1eda-205_1   -1575.64306796222 
2msa1am1eda-28_7    -1575.591663032198
2msa1am1eda-327_6   -1575.583320318772
2msa1am1eda-297_6   -1575.58432821971 
2msa1am1eda-348_1   -1575.617839720469
2msa1am1eda-181_4   -1575.590068840669
2msa1am1eda-135_9   -1575.592513021909
2msa1am1eda-58_11   -1575.587084668365
2msa1am1eda-83_6    -1575.610572719809
2msa1am1eda-145_2   -1575.591897609194
2msa1am1eda-88_2    -1575.593300148256
2msa1am1eda-75_2    -1575.603803185216
2msa1am1eda-116_11  -1575.586065462913
2msa1am1eda-258_4   -1575.582797845356
2msa1am1eda-261_2   -1575.575334677075
2msa1am1eda-343_5   -1575.561356722593
2msa1am1eda-211_9   -1575.595033951446
2msa1am1eda-23_4    -1575.599252255848
2msa1am1eda-283_9   -1575.60286692807 
2msa1am1eda-237_4   -1575.577899984767
2msa1am1eda-315_3   -1575.579199342862
2msa1am1eda-97_9    -1575.612525620387
2msa1am1eda-258_11  -1575.585611640708
2msa1am1eda-11_6    -1575.61234259926 
2msa1am1eda-133_10  -1575.589390002214
2msa1am1eda-8_8     -1575.598966440969
2msa1am1eda-113_4   -1575.597423707937
2msa1am1eda-327_1   -1575.624317304632
2msa1am1eda-205_6   -1575.58788725112 
2msa1am1eda-100_1   -1575.646939804592
2msa1am1eda-83_11   -1575.610822973731
2msa1am1eda-266_8   -1575.587543162544
2msa1am1eda-216_3   -1575.578089908466
2msa1am1eda-334_4   -1575.573527318125
2msa1am1eda-139_7   -1575.599442166913
2msa1am1eda-72_8    -1575.583518465593
2msa1am1eda-132_3   -1575.589639797588
2msa1am1eda-306_6   -1575.563718561626
2msa1am1eda-224_1   -1575.638912627047
2msa1am1eda-142_8   -1575.597532653298
2msa1am1eda-173_10  -1575.588065480435
2msa1am1eda-30_1    -1575.656462177721
2msa1am1eda-218_11  -1575.589681481582
2msa1am1eda-199_5   -1575.589664397508
2msa1am1eda-272_7   -1575.605247883772
2msa1am1eda-18_11   -1575.599622291559
2msa1am1eda-164_5   -1575.593109238305
2msa1am1eda-66_7    -1575.596567145713
2msa1am1eda-4_6     -1575.611277246995
2msa1am1eda-240_5   -1575.588484220951
2msa1am1eda-156_7   -1575.595606716952
2msa1am1eda-90_3    -1575.591089978765
2msa1am1eda-312_9   -1575.573707411339
2msa1am1eda-283_11  -1575.588013421885
2msa1am1eda-284_3   -1575.582177710169
2msa1am1eda-156_11  -1575.595290771254
2msa1am1eda-209_8   -1575.596040921587
2msa1am1eda-54_5    -1575.618693851477
2msa1am1eda-279_3   -1575.579034660484
2msa1am1eda-192_1   -1575.642084639276
2msa1am1eda-338_4   -1575.578323289007
2msa1am1eda-100_11  -1575.592918671917
2msa1am1eda-37_5    -1575.605158190794
2msa1am1eda-297_8   -1575.574331875218
2msa1am1eda-301_2   -1575.551105255327
2msa1am1eda-223_5   -1575.605276460393
2msa1am1eda-83_8    -1575.609629919878
2msa1am1eda-135_7   -1575.583945551406
2msa1am1eda-228_1   -1575.641176442162
2msa1am1eda-211_7   -1575.613667108729
2msa1am1eda-107_5   -1575.573498289535
2msa1am1eda-53_1    -1575.6572986917  
2msa1am1eda-195_5   -1575.590994792046
2msa1am1eda-168_5   -1575.570146307783
2msa1am1eda-125_10  -1575.578302640176
2msa1am1eda-283_7   -1575.598219927477
2msa1am1eda-318_10  -1575.564515121599
2msa1am1eda-151_3   -1575.608302192727
2msa1am1eda-97_7    -1575.61100374329 
2msa1am1eda-3_2     -1575.609709365234
2msa1am1eda-247_1   -1575.632509440581
2msa1am1eda-61_3    -1575.601404925148
2msa1am1eda-8_6     -1575.601465063995
2msa1am1eda-11_8    -1575.594824616479
2msa1am1eda-205_8   -1575.583969304373
2msa1am1eda-288_3   -1575.571076331378
2msa1am1eda-58_5    -1575.598667682082
2msa1am1eda-275_3   -1575.593137412656
2msa1am1eda-266_6   -1575.584653189   
2msa1am1eda-344_1   -1575.624763227383
2msa1am1eda-72_6    -1575.59855133907 
2msa1am1eda-165_10  -1575.564958002571
2msa1am1eda-139_9   -1575.590711357106
2msa1am1eda-149_2   -1575.583438638252
2msa1am1eda-95_11   -1575.59675226382 
2msa1am1eda-84_2    -1575.604625566233
2msa1am1eda-142_6   -1575.584319602814
2msa1am1eda-306_8   -1575.552557266595
2msa1am1eda-79_2    -1575.591223032138
2msa1am1eda-254_4   -1575.585542469016
2msa1am1eda-40_4    -1575.603102384239
2msa1am1eda-290_2   -1575.574602781775
2msa1am1eda-320_5   -1575.567244148376
2msa1am1eda-272_9   -1575.602104345588
2msa1am1eda-295_11  -1575.58516159526 
2msa1am1eda-140_11  -1575.594040034172
2msa1am1eda-66_9    -1575.60432205277 
2msa1am1eda-319_3   -1575.572605230288
2msa1am1eda-16_2    -1575.62554151097 
2msa1am1eda-312_7   -1575.54504470964 
2msa1am1eda-156_9   -1575.594775117337
2msa1am1eda-126_2   -1575.593809088537
2msa1am1eda-4_8     -1575.595235007128
2msa1am1eda-209_6   -1575.600072063711
2msa1am1eda-100_8   -1575.575000972619
2msa1am1eda-344_6   -1575.572711067153
2msa1am1eda-266_1   -1575.632366272169
2msa1am1eda-15_11   -1575.598383481824
2msa1am1eda-72_1    -1575.652491955201
2msa1am1eda-149_5   -1575.604248329312
2msa1am1eda-224_8   -1575.565220192056
2msa1am1eda-84_5    -1575.599747938763
2msa1am1eda-230_10  -1575.576784668512
2msa1am1eda-142_1   -1575.648977067114
2msa1am1eda-6_11    -1575.61184111323 
2msa1am1eda-254_3   -1575.565607329876
2msa1am1eda-79_5    -1575.59393915467 
2msa1am1eda-186_7   -1575.589936729105
2msa1am1eda-40_3    -1575.597712539056
2msa1am1eda-30_8    -1575.602449278847
2msa1am1eda-290_5   -1575.578939495892
2msa1am1eda-320_2   -1575.575343161208
2msa1am1eda-350_9   -1575.558595947423
2msa1am1eda-114_7   -1575.592509846557
2msa1am1eda-30_10   -1575.592038034625
2msa1am1eda-16_5    -1575.597207940667
2msa1am1eda-319_4   -1575.576844208166
2msa1am1eda-215_11  -1575.600139233085
2msa1am1eda-230_7   -1575.588617167642
2msa1am1eda-126_5   -1575.602246457945
2msa1am1eda-343_10  -1575.573472542718
2msa1am1eda-192_8   -1575.580291915964
2msa1am1eda-209_1   -1575.639957328132
2msa1am1eda-24_7    -1575.607590507467
2msa1am1eda-47_9    -1575.592153497432
2msa1am1eda-348_8   -1575.554639793152
2msa1am1eda-37_2    -1575.62217383103 
2msa1am1eda-70_10   -1575.597623604117
2msa1am1eda-338_3   -1575.587196621618
2msa1am1eda-223_2   -1575.600912327748
2msa1am1eda-301_5   -1575.568833980435
2msa1am1eda-253_9   -1575.5823551082  
2msa1am1eda-228_6   -1575.598887064171
2msa1am1eda-333_7   -1575.579176041107
2msa1am1eda-303_10  -1575.576506946999
2msa1am1eda-177_9   -1575.607050145813
2msa1am1eda-180_11  -1575.588691818831
2msa1am1eda-255_11  -1575.581212266038
2msa1am1eda-107_2   -1575.59671620172 
2msa1am1eda-53_6    -1575.601405999396
2msa1am1eda-195_2   -1575.586573955049
2msa1am1eda-118_9   -1575.600673093535
2msa1am1eda-168_2   -1575.58118341743 
2msa1am1eda-55_11   -1575.600735356447
2msa1am1eda-151_4   -1575.599859408037
2msa1am1eda-247_6   -1575.563954122827
2msa1am1eda-3_5     -1575.600237763901
2msa1am1eda-8_1     -1575.664068810742
2msa1am1eda-61_4    -1575.617970818952
2msa1am1eda-288_4   -1575.565188792827
2msa1am1eda-28_9    -1575.594534216724
2msa1am1eda-326_11  -1575.592578491646
2msa1am1eda-327_8   -1575.567435616393
2msa1am1eda-275_4   -1575.586415529415
2msa1am1eda-58_2    -1575.582558145993
2msa1am1eda-270_10  -1575.604425969515
2msa1am1ma-70_6     -1480.946299467674
2msa1am1ma-36_10    -1480.957591066193
2msa1am1ma-88_11    -1480.935667041075
2msa1am1ma-42_4     -1480.961237666917
2msa1am1ma-146_5    -1480.931269802005
2msa1am1ma-86_2     -1480.941358460744
2msa1am1ma-110_3    -1480.935698245283
2msa1am1ma-64_9     -1480.940810163805
2msa1am1ma-14_2     -1480.958189051516
2msa1am1ma-99_9     -1480.949446992639
2msa1am1ma-13_11    -1480.945359175024
2msa1am1ma-129_5    -1480.932639558692
2msa1am1ma-122_1    -1480.980494943066
2msa1am1ma-129_11   -1480.931040668279
2msa1am1ma-81_8     -1480.934093032284
2msa1am1ma-53_11    -1480.95601652869 
2msa1am1ma-108_2    -1480.952525260072
2msa1am1ma-131_4    -1480.930756906391
2msa1am1ma-35_5     -1480.936904114675
2msa1am1ma-103_6    -1480.954738457709
