#CLUSTER  ddG_298.15K_[kcal/mol] ddH_298.15K_[kcal/mol] ddS_298.15K_[cal/mol/K]
1fa1msa1nta1sa3tma           -58.06886133272201  -133.0220722029335  -251.39430109177823
1am1dma3sa                   -58.1272653224878   -106.61625193827786 -162.63285801086212
4am3msa1sa                   -58.175815847411286 -138.70485547179123 -270.09572236880007
1dma1fa2ma1msa1sa            -58.34765488631092  -119.16941108275205 -203.9971698690199 
3dma2sa                      -58.402436696807854 -108.62522701453418 -168.44806412122927
1am3sa1tma                   -58.49242018595396  -107.2567482489685  -163.55635775036114
2dma1malonic2sa              -58.57204022852238  -110.22405356203672 -173.2417016051915 
1fa3ma2sa                    -58.680962416226976 -119.71409181295894 -204.70611905642843
1fa2msa1sa4tma               -58.783840802148916 -145.9429282238125  -292.3330116441496 
1am1dma1fa1ma2sa             -58.927822079276666 -118.33265472599305 -199.24478499743236
2ma3sa                       -59.048269893741235 -107.97503324388526 -164.10116837136223
1dma1fa2sa2tma               -59.1313155539392   -120.09845138009405 -204.4847755354185 
3am1p3sa                     -59.13969526030996  -114.9599949355179  -187.22220249975976
1am1dma1fa2sa1tma            -59.18528741809132  -119.10355113391415 -200.96684124128166
2dma1eda2sa                  -59.26279430196155  -110.05321187223308 -170.35189525543063
4am1p2sa                     -59.341631988514564 -111.08496998003102 -173.54800600834432
2am1nta2sa1tma               -59.576117896140204 -118.61206578023848 -198.0075394396307 
3am1fa1msa1nta1sa            -59.60153645306127  -129.03343939286424 -232.87574355117744
1ma1msa1nta1sa2tma           -59.713451735296985 -121.1403697305359  -206.02689248853625
2am1dma1msa1nta1sa           -59.8185994446394   -118.38089015352307 -196.41888549098974
2dma1msa2sa                  -59.92357021814678  -109.26870113413315 -165.50438006364942
2am1ma1nta2sa                -60.01056050113402  -118.71988985606004 -196.91205552648708
1fa2ma2sa1tma                -60.048407544512884 -121.22404561509029 -205.1840954907522 
3dma1fa1msa1sa               -60.10569120722357  -122.40478744031861 -208.95219263204496
1fa1ma2sa2tma                -60.11557333605015  -120.2372746138717  -201.64917416701564
1dma2eda2sa                  -60.280681900680065 -112.9858178436989  -176.77389214514025
4dma2sa                      -60.34957878862042  -122.00017159478739 -206.77710148009038
3eda2sa                      -60.439414885942824 -114.1798389974283  -180.24626567630636
1am1ma1msa1nta1sa1tma        -60.65201905807771  -120.62488039009622 -201.14996254415797
2am1fa1msa1nta1sa1tma        -60.72227889574424  -130.9862586062809  -235.66654271518684
1am2ma1msa1nta1sa            -60.76334971358301  -120.15119584178319 -199.1878119345207 
1am3dma2sa                   -60.80632460990455  -120.58367671561427 -200.49422138440997
3sa2tma                      -60.97629051867989  -110.62315011612372 -166.5163830197426 
1gd4sa                       -61.10229794471525  -111.90946239395998 -170.40806456319473
1dma1msa1nta1sa2tma          -61.109489464288345 -122.5547739311587  -206.0884939358033 
1am1fa1msa1nta1sa2tma        -61.202836841199314 -132.95399691327475 -240.65457009009674
2dma1fa1ma1msa1sa            -61.29505456855986  -123.24165723042097 -207.76992340039436
1eda4sa                      -61.30425036745146  -115.4437259407714  -181.58469083687766
5am2msa1p                    -61.32884098004433  -126.64043764313101 -219.0561685830599 
1am1b2sa                     -61.433091755839996 -99.4051533966558   -127.35891880292944
3am1fa1nta2sa                -61.438610169803724 -129.522897043149   -228.35581711624565
2am4sa                       -61.529265529476106 -121.12391791166738 -199.8814435095776 
1am1nta2sa2tma               -61.53753346405574  -121.628511165909   -201.5461267885933 
1nta2sa3tma                  -61.5938963611261   -123.1714211901417  -206.53203028285668
1am1dma1msa1nta1sa1tma       -61.61811129581474  -121.76243590106606 -201.72505317974333
1am2dma1fa2sa                -61.62590518873185  -122.16949874954298 -203.06420781826736
2am1b1msa1sa                 -61.631132957176305 -109.54921459895559 -160.71803334444638
2b3gd1sa                     -61.765503150294535 -129.0444532603724  -225.6547043781756 
1dma1fa2ma2sa                -61.78669946687296  -122.76425468653906 -204.5197223542343 
1b3sa                        -61.93285245355219  -101.01030493248254 -131.06641783953557
2am5sa                       -61.93611310562119  -135.2103419965133  -245.76296793997687
2dma3msa1sa                  -61.955729613488074 -126.60259892506292 -216.8266621208137 
2am1dma1nta2sa               -62.044554862426594 -119.72170726198237 -193.45011705374256
1dma1ma3sa                   -62.08831407525577  -112.01518014958128 -167.45552934556014
3am3sa                       -62.4743827751372   -118.60969087388366 -188.27874592870873
3am1msa1p2sa                 -62.52557084731234  -118.76026194691076 -188.61207814733842
1ma3sa1tma                   -62.5511929680506   -112.59281592085608 -167.84042580240646
1fa1ma1msa1nta1sa2tma        -62.73651601662277  -137.09334097313695 -249.39401293558785
3am3msa1p                    -62.75824486519559  -121.28193692068453 -196.28942497222238
5am1msa1p1sa                 -62.86349284728931  -126.73335649186629 -214.2205723448697 
3am1msa3sa                   -62.90486720367335  -133.05510169896297 -235.28503939480095
1fa1msa1nta1sa4tma           -63.10897500033025  -148.81453004159266 -287.4578401520269 
5dma1p1sa                    -63.159586769048474 -122.55988236310077 -199.22956764745248
2dma1fa2sa1tma               -63.336523276302614 -124.63756600316265 -205.60470476894363
3am2msa1p1sa                 -63.66782615396369  -120.5165988705412  -190.67171798249336
1b1dma2sa                    -63.75509648968     -102.506393744261   -129.9724878564278 
1dma1fa1ma2sa1tma            -63.80455821416399  -125.36073123398819 -206.46041596436214
1am1dma1ma1msa1nta1sa        -63.81675737124169  -123.2769788572914  -199.43056007448644
1am1eda3sa                   -63.855398834683    -114.52298991312273 -169.9399331822305 
1am1ma1nta2sa1tma            -63.964158189613954 -124.76550481238519 -203.92871582446577
2am1fa1ma1msa1nta1sa         -64.03937149216654  -134.56306911137654 -236.53764084945357
2ma1msa1nta1sa1tma           -64.08419188200787  -125.70672212805948 -206.68297919210175
1am1b2msa1sa                 -64.086600746552    -116.03100945107872 -174.22240048487956
1dma3sa1tma                  -64.27254146164341  -115.01082055518054 -170.1770219472417 
2am1fa1nta2sa1tma            -64.37771650859213  -135.3859878545918  -238.16290909294992
1dma1fa1msa1nta1sa2tma       -64.47742574368021  -138.23984963656403 -247.40038199970357
2am1dma1fa1msa1nta1sa        -64.51046624436276  -135.2636657517287  -237.3073939540679 
1am2ma1nta2sa                -64.64718077052385  -124.80007575533818 -201.7537983727322 
1am2dma1msa1nta1sa           -64.69959574431414  -124.87496543320594 -201.82917889989324
2dma3sa                      -64.70915820193477  -114.22823759983294 -166.08780612983335
3ma1msa1nta1sa               -64.76474945439259  -125.32872894074535 -203.13258254682154
1eda1ma3sa                   -64.78885083599016  -116.36429495830089 -172.9848872121866 
1am1fa1ma1msa1nta1sa1tma     -64.89394932352297  -137.124453099299   -242.2622967504584 
1ma1nta2sa2tma               -65.22955644727335  -126.61335737089394 -205.88227712148108
1b2gd1sa                     -65.29199991020141  -105.61957909789635 -135.25936336619822
1am1dma1nta2sa1tma           -65.30969036825991  -125.52667344899965 -201.96875090062002
1fa1nta2sa3tma               -65.58700942300493  -139.74375800124835 -248.72295347254675
1b4sa                        -65.65203413600102  -118.14816650585271 -176.07289072525418
1dma1ma1msa1nta1sa1tma       -65.75782703883306  -127.00202185436501 -205.41403594112666
1dma2msa1nta1sa3tma          -65.77655442117248  -153.99144119705306 -295.87418003020207
2dma1msa1nta1sa1tma          -65.79605461722531  -127.42602879516198 -206.7079462611244 
2am1fa1ma1nta2sa             -65.82375131547451  -135.11215227877256 -232.3944355643444 
2dma1fa1ma2sa                -65.89515067101456  -127.34243102185428 -206.09518816304995
3am2msa2sa                   -66.0610196646303   -136.83609846886247 -237.38077747506426
3dma1fa2sa                   -66.3140537586296   -128.51566165534314 -208.62521514916872
1dma1fa2msa1sa3tma           -66.38475763401948  -154.3337793534738  -294.98246426086536
4am1fa1msa1nta1sa            -66.47084226534935  -146.4740601432859  -268.33210758940334
2am1b3msa                    -66.48505872604437  -129.25833015609533 -210.5425840341797 
1am1dma1fa1msa1nta1sa1tma    -66.84013176332519  -139.39213618272333 -243.340615193029  
1am1fa1nta2sa2tma            -66.97204048690037  -139.45476723246975 -243.10825673535786
1dma1nta2sa2tma              -67.08684734758572  -129.26089234807296 -208.53276874149842
1dma2ma1msa1nta1sa           -67.37616517563583  -128.6868185661151  -205.63693909313054
2dma2msa2sa                  -67.39167909626849  -131.90162909193896 -216.36743248522848
5am1p2sa                     -67.41981386834232  -129.67525061228662 -208.80575798745997
1am1dma1ma1nta2sa            -67.51190758054145  -128.2736919283634  -203.79602330491295
3am1fa1msa2sa                -67.54686032386962  -137.94257164129522 -236.1083726892747 
2ma1nta2sa1tma               -67.60830335401988  -128.5459459994745  -204.38585492308033
1am1dma4sa                   -67.6306291972287   -129.6621512756683  -208.0547445202392 
1fa2ma1msa1nta1sa1tma        -67.63823785768182  -140.81647718333988 -245.44101735843157
3put2sa                      -67.63915643200744  -125.92020076618064 -195.47558052669797
2am1ma3sa                    -67.8288898349274   -127.50394809688441 -200.15112615129803
1eda3sa1tma                  -68.02854250454402  -120.18119777707034 -174.92086289633437
1am1fa2ma1msa1nta1sa         -68.05317730206298  -139.68849418702303 -240.2660301357276 
2am1dma1fa1nta2sa            -68.07201981544495  -138.16877155017573 -235.10565733643853
3dma1msa1nta1sa              -68.17398142052116  -130.51628420845373 -209.0971081270216 
2ma4sa                       -68.2395875803195   -131.11989248380996 -210.90157606371707
3am1nta3sa                   -68.25094446074218  -137.72999678435735 -233.0338833598745 
3am1msa1nta2sa               -68.25766727467999  -140.33745355776045 -241.75678780265815
2am3sa1tma                   -68.3811008749908   -128.24912813460105 -200.79834734052207
3am3msa1sa                   -68.44619043491548  -141.07902837655274 -243.611732153427  
1am1fa1msa1nta1sa3tma        -68.49061297392473  -153.17024216236314 -284.0168679813769 
1am2dma1fa1msa1nta1sa1tma    -68.51652948088304  -153.1396269473189  -283.8272596560415 
1am1dma1fa1ma1msa1nta1sa     -68.53152645990485  -140.39968307473464 -241.04697841669918
4put2sa                      -68.55512850754894  -141.7277382510947  -245.42213564761417
4am3msa1p                    -68.5614306985808   -135.89547513771686 -225.83949166236368
1fa1ma1msa1nta1sa3tma        -68.74159300210886  -154.7985102093662  -288.6363146325507 
2dma1ma1msa1nta1sa           -68.87524937774288  -130.6679632292944  -207.25377780102627
3am1b3msa                    -68.88890950148925  -141.32437282940373 -242.9497344549755 
3ma1nta2sa                   -69.19324632897042  -130.3556081255665  -205.13956664886845
1am2dma1nta2sa               -69.2164191226475   -130.2892572589917  -204.8393028225291 
1fa1msa2sa3tma               -69.25211970094824  -142.70065945212264 -246.34760942969075
2am1fa1msa1nta1sa2tma        -69.25519685991458  -151.66790272365324 -276.4135698941304 
1am1fa1ma1nta2sa1tma         -69.26755523648171  -140.82741470567998 -240.01294472353794
3am1fa1msa1nta1sa1tma        -69.35619406374462  -150.65268700112938 -272.66977339342174
1am2dma1fa1msa1nta1sa        -69.39202778000617  -141.60263731045416 -242.1955711224872 
2am1mb4msa                   -69.44100900163176  -146.2248602200416  -257.5342989058191 
4am1fa1nta2sa                -69.57492058025673  -148.28853495500516 -264.0067562454631 
1dma1ma1nta2sa1tma           -69.95314357698953  -131.05030773815815 -204.92089270835794
1fa1ma1nta2sa2tma            -70.02208729382255  -144.65111730311764 -250.30699315527434
3am1fa3sa                    -70.08187806536444  -140.42100714775734 -235.91859494319294
1dma1fa1nta2sa2tma           -70.69062897321419  -144.32363392430125 -246.96630874047307
1am1fa2ma1nta2sa             -70.73978566844016  -142.36286353308242 -240.22498026083713
1fa1ma2msa1sa3tma            -70.78427866240963  -156.97590790485265 -289.0881410103671 
2dma1fa1msa1nta1sa1tma       -70.80483596534759  -143.74107183222077 -244.62933378121693
3am1fa1ma1msa1nta1sa         -70.84398099972168  -152.5780458652298  -274.1373968320147 
1fa3ma1msa1nta1sa            -70.87027399224462  -143.98030939995078 -245.21226029709118
1put4sa                      -70.90858046291396  -125.82069267542101 -184.1761268237874 
2am1dma3sa                   -70.96665725437924  -129.47304201032966 -196.23137600520099
1dma1fa1msa1nta1sa3tma       -71.0098770451732   -156.65336821757955 -287.2496769161196 
1am1fa2msa1sa3tma            -71.06233209068887  -156.93624280026415 -288.02250783048106
1dma2ma1nta2sa               -71.10345910931937  -132.70897526561748 -206.62591365565373
1dma1fa1ma1msa1nta1sa1tma    -71.12916048239276  -144.26004326282418 -245.28218272946793
1dma1eda3sa                  -71.20511315227486  -123.06158110778779 -173.92744576630588
2dma1nta2sa1tma              -71.22397672095394  -133.7011882844672  -209.54959437794787
4am1fa2msa1sa                -71.22566559916595  -152.51984774071025 -272.6620229456108 
1fa1nta2sa4tma               -71.25587746308884  -157.3929624229204  -288.9051985904297 
1am2ma3sa                    -71.32278870465234  -130.34251399105415 -197.95312858180864
2am1eda3sa                   -71.32667715055868  -131.12258923589252 -200.556471860388  
2am1b2sa                     -71.45484498876613  -119.85743808338884 -162.3430927213363 
2am1dma1fa1msa1nta1sa1tma    -71.53657120205753  -155.1298379242362  -280.373190415661  
3dma2msa1sa                  -71.64282613043906  -135.13988878863165 -212.97019170872386
2am1fa1msa2sa1tma            -71.7279888093617   -144.3564386877988  -243.59701451817915
1am1dma1fa1nta2sa1tma        -71.79492767820193  -143.9769097690296  -242.09955422088478
1am1dma1fa1ma1nta2sa         -71.8388504695613   -143.73545649612788 -241.14239821268103
2am1msa1nta2sa1tma           -72.03807727097592  -144.50327121236478 -243.04945142249835
1am1fa1msa2sa2tma            -72.10258655637153  -145.4157675720635  -245.89361400592514
3dma1fa1msa1nta1sa           -72.29806874209316  -146.59094047214603 -249.17951276290063
2dma1fa1ma1msa1nta1sa        -72.3308826215216   -145.80205061723245 -246.42350493196562
1fa2ma1nta2sa1tma            -72.34536607110931  -144.81409699030337 -243.06131450369958
2am1fa1ma1msa2sa             -72.36451458663214  -143.5911011559656  -238.89514194051344
3dma1malonic2sa              -72.36900589603465  -136.99192194256466 -216.7463224772286 
4am3sa                       -72.57653163815849  -141.68964596278965 -231.80652129620017
1am1ma3sa1tma                -72.79023357726692  -134.04559420296573 -205.45148625210794
2dma1msa3sa                  -72.79360699187964  -136.47500418080017 -213.588452754721  
2am1ma1msa1nta2sa            -72.81009500171058  -145.60944609937724 -244.1702200172233 
1dma1fa2ma1msa1nta1sa        -72.84646722843172  -145.5170007577981  -243.73816377360123
1am1b1msa2sa                 -72.96800986409653  -123.94207732065115 -170.96785999273288
2am1fa2msa1sa2tma            -73.00629965271219  -156.9570971893845  -281.57235464237476
5am3msa1p                    -73.12440783166676  -151.8512549395382  -264.05113904974274
2eda3sa                      -73.13873382168822  -127.5908312802203  -182.63322977988292
1am3sa2tma                   -73.25843904659268  -134.1435391784762  -204.2096264697899 
2am1fa1ma1msa1nta1sa1tma     -73.40821327846788  -156.2068639251811  -277.7080350385394 
2dma4sa                      -73.53499963809736  -137.96994504961185 -216.11586587765544
3am1dma1fa1msa1nta1sa        -73.56826170888962  -155.589578151179   -275.10084334198854
3am1fa2msa1sa1tma            -73.58311688546382  -156.26679864918697 -277.3224275153837 
3am1mb4msa                   -73.61573129432509  -161.2969151083962  -294.08413152453113
2dma1ma1nta2sa               -73.62276067095809  -135.83113908476662 -208.64792357446774
3am1b2sa                     -73.66117212467361  -132.21163964166772 -196.37923030980335
1am1fa1ma1msa1nta1sa2tma     -73.68569694281905  -156.994551677024   -279.4192679350725 
2msa1nta1sa4tma              -73.72037461644504  -161.490540094499   -294.3825774887946 
1am1dma1fa1msa1nta1sa2tma    -73.73143388339668  -158.1120601214934  -283.01400717221486
2dma1fa2msa1sa2tma           -73.76444361390895  -161.2949442594545  -293.57873770084154
2am1b2msa1sa                 -73.7759999128175   -136.0455919993692  -208.85323523852963
1msa1nta2sa3tma              -73.80005128431367  -150.2433399379952  -256.39204646572455
3sa3tma                      -73.80806546489475  -136.33995476760902 -209.73298441369568
1am2dma1fa1nta2sa            -73.81185340997763  -146.2347734166542  -242.90766395116532
2gd2sa                       -73.85912906483281  -109.54330186604057 -119.68530203336238
1fa3ma1nta2sa                -73.98012389801443  -145.67191509564873 -240.45544590913596
2am1nta3sa1tma               -74.07011893940216  -145.49312601206475 -239.55393953605716
2am1dma1fa1msa2sa            -74.07692863640841  -146.3264416436432  -242.32605402403397
1dma1fa1ma1nta2sa1tma        -74.08521763946919  -148.22135558494483 -248.65382507292315
3am1fa1nta2sa1tma            -74.43556222053303  -156.42035704877344 -274.9783492479041 
1am1dma1fa2msa1sa2tma        -74.55331809454947  -161.06491463945713 -290.1613166027703 
1fa1ma1msa2sa2tma            -74.61084091119119  -149.08302832365735 -249.78094050781385
2am1fa1ma3sa                 -74.64696353138424  -146.43469102261588 -240.77721781498013
5am2msa1p1sa                 -74.6491759330238   -153.2891143115994  -263.7596457443992 
3dma1nta2sa                  -74.68735342891887  -135.5443650035886  -204.11541698657064
1fa1msa2sa4tma               -74.69866687705508  -160.48630353924818 -287.733143258018  
3am1fa1ma1nta2sa             -74.71970924315974  -155.84927488153335 -272.1098964904486 
1dma1fa2ma1nta2sa            -74.72584444168024  -147.42157003644388 -243.82265837569287
3am1ma3sa                    -74.76906541036442  -145.52527172141708 -237.31747882355128
1dma1fa1msa2sa2tma           -74.81370442351908  -150.68941293953685 -254.48837335586433
2am1dma1msa1nta2sa           -74.87150787119754  -148.41597879084293 -246.66936414544307
2am1fa3sa1tma                -74.92903716572619  -146.37416034881608 -239.62811733402094
2dma1malonic3sa              -75.0046079957392   -140.07527059083804 -218.24807175960018
1am1msa1nta2sa2tma           -75.04788473798544  -148.78976563637843 -247.33148045757383
3dma1p2sa                    -75.15970541023125  -122.69353595862049 -159.42924886294992
2am1fa2ma1msa1nta1sa         -75.176740589377    -157.87895106355427 -277.3845731149317 
2am1ma1nta3sa                -75.18497709115036  -146.73837172891945 -239.99126157183423
1am1fa1ma1msa2sa1tma         -75.36856738688948  -148.84184632476536 -246.4305850688773 
4am2msa1p1sa                 -75.48578647097747  -143.53829794333433 -228.24924189941981
1am1fa1nta2sa3tma            -75.57393062819028  -160.197942608851   -283.8303269527521 
2am1fa1nta2sa2tma            -75.62013670770102  -158.58667922735913 -278.27114713888056
3am1fa1ma2msa1sa             -75.64157553069526  -158.0946140087326  -276.5488461448002 
4am1fa1msa2sa                -75.65889158507343  -156.99696498934645 -272.80923496327466
1am1dma1fa1ma1msa1nta1sa1tma -75.67007457996078  -160.3620417212078  -284.05824967880045
4am2msa2sa                   -75.67008283198811  -157.06951944320463 -273.01504816800474
1am1dma1ma3sa                -75.69541120505892  -135.8017741984222  -201.59772930939423
2am1dma1nta3sa               -75.72203002939932  -146.50467532756738 -237.40615562031965
3am1eda3sa                   -75.72376652737148  -145.3202177907806  -233.42764133229247
2dma1fa1nta2sa1tma           -75.75745070366247  -149.05492323965882 -245.84092750623432
3am3sa1tma                   -75.83621203330404  -146.81336389566422 -238.0585338333695 
1b2dma2sa                    -76.08320460375398  -127.85919072700199 -173.6575083781625 
1am1eda3sa1tma               -76.21670412378444  -138.3567526032275  -208.41874385128523
1am1dma3sa1tma               -76.32395291248395  -137.83567918176414 -206.31134083414656
3am1dma1fa1nta2sa            -76.37547615286894  -156.95069971017074 -270.2506240394546 
2dma1fa1msa1nta1sa2tma       -76.40641725328169  -162.31015064474195 -288.1225335961112 
1dma1fa1nta2sa3tma           -76.41723350348184  -162.79547102411743 -289.714028241718  
2am1dma1fa2msa1sa1tma        -76.45391514520452  -161.420829553128   -284.9804273282564 
1am1ma1msa1nta2sa1tma        -76.60874515016621  -150.28051775091444 -247.09633607618719
1b1gd2sa                     -76.62772702088114  -116.9642948450055  -135.28951140149684
1fa2ma1msa1nta1sa2tma        -76.64083206429495  -161.39348610956222 -284.2617945505847 
1am1fa2ma1msa2sa             -76.86078368115705  -149.28495473240037 -242.91185997416727
3ma3sa                       -76.86642075423151  -138.8699589110911  -207.9608859869234 
2ma3sa1tma                   -76.86744274980447  -139.48533659489476 -210.02144506151456
2dma1fa1ma1nta2sa            -77.00815405976027  -150.8183954070555  -247.56076252678685
1am1dma1fa1msa2sa1tma        -77.04852499278786  -151.0540723563463  -248.21582211607983
2am3sa2tma                   -77.09506941519794  -147.98849394737044 -237.7777109927882 
1am1eda1ma3sa                -77.1247999125626   -139.33073495747522 -208.63972847636185
1fa1ma1nta2sa3tma            -77.27939690911444  -162.91813965013716 -287.2337505994126 
1fa3sa3tma                   -77.28807724284707  -152.13682278618217 -251.04392266678158
1am1fa3sa2tma                -77.32749336914276  -150.06894140230725 -243.9760121866081 
1am1fa1ma2msa1sa2tma         -77.33391839553951  -163.00365504377987 -287.33770467391275
2am1dma1fa3sa                -77.45046536554582  -148.20977803552523 -237.32789760233388
1ma3sa2tma                   -77.54194674783503  -139.78170299815247 -208.75316535381066
1dma1fa1ma1msa1nta1sa2tma    -77.61940159494407  -162.88350037811324 -285.97718860687667
2am1fa1ma2msa1sa1tma         -77.64483879129693  -161.36036058000172 -280.7832359175358 
3am1dma3sa                   -77.67276835581288  -148.58595003234223 -237.84397677841574
1dma3sa2tma                  -77.72186919490923  -140.63807671988616 -211.02199404673487
3sa4tma                      -77.78435221017571  -153.2154620172223  -252.9971819788697 
1am1b3sa                     -77.81391744618304  -129.10072482284158 -172.01679482351523
2am1dma1fa1ma1msa1nta1sa     -77.86447188426973  -160.73247513145907 -277.94064480076486
1b1dma3sa                    -77.96967300167307  -130.07689708075486 -174.76848592712128
1am1fa2ma1msa1nta1sa1tma     -77.97367567727633  -161.77037541972823 -281.05550810891987
3dma1fa1nta2sa               -78.1238555428572   -152.0054956766544  -247.8002352295072 
2am1fa1ma1nta2sa1tma         -78.2651960937219   -160.92103863626835 -277.2290543106907 
1am2ma1msa1nta2sa            -78.29565941845067  -152.7245084772585  -249.6355829584276 
4am1p                        -78.30430781529867  -102.65919860216673 -81.68670396396884 
2am2dma1fa1msa1nta1sa        -78.32050169777358  -161.77187848527683 -279.89728924205195
3am1dma1fa2msa1sa            -78.43100358807715  -162.08266135241138 -280.56903492980246
1am2eda3sa                   -78.56998332077637  -140.90255556302145 -209.06447171841685
4am1msa1p2sa                 -78.58225476996449  -147.14325407225988 -229.95471843819735
1fa3ma1msa1nta1sa1tma        -78.58523848043114  -164.3686708850728  -287.71904210901255
2am1ma3sa1tma                -78.6074710929679   -149.81041136747808 -238.81583187919347
1eda3sa2tma                  -78.61320233650622  -142.3554382098955  -213.79250670309878
1am1dma1fa1ma1msa2sa         -78.66989296523388  -152.42757642513607 -247.38448250983149
1am2dma3sa                   -78.6978459560778   -139.7075231866911  -204.62746010618562
1am1fa2ma3sa                 -78.72384353261441  -149.89797526714392 -238.71920756196732
2dma1fa1msa2sa1tma           -78.74434235157969  -153.8402010007121  -251.87274408506232
5am4msa1p                    -78.76846733861021  -170.81366448590416 -308.7211039657388 
3dma1msa2sa                  -78.85715448192786  -142.733011112432   -214.24067291818437
1am1ma1nta3sa1tma            -78.85916631309374  -151.83330889223726 -244.75647351774916
4am1p3sa                     -78.92455241420248  -145.86052032289444 -224.5043364367998 
2am2ma3sa                    -79.10206674528308  -150.96847273153253 -241.04110677901912
3am4sa                       -79.11540735140443  -149.86287914519198 -237.2881831085218 
1dma1fa1ma2msa1sa2tma        -79.15827793217613  -165.62924326013308 -290.0250388327289 
1dma2ma3sa                   -79.17937972326763  -140.8958302361425  -206.99798931076265
1fa1ma1msa2sa3tma            -79.20540963142412  -166.24843753140885 -291.94374610209996
4am1fa3sa                    -79.20914466888644  -161.03401451255195 -274.4419582203439 
2am1fa2ma1nta2sa             -79.21118149044923  -162.59924321633298 -279.6849294844822 
1am1fa1ma3sa1tma             -79.26844780090323  -152.12666648245067 -244.36766286097168
1am1dma1eda3sa               -79.42722160508856  -140.72042368142866 -205.57840709807607
1am1nta3sa2tma               -79.45982346896199  -153.33014747482957 -247.7622807502758 
1eda2ma3sa                   -79.48428249591962  -140.67071681795642 -205.22030629600303
2am1b4msa                    -79.51947220508009  -156.46982982684858 -258.09276411797276
1am3sa3tma                   -79.53413907642243  -153.2135364622809  -247.121909730375  
1am1dma1msa1nta2sa1tma       -79.54701885105169  -154.39949477443588 -251.0564344246839 
1ma1msa1nta2sa2tma           -79.58145201337175  -155.3074103895924  -253.9861089256658 
1am2ma1nta3sa                -79.63214287278242  -152.5602467423305  -244.60205892858835
1am1fa3ma1msa1nta1sa         -79.6492414312088   -163.30044611770427 -280.56751529923986
1fa2ma2msa1sa2tma            -79.71411060527316  -165.60050633444916 -288.0643827907828 
1dma1msa1nta2sa2tma          -79.74550215355703  -155.36148964375025 -253.6172647665124 
2am1fa2ma2msa1sa             -79.74968177062692  -163.1251343114418  -279.64263807053175
1dma1ma3sa1tma               -79.79526440812333  -142.7832341977919  -211.26268586235568
2am1dma1fa1nta2sa1tma        -79.81617387420556  -163.07790068167378 -279.2612000927619 
3am1fa1msa2sa1tma            -79.94272836625169  -162.62935899433796 -277.3323180553369 
1am1dma1ma1msa1nta2sa        -79.95292598963715  -155.02512790157925 -251.79339900170766
1fa2ma1msa2sa1tma            -80.12947742619144  -155.34485276092892 -252.27360501395697
3am1fa1ma1msa2sa             -80.13150106288958  -162.94262074667495 -277.7498563939811 
1dma1fa1ma1msa2sa1tma        -80.19985765592719  -155.37723171364632 -252.14614810616536
1eda1ma3sa1tma               -80.38614716440497  -143.86296069194213 -212.9022757921963 
1dma1fa3sa2tma               -80.48481804391486  -155.3705078624771  -251.16783437412855
2am1eda1ma3sa                -80.51529009849764  -154.63378989789635 -248.59466644148148
3dma1fa1msa1nta1sa1tma       -80.58402588446916  -167.13404603823437 -290.29019001694616
1am2msa1nta1sa3tma           -80.59000198158901  -167.87392367754364 -292.7517078522145 
1am2dma1msa1nta2sa           -80.69138108682819  -155.1096759828506  -249.6001841224488 
2ma1msa1nta2sa1tma           -80.80943712581939  -155.371813774138   -250.08343668758647
2put3sa                      -80.85949745052494  -139.19232981139794 -195.64927842032466
1am1fa1ma1nta2sa2tma         -80.90929050385603  -164.16808700928232 -279.25137181153184
1am2dma1fa1msa2sa            -80.97013244766276  -154.8201208858518  -247.6940749222725 
1msa1nta2sa4tma              -80.97426618420286  -169.8579242725391  -298.11725000268564
1dma1fa1msa2sa3tma           -81.00321840151446  -168.56304376677144 -293.67709329351777
4am2msa1nta1sa               -81.06923971738433  -162.9250127315172  -274.54560796299216
1am1dma1fa3sa1tma            -81.07030402882083  -154.01232397477725 -244.6487336779981 
2am1fa1msa2sa2tma            -81.12658644668409  -165.79061277786968 -283.964535742203  
1nta3sa3tma                  -81.12908132484881  -156.14068444026634 -251.590149640296  
1am1dma1fa1nta2sa2tma        -81.15525017274194  -166.0374987362302  -284.69645669491155
2dma3sa1tma                  -81.18871233439131  -144.16062253285781 -211.20882172816005
1fa3ma1msa2sa                -81.29598881641869  -154.9412746973103  -247.00749918104628
1fa4ma1msa1nta1sa            -81.29999521101126  -165.63385565386852 -282.857153925331  
1am1dma1fa1ma3sa             -81.47243021102622  -155.00133495149203 -246.61715492455   
1am3ma3sa                    -81.47457120008767  -151.83177228830755 -235.97920874873967
1am1dma1nta3sa1tma           -81.50446080662368  -155.5555166414997  -248.36845827621312
2eda3sa1tma                  -81.53669657990395  -146.6436012982449  -218.36962843700292
3ma1msa1nta2sa               -81.56649108347483  -157.40080749930348 -254.34954357119437
1fa1ma3sa2tma                -81.64591343401116  -155.6387896326487  -248.17332281997608
1am1fa2ma2msa1sa1tma         -81.67223285017826  -166.45240060749347 -284.3540759934403 
1ma2msa1nta1sa3tma           -81.68497171427589  -169.535714882717   -294.65283638584896
1am1fa1msa2sa3tma            -81.80214407510357  -166.90291679569054 -285.42939030908104
2dma1fa1ma1msa1nta1sa1tma    -81.87057225238823  -167.22775353267207 -286.2893888329008 
1am1dma1fa2ma1msa1nta1sa     -81.88503490277799  -166.2027126373141  -282.802876855003  
