#CLUSTER  ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1am1b     1.0380666611599736      -8.727241534215864      -32.75300417761956       -10.516823386424221
1am1sa    -6.127788279671222      -15.078109200461768     -30.019523464393032      -16.453257058456074
2sa       -6.284748950158246      -17.768872296786867     -38.51793844186547       -18.995555078610778
2am1sa    -9.826661436643917      -28.200697372376453     -61.62681849995842       -31.287026215868536
3sa       -11.71293089701794      -36.71859618276358      -83.86941232903652       -39.044789178529754
1am1p1sa  -14.041454947902821     -21.50289856188465      -25.025804507636636      -22.478802028635982
2am1p     -18.643026281242783     -25.799342582839017     -24.002402487276328      -26.27993561241601
1am2sa    -20.417960631777532     -42.99045462231152      -75.70851581481156       -46.77713591384236
2am2sa    -26.88359920924995      -59.474257634952664     -109.30960397680659      -65.73374341672752
1am3sa    -30.392375205177814     -65.42325222422369      -117.49413724278116      -71.05885644699447
3am2sa    -30.73989696195349      -74.01780558458995      -145.15481677911367      -82.41098708682694
1am1b1sa  -31.547951520886272     -55.80369892093586      -81.35417541504651       -59.27124610601459
2am1b1sa  -32.82571714138612      -67.09573717211606      -114.9422104003352       -72.6050233154092
1b1sa     -33.55761037732009      -47.42947668983834      -46.52646759231716       -48.38330116868019
2am1p1sa  -34.075669289333746     -51.83950518158963      -59.58019752551003       -55.1026454520761
2am3sa    -41.694935695733875     -87.89219199004583      -154.94635684837812      -95.9381523435004
3am1p1sa  -42.6478729021037       -70.0589297466795       -91.9371351486273        -74.05887089908356
2am1p2sa  -47.70424390712287      -78.52750096248928      -103.38171073366719      -82.88459974620491
1b2sa     -50.0735967742512       -76.84907366964035      -89.8053895535272        -78.95652789238375
3am3sa    -53.16272884584032      -109.38014106289484     -188.55412448960507      -120.19106400525197
2am4sa    -54.28684987616725      -113.87791505269706     -199.8694119615676       -123.57990341400728
4am3sa    -56.97408266668208      -126.32023294363171     -232.58812771017983      -138.83870759839192
1am1b2sa  -57.99308385106269      -95.96335188881494      -127.35290302892444      -100.89119940984529
1b3sa     -62.55051781539805      -102.53459519753233     -134.10725266496854      -106.02556110499427
3am1b2sa  -63.93873093498405      -122.48740484798327     -196.37321453579835      -132.32617905491497
2am1b2sa  -64.09508572460618      -112.49592744931579     -162.33721859935451      -120.70110707322601
3am1p2sa  -65.89372426783666      -107.30947074934375     -138.9090943535312       -115.17019424622413
3am4sa    -67.82280020019971      -139.4279335406609      -240.16479402916184      -151.10727385501377
4am1p2sa  -74.26390853489283      -124.62162235926371     -168.90059977916133      -132.95733047218528
1am1b3sa  -74.82760958722793      -125.4753313169349      -169.87329106141675      -132.12857007887214
3am1p3sa  -76.3679668281693       -131.7102814442478      -185.6190327547052       -140.00343576446176
3am5sa    -80.03420580178499      -164.9318061536178      -284.7479468454519       -177.91684150788933
4am4sa    -80.79826665855944      -160.84960929048248     -268.49351880490326      -176.3245709540788
2am1b3sa  -83.08775332174264      -144.9423834194895      -207.46144590794358      -154.04945862968452
5am4sa    -86.09450799366459      -180.00443137809634     -314.97542640928305      -197.27889202162623
3am1b3sa  -92.90187438600697      -165.83584315213375     -244.621729888797        -178.83891522861086
4am1p3sa  -92.92553385905921      -158.47498079924844     -219.85392232061434      -170.5152634002734
4am5sa    -95.09472100855783      -189.4272640547715      -316.3928997015712       -206.2953869709745
4am1b3sa  -97.0572002090048       -181.16625384264626     -282.1031481928575       -196.52685580425896
2am1b4sa  -100.68462828965858     -176.1503924629651      -253.11341329200496      -185.91209264751524
5am1p3sa  -100.82023678859696     -177.17003510985523     -256.07847835381097      -191.2475110758096
4am6sa    -107.11933485185727     -216.61346112098545     -367.24509900356406      -234.2959530777298
5am5sa    -109.18844518857077     -217.0231903907843      -361.6795076382185       -236.65929365484044
4am1p4sa  -109.23556555854157     -189.70407000556588     -269.8926863895008       -202.28970691235736
3am1b4sa  -111.13441460439935     -197.7189529510215      -290.40596460190375      -212.0688284006901
6am5sa    -113.04695101547986     -231.48329170700163     -397.23743314235855      -252.3243837025948
5am1p4sa  -120.33575526438653     -212.21012003719807     -308.1481293738362       -228.69940495910123
4am1b4sa  -122.78462815051898     -220.24820219166577     -326.89442911776683      -237.5647389581427
5am6sa    -123.2347210990265      -243.75154502410442     -404.21540809820624      -264.908547276631
5am1b4sa  -127.39316741190851     -237.41412457544357     -369.01209848547217      -255.878276464995
3am1b5sa  -127.87036877637729     -226.32227818248793     -330.209322171994        -242.2206791252829
6am1p4sa  -131.13628829433583     -233.47756862081587     -343.25433616116476      -250.89601393626072
5am1p5sa  -136.8691418590024      -242.36005149269477     -353.8182446189702       -259.9836268601939
6am6sa    -137.83656642213464     -269.385064273607       -441.2158237547706       -293.51830489048734
4am1b5sa  -138.6383296493441      -248.7017995514907      -369.1546869072452       -266.64795614639297
5am1b5sa  -147.78026176337153     -270.03817356657237     -410.0550454564675       -290.98457959573716
6am1p5sa  -152.65747348032892     -270.1583932978101      -394.1000161580974       -291.0733459563926
6am1b5sa  -157.05280530638993     -291.2065319297835      -449.9538038669534       -314.67851550458
6am1p6sa  -164.89610798703507     -293.60646436503157     -431.6966506087641       -315.38032707059756
