#CLUSTER               ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1fa1nta1sa2tma         -38.47349674245925      -86.45001925635734      -160.91404499050228      -95.7682766992657
1fa2ma1nta1sa          -40.30948484438704      -87.26843312417623      -157.50108428585045      -95.40071330295177
1fa1ma1nta1sa1tma      -41.128840591802145     -88.97249020593881      -160.46838710103657      -97.72419238077418
1dma1fa1nta1sa1tma     -42.74286619729537      -90.13072817963257      -158.93966789253287      -98.99170815489197
1fa1nta1sa3tma         -43.84162451222073      -103.42118517472409     -199.83082563328318      -114.83826543245232
1dma1fa1ma1nta1sa      -43.982319666363765     -91.4497812500922       -159.20664626439293      -99.86842535197502
2dma1fa1nta1sa         -45.183207185182255     -93.03551961528137      -160.4974423276318       -101.75702477054438
1fa1ma1nta1sa2tma      -49.47474282796611      -108.8158852843626      -199.03116705133115      -119.44779717552592
1fa2ma1nta1sa1tma      -49.93619945696264      -109.77436876324646     -200.6982032736104       -120.76813389336166
1fa3ma1nta1sa          -49.94237557420274      -109.94074692949653     -201.2355235799877       -119.80331803619629
1dma1fa1nta1sa2tma     -49.9659577900602       -109.99124006103375     -201.32578323311398      -120.94901389212464
1dma1fa1ma1nta1sa1tma  -52.47952979085676      -112.48746301796928     -201.26759425550895      -123.11299701825192
1dma1fa2ma1nta1sa      -52.626405268732924     -112.40633785666432     -200.5028763637504       -122.70311343920184
2dma1fa1nta1sa1tma     -52.90797572273004      -113.66311263530224     -203.77372769582044      -124.28823220134655
1fa2sa3tma             -53.95619001571322      -113.95074161532102     -201.22271205687795      -126.14168781263288
2dma1fa1ma1nta1sa      -54.2813209721935       -113.67933226865716     -199.22190607531294      -124.35160510992864
3dma1fa1nta1sa         -54.77814147778554      -115.13172715797555     -202.42691826323386      -125.28815697686514
1fa3ma2sa              -58.687479938729666     -119.71970962290652     -204.703101405817        -129.5395453987876
