#CLUSTER               ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1dma1nta3sa3tma        -90.85686174861621      -180.24916634580586     -299.82325875308334      -198.76665090525057
4dma1fa3sa             -90.93967824080028      -178.6420191130601      -294.1550926466304       -194.9721269479487
3ma1nta3sa1tma         -92.62454428372439      -179.5531368709344      -291.55992818124827      -195.97052666805394
2dma2ma1nta3sa         -93.80696937511675      -181.1313069765456      -292.88726346314         -197.48122032755055
1dma2ma1nta3sa1tma     -93.98118580633309      -182.00524890885572     -295.2341542933217       -198.87536626103974
2dma1nta3sa2tma        -94.07737527322024      -182.62400727177737     -296.98685895703284      -200.31508936276077
1dma1ma1nta3sa2tma     -94.28575073485263      -182.25345267931698     -295.04511804246226      -199.69622407117276
3dma1ma1nta3sa         -95.54055384127423      -183.60014492832124     -295.35331573565327      -199.81421474856324
3dma1nta3sa1tma        -96.18058119073976      -184.97547000131453     -297.81951638692817      -202.54749572956644
2dma1ma1nta3sa1tma     -96.46413603366818      -185.04412880769814     -297.09875154625576      -202.24279450233735
4dma1nta3sa            -97.76136675383896      -186.4067087545991      -297.3179339270214       -203.17380076483823
