#CLUSTER                   ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1isopoohBetaFour10sa10tma  -199.26505855703726     -457.108752069762       -864.8119856211979       -508.1497495363001
1homTheo10sa10tma          -200.27060701372102     -460.5103579822462      -872.8484017043774       -512.5381495126057
1fa10sa10tma               -200.89138318179175     -456.2499012637418      -856.4766663816874       -507.17306491103955
1iepoxBetaTrans10sa10tma   -200.98003680584952     -459.62441159575246     -867.4974837863496       -511.6793990705628
1pinonic10sa10tma          -200.99327084375545     -459.4073332080152      -866.7250121241325       -510.79015241679735
1pinic10sa10tma            -201.78295826958492     -461.76031258306466     -871.9682979662927       -513.0102240780834
1isopoohBetaOne10sa10tma   -202.82099883211777     -462.06482723890804     -869.5080821124606       -513.6875539554749
1nta10sa10tma              -204.9926737654023      -462.56295794597827     -863.894966227839        -512.6654211350251
10am1isopoohBetaFour10sa   -254.40770671144128     -501.9342155242339      -830.2079785779309       -544.5069315899163
10am1nta10sa               -254.83295294456184     -495.1419661762193      -806.0003797827271       -536.9301867224276
10am1homTheo10sa           -256.2426321581006      -500.4730998892337      -819.1530026165357       -542.6473407261074
10am1fa10sa                -256.58115747664124     -500.51969198603183     -818.1738537965122       -543.3920056587085
10am1isopoohBetaOne10sa    -260.1427390044555      -505.1809160457924      -821.8620939684389       -548.4190383888781
10am1iepoxBetaTrans10sa    -260.5549018001184      -505.18654474802315     -820.4985508907599       -547.7635536994785
10dma1iepoxBetaTrans10sa   -260.90959786996245     -522.2862336738035      -876.6613216607082       -570.7356545869261
10am1pinonic10sa           -262.7121065137908      -509.56978497840464     -827.9647316466882       -552.0305397482589
10dma1homTheo10sa          -262.72313801571727     -525.7847323240712      -882.312700180044        -573.5801276145503
10dma1fa10sa               -263.12455795984715     -522.100950862281       -868.6108675261783       -569.9246641881764
10am1pinic10sa             -263.84388974960893     -510.6183362165466      -827.6855491112194       -552.2308856276795
10dma1nta10sa              -264.445589825511       -523.293012036942       -868.1782977069935       -571.4211784815416
10dma1isopoohBetaFour10sa  -264.6596310995519      -527.8619617810473      -882.7847322875066       -577.1777734458447
10dma1pinonic10sa          -264.93079396989197     -527.7887761043385      -881.6297816040252       -576.1512854034081
10am2pinonic10sa           -265.62546489201486     -529.1332201091573      -883.809341663626        -573.305162474513
10dma1isopoohBetaOne10sa   -266.8207577057183      -528.6535819154233      -878.1914061181957       -577.3426298005506
10dma1pinic10sa            -267.0935771856457      -528.0588973220438      -875.2817621556267       -576.0421499349177
10am2pinic10sa             -267.6050862567499      -532.3677345216274      -888.0182946218349       -575.995401780121
10ma1nta10sa               -288.2378053236753      -544.5998513028026      -859.8424943967469       -590.1326021682471
1iepoxBetaTrans10ma10sa    -291.01898019295186     -549.4857653602958      -866.901845268724        -595.2166639603674
1fa10ma10sa                -291.1752096153796      -547.8757934635505      -860.9779770180114       -593.0759879657999
1isopoohBetaFour10ma10sa   -291.6509823920205      -550.9097830187529      -869.5582991897035       -596.7022267896682
1isopoohBetaOne10ma10sa    -293.1714786347002      -552.7000490771607      -870.4631115818886       -598.3529444914311
10ma1pinic10sa             -295.3896076148376      -556.0317825321108      -874.1981382427974       -601.0917209116742
1homTheo10ma10sa           -296.05602834932506     -557.1511976821348      -875.7174889578739       -602.5340297808871
10ma1pinonic10sa           -296.76776107773185     -557.1773394579068      -873.4180056350161       -603.3367500640452
