{83.831,430.602,544.078,587.151,661.989,858.45,992.986,1059.045,1203.148,1334.57,1397.444,1462.865,1469.346,1813.707,3037.351,3114.897,3166.315,3743.765}	{72.05224,431.15349999999995,553.6952249999999,579.678915,671.15975,839.1517,977.991185,1039.58662,1166.995445,1405.574925,1367.30493,1431.312415,1419.016215,1782.8323850000002,2928.6676150000003,2952.24544,3032.69076,3584.576315}
{21.886,83.664,102.006,112.382,125.961,158.746,258.752,434.596,546.83,587.998,662.298,854.008,993.873,1064.731,1079.565,1201.262,1328.857,1402.542,1466.821,1471.667,1667.901,1675.574,1816.588,3023.875,3100.493,3163.901,3462.201,3598.09,3607.237,3741.812}	{21.886,67.27364,86.866815,45.051975,179.72382,180.84602,309.29642,440.47891500000003,532.31294,581.8087750000001,931.37963,836.67404,979.09337,1041.969725,1025.997445,1162.61671,1585.5783549999999,1370.01902,1430.3506149999998,1430.65889,1629.086605,1640.420945,1772.829745,2930.527815,2969.49808,3021.459955,3342.736445,3437.80254,3444.5783650000003,3553.827945}
{72.159,90.993,92.559,135.181,182.933,295.838,329.941,459.546,579.688,616.995,870.591,938.198,999.918,1056.05,1121.639,1258.79,1378.394,1414.808,1464.024,1477.337,1664.383,1666.425,1823.732,3019.899,3096.165,3153.415,3274.853,3469.596,3605.151,3609.184}	{62.20156,98.5944,82.83856,106.44021500000002,169.481685,301.41378000000003,309.861525,482.129115,576.68761,608.442215,851.03284,870.738605,1004.361465,1036.547945,1062.858965,1224.542845,1350.476365,1337.17427,1469.145135,1433.007665,1633.4899950000001,1626.49224,1788.33494,2920.703995,2951.72861,3013.5626899999997,3080.341175,3350.86223,3443.83735,3457.39681}
{69.052,87.835,126.136,139.296,203.868,307.77,408.454,465.952,593.215,628.016,884.494,1016.171,1050.949,1060.652,1104.642,1284.524,1382.167,1459.765,1470.437,1475.983,1653.199,1672.287,1770.461,3010.499,3034.037,3111.318,3160.359,3452.656,3588.79,3618.66}	{135.00579000000002,154.31263,126.136,85.472855,250.19577499999997,310.56728,390.686815,444.362535,576.3441650000001,605.4029049999999,1003.738635,1001.32411,987.9226400000001,1034.18531,1008.913345,1252.5040399999998,1371.6984,1419.724245,1503.78126,1411.819205,1599.20468,1626.812485,1863.176865,2768.236595,2944.6526949999998,2981.3901100000003,3020.56437,3314.745315,3420.57526,3446.9049099999997}
{69.056,87.839,126.132,139.289,203.87,307.766,408.452,465.951,593.215,628.017,884.496,1016.171,1050.944,1060.651,1104.637,1284.526,1382.167,1459.764,1470.437,1475.981,1653.199,1672.287,1770.458,3010.514,3034.035,3111.316,3160.358,3452.66,3588.796,3618.664}	{134.809525,154.107965,126.132,85.18160499999999,250.64892,309.891545,390.91179999999997,444.26772,576.35616,605.394395,1004.452005,1001.33851,987.85853,1034.1386200000002,1008.8022699999999,1252.5091650000002,1371.8691749999998,1419.71294,1504.000535,1411.82873,1599.1112600000001,1626.576035,1863.9081800000001,2768.24618,2944.760645,2981.63804,3020.591605,3313.1385499999997,3420.6651699999998,3446.74096}
{69.06,87.842,126.133,139.289,203.871,307.762,408.453,465.953,593.217,628.018,884.497,1016.172,1050.947,1060.652,1104.635,1284.528,1382.168,1459.764,1470.438,1475.981,1653.199,1672.286,1770.454,3010.507,3034.034,3111.315,3160.359,3452.66,3588.796,3618.665}	{135.42721500000002,155.33757,126.133,85.03772499999998,250.806925,310.50637,391.24094499999995,444.34319999999997,576.40681,605.406785,1005.044775,1001.3450250000001,987.8084349999999,1034.32354,1008.90934,1252.507945,1372.035265,1419.729265,1504.7885600000002,1411.837525,1599.25379,1626.87885,1864.4809,2768.236955,2944.6645750000002,2981.567295,3020.569325,3313.08936,3420.6182799999997,3446.825805}
{25.032,28.761,50.186,104.407,111.313,145.441,149.585,189.651,205.1,214.032,304.439,438.21,474.967,546.129,589.389,664.706,753.303,850.362,994.49,1060.299,1103.855,1198.575,1326.757,1405.87,1469.33,1476.666,1660.131,1672.723,1685.255,1818.84,3004.782,3096.742,3160.413,3455.986,3485.455,3591.638,3613.834,3741.014,3888.146}	{29.872719999999997,1.1911750000000012,55.676925,50.78742999999998,52.50152000000001,86.16222,149.585,125.41516999999999,130.778485,179.82578,302.892825,438.045795,439.25600499999996,533.97517,581.7582600000001,163.79366000000005,666.34773,838.344715,976.439775,1038.6891249999999,1036.463315,1163.09193,811.60663,1370.6769049999998,1432.05818,1423.809775,1625.9472600000001,1618.8262949999998,1624.532105,1790.53399,2933.527695,2966.5429750000003,3011.96707,3334.6341749999997,3346.76762,3433.2860299999998,3456.8821599999997,3543.54237,3634.27433}
{41.321,48.566,82.596,91.891,98.508,146.215,161.409,174.735,177.564,197.868,298.898,365.573,448.02,584.799,615.537,656.042,868.521,886.692,1017.236,1058.725,1096.508,1277.173,1380.928,1439.244,1463.127,1470.912,1635.485,1673.009,1681.527,1764.81,3035.717,3114.907,3165.707,3382.081,3455.848,3589.187,3594.602,3610.934,3875.362}	{41.321,48.566,82.596,91.891,72.575735,167.7793,5.907549999999986,174.735,133.08202,197.868,154.10543,274.60776,415.625435,577.7516499999999,594.83983,566.699355,812.060495,842.1815799999999,974.041725,1037.163865,935.8089249999999,1244.73075,1340.14091,1391.70644,1355.648495,1423.56166,1588.353645,1627.727315,1637.13337,1715.38285,2925.087345,2958.17974,3019.413285,3176.63401,3340.514795,3431.36686,3431.3121499999997,3427.61918,3686.143475}
{29.285,51.172,85.263,90.009,100.366,114.061,148.375,152.9,239.569,291.584,371.032,421.889,443.063,477.637,595.172,633.586,881.898,1014.579,1057.832,1105.487,1178.552,1273.961,1383.414,1461.197,1471.703,1504.356,1652.752,1658.18,1667.808,1779.66,2678.241,3032.091,3109.767,3160.027,3458.009,3593.63,3618.389,3737.324,3901.893}	{17.309885,50.934644999999996,85.263,90.009,100.366,30.648785000000004,180.879335,121.88799499999999,224.90991,382.34209,337.191015,389.05679000000003,424.34644000000003,430.801415,604.719185,628.926225,866.29407,1009.8504949999999,1036.93632,1056.124845,1161.8764549999999,1246.180675,1335.871375,1437.8711349999999,1400.57091,1482.07704,1668.71663,1637.80521,1627.5242,1761.712415,2215.34804,2928.143275,2956.8041249999997,2994.436955,3338.341625,3440.8172400000003,3455.588305,3590.35087,3743.5630300000003}
{24.361,36.301,51.737,108.196,132.824,140.805,164.001,183.063,206.916,234.659,347.543,441.771,494.222,547.758,593.527,689.503,778.758,865.964,1014.457,1064.679,1121.265,1209.493,1345.568,1403.398,1471.568,1480.289,1657.17,1677.342,1690.773,1783.746,3008.581,3107.407,3153.957,3421.202,3447.499,3572.074,3612.149,3739.575,3888.865}	{24.361,36.301,20.606054999999994,108.196,132.824,140.805,119.42513000000001,14.181294999999977,123.02154,216.95389,284.33308,430.481125,474.161595,530.62719,581.392315,651.20419,702.7941750000001,846.213415,981.548465,1037.31879,1051.7177150000002,1154.7727849999999,1260.15128,1369.370395,1429.993755,1434.02298,1618.3701150000002,1635.2478350000001,1622.7102499999999,1751.26717,2937.41312,2974.5206200000002,3005.21631,3330.7935,3335.874265,3429.331975,3460.669735,3540.8186299999998,3612.3520949999997}
