{54.549,428.23,548.398,591.055,675.415,887.487,1016.628,1074.435,1232.983,1358.645,1438.024,1479.878,1486.426,1872.97,3097.685,3179.688,3221.471,3845.485}	{54.549,434.27632,544.667205,580.883485,743.9769699999999,872.6856799999999,1031.5097700000001,1100.34419,1202.3629349999999,1412.2033999999999,1390.1044299999999,1439.075785,1420.58356,1839.64768,2976.82483,3057.4743750000002,3061.934375,3642.4366600000003}
{23.507,73.109,91.398,117.84,214.655,318.822,357.113,466.46,592.54,626.177,904.062,979.576,1017.052,1068.398,1147.707,1316.998,1411.571,1449.488,1483.024,1494.172,1677.566,1678.316,1879.544,3081.691,3159.283,3210.848,3374.476,3539.093,3673.959,3677.706}	{23.507,73.109,91.398,117.84,205.74746000000002,318.822,357.113,232.108725,566.127585,613.585025,889.437905,895.3389950000001,813.4340900000001,1013.7007249999999,956.9232400000001,1272.720665,1364.8933399999999,1389.0164550000002,1072.06863,1426.156135,1441.0672,1638.375295,1848.3016400000001,2952.65942,3022.998,3075.112785,3191.904555,3319.33261,3524.5006449999996,3502.8540350000003}
{26.649,89.493,103.294,122.148,137.363,195.232,298.378,433.769,554.847,593.196,680.891,883.081,1019.712,1040.751,1083.993,1235.536,1351.359,1439.755,1483.951,1492.166,1674.331,1687.945,1873.068,3077.526,3161.04,3217.67,3533.933,3676.126,3690.884,3842.428}	{26.649,89.493,103.294,122.148,137.363,195.232,298.378,428.390685,464.70768999999996,583.94227,569.144375,869.250345,997.420915,885.9847199999999,1063.69879,1045.6013950000001,1232.61008,1397.2442150000002,1444.634135,1459.56604,1619.43796,1594.182595,1827.92298,2978.010585,3018.047325,3083.076595,3412.0846,3528.523845,3532.275765,3658.176455}
{77.124,100.704,107.024,128.122,229.82,316.84,421.66,473.616,607.969,640.696,915.81,1030.909,1075.375,1098.851,1122.573,1343.963,1419.63,1477.507,1487.8,1503.414,1666.447,1687.215,1825.554,3094.309,3132.825,3175.408,3215.38,3519.701,3657.385,3687.478}	{77.124,100.704,107.024,82.05350000000001,233.028405,301.01604999999995,481.70905000000005,515.47365,574.9248050000001,624.17574,871.902215,985.0665300000001,1027.429215,1036.1581400000002,1092.4424350000002,1312.10531,1369.447005,1402.9925,1421.9191,1453.55397,1616.5007549999998,1666.527955,1754.96709,2984.083915,2853.70372,3023.92452,3075.265185,3383.433905,3485.65227,3526.451875}
{77.123,100.677,106.999,128.121,229.819,316.831,421.659,473.614,607.968,640.695,915.81,1030.907,1075.374,1098.842,1122.567,1343.964,1419.629,1477.509,1487.801,1503.415,1666.45,1687.214,1825.557,3094.309,3132.853,3175.409,3215.377,3519.707,3657.392,3687.482}	{77.123,100.677,106.999,79.85063500000001,233.68455,303.86395000000005,481.41213,516.11268,575.4816199999999,624.5276,871.90879,985.1263549999999,1027.57289,1037.07422,1092.322145,1312.16618,1369.662715,1402.864995,1422.128725,1453.838315,1616.399995,1667.0382499999998,1754.74682,2984.5368350000003,2853.35954,3024.99528,3075.209055,3383.36397,3485.6311349999996,3527.0248149999998}
{77.128,100.699,107.022,128.103,229.812,316.834,421.65,473.611,607.969,640.694,915.807,1030.91,1075.375,1098.852,1122.566,1343.961,1419.628,1477.506,1487.801,1503.41,1666.447,1687.212,1825.551,3094.309,3132.832,3175.41,3215.377,3519.709,3657.392,3687.483}	{77.128,100.699,107.022,84.51472500000003,234.15195,305.33176,483.734515,517.316375,575.246705,624.32504,871.909555,984.7306450000001,1026.823585,1037.2593900000002,1093.322075,1312.49879,1369.52688,1402.8725800000002,1422.021565,1455.349165,1616.8180599999998,1667.056835,1755.07128,2981.840725,2853.68086,3022.0886499999997,3075.1291499999998,3383.965385,3486.05107,3527.2934}
{22.266,23.667,58.003,100.089,126.016,138.539,149.674,199.071,232.997,245.026,346.69,436.349,545.823,551.245,594.763,673.588,826.64,880.485,1018.708,1077.336,1121.234,1235.697,1348.375,1440.999,1485.121,1497.367,1656.567,1679.639,1694.637,1876.617,3069.786,3162.224,3216.235,3512.505,3535.102,3654.664,3685.233,3838.427,3980.673}	{22.266,23.667,17.919510000000002,100.089,126.016,78.61500000000001,149.674,199.071,162.90542,198.280525,301.09108000000003,428.76329499999997,514.2757349999999,413.37501,577.856045,1346.989865,804.06531,853.700345,988.12015,1055.332385,1034.7856,1189.86628,1996.1811349999998,1386.4158850000001,1442.559465,1449.1403249999998,1603.831065,1643.4031499999999,1638.585905,1826.391065,2936.48596,3005.585775,3060.952815,3375.60476,3379.61411,3492.9573100000002,3529.27833,3672.559595,3822.6935399999998}
{35.845,37.126,74.045,92.436,116.152,135.876,174.49,181.113,204.185,215.092,315.422,416.612,453.866,599.812,627.303,666.528,886.862,915.696,1031.147,1046.995,1078.461,1330.57,1403.304,1468.821,1483.155,1487.519,1609.821,1680.313,1694.134,1824.591,3097.202,3178.722,3221.783,3513.177,3536.619,3673.32,3688.111,3696.05,3976.876}	{35.845,37.126,74.045,92.436,43.195314999999994,135.876,174.49,132.62169499999993,915.203835,215.092,205.15239000000008,398.89019,601.344265,608.21067,799.0980549999999,479.5193700000001,1063.49957,1093.256105,913.5396,675.0577249999999,1039.607645,1407.29972,1526.21745,1562.465285,1534.7802649999999,1466.595965,1480.1337199999998,1602.86136,1616.267815,1880.2444349999998,2994.519925,3044.1106400000003,3027.9378699999997,3508.185495,3484.2255050000003,3429.7298,3491.33486,3613.936375,3825.240925}
{9.784,20.154,22.447,67.023,125.613,146.749,158.008,172.985,241.628,260.272,369.862,437.514,551.442,568.323,597.129,699.628,847.49,894.086,1034.737,1080.46,1144.659,1240.084,1374.887,1437.182,1486.583,1502.722,1656.574,1686.197,1699.041,1837.809,3072.035,3171.521,3212.428,3469.515,3504.593,3637.659,3683.136,3841.103,3982.997}	{9.784,50.68376500000004,33.77661499999998,30.09635,87.19423499999999,155.74696999999998,197.62178,81.200155,204.65344999999996,244.82719,373.75971000000004,437.44892500000003,526.19692,492.54126999999994,591.7799200000001,653.635935,798.975965,871.029355,1009.3254650000001,1070.073985,1087.669595,1194.20516,1283.34746,1393.2114100000001,1453.96791,1438.1888,1624.1262100000001,1631.169445,1653.950625,1795.6829149999999,2959.42337,3040.374185,3030.8476299999998,3313.66102,3378.183845,3480.499475,3515.046505,3643.07051,3678.7697799999996}
{25.43,45.173,66.367,76.338,116.161,131.574,145.169,171.962,261.361,346.063,388.642,450.943,467.225,523.126,609.285,649.558,913.52,1028.944,1073.563,1132.419,1213.05,1332.281,1420.443,1478.126,1488.469,1527.205,1636.348,1666.938,1683.303,1841.735,2815.715,3092.498,3172.766,3216.165,3518.497,3655.714,3687.527,3801.569,3992.357}	{25.43,45.173,66.367,83.52839499999999,116.161,131.574,173.28514,108.21912499999996,203.72968499999996,181.88702999999995,338.04584,417.5654,460.114035,930.1113799999999,1030.499,605.110945,883.138815,957.016455,1035.4018150000002,1741.4578500000002,1197.81512,1310.8902699999999,1379.86633,1391.76406,1456.54655,1483.45136,1546.79261,1688.12217,1410.675175,1810.0425699999998,1796.47883,2855.24436,3017.366345,3050.86395,3370.06673,3486.7133949999998,3508.54724,3544.4850349999997,3769.61726}
