#CLUSTER  dG_298.15K_[Eh]      dH_298.15K_[Eh]      dS_298.15K_[Eh/K]
2put      -537.9077503366153   -537.8497955748003   0.0001943812235957009
3put      -806.8566695309786   -806.7795167248308   0.0002587717798011896
1put1sa   -969.1033990916335   -969.0508944087658   0.00017610156923616543
4put      -1075.8119917779911  -1075.7180258233766  0.00031516335607723614
2put1sa   -1238.0696101513415  -1238.0004921368115  0.00023182295666582814
2sa       -1400.2385311952685  -1400.1893264611506  0.00016503348689522336
3put1sa   -1507.0414812901302  -1506.9568440969883  0.0002838745367827483
1put2sa   -1669.2507131465688  -1669.1880942685902  0.00021002474586165099
4put1sa   -1776.002963931529   -1775.9007526253104  0.00034281840086723464
2put2sa   -1938.2316813489444  -1938.1515932848513  0.00026861668319007125
3sa       -2100.3591775069413  -2100.297129781096   0.00020810909221941615
3put2sa   -2207.2070847551045  -2207.1104305931412  0.0003241796477052949
1put3sa   -2369.389646904608   -2369.3143451181013  0.00025256342950523485
4put2sa   -2476.163054956365   -2476.0509466006065  0.00037601326768020945
2put3sa   -2638.38462719384    -2638.2953452114034  0.00029945323641388584
4sa       -2800.4821337762282  -2800.4047666536235  0.00025949060072092794
3put3sa   -2907.367867343317   -2907.259787487018   0.00036250161428378686
1put4sa   -3069.5283360603867  -3069.439500183173   0.0002979569921631399
4put3sa   -3176.3421646198085  -3176.2228068840523  0.0004003278073328862
2put4sa   -3338.53748709583    -3338.4347972984488  0.0003444232680906922
3put4sa   -3607.5188186107     -3607.400713236134   0.0003961273673176213
4put4sa   -3876.508206594898   -3876.3770987849616  0.0004397377492415345
