Number of files in database_s1.pkl: 18835
Number of files in database_s2.pkl: 18834
Example output:
info  cluster_type                                                                          1am
      component_ratio                                                                       [1]
      components                                                                           [am]
      file_basename                                                                       1am-5
      folder_path                             /home/kubeckaj/BCP/knattrup/clusteromics_III/G...
1sa1msa1am1ma-40_4     -58.33815261918
1sa1msa1am1ma-23_4     -58.33569511564
1sa1msa1am1ma-104_5    -58.32977489493
1sa1msa1am1ma-97_9     -58.35394455603
1sa1msa1am1ma-11_6     -58.36323151882
1sa1msa1am1ma-164_10   -58.30811835484
1sa1msa1am1ma-4_8      -58.36220689708
1sa1msa1am1ma-136_7    -58.32513310328
1sa1msa1am1ma-159_7    -58.31883923429
1sa1msa1am1ma-160_1    -58.34233014163
1sa1msa1am1ma-85_11    -58.3386757143 
1sa1msa1am1ma-83_6     -58.33489661796
1sa1msa1am1ma-88_2     -58.32511331447
1sa1msa1am1ma-141_11   -58.33789641988
1sa1msa1am1ma-75_2     -58.34482012592
1sa1msa1am1ma-122_8    -58.32838471338
1sa1msa1am1ma-152_3    -58.31441802765
1sa1msa1am1ma-3_2      -58.35246557366
1sa1msa1am1ma-141_6    -58.32727243191
1sa1msa1am1ma-66_7     -58.33459941384
1sa1msa1am1ma-173_4    -58.32183891111
1sa1msa1am1ma-90_3     -58.31756132974
1sa1msa1am1ma-101_11   -58.33304461774
1sa1msa1am1ma-8_6      -58.36319428744
1sa1msa1am1ma-54_5     -58.32583776679
1sa1msa1am1ma-125_2    -58.32710558587
1sa1msa1am1ma-155_9    -58.33207577051
1sa1msa1am1ma-72_8     -58.32812126482
1sa1msa1am1ma-124_10   -58.32587026518
1sa1msa1am1ma-30_1     -58.35892783453
1sa1msa1am1ma-3_5      -58.36095519486
1sa1msa1am1ma-181_11   -58.30014828048
1sa1msa1am1ma-141_1    -58.34260807646
1sa1msa1am1ma-178_7    -58.32339155808
1sa1msa1am1ma-185_7    -58.30961099178
1sa1msa1am1ma-103_8    -58.34048251895
1sa1msa1am1ma-90_4     -58.33180295217
1sa1msa1am1ma-173_3    -58.32135064214
1sa1msa1am1ma-45_11    -58.3402248256 
1sa1msa1am1ma-24_9     -58.36230226492
1sa1msa1am1ma-8_1      -58.38610595682
1sa1msa1am1ma-54_2     -58.33900443572
1sa1msa1am1ma-125_5    -58.33001806784
1sa1msa1am1ma-117_7    -58.33512244141
1sa1msa1am1ma-30_6     -58.33045912779
1sa1msa1am1ma-60_10    -58.34147030444
1sa1msa1am1ma-23_3     -58.33971813619
1sa1msa1am1ma-53_8     -58.33006083682
1sa1msa1am1ma-104_2    -58.32381274141
1sa1msa1am1ma-189_9    -58.31013191561
1sa1msa1am1ma-174_9    -58.30430951572
1sa1msa1am1ma-11_1     -58.38551207299
1sa1msa1am1ma-20_10    -58.35995977657
1sa1msa1am1ma-28_7     -58.36649671272
1sa1msa1am1ma-47_7     -58.32878618347
1sa1msa1am1ma-83_1     -58.35538283715
1sa1msa1am1ma-160_6    -58.32911628784
1sa1msa1am1ma-88_5     -58.33052509029
1sa1msa1am1ma-75_5     -58.33405956322
1sa1msa1am1ma-152_4    -58.32238377892
1sa1msa1am1ma-126_3    -58.33087005868
1sa1msa1am1ma-38_4     -58.34612424178
1sa1msa1am1ma-156_8    -58.3198772765 
1sa1msa1am1ma-71_9     -58.3503415697 
1sa1msa1am1ma-114_1    -58.34689222848
1sa1msa1am1ma-174_11   -58.31247760951
1sa1msa1am1ma-142_7    -58.31869478669
1sa1msa1am1ma-95_10    -58.32216311154
1sa1msa1am1ma-98_6     -58.36525923909
1sa1msa1am1ma-65_6     -58.35202755939
1sa1msa1am1ma-186_1    -58.32498499581
1sa1msa1am1ma-93_2     -58.34309926155
1sa1msa1am1ma-170_5    -58.30848228297
1sa1msa1am1ma-149_3    -58.33546804677
1sa1msa1am1ma-151_10   -58.32997883246
1sa1msa1am1ma-57_4     -58.33581866013
1sa1msa1am1ma-139_8    -58.30884088764
1sa1msa1am1ma-44_1     -58.35759837366
1sa1msa1am1ma-80_7     -58.35112546114
1sa1msa1am1ma-111_10   -58.33729669988
1sa1msa1am1ma-168_4    -58.32309808589
1sa1msa1am1ma-76_3     -58.34608526266
1sa1msa1am1ma-121_9    -58.30730365235
1sa1msa1am1ma-151_2    -58.33047346755
1sa1msa1am1ma-20_5     -58.3410475995 
1sa1msa1am1ma-69_8     -58.33615486375
1sa1msa1am1ma-107_4    -58.33366358635
1sa1msa1am1ma-19_3     -58.36585028819
1sa1msa1am1ma-94_8     -58.33895349739
1sa1msa1am1ma-134_11   -58.33562569837
1sa1msa1am1ma-12_7     -58.36820536572
1sa1msa1am1ma-135_6    -58.32405032479
1sa1msa1am1ma-7_9      -58.36747806051
1sa1msa1am1ma-44_6     -58.34276174025
1sa1msa1am1ma-163_7    -58.33388844726
1sa1msa1am1ma-168_3    -58.32363161558
1sa1msa1am1ma-55_10    -58.35813148328
1sa1msa1am1ma-118_8    -58.32961966274
1sa1msa1am1ma-76_4     -58.33557277748
1sa1msa1am1ma-151_5    -58.33262846743
1sa1msa1am1ma-20_2     -58.33937564115
1sa1msa1am1ma-50_9     -58.336440359  
1sa1msa1am1ma-107_3    -58.33264916222
1sa1msa1am1ma-177_8    -58.2961418729 
1sa1msa1am1ma-19_4     -58.37410629675
1sa1msa1am1ma-70_11    -58.34173685101
1sa1msa1am1ma-135_1    -58.34519045689
1sa1msa1am1ma-126_4    -58.32383386363
1sa1msa1am1ma-48_8     -58.33461911528
1sa1msa1am1ma-38_3     -58.34361983764
1sa1msa1am1ma-114_6    -58.33332923662
1sa1msa1am1ma-33_7     -58.33792345465
1sa1msa1am1ma-30_11    -58.3357840927 
1sa1msa1am1ma-98_1     -58.35714296042
1sa1msa1am1ma-186_6    -58.30095675466
1sa1msa1am1ma-65_1     -58.35774640985
1sa1msa1am1ma-100_9    -58.36486049656
1sa1msa1am1ma-170_2    -58.29961512148
1sa1msa1am1ma-93_5     -58.3441630243 
1sa1msa1am1ma-149_4    -58.32665064297
1sa1msa1am1ma-27_8     -58.34151608878
1sa1msa1am1ma-57_3     -58.3449058017 
1sa1msa1am1ma-15_10    -58.35693992686
1sa1msa1am1ma-44_8     -58.34254452943
1sa1msa1am1ma-43_10    -58.3291307406 
1sa1msa1am1ma-34_3     -58.34180249607
1sa1msa1am1ma-163_9    -58.32211979991
1sa1msa1am1ma-113_2    -58.34346492012
1sa1msa1am1ma-118_6    -58.31949533999
1sa1msa1am1ma-187_10   -58.29667110827
1sa1msa1am1ma-139_11   -58.33189789898
1sa1msa1am1ma-50_7     -58.3405568704 
1sa1msa1am1ma-66_11    -58.34475594547
1sa1msa1am1ma-177_6    -58.29888461082
1sa1msa1am1ma-94_1     -58.35461358459
1sa1msa1am1ma-69_1     -58.35513943229
1sa1msa1am1ma-181_2    -58.30660042901
1sa1msa1am1ma-62_5     -58.3429045701 
1sa1msa1am1ma-145_4    -58.31390800611
1sa1msa1am1ma-156_1    -58.34602542883
1sa1msa1am1ma-48_6     -58.3408228601 
1sa1msa1am1ma-98_10    -58.3482026203 
1sa1msa1am1ma-26_11    -58.33802430544
1sa1msa1am1ma-164_3    -58.31790783642
1sa1msa1am1ma-87_4     -58.34383319869
1sa1msa1am1ma-114_8    -58.33157439684
1sa1msa1am1ma-43_2     -58.3436956217 
1sa1msa1am1ma-33_9     -58.35297045057
1sa1msa1am1ma-132_5    -58.33617433487
1sa1msa1am1ma-186_8    -58.30358590158
1sa1msa1am1ma-15_4     -58.36565765704
1sa1msa1am1ma-179_11   -58.31909440456
1sa1msa1am1ma-100_7    -58.34078824132
1sa1msa1am1ma-139_1    -58.34111308578
1sa1msa1am1ma-27_6     -58.33011331556
1sa1msa1am1ma-156_6    -58.30941774666
1sa1msa1am1ma-48_1     -58.35704551515
1sa1msa1am1ma-71_7     -58.3452217597 
1sa1msa1am1ma-162_11   -58.33877561332
1sa1msa1am1ma-87_3     -58.34058109755
1sa1msa1am1ma-164_4    -58.31647683326
1sa1msa1am1ma-18_10    -58.37352234474
1sa1msa1am1ma-43_5     -58.34580813603
1sa1msa1am1ma-142_9    -58.32619242254
1sa1msa1am1ma-132_2    -58.32136417623
1sa1msa1am1ma-65_8     -58.3308446614 
1sa1msa1am1ma-147_10   -58.32748932012
1sa1msa1am1ma-98_8     -58.36180832352
1sa1msa1am1ma-15_3     -58.36002576576
1sa1msa1am1ma-83_10    -58.35041740019
1sa1msa1am1ma-139_6    -58.31580197526
1sa1msa1am1ma-27_1     -58.35843265823
1sa1msa1am1ma-107_10   -58.33642105527
1sa1msa1am1ma-34_4     -58.3498180667 
1sa1msa1am1ma-80_9     -58.34657337729
1sa1msa1am1ma-113_5    -58.34050114888
1sa1msa1am1ma-118_1    -58.34854835577
1sa1msa1am1ma-121_7    -58.31692750541
1sa1msa1am1ma-122_11   -58.32326095532
1sa1msa1am1ma-94_6     -58.32561673809
1sa1msa1am1ma-177_1    -58.33185225138
1sa1msa1am1ma-69_6     -58.33046138738
1sa1msa1am1ma-62_2     -58.3408762834 
1sa1msa1am1ma-181_5    -58.29913153834
1sa1msa1am1ma-12_9     -58.37804965546
1sa1msa1am1ma-145_3    -58.31955853912
1sa1msa1am1ma-135_8    -58.31722554736
1sa1msa1am1ma-7_7      -58.36317611592
1sa1msa1am1ma-58_10    -58.32911472113
1sa1msa1am1ma-5_1      -58.38645403006
1sa1msa1am1ma-59_2     -58.32761575304
1sa1msa1am1ma-29_9     -58.34147208139
1sa1msa1am1ma-147_5    -58.33526502824
1sa1msa1am1ma-60_4     -58.32806078069
1sa1msa1am1ma-183_3    -58.30959954397
1sa1msa1am1ma-188_7    -58.31332829913
1sa1msa1am1ma-175_7    -58.31876112981
1sa1msa1am1ma-130_10   -58.35797617338
1sa1msa1am1ma-52_6     -58.33923367657
1sa1msa1am1ma-123_1    -58.34982374325
1sa1msa1am1ma-111_3    -58.32629758136
1sa1msa1am1ma-161_8    -58.3316948928 
1sa1msa1am1ma-36_2     -58.33310684507
1sa1msa1am1ma-46_9     -58.34298168653
1sa1msa1am1ma-128_5    -58.32563135468
1sa1msa1am1ma-115_11   -58.33893729447
1sa1msa1am1ma-25_7     -58.33770163889
1sa1msa1am1ma-102_6    -58.34561248718
1sa1msa1am1ma-91_11    -58.32998819803
1sa1msa1am1ma-155_11   -58.32543461147
1sa1msa1am1ma-17_5     -58.36551491802
1sa1msa1am1ma-179_9    -58.332720305  
1sa1msa1am1ma-184_9    -58.30259575747
1sa1msa1am1ma-109_2    -58.33086810458
1sa1msa1am1ma-130_4    -58.32379382831
1sa1msa1am1ma-31_8     -58.34725735072
1sa1msa1am1ma-41_3     -58.33341066885
1sa1msa1am1ma-78_5     -58.32787745309
1sa1msa1am1ma-116_9    -58.33040359559
1sa1msa1am1ma-85_5     -58.33306421659
1sa1msa1am1ma-166_2    -58.32728960509
1sa1msa1am1ma-170_10   -58.30761466455
1sa1msa1am1ma-73_1     -58.3571295266 
1sa1msa1am1ma-9_8      -58.35947830621
1sa1msa1am1ma-102_1    -58.35387152321
1sa1msa1am1ma-17_2     -58.37594984639
1sa1msa1am1ma-11_11    -58.36378773526
1sa1msa1am1ma-109_5    -58.33897240933
1sa1msa1am1ma-67_9     -58.32627863141
1sa1msa1am1ma-130_3    -58.31841182138
1sa1msa1am1ma-140_8    -58.32919547943
1sa1msa1am1ma-41_4     -58.34195053903
1sa1msa1am1ma-78_2     -58.33223284994
1sa1msa1am1ma-166_5    -58.31366579308
1sa1msa1am1ma-85_2     -58.33219465095
1sa1msa1am1ma-34_10    -58.3448791116 
1sa1msa1am1ma-73_6     -58.32981314789
1sa1msa1am1ma-154_7    -58.32520054105
1sa1msa1am1ma-137_9    -58.34125292124
1sa1msa1am1ma-5_6      -58.3591961386 
1sa1msa1am1ma-59_5     -58.33010161565
1sa1msa1am1ma-4_11     -58.36002696106
1sa1msa1am1ma-147_2    -58.32960288791
1sa1msa1am1ma-10_8     -58.36395445134
1sa1msa1am1ma-183_4    -58.30575732075
1sa1msa1am1ma-60_3     -58.33286788649
1sa1msa1am1ma-96_7     -58.33286365904
1sa1msa1am1ma-52_1     -58.3574248104 
1sa1msa1am1ma-74_10    -58.35753310333
1sa1msa1am1ma-123_6    -58.31972842268
1sa1msa1am1ma-111_4    -58.32741807829
1sa1msa1am1ma-82_8     -58.34232010852
1sa1msa1am1ma-158_9    -58.32190708804
1sa1msa1am1ma-36_5     -58.3249644782 
1sa1msa1am1ma-128_2    -58.33285837531
1sa1msa1am1ma-51_11    -58.33191881216
1sa1msa1am1ma-55_5     -58.33473012502
1sa1msa1am1ma-9_6      -58.35717234698
1sa1msa1am1ma-172_4    -58.33130719547
1sa1msa1am1ma-91_3     -58.34020822639
1sa1msa1am1ma-67_7     -58.33599418197
1sa1msa1am1ma-140_6    -58.32194404911
1sa1msa1am1ma-2_2      -58.35746703004
1sa1msa1am1ma-22_10    -58.36636472576
1sa1msa1am1ma-31_1     -58.35935866412
1sa1msa1am1ma-73_8     -58.34564991251
1sa1msa1am1ma-154_9    -58.31829073802
1sa1msa1am1ma-158_11   -58.31629878234
1sa1msa1am1ma-124_2    -58.31543829229
1sa1msa1am1ma-137_7    -58.34367575111
1sa1msa1am1ma-5_8      -58.36847784073
1sa1msa1am1ma-10_6     -58.36563733441
1sa1msa1am1ma-62_10    -58.34294609611
1sa1msa1am1ma-96_9     -58.34225931765
1sa1msa1am1ma-118_11   -58.32782442177
1sa1msa1am1ma-105_5    -58.32832737316
1sa1msa1am1ma-22_4     -58.35820587443
1sa1msa1am1ma-153_3    -58.33035587316
1sa1msa1am1ma-123_8    -58.33262272221
1sa1msa1am1ma-74_2     -58.32253659436
1sa1msa1am1ma-89_2     -58.32687427147
1sa1msa1am1ma-47_11    -58.33024120102
1sa1msa1am1ma-161_1    -58.33766714815
1sa1msa1am1ma-82_6     -58.33901529813
1sa1msa1am1ma-183_11   -58.30858252781
1sa1msa1am1ma-158_7    -58.32036760303
1sa1msa1am1ma-29_7     -58.34366004867
1sa1msa1am1ma-126_10   -58.33041505423
1sa1msa1am1ma-10_1     -58.38574828957
1sa1msa1am1ma-175_9    -58.30758446032
1sa1msa1am1ma-105_2    -58.33495624031
1sa1msa1am1ma-188_9    -58.30549910035
1sa1msa1am1ma-52_8     -58.34120612005
1sa1msa1am1ma-22_3     -58.35908756708
1sa1msa1am1ma-153_4    -58.32610831195
1sa1msa1am1ma-9_11     -58.35882491247
1sa1msa1am1ma-74_5     -58.33691086336
1sa1msa1am1ma-103_11   -58.33794324316
1sa1msa1am1ma-89_5     -58.33079622249
1sa1msa1am1ma-82_1     -58.35674701892
1sa1msa1am1ma-79_10    -58.33796518347
1sa1msa1am1ma-161_6    -58.31172642547
1sa1msa1am1ma-46_7     -58.338959587  
1sa1msa1am1ma-143_11   -58.32184702146
1sa1msa1am1ma-55_2     -58.34507204419
1sa1msa1am1ma-9_1      -58.38127582556
1sa1msa1am1ma-25_9     -58.34836422968
1sa1msa1am1ma-91_4     -58.33990362275
1sa1msa1am1ma-172_3    -58.32188756139
1sa1msa1am1ma-102_8    -58.33356745777
1sa1msa1am1ma-184_7    -58.30836616594
1sa1msa1am1ma-179_7    -58.32018486432
1sa1msa1am1ma-87_11    -58.3303167982 
1sa1msa1am1ma-140_1    -58.3451244459 
1sa1msa1am1ma-2_5      -58.3543869485 
1sa1msa1am1ma-39_10    -58.35220528301
1sa1msa1am1ma-166_10   -58.31965314366
1sa1msa1am1ma-31_6     -58.34554739053
1sa1msa1am1ma-116_7    -58.33025135198
1sa1msa1am1ma-124_5    -58.32675973518
1sa1msa1am1tma-28_4    -64.70470893705
1sa1msa1am1tma-11_2    -64.73098051175
1sa1msa1am1tma-61_9    -64.69293922189
1sa1msa1am1tma-83_2    -64.66751377386
1sa1msa1am1tma-47_4    -64.70028175041
1sa1msa1am1tma-75_6    -64.67744223783
1sa1msa1am1tma-16_8    -64.72222034126
1sa1msa1am1tma-9_2     -64.72382476369
1sa1msa1am1tma-66_3    -64.68007134543
1sa1msa1am1tma-54_1    -64.71791864866
1sa1msa1am1tma-2_6     -64.7299893901 
1sa1msa1am1tma-30_5    -64.70631415611
1sa1msa1am1tma-79_8    -64.69800796988
1sa1msa1am1tma-9_5     -64.72151110811
1sa1msa1am1tma-66_4    -64.68523174579
1sa1msa1am1tma-75_11   -64.67092187373
1sa1msa1am1tma-54_6    -64.70502525345
1sa1msa1am1tma-2_1     -64.75247961131
1sa1msa1am1tma-50_10   -64.6900194489 
1sa1msa1am1tma-30_2    -64.69585178547
1sa1msa1am1tma-40_9    -64.70411563088
1sa1msa1am1tma-1_10    -64.72669322886
1sa1msa1am1tma-23_7    -64.71136794416
1sa1msa1am1tma-10_10   -64.7371929978 
1sa1msa1am1tma-58_8    -64.69046131263
1sa1msa1am1tma-28_3    -64.70584635984
1sa1msa1am1tma-11_5    -64.72269046182
1sa1msa1am1tma-83_5    -64.6618696936 
1sa1msa1am1tma-35_11   -64.71006642486
1sa1msa1am1tma-37_8    -64.70513879517
1sa1msa1am1tma-47_3    -64.67933021655
1sa1msa1am1tma-75_1    -64.69497090058
1sa1msa1am1tma-16_1    -64.73019510871
1sa1msa1am1tma-54_8    -64.70259854779
1sa1msa1am1tma-24_3    -64.70723704179
1sa1msa1am1tma-63_11   -64.68967497184
1sa1msa1am1tma-72_5    -64.66832160973
1sa1msa1am1tma-40_7    -64.70255545507
1sa1msa1am1tma-46_10   -64.69142598826
1sa1msa1am1tma-79_1    -64.71910137277
1sa1msa1am1tma-5_5     -64.72878788443
1sa1msa1am1tma-53_2    -64.69461686148
1sa1msa1am1tma-23_9    -64.71318502387
1sa1msa1am1tma-58_6    -64.70204889474
1sa1msa1am1tma-37_6    -64.70578110201
1sa1msa1am1tma-23_11   -64.70680292627
1sa1msa1am1tma-5_2     -64.72811145592
1sa1msa1am1tma-38_11   -64.70320978207
1sa1msa1am1tma-53_5    -64.68733518006
1sa1msa1am1tma-58_1    -64.7176693678 
1sa1msa1am1tma-61_7    -64.68905420547
1sa1msa1am1tma-37_1    -64.7241710096 
1sa1msa1am1tma-75_8    -64.6652889707 
1sa1msa1am1tma-16_6    -64.71369467137
1sa1msa1am1tma-24_4    -64.71083644072
1sa1msa1am1tma-2_8     -64.72253446544
1sa1msa1am1tma-72_2    -64.66407028552
1sa1msa1am1tma-78_11   -64.64957672689
1sa1msa1am1tma-79_6    -64.69176384627
1sa1msa1am1tma-42_6    -64.7023956545 
1sa1msa1am1tma-49_2    -64.70320957371
1sa1msa1am1tma-39_9    -64.70567292692
1sa1msa1am1tma-70_4    -64.66221155661
1sa1msa1am1tma-26_2    -64.69225853851
1sa1msa1am1tma-56_9    -64.68689217872
1sa1msa1am1tma-35_7    -64.70101405489
1sa1msa1am1tma-63_1    -64.71779930091
1sa1msa1am1tma-21_8    -64.7026235077 
1sa1msa1am1tma-51_3    -64.69558827605
1sa1msa1am1tma-68_5    -64.69481262496
1sa1msa1am1tma-7_4     -64.72841707062
1sa1msa1am1tma-31_10   -64.70400774278
1sa1msa1am1tma-77_9    -64.67733079384
1sa1msa1am1tma-63_6    -64.68259235713
1sa1msa1am1tma-14_11   -64.71982611199
1sa1msa1am1tma-51_4    -64.70512600627
1sa1msa1am1tma-68_2    -64.6820370222 
1sa1msa1am1tma-7_3     -64.71890123412
1sa1msa1am1tma-18_9    -64.73734392521
1sa1msa1am1tma-54_11   -64.69618192943
1sa1msa1am1tma-42_1    -64.7233928037 
1sa1msa1am1tma-49_5    -64.69746451338
1sa1msa1am1tma-5_11    -64.72249168353
1sa1msa1am1tma-70_3    -64.66548573   
1sa1msa1am1tma-26_5    -64.68607604705
1sa1msa1am1tma-71_10   -64.66699219275
1sa1msa1am1tma-14_7    -64.71683111149
1sa1msa1am1tma-77_7    -64.6783709284 
1sa1msa1am1tma-45_5    -64.70541365234
1sa1msa1am1tma-27_10   -64.70348071164
1sa1msa1am1tma-81_3    -64.67356202973
1sa1msa1am1tma-63_8    -64.68191647806
1sa1msa1am1tma-13_3    -64.72351938337
1sa1msa1am1tma-21_1    -64.72910833992
1sa1msa1am1tma-18_7    -64.72829773912
1sa1msa1am1tma-32_4    -64.71069057328
1sa1msa1am1tma-42_11   -64.70346351105
1sa1msa1am1tma-64_2    -64.68303086807
1sa1msa1am1tma-67_10   -64.68683762176
1sa1msa1am1tma-14_9    -64.71426187367
1sa1msa1am1tma-42_8    -64.69833337596
1sa1msa1am1tma-32_3    -64.70789178821
1sa1msa1am1tma-39_7    -64.69594427542
1sa1msa1am1tma-59_11   -64.70545384457
1sa1msa1am1tma-56_7    -64.67826710798
1sa1msa1am1tma-8_11    -64.72655938936
1sa1msa1am1tma-64_5    -64.68461845808
1sa1msa1am1tma-19_11   -64.71002297721
1sa1msa1am1tma-45_2    -64.69835395512
1sa1msa1am1tma-35_9    -64.69410493733
1sa1msa1am1tma-81_4    -64.66532155365
1sa1msa1am1tma-13_4    -64.72340686248
1sa1msa1am1tma-82_11   -64.66325972238
1sa1msa1am1tma-21_6    -64.70797836829
1sa1msa1am1tma-3_6     -64.72309097586
1sa1msa1am1tma-55_1    -64.71726743445
1sa1msa1am1tma-67_3    -64.67745597509
1sa1msa1am1tma-37_11   -64.70314574271
1sa1msa1am1tma-8_2     -64.72172163378
1sa1msa1am1tma-17_8    -64.72330668675
1sa1msa1am1tma-78_8    -64.65517676521
1sa1msa1am1tma-31_5    -64.69547372483
1sa1msa1am1tma-12_10   -64.72041284902
1sa1msa1am1tma-60_9    -64.69548674082
1sa1msa1am1tma-10_2    -64.72602229417
1sa1msa1am1tma-29_4    -64.70675977815
1sa1msa1am1tma-3_10    -64.72974547735
1sa1msa1am1tma-52_10   -64.6994936541 
1sa1msa1am1tma-74_6    -64.67183551901
1sa1msa1am1tma-46_4    -64.70045071228
1sa1msa1am1tma-77_11   -64.6686864983 
1sa1msa1am1tma-82_2    -64.66769012486
1sa1msa1am1tma-10_5    -64.72972354271
1sa1msa1am1tma-29_3    -64.70074724574
1sa1msa1am1tma-59_8    -64.69631735262
1sa1msa1am1tma-22_7    -64.69490299227
1sa1msa1am1tma-74_1    -64.69443031285
1sa1msa1am1tma-49_10   -64.69257867175
1sa1msa1am1tma-46_3    -64.69637432411
1sa1msa1am1tma-36_8    -64.70465846531
1sa1msa1am1tma-82_5    -64.66661310417
1sa1msa1am1tma-3_1     -64.7534274297 
1sa1msa1am1tma-55_6    -64.69526818486
1sa1msa1am1tma-67_4    -64.693197497  
1sa1msa1am1tma-8_5     -64.72521505084
1sa1msa1am1tma-41_9    -64.69606603565
1sa1msa1am1tma-31_2    -64.690800658  
1sa1msa1am1tma-59_6    -64.6963662569 
1sa1msa1am1tma-22_9    -64.70309123938
1sa1msa1am1tma-52_2    -64.70603896411
1sa1msa1am1tma-4_5     -64.71187378669
1sa1msa1am1tma-36_6    -64.70792753053
1sa1msa1am1tma-25_3    -64.70655546733
1sa1msa1am1tma-55_8    -64.69585678366
1sa1msa1am1tma-17_1    -64.74585647169
1sa1msa1am1tma-78_1    -64.69224209769
1sa1msa1am1tma-41_7    -64.69478636015
1sa1msa1am1tma-73_5    -64.67133959362
1sa1msa1am1tma-3_8     -64.73366142644
1sa1msa1am1tma-25_4    -64.71892851721
1sa1msa1am1tma-21_11   -64.71333832273
1sa1msa1am1tma-17_6    -64.72498640668
1sa1msa1am1tma-78_6    -64.65393931425
1sa1msa1am1tma-73_2    -64.67150074152
1sa1msa1am1tma-44_10   -64.69389201378
1sa1msa1am1tma-60_7    -64.6918558209 
1sa1msa1am1tma-59_1    -64.72019548174
1sa1msa1am1tma-52_5    -64.7021366643 
1sa1msa1am1tma-4_2     -64.70560930128
1sa1msa1am1tma-61_11   -64.69623025237
1sa1msa1am1tma-74_8    -64.67420856704
1sa1msa1am1tma-36_1    -64.72278998547
1sa1msa1am1tma-34_7    -64.71348371868
1sa1msa1am1tma-73_10   -64.66875191716
1sa1msa1am1tma-6_4     -64.73462554863
1sa1msa1am1tma-7_11    -64.73493749873
1sa1msa1am1tma-69_5    -64.67853685635
1sa1msa1am1tma-50_3    -64.69830866943
1sa1msa1am1tma-20_8    -64.70932155812
1sa1msa1am1tma-62_1    -64.71702298232
1sa1msa1am1tma-56_11   -64.68635763916
1sa1msa1am1tma-71_4    -64.66461262719
1sa1msa1am1tma-38_9    -64.71145529068
1sa1msa1am1tma-48_2    -64.69972249944
1sa1msa1am1tma-43_6    -64.70328391683
1sa1msa1am1tma-16_11   -64.7173097266 
1sa1msa1am1tma-33_10   -64.69896664398
1sa1msa1am1tma-57_9    -64.69617828536
1sa1msa1am1tma-27_2    -64.6981134241 
1sa1msa1am1tma-71_3    -64.66211277346
1sa1msa1am1tma-48_5    -64.69742822873
1sa1msa1am1tma-28_10   -64.7189243344 
1sa1msa1am1tma-43_1    -64.71847231164
1sa1msa1am1tma-15_7    -64.72031662076
1sa1msa1am1tma-27_5    -64.7109900215 
1sa1msa1am1tma-1_9     -64.73300588073
1sa1msa1am1tma-76_9    -64.66772586899
1sa1msa1am1tma-19_9    -64.70367438699
1sa1msa1am1tma-6_3     -64.72988095174
1sa1msa1am1tma-68_10   -64.69369128422
1sa1msa1am1tma-69_2    -64.67757263006
1sa1msa1am1tma-50_4    -64.69630235524
1sa1msa1am1tma-62_6    -64.69634878916
1sa1msa1am1tma-33_4    -64.70990758428
1sa1msa1am1tma-80_11   -64.66887019196
1sa1msa1am1tma-15_9    -64.7234824528 
1sa1msa1am1tma-65_2    -64.67679381994
1sa1msa1am1tma-1_7     -64.72916185447
1sa1msa1am1tma-80_3    -64.67014444394
1sa1msa1am1tma-44_5    -64.70331311112
1sa1msa1am1tma-76_7    -64.66187286591
1sa1msa1am1tma-19_7    -64.70892412283
1sa1msa1am1tma-20_1    -64.73061869143
1sa1msa1am1tma-12_3    -64.724380637  
1sa1msa1am1tma-62_8    -64.693369488  
1sa1msa1am1tma-80_4    -64.67509359805
1sa1msa1am1tma-34_9    -64.71771729047
1sa1msa1am1tma-44_2    -64.70085660415
1sa1msa1am1tma-65_10   -64.68304390572
1sa1msa1am1tma-20_6    -64.71274886028
1sa1msa1am1tma-40_11   -64.69613290386
1sa1msa1am1tma-12_4    -64.72728313431
1sa1msa1am1tma-38_7    -64.70333550636
1sa1msa1am1tma-33_3    -64.7067190224 
1sa1msa1am1tma-43_8    -64.7006269044 
1sa1msa1am1tma-25_10   -64.72597388404
1sa1msa1am1tma-65_5    -64.69061857195
1sa1msa1am1tma-57_7    -64.6968466711 
1sa1msa1am1tma-32_2    -64.70606331956
1sa1msa1am1tma-42_9    -64.69372447427
1sa1msa1am1tma-39_6    -64.70535739569
1sa1msa1am1tma-59_10   -64.6909419675 
1sa1msa1am1tma-56_6    -64.69230866489
1sa1msa1am1tma-64_4    -64.6924919389 
1sa1msa1am1tma-8_10    -64.71878754957
1sa1msa1am1tma-77_1    -64.69330485647
1sa1msa1am1tma-19_10   -64.69936169394
1sa1msa1am1tma-35_8    -64.69093793431
1sa1msa1am1tma-45_3    -64.6989596025 
1sa1msa1am1tma-81_5    -64.66621232051
1sa1msa1am1tma-13_5    -64.72302136746
1sa1msa1am1tma-82_10   -64.66275649569
1sa1msa1am1tma-21_7    -64.70695419751
1sa1msa1am1tma-18_1    -64.74837810633
1sa1msa1am1tma-77_6    -64.65795775681
1sa1msa1am1tma-27_11   -64.69776279444
1sa1msa1am1tma-45_4    -64.70745115658
1sa1msa1am1tma-81_2    -64.66118272987
1sa1msa1am1tma-13_2    -64.72663201513
1sa1msa1am1tma-63_9    -64.69064652969
1sa1msa1am1tma-18_6    -64.73317448792
1sa1msa1am1tma-32_5    -64.70710904926
1sa1msa1am1tma-39_1    -64.72132035773
1sa1msa1am1tma-42_10   -64.69735210162
1sa1msa1am1tma-56_1    -64.71673200649
