#CLUSTER            ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
2tma                6.113290116452845       -3.2966592404118273     -31.56112479277796       -4.688522564247251
1dma1ma             5.793385725395638       -2.737831336016825      -28.61384223173743       -4.1995602965471335
2dma                5.4815428396104835      -4.173524723039009      -32.38325528307155       -5.634906812134432
1eda1ma             5.443910681526177       -4.744983027710987      -34.17371695209746       -6.502497820707504
1eda1tma            5.435122013019281       -4.58109897164104       -33.59456979584829       -6.159431202206179
1dma1eda            5.259799436680623       -5.341366096414276      -35.55648342470896       -7.048101346765179
1ma1tma             5.203627076742123       -3.685470626631286      -29.814179786578343      -5.1431028312508715
1am1eda             5.035362973445444       -3.2545868898305343     -27.804628084102077      -4.881652076655882
2ma                 4.976623207578086       -2.7209116273297695     -25.8176583429031        -4.176060161102214
2eda                4.663140546850627       -7.058482345455559      -39.314515821779125      -8.798974952980643
1am1ma              4.557959769481386       -2.459805522179522      -23.537700123072362      -3.9849200634780573
1dma1tma            4.500349979149178       -4.31436189415399       -29.564688490136334      -5.7264498770964565
1am1dma             4.259742303314852       -2.1610951940820087     -21.535594490676417      -3.5054065954027465
1am1tma             4.13703882903792        -3.179116611048812      -24.53850558486556       -4.648807111225324
2am                 3.673806263366714       -1.9733443176664878     -18.940635857864493      -3.1623274255689466
2sa                 -5.721720378496684      -17.12328772433102      -38.24104425846781       -18.377437102608383
1am1sa              -6.116759483818896      -14.880628811719362     -29.394161756854004      -16.20182540139649
1ma1sa              -7.595669706061017      -17.809580632543657     -34.25762510928906       -20.065016403852496
2am1sa              -9.45321576675633       -27.76692597020883      -61.424485002027154      -30.832900399749633
1am1ma1sa           -10.441064724815078     -30.837336800759658     -68.40943174831008       -34.876201794308145
1eda1sa             -11.057829496974591     -22.941492753278        -39.85800186532764       -25.154848269710783
2ma1sa              -11.058187910937704     -32.7165475107613       -72.64249404588308       -36.70386956213042
1dma1sa             -11.396639700629748     -21.720065496105235     -34.62493978008028       -24.397166754642967
1sa1tma             -12.830358812119812     -23.245695859921398     -34.9332116309736        -25.878278307136497
1am1eda1sa          -13.225253685202915     -34.3648463258869       -70.90254113902861       -38.690537300135475
1am1sa1tma          -13.482933809864335     -33.83474301875685      -68.26030256157601       -37.93410459019651
1am1dma1sa          -13.791645806166343     -34.112212764506694     -68.15551554000866       -38.51507279713405
1ma1sa1tma          -13.871831819647923     -36.06149633278255      -74.42449945642588       -40.07654231599008
1eda1ma1sa          -14.088790194771718     -37.799066137115005     -79.52465518144652       -42.21555165172322
1dma1sa1tma         -14.601125282468274     -36.46126780324266      -73.31927727888113       -40.548414457342005
1dma1ma1sa          -14.712565385969356     -36.49478271609405      -73.05791490846795       -40.75370828859741
2dma1sa             -14.99002351280069      -37.13678171578795      -74.28059098758237       -41.283646508469246
1eda1sa1tma         -15.666572977672331     -38.8415091263887       -77.72911671432217       -42.794100057319156
1sa2tma             -16.01029319560621      -38.06056466384325      -73.95697289403421       -39.61728270575986
2eda1sa             -17.028465425944887     -41.67033861001255      -82.64924763968455       -45.95154753013048
1dma1eda1sa         -17.82729696930619      -41.595029918302316     -79.71736692495634       -46.15405151824234
1am2sa              -19.337896757409908     -41.900320601766        -75.67474037945803       -45.67861959640868
1ma2sa              -24.87649607518688      -48.823636619141325     -80.31910294779155       -52.99251478840597
2am2sa              -27.010169907356612     -58.83605606353376      -106.7445452156266       -65.39361500553787
2sa1tma             -27.930351504823193     -51.788907202513656     -80.0219879169203        -56.86370355884719
1eda2sa             -28.56006989441812      -52.913296901388094     -81.6811236185427        -57.058144770911895
1dma2sa             -29.27773324411828      -53.295543847372755     -80.55613148767901       -57.72027296537999
3am2sa              -29.92984337755479      -72.75876968598459      -143.64892271690593      -81.10678012261633
1am1ma2sa           -31.195681354030967     -65.3527206464205       -114.56327114615826      -71.8489534665132
1am2sa1tma          -33.509657380287535     -67.37284657763666      -113.57769309775557      -74.38512287642516
1am1eda2sa          -34.494947214610875     -69.67234603711404      -117.985573779054        -76.41792107443325
2am1ma2sa           -34.95529207459185      -79.54207425774075      -149.5448002109318       -88.11916080839
1am1dma2sa          -35.68669478292577      -70.13552946853451      -115.54195769091804      -76.98897769406904
2ma2sa              -36.144611365161836     -71.82135464414023      -119.66038329255302      -78.65917208103929
2am2sa1tma          -37.06256338430103      -82.5493098552979       -152.5632952243008       -91.86776523622393
2am1eda2sa          -37.17005274724215      -83.90721932880115      -156.7572248243342       -92.73891582142096
1am2sa2tma          -38.32091984641738      -85.36513423809083      -157.78706822546127      -95.25619570232811
1ma2sa1tma          -38.65120069484692      -75.19633481113124      -122.57298043300202      -82.8234369855345
2am1dma2sa          -39.08836258330848      -84.21906846074853      -151.36912922066074      -93.35291539796162
3ma2sa              -39.16599414194934      -88.44607015536167      -165.2861848509702       -97.19780123943929
1am2ma2sa           -39.31018728367053      -84.77685559808742      -152.49595275572676      -93.63576006551739
2am3sa              -39.37996387062594      -85.84867921704426      -155.85683497073623      -93.59586499538273
1eda1ma2sa          -39.817194579169154     -76.70926916145254      -123.73662445745964      -83.82993173005525
1dma1ma2sa          -40.509018225828186     -76.17780332744587      -119.63369143499591      -83.41360950504895
1am1eda1ma2sa       -40.92388371145353      -88.60854465782177      -159.93513649508526      -97.84060628723819
2sa2tma             -41.34034161432646      -77.92402916966239      -122.70228930115496      -86.23269540953333
1am1ma2sa1tma       -41.45138661528472      -88.13517424810561      -156.57819095317856      -97.8048018314148
1eda2sa1tma         -41.829559291363694     -79.37031617129105      -125.91231554541983      -87.22467941143259
2sa3tma             -41.893784431391396     -89.7262676176615       -160.43093471879337      -99.57594573288225
2eda2sa             -42.198091739439406     -79.8597482094774       -126.31781475607852      -87.13943327928428
1eda2ma2sa          -42.28399081667885      -92.78895958233625      -169.39449527265197      -101.75620019517373
1am1eda2sa1tma      -42.29169056087267      -89.99281534340116      -159.9903564724527       -99.45904205697298
2ma2sa1tma          -42.43041743815411      -91.49828318794607      -164.57442813881778      -100.77813083135698
1ma2sa2tma          -42.60644525056705      -91.19123528484488      -162.95418424939896      -101.33751474317978
1dma2ma2sa          -43.04140813450795      -92.67750140046701      -166.4802725672178       -101.53540330950636
1am2eda2sa          -43.04532573639881      -91.12065221217927      -161.24543510124005      -100.06856306700502
