#CLUSTER   ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1dma1p     5.107326763056335       4.385528015089221       -2.420924863083698       4.581165971918381
1dma1p1w   -4.956855924749107      -13.24346227566275      -27.7934138885907        -14.443343728489708
1dma1ml1p  -5.219608134997543      -14.984174880199134     -32.750517340849285      -16.061638950850465
1p1tma1w   -8.703725092978857      -16.614690980648447     -26.533509601392616      -18.015746545119327
1ml1p1tma  -9.163036073950934      -18.24766000264208      -30.469977959659815      -19.56883918575477
1dma2ml1p  -11.987315360398497     -30.975854052303475     -63.68787084308329       -33.504765288875205
1dma1p2w   -12.224811334817787     -28.27961915875494      -53.84808929696784       -30.970370153780095
2ml1p1tma  -13.071808755004895     -32.09383683549822      -63.80019480289748       -34.79709265731799
1p1tma2w   -13.11260906732059      -29.682823251598165     -55.576770700244         -32.66076220780087
1dma3ml1p  -15.104090339009417     -46.19499531235488      -104.27940624956844      -50.61946471425472
1p1tma3w   -15.370351451390889     -40.62753835582407      -84.71301997118498       -45.05817884000135
1dma1p3w   -15.377001731016207     -40.42426281090593      -84.00892530570744       -44.67878048616694
