Number of files in database_s1.pkl: 30501
Number of files in database_s2.pkl: 30501
Example output:
info  cluster_type                                                                       1am1fa
      component_ratio                                                                    [1, 1]
1fa2ma-10_10           -28.62037088307
1fa2ma-1_10            -28.61264503624
1fa2ma-2_6             -28.62595379985
1fa2ma-9_2             -28.59283732131
1fa2ma-8_11            -28.59096796917
1fa2ma-7_3             -28.60347734658
1fa2ma-5_11            -28.61083993821
1fa2ma-7_4             -28.60703226628
1fa2ma-6_5             -28.61633660966
1fa2ma-1_8             -28.60498281232
1fa2ma-7_10            -28.60272652757
1fa2ma-6_2             -28.60947403281
1fa2ma-1_6             -28.61146445825
1fa2ma-12_5            -28.59460110334
1fa2ma-12_2            -28.60516593813
1fa2ma-1_1             -28.63832785694
1fa2ma-8_3             -28.6050942496 
1fa2ma-3_7             -28.61015576695
1fa2ma-10_4            -28.60453183307
1fa2ma-10_3            -28.60281773283
1fa2ma-3_11            -28.61060176987
1fa2ma-12_11           -28.60543570176
1fa2ma-8_4             -28.6026351168 
1fa2ma-4_4             -28.61747885313
1fa2ma-3_9             -28.6164714166 
1fa2ma-4_3             -28.61111101831
1fa2ma-5_10            -28.60867976534
1fa2ma-7_5             -28.61576797466
1fa2ma-7_2             -28.60593783448
1fa2ma-8_10            -28.61540445068
1fa2ma-11_4            -28.59465235486
1fa2ma-10_11           -28.62303908695
1fa2ma-1_11            -28.59961754463
1fa2ma-2_7             -28.6243905167 
1fa2ma-9_3             -28.60863027937
1fa2ma-9_4             -28.61377181563
1fa2ma-11_3            -28.60849733731
1fa2ma-5_4             -28.62319947087
1fa2ma-5_3             -28.60513487861
1fa2ma-2_9             -28.62504554422
1fa2tma-7_1            -41.36569429053
1fa2tma-7_6            -41.3191147449 
1fa2tma-7_8            -41.3251642532 
1fa2tma-2_3            -41.32828488451
1fa2tma-5_9            -41.31947629189
1fa2tma-4_11           -41.33384430417
1fa2tma-2_4            -41.33973054643
1fa2tma-5_7            -41.31819936509
1fa2tma-2_10           -41.33833626337
1fa2tma-6_1            -41.36399263396
1fa2tma-6_6            -41.31721230557
1fa2tma-6_8            -41.33178354843
1fa2tma-1_2            -41.32910013352
1fa2tma-1_5            -41.32855751662
1fa2tma-4_9            -41.3321200822 
1fa2tma-6_11           -41.32258950682
1fa2tma-3_3            -41.33420040954
1fa2tma-3_4            -41.33034305004
1fa2tma-4_7            -41.33965723179
1fa2tma-5_6            -41.32885790868
1fa2tma-5_1            -41.36584029081
1fa2tma-4_10           -41.33207213341
1fa2tma-2_5            -41.34205432943
1fa2tma-2_2            -41.33250649797
1fa2tma-5_8            -41.32495381235
1fa2tma-7_9            -41.33279475018
1fa2tma-7_7            -41.33621834331
1fa2tma-4_6            -41.31978929805
1fa2tma-4_1            -41.36524692304
1fa2tma-3_5            -41.32841992478
1fa2tma-4_8            -41.33644847447
1fa2tma-6_10           -41.32862537976
1fa2tma-3_2            -41.33628428394
1fa2tma-1_4            -41.33221387686
1fa2tma-6_9            -41.33398143229
1fa2tma-1_3            -41.33629223836
1fa2tma-6_7            -41.32669560422
1fa2tma-2_11           -41.33062666131
1fa2tma-3_8            -41.32231867494
1fa2tma-1_11           -41.32733097787
1fa2tma-4_2            -41.33111304765
1fa2tma-4_5            -41.32819427651
1fa2tma-3_1            -41.36471851646
1fa2tma-3_6            -41.33773595464
1fa2tma-5_10           -41.33789289361
1fa2tma-1_7            -41.32316448962
1fa2tma-1_9            -41.33296557705
1fa2tma-6_3            -41.32833015423
1fa2tma-6_4            -41.32774677881
1fa2tma-5_2            -41.32700636098
1fa2tma-2_8            -41.33917978139
1fa2tma-3_11           -41.32002150674
1fa2tma-5_5            -41.33575323618
1fa2tma-2_1            -41.36781938105
1fa2tma-2_6            -41.33304588374
1fa2tma-7_10           -41.33399016287
1fa2tma-7_3            -41.34194050819
1fa2tma-7_4            -41.32256297067
1fa2tma-6_5            -41.33734398698
1fa2tma-1_8            -41.3302189767 
1fa2tma-6_2            -41.32094679586
1fa2tma-1_6            -41.32464891627
1fa2tma-5_11           -41.31593311844
1fa2tma-1_1            -41.36903776348
1fa2tma-3_7            -41.30471714867
1fa2tma-4_4            -41.32388469708
1fa2tma-1_10           -41.32597804928
1fa2tma-3_9            -41.31537659636
1fa2tma-4_3            -41.33574508953
1fa2tma-7_5            -41.33159126001
1fa2tma-7_2            -41.3312939985 
1fa2tma-7_11           -41.33274627365
1fa2tma-2_7            -41.33735315271
1fa2tma-3_10           -41.32710409826
1fa2tma-5_4            -41.3330832468 
1fa2tma-5_3            -41.33590446238
1fa2tma-2_9            -41.34201476382
1msa1fa1am1dma-83_1    -50.63378593493
1msa1fa1am1dma-5_7     -50.64321219793
1msa1fa1am1dma-47_7    -50.62510591169
1msa1fa1am1dma-25_10   -50.63352562371
1msa1fa1am1dma-75_5    -50.60358743112
1msa1fa1am1dma-23_3    -50.63091836078
1msa1fa1am1dma-53_8    -50.61816727105
1msa1fa1am1dma-28_7    -50.6432735266 
1msa1fa1am1dma-11_1    -50.66207348609
1msa1fa1am1dma-9_9     -50.63767973968
1msa1fa1am1dma-30_6    -50.62317449615
1msa1fa1am1dma-40_11   -50.63156172222
1msa1fa1am1dma-24_9    -50.62710072842
1msa1fa1am1dma-54_2    -50.62303195983
1msa1fa1am1dma-65_10   -50.62253734146
1msa1fa1am1dma-72_8    -50.63634589169
1msa1fa1am1dma-30_1    -50.65962899112
1msa1fa1am1dma-66_7    -50.62216068975
1msa1fa1am1dma-54_5    -50.624100656  
1msa1fa1am1dma-83_6    -50.62656493692
1msa1fa1am1dma-75_2    -50.60265071376
1msa1fa1am1dma-23_4    -50.63043280346
1msa1fa1am1dma-80_11   -50.62474776948
1msa1fa1am1dma-11_6    -50.61948333579
1msa1fa1am1dma-72_6    -50.63098477964
1msa1fa1am1dma-40_4    -50.62682404523
1msa1fa1am1dma-68_10   -50.61795188836
1msa1fa1am1dma-2_4     -50.65237133491
1msa1fa1am1dma-84_2    -50.60816732519
1msa1fa1am1dma-79_2    -50.60061250986
1msa1fa1am1dma-66_9    -50.61487930253
1msa1fa1am1dma-16_2    -50.62406799405
1msa1fa1am1dma-83_8    -50.62517743688
1msa1fa1am1dma-37_5    -50.6216093767 
1msa1fa1am1dma-53_1    -50.63887137922
1msa1fa1am1dma-58_5    -50.62415109138
1msa1fa1am1dma-61_3    -50.6184566004 
1msa1fa1am1dma-28_10   -50.64598623045
1msa1fa1am1dma-11_8    -50.63846334301
1msa1fa1am1dma-5_9     -50.64087220277
1msa1fa1am1dma-33_10   -50.63892551121
1msa1fa1am1dma-47_9    -50.62288709954
1msa1fa1am1dma-37_2    -50.63676780323
1msa1fa1am1dma-16_11   -50.64415007695
1msa1fa1am1dma-53_6    -50.6258664882 
1msa1fa1am1dma-28_9    -50.63745726711
1msa1fa1am1dma-58_2    -50.62935351885
1msa1fa1am1dma-61_4    -50.6147475569 
1msa1fa1am1dma-72_1    -50.63590487049
1msa1fa1am1dma-9_7     -50.62920301065
1msa1fa1am1dma-40_3    -50.62944023124
1msa1fa1am1dma-30_8    -50.64054339339
1msa1fa1am1dma-84_5    -50.62556985506
1msa1fa1am1dma-6_11    -50.63437505712
1msa1fa1am1dma-2_3     -50.64597080952
1msa1fa1am1dma-79_5    -50.61460762288
1msa1fa1am1dma-16_5    -50.63318918983
1msa1fa1am1dma-73_10   -50.60242764682
1msa1fa1am1dma-24_7    -50.63233902114
1msa1fa1am1dma-26_1    -50.66204999534
1msa1fa1am1dma-61_11   -50.61543838947
1msa1fa1am1dma-14_3    -50.6260282587 
1msa1fa1am1dma-64_8    -50.60975767919
1msa1fa1am1dma-42_5    -50.6239646477 
1msa1fa1am1dma-49_1    -50.64262453303
1msa1fa1am1dma-44_10   -50.62428677784
1msa1fa1am1dma-70_7    -50.62132581004
1msa1fa1am1dma-13_9    -50.63119178471
1msa1fa1am1dma-63_2    -50.61113057637
1msa1fa1am1dma-68_6    -50.61331195305
1msa1fa1am1dma-35_4    -50.62671090699
1msa1fa1am1dma-21_11   -50.61730319654
1msa1fa1am1dma-81_9    -50.62153819484
1msa1fa1am1dma-84_10   -50.61581645177
1msa1fa1am1dma-63_5    -50.61488668587
1msa1fa1am1dma-68_1    -50.63608510442
1msa1fa1am1dma-35_3    -50.62606169895
1msa1fa1am1dma-45_8    -50.61779352164
1msa1fa1am1dma-7_8     -50.63515968658
1msa1fa1am1dma-26_6    -50.62463177639
1msa1fa1am1dma-14_4    -50.62694523343
1msa1fa1am1dma-32_9    -50.63559395289
1msa1fa1am1dma-42_2    -50.61832298625
1msa1fa1am1dma-49_6    -50.62084575189
1msa1fa1am1dma-21_2    -50.6244672841 
1msa1fa1am1dma-18_4    -50.61822450326
1msa1fa1am1dma-77_4    -50.62479610669
1msa1fa1am1dma-45_6    -50.62046590202
1msa1fa1am1dma-7_6     -50.64647090453
1msa1fa1am1dma-26_8    -50.64316435666
1msa1fa1am1dma-64_1    -50.63717413636
1msa1fa1am1dma-49_10   -50.6270262054 
1msa1fa1am1dma-32_7    -50.62509714017
1msa1fa1am1dma-39_3    -50.64001315692
1msa1fa1am1dma-49_8    -50.6280332109 
1msa1fa1am1dma-77_11   -50.61580315856
1msa1fa1am1dma-64_6    -50.61961119489
1msa1fa1am1dma-52_10   -50.63535143539
1msa1fa1am1dma-39_4    -50.63764149127
1msa1fa1am1dma-2_10    -50.63410668026
1msa1fa1am1dma-70_9    -50.6237945965 
1msa1fa1am1dma-13_7    -50.63448685019
1msa1fa1am1dma-12_10   -50.64137708789
1msa1fa1am1dma-21_5    -50.61341966705
1msa1fa1am1dma-18_3    -50.64430435791
1msa1fa1am1dma-68_8    -50.62226018117
1msa1fa1am1dma-77_3    -50.61731212811
1msa1fa1am1dma-37_11   -50.61563165427
1msa1fa1am1dma-45_1    -50.64419405512
1msa1fa1am1dma-7_1     -50.66483304435
1msa1fa1am1dma-81_7    -50.62032442546
1msa1fa1am1dma-31_6    -50.62865737547
1msa1fa1am1dma-82_11   -50.62075764311
1msa1fa1am1dma-8_9     -50.64412018748
1msa1fa1am1dma-55_2    -50.6302350265 
1msa1fa1am1dma-25_9    -50.64158092091
1msa1fa1am1dma-19_11   -50.63580358347
1msa1fa1am1dma-74_5    -50.61025563905
1msa1fa1am1dma-9_11    -50.63258473124
1msa1fa1am1dma-59_11   -50.62096108092
1msa1fa1am1dma-46_7    -50.62926931119
1msa1fa1am1dma-4_7     -50.64382129115
1msa1fa1am1dma-82_1    -50.63386657187
1msa1fa1am1dma-10_1    -50.66196664649
1msa1fa1am1dma-29_7    -50.62429074155
1msa1fa1am1dma-52_8    -50.63449204012
1msa1fa1am1dma-22_3    -50.62835611846
1msa1fa1am1dma-74_2    -50.6140915428 
1msa1fa1am1dma-67_10   -50.62016573358
1msa1fa1am1dma-82_6    -50.61225344204
1msa1fa1am1dma-10_6    -50.64584962803
1msa1fa1am1dma-42_11   -50.62402145948
1msa1fa1am1dma-22_4    -50.61495060695
1msa1fa1am1dma-31_1    -50.66008589856
1msa1fa1am1dma-73_8    -50.61669351275
1msa1fa1am1dma-27_10   -50.63006840232
1msa1fa1am1dma-55_5    -50.6297063065 
1msa1fa1am1dma-67_7    -50.6103409765 
1msa1fa1am1dma-36_5    -50.62289161441
1msa1fa1am1dma-71_10   -50.61548435243
1msa1fa1am1dma-82_8    -50.62371582398
1msa1fa1am1dma-10_8    -50.63796274125
1msa1fa1am1dma-60_3    -50.6209125572 
1msa1fa1am1dma-59_5    -50.62548462396
1msa1fa1am1dma-4_11    -50.64935730222
1msa1fa1am1dma-52_1    -50.6521152013 
1msa1fa1am1dma-54_11   -50.62248956735
1msa1fa1am1dma-78_2    -50.632643817  
1msa1fa1am1dma-85_2    -50.61204703474
1msa1fa1am1dma-3_4     -50.6480192682 
1msa1fa1am1dma-41_4    -50.63692554868
1msa1fa1am1dma-14_11   -50.63584554016
1msa1fa1am1dma-73_6    -50.62268569569
1msa1fa1am1dma-31_10   -50.62536003898
1msa1fa1am1dma-17_2    -50.61534225489
1msa1fa1am1dma-67_9    -50.60444367223
1msa1fa1am1dma-78_5    -50.61816858093
1msa1fa1am1dma-3_3     -50.64439792971
1msa1fa1am1dma-85_5    -50.61479004809
1msa1fa1am1dma-31_8    -50.63817406011
1msa1fa1am1dma-41_3    -50.62076402268
1msa1fa1am1dma-8_7     -50.63579690267
1msa1fa1am1dma-73_1    -50.6353844109 
1msa1fa1am1dma-25_7    -50.6330884224 
1msa1fa1am1dma-17_5    -50.63442408491
1msa1fa1am1dma-36_2    -50.6217618919 
1msa1fa1am1dma-46_9    -50.63090952313
1msa1fa1am1dma-4_9     -50.63914357717
1msa1fa1am1dma-60_4    -50.61326128656
1msa1fa1am1dma-59_2    -50.61222871126
1msa1fa1am1dma-29_9    -50.63079900082
1msa1fa1am1dma-52_6    -50.64526344743
1msa1fa1am1dma-69_6    -50.61494112208
1msa1fa1am1dma-62_2    -50.60302396425
1msa1fa1am1dma-78_11   -50.62669877934
1msa1fa1am1dma-12_9    -50.62743793039
1msa1fa1am1dma-80_9    -50.6222402438 
1msa1fa1am1dma-34_4    -50.61809768299
1msa1fa1am1dma-65_8    -50.61478205534
1msa1fa1am1dma-15_3    -50.63543330134
1msa1fa1am1dma-27_1    -50.65698921248
1msa1fa1am1dma-71_7    -50.62112912284
1msa1fa1am1dma-48_1    -50.64390240648
1msa1fa1am1dma-43_5    -50.62433503181
1msa1fa1am1dma-38_11   -50.62691214475
1msa1fa1am1dma-1_5     -50.64617078697
1msa1fa1am1dma-15_4    -50.64572758651
1msa1fa1am1dma-23_11   -50.62250433313
1msa1fa1am1dma-27_6    -50.63864588749
1msa1fa1am1dma-48_6    -50.63105537212
1msa1fa1am1dma-43_2    -50.60804183128
1msa1fa1am1dma-33_9    -50.63179233862
1msa1fa1am1dma-1_2     -50.6397057475 
1msa1fa1am1dma-46_10   -50.63466569188
1msa1fa1am1dma-69_1    -50.63386714371
1msa1fa1am1dma-50_7    -50.61799691816
1msa1fa1am1dma-62_5    -50.61041411164
1msa1fa1am1dma-63_11   -50.61828452523
1msa1fa1am1dma-6_8     -50.63571875044
1msa1fa1am1dma-44_8    -50.6337528285 
1msa1fa1am1dma-34_3    -50.61784591693
1msa1fa1am1dma-65_1    -50.63962903016
1msa1fa1am1dma-27_8    -50.63859153819
1msa1fa1am1dma-57_3    -50.61896970391
1msa1fa1am1dma-35_11   -50.64174005143
1msa1fa1am1dma-48_8    -50.61410503272
1msa1fa1am1dma-38_3    -50.62909377575
1msa1fa1am1dma-33_7    -50.64566298832
1msa1fa1am1dma-10_10   -50.64058783521
1msa1fa1am1dma-19_4    -50.6331563005 
1msa1fa1am1dma-20_2    -50.63917859345
1msa1fa1am1dma-50_9    -50.62693174594
1msa1fa1am1dma-50_10   -50.63215198161
1msa1fa1am1dma-6_6     -50.63290984911
1msa1fa1am1dma-44_6    -50.62873567085
1msa1fa1am1dma-75_11   -50.61436555602
1msa1fa1am1dma-76_4    -50.62236982712
1msa1fa1am1dma-69_8    -50.61897314367
1msa1fa1am1dma-19_3    -50.63998458673
1msa1fa1am1dma-20_5    -50.64302293419
1msa1fa1am1dma-12_7    -50.63634775127
1msa1fa1am1dma-80_7    -50.62340044047
1msa1fa1am1dma-6_1     -50.66481926811
1msa1fa1am1dma-44_1    -50.64970996205
1msa1fa1am1dma-76_3    -50.62149239926
1msa1fa1am1dma-65_6    -50.61693953915
1msa1fa1am1dma-57_4    -50.61971495008
1msa1fa1am1dma-71_9    -50.63617884648
1msa1fa1am1dma-38_4    -50.62769424672
1msa1fa1am1dma-77_10   -50.61775210773
1msa1fa1am1dma-64_7    -50.61611621703
1msa1fa1am1dma-52_11   -50.62883641026
1msa1fa1am1dma-32_1    -50.65422990249
1msa1fa1am1dma-2_11    -50.65225500744
1msa1fa1am1dma-39_5    -50.64044871562
1msa1fa1am1dma-70_8    -50.61726027057
1msa1fa1am1dma-13_6    -50.63804729008
1msa1fa1am1dma-12_11   -50.63435122886
1msa1fa1am1dma-21_4    -50.6284035147 
1msa1fa1am1dma-68_9    -50.63550281466
1msa1fa1am1dma-18_2    -50.6145507152 
1msa1fa1am1dma-77_2    -50.62845430304
1msa1fa1am1dma-37_10   -50.61858435842
1msa1fa1am1dma-81_6    -50.61828083582
1msa1fa1am1dma-13_1    -50.66385234143
1msa1fa1am1dma-21_3    -50.62878994685
1msa1fa1am1dma-18_5    -50.62132707772
1msa1fa1am1dma-77_5    -50.62831963343
1msa1fa1am1dma-45_7    -50.62874306154
1msa1fa1am1dma-7_7     -50.64667698069
1msa1fa1am1dma-81_1    -50.63325677748
1msa1fa1am1dma-26_9    -50.63608747239
1msa1fa1am1dma-49_11   -50.61881825064
1msa1fa1am1dma-32_6    -50.62617976282
1msa1fa1am1dma-49_9    -50.63324099553
1msa1fa1am1dma-39_2    -50.62025708505
1msa1fa1am1dma-63_4    -50.61796424337
1msa1fa1am1dma-84_11   -50.60840383496
1msa1fa1am1dma-45_9    -50.61678207762
1msa1fa1am1dma-35_2    -50.62466688024
1msa1fa1am1dma-7_9     -50.63909126598
1msa1fa1am1dma-26_7    -50.62505625202
1msa1fa1am1dma-14_5    -50.6321926326 
1msa1fa1am1dma-42_3    -50.63262494383
1msa1fa1am1dma-32_8    -50.61883711864
1msa1fa1am1dma-49_7    -50.62480043999
1msa1fa1am1dma-70_1    -50.63465141084
1msa1fa1am1dma-61_10   -50.60988591587
1msa1fa1am1dma-64_9    -50.6120751066 
1msa1fa1am1dma-14_2    -50.62584067897
1msa1fa1am1dma-42_4    -50.62806609372
1msa1fa1am1dma-44_11   -50.62135984939
1msa1fa1am1dma-70_6    -50.61802199911
1msa1fa1am1dma-63_3    -50.61484087771
1msa1fa1am1dma-13_8    -50.64145427277
1msa1fa1am1dma-68_7    -50.60544304897
1msa1fa1am1dma-35_5    -50.61895473628
1msa1fa1am1dma-81_8    -50.61815678682
1msa1fa1am1dma-21_10   -50.62789802865
1msa1fa1am1dma-33_11   -50.63659760642
1msa1fa1am1dma-5_8     -50.63784128873
1msa1fa1am1dma-37_3    -50.63007788175
1msa1fa1am1dma-47_8    -50.62188974577
1msa1fa1am1dma-16_10   -50.64665038006
1msa1fa1am1dma-53_7    -50.63835199657
1msa1fa1am1dma-58_3    -50.6273855892 
1msa1fa1am1dma-28_8    -50.64575567722
1msa1fa1am1dma-61_5    -50.61609086247
1msa1fa1am1dma-9_6     -50.62650783164
1msa1fa1am1dma-30_9    -50.64320773957
1msa1fa1am1dma-40_2    -50.63671516216
1msa1fa1am1dma-79_4    -50.6174047706 
1msa1fa1am1dma-2_2     -50.62044030207
1msa1fa1am1dma-6_10    -50.63285636974
1msa1fa1am1dma-84_4    -50.60700447439
1msa1fa1am1dma-16_4    -50.62901500412
1msa1fa1am1dma-73_11   -50.61791933657
1msa1fa1am1dma-24_6    -50.63438160635
1msa1fa1am1dma-9_1     -50.65964719824
1msa1fa1am1dma-72_7    -50.63100350122
1msa1fa1am1dma-68_11   -50.61913027752
1msa1fa1am1dma-40_5    -50.62679134538
1msa1fa1am1dma-79_3    -50.61567029016
1msa1fa1am1dma-84_3    -50.60395360322
1msa1fa1am1dma-2_5     -50.64814396449
1msa1fa1am1dma-16_3    -50.62655473434
1msa1fa1am1dma-66_8    -50.60971412955
1msa1fa1am1dma-24_1    -50.65718509212
1msa1fa1am1dma-83_9    -50.62559312412
1msa1fa1am1dma-37_4    -50.62640389324
1msa1fa1am1dma-58_4    -50.63558568496
1msa1fa1am1dma-11_9    -50.63465264633
1msa1fa1am1dma-28_11   -50.63006548733
1msa1fa1am1dma-61_2    -50.60528494902
1msa1fa1am1dma-72_9    -50.62073903981
1msa1fa1am1dma-66_6    -50.62010406594
1msa1fa1am1dma-54_4    -50.6309828117 
1msa1fa1am1dma-83_7    -50.63334809108
1msa1fa1am1dma-5_1     -50.66500845026
1msa1fa1am1dma-47_1    -50.64883963951
1msa1fa1am1dma-75_3    -50.61476746085
1msa1fa1am1dma-80_10   -50.62090617739
1msa1fa1am1dma-23_5    -50.62912552959
1msa1fa1am1dma-28_1    -50.66002995295
1msa1fa1am1dma-11_7    -50.63506756565
1msa1fa1am1dma-5_6     -50.64153874342
1msa1fa1am1dma-47_6    -50.6190992127 
1msa1fa1am1dma-25_11   -50.62484994011
1msa1fa1am1dma-75_4    -50.61425806157
1msa1fa1am1dma-53_9    -50.6242262041 
1msa1fa1am1dma-23_2    -50.62898873323
1msa1fa1am1dma-28_6    -50.64259837623
1msa1fa1am1dma-9_8     -50.63676141547
1msa1fa1am1dma-30_7    -50.63190442541
1msa1fa1am1dma-40_10   -50.63405203019
1msa1fa1am1dma-66_1    -50.63550823991
1msa1fa1am1dma-54_3    -50.62027924752
1msa1fa1am1dma-24_8    -50.63175376144
1msa1fa1am1dma-65_11   -50.60807915117
1msa1fa1am1dma-19_2    -50.63296358182
1msa1fa1am1dma-69_9    -50.6159993716 
1msa1fa1am1dma-20_4    -50.64209592121
1msa1fa1am1dma-12_6    -50.64499215839
1msa1fa1am1dma-80_6    -50.61980134141
1msa1fa1am1dma-76_2    -50.61875881255
1msa1fa1am1dma-65_7    -50.61669137859
1msa1fa1am1dma-57_5    -50.62215810876
1msa1fa1am1dma-71_8    -50.60865722026
1msa1fa1am1dma-38_5    -50.63190039964
1msa1fa1am1dma-33_1    -50.66302457335
1msa1fa1am1dma-57_2    -50.60351170036
1msa1fa1am1dma-27_9    -50.62863459821
1msa1fa1am1dma-35_10   -50.63341173223
1msa1fa1am1dma-38_2    -50.63579032069
1msa1fa1am1dma-48_9    -50.60877406777
1msa1fa1am1dma-33_6    -50.63128489433
1msa1fa1am1dma-10_11   -50.64855781954
1msa1fa1am1dma-19_5    -50.6388773289 
1msa1fa1am1dma-50_8    -50.62699217115
1msa1fa1am1dma-20_3    -50.63283257114
1msa1fa1am1dma-50_11   -50.63259535739
1msa1fa1am1dma-12_1    -50.66055233413
1msa1fa1am1dma-80_1    -50.63552475745
1msa1fa1am1dma-6_7     -50.63827750314
1msa1fa1am1dma-44_7    -50.62276499397
1msa1fa1am1dma-75_10   -50.62528676482
1msa1fa1am1dma-76_5    -50.61666374199
1msa1fa1am1dma-15_5    -50.64250565882
1msa1fa1am1dma-23_10   -50.63242528506
1msa1fa1am1dma-27_7    -50.63214448363
1msa1fa1am1dma-71_1    -50.63304336008
1msa1fa1am1dma-48_7    -50.61330854894
1msa1fa1am1dma-33_8    -50.63423221506
1msa1fa1am1dma-43_3    -50.63238092917
1msa1fa1am1dma-1_3     -50.64079139785
1msa1fa1am1dma-46_11   -50.62961642391
1msa1fa1am1dma-50_6    -50.62985614082
1msa1fa1am1dma-62_4    -50.61463926877
1msa1fa1am1dma-63_10   -50.62272487557
1msa1fa1am1dma-6_9     -50.6351684034 
1msa1fa1am1dma-34_2    -50.62685499058
1msa1fa1am1dma-44_9    -50.62337554008
1msa1fa1am1dma-69_7    -50.62237453294
1msa1fa1am1dma-50_1    -50.64847668099
1msa1fa1am1dma-78_10   -50.62643606388
1msa1fa1am1dma-12_8    -50.63681052861
1msa1fa1am1dma-62_3    -50.62061669729
1msa1fa1am1dma-80_8    -50.62623996673
1msa1fa1am1dma-34_5    -50.63300158359
1msa1fa1am1dma-15_2    -50.63260206859
1msa1fa1am1dma-65_9    -50.62295373296
1msa1fa1am1dma-71_6    -50.61232768009
1msa1fa1am1dma-38_10   -50.62499320001
1msa1fa1am1dma-43_4    -50.62265603217
1msa1fa1am1dma-1_4     -50.63803472303
1msa1fa1am1dma-85_4    -50.60263000299
1msa1fa1am1dma-3_2     -50.62720003396
1msa1fa1am1dma-78_4    -50.62167058116
1msa1fa1am1dma-41_2    -50.60850365352
1msa1fa1am1dma-31_9    -50.6463112467 
1msa1fa1am1dma-8_6     -50.63630933292
1msa1fa1am1dma-25_6    -50.63845184704
1msa1fa1am1dma-17_4    -50.64293844328
1msa1fa1am1dma-46_8    -50.62546691618
1msa1fa1am1dma-36_3    -50.61367833876
1msa1fa1am1dma-4_8     -50.6422009958 
1msa1fa1am1dma-60_5    -50.60938162269
1msa1fa1am1dma-29_8    -50.62044389509
1msa1fa1am1dma-59_3    -50.60665373976
1msa1fa1am1dma-52_7    -50.63806967856
1msa1fa1am1dma-36_4    -50.6314378655 
1msa1fa1am1dma-71_11   -50.6106446722 
1msa1fa1am1dma-82_9    -50.61436471883
1msa1fa1am1dma-60_2    -50.62216584276
1msa1fa1am1dma-10_9    -50.63797385873
1msa1fa1am1dma-4_10    -50.64955237378
1msa1fa1am1dma-59_4    -50.62474611449
1msa1fa1am1dma-54_10   -50.62673901791
1msa1fa1am1dma-3_5     -50.65432624689
1msa1fa1am1dma-85_3    -50.59271260357
1msa1fa1am1dma-78_3    -50.61877529546
1msa1fa1am1dma-41_5    -50.62586464347
1msa1fa1am1dma-14_10   -50.62786257975
1msa1fa1am1dma-73_7    -50.62301030424
1msa1fa1am1dma-8_1     -50.66403879521
1msa1fa1am1dma-25_1    -50.65786590667
1msa1fa1am1dma-31_11   -50.63575146002
1msa1fa1am1dma-67_8    -50.62196898934
1msa1fa1am1dma-17_3    -50.64274507311
1msa1fa1am1dma-74_3    -50.61021798155
1msa1fa1am1dma-67_11   -50.61994883307
1msa1fa1am1dma-46_1    -50.64933657217
1msa1fa1am1dma-4_1     -50.67103862353
1msa1fa1am1dma-82_7    -50.62060876683
1msa1fa1am1dma-10_7    -50.6315053216 
1msa1fa1am1dma-42_10   -50.62387749333
1msa1fa1am1dma-29_1    -50.65493295343
1msa1fa1am1dma-22_5    -50.63501696267
1msa1fa1am1dma-73_9    -50.61412339399
1msa1fa1am1dma-27_11   -50.63758999789
1msa1fa1am1dma-55_4    -50.62507482778
1msa1fa1am1dma-67_6    -50.62566597245
1msa1fa1am1dma-31_7    -50.64167171404
1msa1fa1am1dma-8_8     -50.63628478593
1msa1fa1am1dma-82_10   -50.61996076388
1msa1fa1am1dma-25_8    -50.63460661836
1msa1fa1am1dma-55_3    -50.62778892616
1msa1fa1am1dma-19_10   -50.63485591951
1msa1fa1am1dma-67_1    -50.63661246187
1msa1fa1am1dma-9_10    -50.62977351189
1msa1fa1am1dma-74_4    -50.6150856455 
1msa1fa1am1dma-46_6    -50.61245896103
1msa1fa1am1dma-59_10   -50.6078683927 
1msa1fa1am1dma-4_6     -50.65189355722
1msa1fa1am1dma-29_6    -50.6232197317 
1msa1fa1am1dma-22_2    -50.62967492294
1msa1fa1am1dma-52_9    -50.63531123144
1msa1fa1am1dma-15_8    -50.6403834541 
1msa1fa1am1dma-65_3    -50.61633157299
1msa1fa1am1dma-57_1    -50.64180110094
1msa1fa1am1dma-38_1    -50.64643414797
1msa1fa1am1dma-33_5    -50.64793220232
1msa1fa1am1dma-81_10   -50.62601934059
1msa1fa1am1dma-19_6    -50.64122651558
1msa1fa1am1dma-12_2    -50.63076783002
1msa1fa1am1dma-62_9    -50.61083355501
1msa1fa1am1dma-44_4    -50.6299697449 
1msa1fa1am1dma-80_2    -50.62796813901
1msa1fa1am1dma-6_4     -50.64968654788
1msa1fa1am1dma-76_6    -50.61379854941
1msa1fa1am1dma-20_7    -50.639068768  
1msa1fa1am1dma-41_10   -50.62024286045
1msa1fa1am1dma-19_1    -50.66213105013
1msa1fa1am1dma-12_5    -50.62957666215
1msa1fa1am1dma-34_8    -50.64132387554
1msa1fa1am1dma-44_3    -50.63211063125
1msa1fa1am1dma-64_11   -50.62258607623
1msa1fa1am1dma-6_3     -50.64218448502
1msa1fa1am1dma-80_5    -50.62831373997
1msa1fa1am1dma-76_1    -50.63593525756
1msa1fa1am1dma-24_11   -50.62570075044
1msa1fa1am1dma-65_4    -50.61413494696
1msa1fa1am1dma-57_6    -50.63047958429
1msa1fa1am1dma-38_6    -50.63533437733
1msa1fa1am1dma-1_9     -50.64882621162
