Number of files in database_s1.pkl: 30317
Number of files in database_s2.pkl: 30316
Example output:
info  cluster_type                                                                          1am
      component_ratio                                                                       [1]
      components                                                                           [am]
      file_basename                                                                       1am-3
      folder_path                             /home/kubeckaj/BCP/knattrup/clusteromics_II/GF...
2msa1am1ma-30_4     -56.85281178509
2msa1am1ma-131_2    -56.83444362071
2msa1am1ma-114_10   -56.83655514402
2msa1am1ma-90_6     -56.8426839108 
2msa1am1ma-66_2     -56.84918268776
2msa1am1ma-48_10    -56.85439561502
2msa1am1ma-16_9     -56.85646325305
2msa1am1ma-75_7     -56.83787939078
2msa1am1ma-88_7     -56.83596248652
2msa1am1ma-47_5     -56.84989816917
2msa1am1ma-146_3    -56.81702376341
2msa1am1ma-136_8    -56.83152183045
2msa1am1ma-83_3     -56.84304605952
2msa1am1ma-61_8     -56.83788557736
2msa1am1ma-11_3     -56.86939860212
2msa1am1ma-110_5    -56.83523294944
2msa1am1ma-28_5     -56.84956085516
2msa1am1ma-129_3    -56.83521367976
2msa1am1ma-122_7    -56.83796685965
2msa1am1ma-23_1     -56.87546237149
2msa1am1ma-93_10    -56.83779359414
2msa1am1ma-79_7     -56.85901577424
2msa1am1ma-84_7     -56.81989418977
2msa1am1ma-40_1     -56.87012136824
2msa1am1ma-141_7    -56.83440555559
2msa1am1ma-127_11   -56.8392095553 
2msa1am1ma-72_3     -56.83965503591
2msa1am1ma-90_8     -56.83414890263
2msa1am1ma-125_3    -56.8321169074 
2msa1am1ma-24_5     -56.84787955522
2msa1am1ma-102_10   -56.83326446049
2msa1am1ma-16_7     -56.85917723325
2msa1am1ma-117_1    -56.85295347335
2msa1am1ma-104_4    -56.83101076225
2msa1am1ma-88_9     -56.835366115  
2msa1am1ma-75_9     -56.84345280825
2msa1am1ma-136_6    -56.84133701562
2msa1am1ma-142_10   -56.81246114884
2msa1am1ma-61_6     -56.83496753442
2msa1am1ma-85_10    -56.85766986565
2msa1am1ma-122_9    -56.83184881264
2msa1am1ma-152_2    -56.82246511066
2msa1am1ma-53_4     -56.83633639272
2msa1am1ma-97_2     -56.84112022919
2msa1am1ma-104_3    -56.8286614286 
2msa1am1ma-136_1    -56.85184847526
2msa1am1ma-37_7     -56.8483238588 
2msa1am1ma-20_11    -56.88216168951
2msa1am1ma-61_1     -56.86421989224
2msa1am1ma-58_7     -56.84303251785
2msa1am1ma-23_8     -56.85712695851
2msa1am1ma-53_3     -56.83960719182
2msa1am1ma-152_5    -56.82114456551
2msa1am1ma-97_5     -56.84047222014
2msa1am1ma-119_10   -56.83102963031
2msa1am1ma-40_6     -56.84353071434
2msa1am1ma-45_10    -56.85659080064
2msa1am1ma-103_9    -56.83394532775
2msa1am1ma-72_4     -56.84283611386
2msa1am1ma-24_2     -56.84627989772
2msa1am1ma-125_4    -56.81946778141
2msa1am1ma-54_9     -56.84516424101
2msa1am1ma-60_11    -56.83647683882
2msa1am1ma-7_7      -56.86703299454
2msa1am1ma-117_6    -56.83966761497
2msa1am1ma-102_8    -56.83396837553
2msa1am1ma-73_5     -56.84338319195
2msa1am1ma-39_10    -56.85101583153
2msa1am1ma-87_11    -56.8357733411 
2msa1am1ma-140_1    -56.83955423224
2msa1am1ma-41_7     -56.85595892442
2msa1am1ma-78_1     -56.86009218903
2msa1am1ma-85_1     -56.86215727762
2msa1am1ma-116_7    -56.82916931481
2msa1am1ma-17_1     -56.86870952721
2msa1am1ma-6_6      -56.86606704212
2msa1am1ma-140_11   -56.81303219369
2msa1am1ma-25_3     -56.8641979333 
2msa1am1ma-124_5    -56.8304923173 
2msa1am1ma-55_8     -56.85192290042
2msa1am1ma-100_11   -56.82389409142
2msa1am1ma-36_6     -56.8584660702 
2msa1am1ma-105_2    -56.83401768588
2msa1am1ma-125_10   -56.82947800444
2msa1am1ma-96_4     -56.84321329336
2msa1am1ma-22_9     -56.84645037605
2msa1am1ma-52_2     -56.84896219955
2msa1am1ma-59_6     -56.83728953434
2msa1am1ma-79_10    -56.87662565843
2msa1am1ma-62_10    -56.84577279161
2msa1am1ma-36_1     -56.86994252663
2msa1am1ma-137_7    -56.8368495888 
2msa1am1ma-105_5    -56.8422759774 
2msa1am1ma-89_8     -56.83732820927
2msa1am1ma-74_8     -56.85103218294
2msa1am1ma-47_11    -56.85133391364
2msa1am1ma-96_3     -56.83479702471
2msa1am1ma-123_8    -56.82964497187
2msa1am1ma-52_5     -56.84757799464
2msa1am1ma-59_1     -56.85680277695
2msa1am1ma-60_7     -56.84978669938
2msa1am1ma-73_2     -56.83914902967
2msa1am1ma-140_6    -56.82252071982
2msa1am1ma-78_6     -56.85012471779
2msa1am1ma-85_6     -56.84936378405
2msa1am1ma-17_6     -56.84833843071
2msa1am1ma-6_1      -56.88817270703
2msa1am1ma-22_10    -56.8536829621 
2msa1am1ma-124_2    -56.83912029956
2msa1am1ma-25_4     -56.85535116715
2msa1am1ma-91_9     -56.84199944216
2msa1am1ma-82_2     -56.8390106487 
2msa1am1ma-46_4     -56.8527770995 
2msa1am1ma-147_2    -56.81530358298
2msa1am1ma-137_9    -56.83433011792
2msa1am1ma-128_10   -56.82387447553
2msa1am1ma-74_10    -56.84766306825
2msa1am1ma-74_6     -56.84730304211
2msa1am1ma-89_6     -56.83365141794
2msa1am1ma-123_6    -56.82679279947
2msa1am1ma-29_4     -56.85423519332
2msa1am1ma-51_11    -56.85869669741
2msa1am1ma-128_2    -56.82170543148
2msa1am1ma-1_5      -56.86850858578
2msa1am1ma-3_10     -56.87344195948
2msa1am1ma-60_9     -56.85575394537
2msa1am1ma-10_2     -56.86893342358
2msa1am1ma-111_4    -56.83348648092
2msa1am1ma-102_1    -56.85557703001
2msa1am1ma-140_8    -56.83222977743
2msa1am1ma-31_5     -56.8598035184 
2msa1am1ma-130_3    -56.82193019056
2msa1am1ma-85_8     -56.85072770558
2msa1am1ma-109_5    -56.82164575956
2msa1am1ma-11_11    -56.86019278247
2msa1am1ma-78_8     -56.8550878098 
2msa1am1ma-67_3     -56.83597450457
2msa1am1ma-17_8     -56.82883512103
2msa1am1ma-55_1     -56.86384614397
2msa1am1ma-91_7     -56.84155842725
2msa1am1ma-34_10    -56.8572353667 
2msa1am1ma-91_11    -56.83501624467
2msa1am1ma-102_6    -56.83731510751
2msa1am1ma-41_9     -56.84409575965
2msa1am1ma-130_4    -56.82147591206
2msa1am1ma-31_2     -56.85997629713
2msa1am1ma-109_2    -56.8358372736 
2msa1am1ma-67_4     -56.83439746789
2msa1am1ma-116_9    -56.82923445745
2msa1am1ma-6_8      -56.86234784939
2msa1am1ma-55_6     -56.85171244789
2msa1am1ma-82_5     -56.83635697873
2msa1am1ma-147_5    -56.82830743544
2msa1am1ma-46_3     -56.84764726967
2msa1am1ma-36_8     -56.84690772368
2msa1am1ma-116_11   -56.83335995981
2msa1am1ma-74_1     -56.86115589952
2msa1am1ma-89_1     -56.8559283634 
2msa1am1ma-22_7     -56.8443513408 
2msa1am1ma-123_1    -56.84790712261
2msa1am1ma-133_10   -56.83214890011
2msa1am1ma-128_5    -56.82795826155
2msa1am1ma-29_3     -56.85743820176
2msa1am1ma-59_8     -56.84604895235
2msa1am1ma-1_2      -56.87192924461
2msa1am1ma-111_3    -56.83012573007
2msa1am1ma-10_5     -56.87187660602
2msa1am1ma-12_3     -56.85195485014
2msa1am1ma-113_5    -56.83203626083
2msa1am1ma-62_8     -56.84602358182
2msa1am1ma-3_4      -56.87144930826
2msa1am1ma-121_11   -56.83743835645
2msa1am1ma-121_7    -56.83212729148
2msa1am1ma-20_1     -56.88558162936
2msa1am1ma-118_1    -56.852064312  
2msa1am1ma-19_7     -56.84143931036
2msa1am1ma-76_7     -56.84852422015
2msa1am1ma-104_10   -56.83902557158
2msa1am1ma-58_10    -56.84012974961
2msa1am1ma-135_8    -56.83159953286
2msa1am1ma-44_5     -56.84314937348
2msa1am1ma-145_3    -56.82394257012
2msa1am1ma-80_3     -56.82478636878
2msa1am1ma-144_10   -56.82062920468
2msa1am1ma-93_6     -56.84512308643
2msa1am1ma-15_9     -56.84961909524
2msa1am1ma-98_2     -56.83140731765
2msa1am1ma-18_10    -56.86116505279
2msa1am1ma-65_2     -56.8462629185 
2msa1am1ma-87_9     -56.82587379316
2msa1am1ma-33_4     -56.86205904828
2msa1am1ma-132_2    -56.83300107406
2msa1am1ma-142_9    -56.81420449521
2msa1am1ma-139_6    -56.81903662889
2msa1am1ma-83_10    -56.83527571154
2msa1am1ma-26_11    -56.85521218721
2msa1am1ma-98_10    -56.83108043256
2msa1am1ma-93_1     -56.85692183156
2msa1am1ma-57_7     -56.84173721455
2msa1am1ma-4_9      -56.88255822759
2msa1am1ma-98_5     -56.83727070255
2msa1am1ma-114_8    -56.83456222638
2msa1am1ma-65_5     -56.84775125838
2msa1am1ma-132_5    -56.83057517629
2msa1am1ma-33_3     -56.85948534182
2msa1am1ma-43_8     -56.85330610885
2msa1am1ma-38_7     -56.84799573228
2msa1am1ma-139_1    -56.84341208641
2msa1am1ma-100_7    -56.83212993475
2msa1am1ma-113_2    -56.83218862101
2msa1am1ma-12_4     -56.8373510147 
2msa1am1ma-3_3      -56.87647459504
2msa1am1ma-43_10    -56.85054250062
2msa1am1ma-20_6     -56.87066957954
2msa1am1ma-8_7      -56.87936426706
2msa1am1ma-118_6    -56.83425188192
2msa1am1ma-66_11    -56.8476474138 
2msa1am1ma-34_9     -56.85669685631
2msa1am1ma-145_4    -56.82183678174
2msa1am1ma-44_2     -56.83646935205
2msa1am1ma-80_4     -56.82781142757
2msa1am1ma-57_9     -56.84462143002
2msa1am1ma-27_2     -56.84520096883
2msa1am1ma-126_4    -56.83583349105
2msa1am1ma-30_11    -56.85619985624
2msa1am1ma-4_7      -56.87662287229
2msa1am1ma-114_6    -56.83614961398
2msa1am1ma-43_6     -56.84664280551
2msa1am1ma-149_10   -56.81320066863
2msa1am1ma-15_10    -56.8566818315 
2msa1am1ma-38_9     -56.8431399147 
2msa1am1ma-48_2     -56.84591324904
2msa1am1ma-149_4    -56.82237631242
2msa1am1ma-71_4     -56.84462514167
2msa1am1ma-100_9    -56.83544825641
2msa1am1ma-109_10   -56.82705365605
2msa1am1ma-62_1     -56.86271622807
2msa1am1ma-50_3     -56.83949297212
2msa1am1ma-8_9      -56.87441215367
2msa1am1ma-151_5    -56.81566359759
2msa1am1ma-20_8     -56.88082182511
2msa1am1ma-118_8    -56.83791069202
2msa1am1ma-94_5     -56.83463498012
2msa1am1ma-7_11     -56.86318352992
2msa1am1ma-69_5     -56.84966046376
2msa1am1ma-55_10    -56.8482565634 
2msa1am1ma-107_3    -56.84145081321
2msa1am1ma-135_1    -56.84699057594
2msa1am1ma-34_7     -56.85288507474
2msa1am1ma-70_11    -56.84469041373
2msa1am1ma-62_6     -56.84732408441
2msa1am1ma-151_2    -56.81709323025
2msa1am1ma-50_4     -56.83886433173
2msa1am1ma-121_9    -56.83299218053
2msa1am1ma-94_2     -56.83816494761
2msa1am1ma-19_9     -56.8485315826 
2msa1am1ma-137_11   -56.83827891028
2msa1am1ma-69_2     -56.84255221788
2msa1am1ma-76_9     -56.83763945383
2msa1am1ma-107_4    -56.83955777561
2msa1am1ma-135_6    -56.84433633876
2msa1am1ma-112_10   -56.8320941771 
2msa1am1ma-93_8     -56.82761564246
2msa1am1ma-126_3    -56.83300666267
2msa1am1ma-27_5     -56.8557405468 
2msa1am1ma-152_10   -56.818558378  
2msa1am1ma-15_7     -56.84078625377
2msa1am1ma-114_1    -56.85443686256
2msa1am1ma-87_7     -56.82491993914
2msa1am1ma-43_1     -56.87009408928
2msa1am1ma-95_10    -56.83377710109
2msa1am1ma-142_7    -56.81669226064
2msa1am1ma-139_8    -56.81570572146
2msa1am1ma-149_3    -56.81995897994
2msa1am1ma-48_5     -56.85164843899
2msa1am1ma-71_3     -56.82614974076
2msa1am1ma-104_2    -56.83376727302
2msa1am1ma-37_6     -56.85788063972
2msa1am1ma-20_10    -56.87977579907
2msa1am1ma-58_6     -56.83703245645
2msa1am1ma-152_4    -56.82582793042
2msa1am1ma-53_2     -56.84141843636
2msa1am1ma-23_9     -56.86099830307
2msa1am1ma-97_4     -56.84207820355
2msa1am1ma-84_1     -56.85578725321
2msa1am1ma-79_1     -56.86233448305
2msa1am1ma-119_11   -56.82972640547
2msa1am1ma-40_7     -56.83887074379
2msa1am1ma-141_1    -56.84458552905
2msa1am1ma-45_11    -56.85698132948
2msa1am1ma-72_5     -56.84635520892
2msa1am1ma-103_8    -56.83645916725
2msa1am1ma-54_8     -56.84047166285
2msa1am1ma-125_5    -56.82616307246
2msa1am1ma-24_3     -56.85643373785
2msa1am1ma-60_10    -56.85102279037
2msa1am1ma-7_6      -56.86187872928
2msa1am1ma-16_1     -56.87232931533
2msa1am1ma-117_7    -56.82962994657
2msa1am1ma-84_6     -56.8274169005 
2msa1am1ma-79_6     -56.85158285486
2msa1am1ma-141_6    -56.81819515788
2msa1am1ma-127_10   -56.8261168185 
2msa1am1ma-72_2     -56.84078175011
2msa1am1ma-90_9     -56.83231185765
2msa1am1ma-24_4     -56.84817182763
2msa1am1ma-125_2    -56.83795186032
2msa1am1ma-102_11   -56.83793706243
2msa1am1ma-7_1      -56.88849528283
2msa1am1ma-16_6     -56.86570631116
2msa1am1ma-75_8     -56.84132381009
2msa1am1ma-104_5    -56.82153917901
2msa1am1ma-88_8     -56.82980796223
2msa1am1ma-136_7    -56.83234334169
2msa1am1ma-37_1     -56.86980440981
2msa1am1ma-142_11   -56.81850465512
2msa1am1ma-85_11    -56.86103662143
2msa1am1ma-61_7     -56.84756741386
2msa1am1ma-58_1     -56.85567690351
2msa1am1ma-53_5     -56.84084394152
2msa1am1ma-152_3    -56.82164869613
2msa1am1ma-122_8    -56.83665413136
2msa1am1ma-97_3     -56.84070104563
2msa1am1ma-79_8     -56.84914793239
2msa1am1ma-131_10   -56.83549545758
2msa1am1ma-84_8     -56.83249635111
2msa1am1ma-108_5    -56.82576817813
2msa1am1ma-131_3    -56.83674521609
2msa1am1ma-30_5     -56.850616864  
2msa1am1ma-141_8    -56.82718423254
2msa1am1ma-103_1    -56.85481865261
2msa1am1ma-114_11   -56.83198584187
2msa1am1ma-90_7     -56.83600011924
2msa1am1ma-54_1     -56.86294109762
2msa1am1ma-48_11    -56.8616038876 
2msa1am1ma-16_8     -56.86483623319
2msa1am1ma-66_3     -56.83853618808
2msa1am1ma-88_6     -56.83716947145
2msa1am1ma-75_6     -56.84711959466
2msa1am1ma-136_9    -56.8344873803 
2msa1am1ma-146_2    -56.82658470453
2msa1am1ma-47_4     -56.85106729811
2msa1am1ma-83_2     -56.83316459629
2msa1am1ma-110_4    -56.83504634808
2msa1am1ma-11_2     -56.86440921016
2msa1am1ma-61_9     -56.83776038996
2msa1am1ma-129_2    -56.81616419947
2msa1am1ma-28_4     -56.85625243693
2msa1am1ma-93_11    -56.84387188388
2msa1am1ma-122_6    -56.83739313394
2msa1am1ma-88_1     -56.85691570153
2msa1am1ma-75_1     -56.86031156185
2msa1am1ma-36_10    -56.84983318186
2msa1am1ma-88_11    -56.83561135118
2msa1am1ma-37_8     -56.85962263439
2msa1am1ma-47_3     -56.84641144032
2msa1am1ma-146_5    -56.82746496778
2msa1am1ma-83_5     -56.8417409239 
2msa1am1ma-11_5     -56.85950324665
2msa1am1ma-110_3    -56.83374089896
2msa1am1ma-13_11    -56.84015664724
2msa1am1ma-58_8     -56.83457123747
2msa1am1ma-28_3     -56.85308387594
2msa1am1ma-129_5    -56.83532854973
2msa1am1ma-122_1    -56.85283064358
2msa1am1ma-23_7     -56.85801921797
2msa1am1ma-1_10     -56.87685896647
2msa1am1ma-108_2    -56.83400793532
2msa1am1ma-53_11    -56.84837725435
2msa1am1ma-30_2     -56.84519726448
2msa1am1ma-131_4    -56.82151697921
2msa1am1ma-40_9     -56.84597099037
2msa1am1ma-103_6    -56.83637509191
2msa1am1ma-76_10    -56.84803450888
2msa1am1ma-54_6     -56.85679990931
2msa1am1ma-7_8      -56.86273210474
2msa1am1ma-117_9    -56.83201767233
2msa1am1ma-66_4     -56.8385162788 
2msa1am1ma-64_2     -56.84077534005
2msa1am1ma-14_9     -56.82460482929
2msa1am1ma-138_11   -56.84287999312
2msa1am1ma-99_2     -56.83100898778
2msa1am1ma-92_6     -56.83723357572
2msa1am1ma-64_11    -56.83066323289
2msa1am1ma-138_6    -56.84386102084
2msa1am1ma-143_9    -56.82054570304
2msa1am1ma-133_2    -56.82751982958
2msa1am1ma-32_4     -56.84031481339
2msa1am1ma-41_10    -56.84604441682
2msa1am1ma-86_9     -56.84232477457
2msa1am1ma-18_7     -56.87121118241
2msa1am1ma-119_1    -56.85039927522
2msa1am1ma-21_1     -56.87213104153
2msa1am1ma-120_7    -56.83084713233
2msa1am1ma-2_4      -56.8726248096 
2msa1am1ma-63_8     -56.84769212666
2msa1am1ma-112_5    -56.830807523  
2msa1am1ma-13_3     -56.85120827061
2msa1am1ma-81_3     -56.83536097065
2msa1am1ma-144_3    -56.82583102649
2msa1am1ma-45_5     -56.85330796631
2msa1am1ma-134_8    -56.83331376851
2msa1am1ma-24_11    -56.85493349607
2msa1am1ma-77_7     -56.84014407406
2msa1am1ma-119_6    -56.84159779184
2msa1am1ma-9_7      -56.84753278076
2msa1am1ma-81_10    -56.84550367301
2msa1am1ma-21_6     -56.85514727934
2msa1am1ma-2_3      -56.8732109786 
2msa1am1ma-13_4     -56.84885802941
2msa1am1ma-112_2    -56.83190812729
2msa1am1ma-81_4     -56.83821611235
2msa1am1ma-45_2     -56.85469397207
2msa1am1ma-144_4    -56.82257850751
2msa1am1ma-35_9     -56.8618057909 
2msa1am1ma-146_10   -56.81895550906
2msa1am1ma-64_5     -56.84500436493
2msa1am1ma-8_11     -56.88488570946
2msa1am1ma-99_5     -56.83750767439
2msa1am1ma-115_8    -56.83951369858
2msa1am1ma-5_9      -56.88128750721
2msa1am1ma-56_7     -56.83353955171
2msa1am1ma-106_10   -56.83136018504
2msa1am1ma-92_1     -56.85715791203
2msa1am1ma-101_7    -56.83792391344
2msa1am1ma-138_1    -56.85089059066
2msa1am1ma-39_7     -56.85766803487
2msa1am1ma-42_8     -56.84149450907
2msa1am1ma-32_3     -56.85087477007
2msa1am1ma-133_5    -56.84275176415
2msa1am1ma-123_11   -56.82371254858
2msa1am1ma-68_5     -56.84065713482
2msa1am1ma-119_8    -56.83384441968
2msa1am1ma-95_5     -56.83472336099
2msa1am1ma-21_8     -56.83483436457
2msa1am1ma-150_5    -56.80932060075
2msa1am1ma-9_9      -56.84376202142
2msa1am1ma-51_3     -56.83796738868
2msa1am1ma-29_11    -56.85930283354
2msa1am1ma-97_10    -56.83590354378
2msa1am1ma-63_1     -56.86168824219
2msa1am1ma-150_10   -56.81574422744
2msa1am1ma-35_7     -56.86718960875
2msa1am1ma-134_1    -56.85270039796
2msa1am1ma-106_3    -56.84041479964
2msa1am1ma-115_6    -56.83535768374
2msa1am1ma-5_7      -56.87679245236
2msa1am1ma-110_10   -56.83552528575
2msa1am1ma-127_4    -56.83298531211
2msa1am1ma-26_2     -56.8456248765 
2msa1am1ma-56_9     -56.827305075  
2msa1am1ma-101_9    -56.83397931432
2msa1am1ma-70_4     -56.84342199786
2msa1am1ma-135_11   -56.84586853121
2msa1am1ma-148_4    -56.82445494007
2msa1am1ma-49_2     -56.86103385086
2msa1am1ma-39_9     -56.86170459685
2msa1am1ma-42_6     -56.85780014123
2msa1am1ma-69_11    -56.85072435404
2msa1am1ma-115_1    -56.85220429269
2msa1am1ma-14_7     -56.85499296051
2msa1am1ma-72_11    -56.85578896286
2msa1am1ma-26_5     -56.85397611614
2msa1am1ma-127_3    -56.82916544764
2msa1am1ma-92_8     -56.83496461443
2msa1am1ma-70_3     -56.83791176387
2msa1am1ma-49_5     -56.86500285195
2msa1am1ma-148_3    -56.81931399484
2msa1am1ma-57_10    -56.84841469326
2msa1am1ma-138_8    -56.83642232288
2msa1am1ma-5_11     -56.8690766402 
2msa1am1ma-143_7    -56.81944795732
2msa1am1ma-42_1     -56.86716794849
2msa1am1ma-86_7     -56.83861616401
2msa1am1ma-68_2     -56.8478136133 
2msa1am1ma-95_2     -56.83729287188
2msa1am1ma-17_10    -56.85983366406
2msa1am1ma-18_9     -56.86497336264
2msa1am1ma-120_9    -56.82867130866
2msa1am1ma-51_4     -56.84281531908
2msa1am1ma-150_2    -56.81834610274
2msa1am1ma-63_6     -56.82827955664
2msa1am1ma-32_11    -56.85751833551
2msa1am1ma-134_6    -56.83575352893
2msa1am1ma-106_4    -56.83497353461
2msa1am1ma-77_9     -56.84430536539
2msa1am1ma-30_8     -56.85577519646
2msa1am1ma-141_5    -56.82486036694
2msa1am1ma-40_3     -56.84408240175
2msa1am1ma-54_10    -56.84710255075
2msa1am1ma-79_5     -56.84479558897
2msa1am1ma-6_11     -56.8671158628 
2msa1am1ma-84_5     -56.8292580924 
2msa1am1ma-108_8    -56.83304252823
2msa1am1ma-72_1     -56.86062978669
2msa1am1ma-108_10   -56.83880281166
2msa1am1ma-24_7     -56.84791152555
2msa1am1ma-125_1    -56.85334023496
2msa1am1ma-71_11    -56.83568705053
2msa1am1ma-117_3    -56.83516513349
2msa1am1ma-16_5     -56.85956293523
2msa1am1ma-7_2      -56.87107597195
2msa1am1ma-31_11    -56.86168898747
2msa1am1ma-104_6    -56.83098060285
2msa1am1ma-136_4    -56.83240831992
2msa1am1ma-37_2     -56.84600785253
2msa1am1ma-47_9     -56.84768030872
2msa1am1ma-58_2     -56.82912581898
2msa1am1ma-28_9     -56.86162110478
2msa1am1ma-14_10    -56.85753260464
2msa1am1ma-110_9    -56.83538798134
2msa1am1ma-61_4     -56.84992397394
2msa1am1ma-148_10   -56.83857649077
2msa1am1ma-53_6     -56.84208714073
2msa1am1ma-104_1    -56.85649137128
2msa1am1ma-83_8     -56.83703640554
2msa1am1ma-37_5     -56.85577443056
2msa1am1ma-136_3    -56.82550340508
2msa1am1ma-146_8    -56.81791360276
2msa1am1ma-58_5     -56.83360903581
2msa1am1ma-129_8    -56.82629276912
2msa1am1ma-11_8     -56.85685970842
2msa1am1ma-61_3     -56.85275236001
2msa1am1ma-97_7     -56.84046631182
2msa1am1ma-152_7    -56.82407177044
2msa1am1ma-53_1     -56.86039614343
2msa1am1ma-94_10    -56.83083886097
2msa1am1ma-131_9    -56.83602558326
2msa1am1ma-40_4     -56.85159195646
2msa1am1ma-141_2    -56.82454426069
2msa1am1ma-79_2     -56.83968075778
2msa1am1ma-136_11   -56.83850895755
2msa1am1ma-84_2     -56.83759214961
2msa1am1ma-72_6     -56.85160088543
2msa1am1ma-125_6    -56.83038915846
2msa1am1ma-113_10   -56.82688407856
2msa1am1ma-16_2     -56.85867803456
2msa1am1ma-117_4    -56.83763119928
2msa1am1ma-66_9     -56.84745294426
2msa1am1ma-7_5      -56.86197835129
2msa1am1ma-75_2     -56.84500949973
2msa1am1ma-19_10    -56.85051885194
2msa1am1ma-88_2     -56.82568072347
2msa1am1ma-83_6     -56.84944249097
2msa1am1ma-145_10   -56.81595903829
2msa1am1ma-146_6    -56.82555108514
2msa1am1ma-129_6    -56.82416492711
2msa1am1ma-11_6     -56.86642862322
2msa1am1ma-82_10    -56.85989567474
2msa1am1ma-97_9     -56.84030108549
2msa1am1ma-152_9    -56.81392638755
2msa1am1ma-122_2    -56.82150309695
2msa1am1ma-23_4     -56.85036761852
2msa1am1ma-30_1     -56.8688179717 
2msa1am1ma-131_7    -56.82814155611
2msa1am1ma-108_1    -56.85375697743
2msa1am1ma-72_8     -56.84196298592
2msa1am1ma-103_5    -56.8393404963 
2msa1am1ma-120_11   -56.82758403451
2msa1am1ma-54_5     -56.84910726884
2msa1am1ma-125_8    -56.83370694085
2msa1am1ma-59_10    -56.84330416405
2msa1am1ma-90_3     -56.82783129904
2msa1am1ma-66_7     -56.84346038967
2msa1am1ma-105_10   -56.84370911156
2msa1am1ma-30_6     -56.84299096875
2msa1am1ma-108_6    -56.8396484411 
2msa1am1ma-103_2    -56.82097332657
2msa1am1ma-42_10    -56.85137197788
2msa1am1ma-54_2     -56.84575725555
2msa1am1ma-24_9     -56.84973667228
2msa1am1ma-90_4     -56.8419091597 
2msa1am1ma-67_11    -56.83674641464
2msa1am1ma-75_5     -56.84153997757
2msa1am1ma-104_8    -56.83401840604
2msa1am1ma-88_5     -56.83844522531
2msa1am1ma-99_10    -56.8399227827 
2msa1am1ma-83_1     -56.860470544  
2msa1am1ma-27_11    -56.86087539809
2msa1am1ma-146_1    -56.84091968949
2msa1am1ma-47_7     -56.85567645289
2msa1am1ma-129_1    -56.84763991579
2msa1am1ma-28_7     -56.85850142696
2msa1am1ma-110_7    -56.84399475283
2msa1am1ma-11_1     -56.88545301501
2msa1am1ma-53_8     -56.85254163508
2msa1am1ma-23_3     -56.85492121196
2msa1am1ma-122_5    -56.83823391275
2msa1am1ma-120_3    -56.83994461922
2msa1am1ma-21_5     -56.85262074678
2msa1am1ma-150_8    -56.81124417486
2msa1am1ma-9_4      -56.84344532381
2msa1am1ma-68_8     -56.85832075679
2msa1am1ma-10_11    -56.87816784968
2msa1am1ma-119_5    -56.83395025543
2msa1am1ma-18_3     -56.87059038032
2msa1am1ma-95_8     -56.83520397474
2msa1am1ma-13_7     -56.85128948923
2msa1am1ma-112_1    -56.85362495659
2msa1am1ma-45_1     -56.86679873979
2msa1am1ma-144_7    -56.81633879651
2msa1am1ma-35_10    -56.85340177506
2msa1am1ma-81_7     -56.83464019624
2msa1am1ma-77_3     -56.83294201723
2msa1am1ma-75_10    -56.84106614973
2msa1am1ma-99_6     -56.84024514925
2msa1am1ma-64_6     -56.84140409816
2msa1am1ma-92_2     -56.83302167316
2msa1am1ma-129_10   -56.83038152296
2msa1am1ma-127_9    -56.82362717145
2msa1am1ma-56_4     -56.83752180805
2msa1am1ma-2_10     -56.8699451909 
2msa1am1ma-148_9    -56.83547371479
2msa1am1ma-50_11    -56.84349450252
2msa1am1ma-138_2    -56.8295902989 
2msa1am1ma-39_4     -56.84964674943
2msa1am1ma-101_4    -56.8310596494 
2msa1am1ma-70_9     -56.84260691177
2msa1am1ma-133_6    -56.83209520627
2msa1am1ma-117_11   -56.84089255274
2msa1am1ma-99_1     -56.85839346574
2msa1am1ma-64_1     -56.86070170957
2msa1am1ma-92_5     -56.8346198804 
2msa1am1ma-26_8     -56.85137745481
2msa1am1ma-56_3     -56.83784012906
2msa1am1ma-49_8     -56.86922011619
2msa1am1ma-39_3     -56.84053473857
2msa1am1ma-138_5    -56.83756566551
2msa1am1ma-132_10   -56.81787899634
2msa1am1ma-101_3    -56.83585916114
2msa1am1ma-133_1    -56.84907519095
2msa1am1ma-32_7     -56.85426338817
2msa1am1ma-21_2     -56.84045676845
2msa1am1ma-120_4    -56.83347234572
2msa1am1ma-9_3      -56.83439781698
2msa1am1ma-51_9     -56.85427983681
2msa1am1ma-18_4     -56.869362536  
2msa1am1ma-119_2    -56.83945723584
2msa1am1ma-112_6    -56.82841375509
2msa1am1ma-90_11    -56.84187137415
2msa1am1ma-2_7      -56.87883426694
2msa1am1ma-45_6     -56.85688490057
2msa1am1ma-106_9    -56.82717347008
2msa1am1ma-77_4     -56.84256621598
2msa1am1ma-5_3      -56.87196800986
2msa1am1ma-115_2    -56.83221095841
2msa1am1ma-14_4     -56.84225683707
2msa1am1ma-101_11   -56.83246487306
2msa1am1ma-26_6     -56.85433842589
2msa1am1ma-49_6     -56.86501960276
2msa1am1ma-78_10    -56.85732623681
2msa1am1ma-86_4     -56.83797009208
2msa1am1ma-124_10   -56.83755644538
2msa1am1ma-143_4    -56.81681742363
2msa1am1ma-42_2     -56.84455883847
2msa1am1ma-32_9     -56.86102188644
2msa1am1ma-51_7     -56.84787951192
