# CLUSTER  dG
1am1sa  -755.921769941037
1am2sa  -1455.3927412604378
1am3sa  -2154.854800939233
1am4sa  -2854.312484821686
1am5sa  -3553.769854851145
2am     -112.92085853245801
2am1sa  -812.393258775822
2am2sa  -1511.866421352729
2am3sa  -2211.3389323183596
2am4sa  -2910.8014489111915
2am5sa  -3610.2578898705656
3am     -169.37662299159402
3am1sa  -868.8532163210532
3am2sa  -1568.3361565341938
3am3sa  -2267.820166674415
3am4sa  -2967.2858427933093
3am5sa  -3666.758373567873
4am     -225.832317113203
4am1sa  -925.3173032274971
4am2sa  -1624.80272328168
4am3sa  -2324.289598354439
4am4sa  -3023.7713260475243
4am5sa  -3723.2355036060044
5am4sa  -3080.235769165944
5am5sa  -3779.726208978373
