#CLUSTER             ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]   ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
4ma                  11.208033179078484      -19.796004968928173      -103.9880534899082       -24.51340456950129
4dma                 9.695588309317827       -22.18834748666268       -106.93924466235242      -26.54184014518978
3ma                  7.932235756859882       -11.906439616635907      -66.53924324496155       -15.102781485678861
3dma                 7.699570353463059       -13.052082560490817      -69.60138492023496       -16.044806182850152
2tma                 5.873886843532091       -3.60702696593944        -31.79914073283362       -4.995159193640575
1dma1ma              5.178347984168795       -4.039719137639622       -30.9175486225057        -5.446452574185969
2ma                  5.032081625337014       -3.38563273177715        -28.23315229620475       -4.847589564102236
2dma                 4.9814373025728855      -4.680554427759489       -32.40647905540074       -6.144151071785018
1ma1tma              4.715029867191333       -4.2709937656036345      -30.13927094685912       -5.750719366333215
1dma1tma             4.074454723522649       -4.744162975985091       -29.577788695402347      -6.156460170619539
1ma                  1.2740201782435179e-08  -3.7513382267206907e-07  -1.3009334765001768e-06  -1.3805038179270923e-06
2nta                 1.0257351290201768      -9.935042448167223       -36.76262813100402       -11.299768430064432
1fa2tma              0.6186796117399354      -20.38946197804762       -70.46165215430524       -22.78160873800516
1dma                 0.0018202948558609933   0.0006207667320268229    -0.0040232371274981915   -0.00017821085930336267
1tma                 0.0005468242743518203   -0.0012517173745436594   -0.006032338231861445    -4.9572743591852486e-05
1sa                  -0.0008962131687439978  6.608315743505955e-07    0.003008130001589393     -0.00018448586342856288
1msa                 -0.0019545102841220796  -0.0012479479191824794   0.002369821598136923     5.647423677146435e-06
1nta                 -0.003391343663679436   -0.0024918211565818638   0.003017013222418541     0.0009544320637360215
1fa                  -0.006517630361486226   -0.005617723480099812    0.003018302509836701     0.00032881156948860735
1fa1ma1tma           -1.6209040827234276     -22.806252208261867      -71.05600578769764       -25.39570729614934
1nta1sa              -2.107222039834596      -13.186800890543964      -37.1610895549424        -14.479366291314363
1msa1nta             -2.349975388671737      -14.103165141306818      -39.42039159037781       -15.393921793642221
1fa2ma               -2.4620571566629224     -22.93963898108632       -68.68214598162221       -25.618558209578623
2dma1fa              -2.5244074164656922     -24.689947362305247      -74.3435852619939        -27.23212042779778
2fa2tma              -2.5790717908821534     -35.61543225447531       -110.8044959369503       -40.48039172089193
1dma1fa1tma          -2.6165751586231636     -23.985366303488263      -71.67127668913366       -26.29464663338149
1fa1nta              -2.7854318107129075     -13.92901800951222       -37.375771252209226      -15.312299968354637
1dma1fa1ma           -3.1101482157682767     -24.28546996685327       -71.02237716301488       -26.60750908713817
1fa1ma               -3.5065071827702923     -13.660319743590662      -34.056054203623695      -15.185582765559957
1dma1fa              -3.7387028245429974     -14.161524645562167      -34.958315683407804      -15.585775188330445
1fa1tma              -4.838096921055694      -15.052902336188708      -34.26062523936007       -16.329014214134077
2fa                  -4.948036879271967      -16.171496647264576      -37.643668515809196      -17.59669389220653
1fa1msa              -5.277652303921059      -17.297962653334253      -40.31631846197935       -18.608284576097503
1nta2tma             -5.52719037499628       -27.147220076818485      -72.51393493824807       -30.8266753552889
1ma1msa              -5.590151284006424      -17.27877684502164       -39.20384223054368       -19.627224700408988
2fa1tma              -5.84615608160675       -27.929648582998198      -74.06839678463007       -31.054068009951152
2sa                  -6.11776973225642       -17.600494269514456      -38.51324681346581       -18.828076914185658
1fa1sa               -6.15380259003723       -17.501533513015602      -38.06047601207071       -18.778489117277786
2msa                 -6.1579475302714854     -19.67600614146795       -45.339790747314         -21.12700820027385
1dma2fa1tma          -6.231609915805166      -39.519507504825015      -111.64815558960659      -43.85722067748429
2fa1ma               -6.305518021035823      -27.93323129073542       -72.53970575118683       -30.04291607632331
1ma1nta              -6.686677169578616      -17.32634798734216       -35.68563078232836       -18.593195136840222
2fa1ma1tma           -7.196558248251677      -40.60242475742416       -112.04382528645141      -45.01060520217288
2fa2ma               -7.2519192752370145     -39.90073013008805       -109.5046481801343       -44.27742266487621
2ma1nta              -7.54262673316407       -29.620588036283152      -74.04984505489827       -33.024001606419915
1dma1msa             -7.588383195165079      -19.83790623972891       -41.0851016085732        -21.890723276417702
1dma1nta             -7.613159575208556      -18.517263452522457      -36.572543609993765      -19.411982888326747
1ma1nta1tma          -7.630816535340273      -28.88420265514287       -71.28420633849261       -31.88920874064206
1msa2tma             -7.891606148303254      -30.78137633553706       -76.77266539412194       -35.213781632017344
1dma2fa              -8.29325986240292       -30.704840291582514      -75.16880908669427       -33.61252637911821
1dma2fa1ma           -8.447937567761983      -41.25487105625507       -110.03499409203835      -43.974348002935585
1nta1tma             -8.510986577675794      -19.2732833068294        -36.09692010456698       -20.815397112892242
1msa1sa              -8.567959892970975      -21.80886545398971       -44.41021486166463       -23.320376538904384
3msa                 -8.703767798608169      -35.33355355146341       -89.31673906705831       -37.85007861093618
4msa                 -9.397306153085083      -49.9338128559757        -135.96010968642807      -53.765734636224806
1ma2nta              -9.82824482023716       -32.734739612205885      -76.82875999336804       -36.03527166234562
1ma1sa               -9.992190632037818      -20.45421360625187       -35.089796995459345      -22.76552094158251
1dma1ma1nta          -10.079678663110826     -32.34512425569119       -74.67867044327191       -36.14626690300065
2dma1nta             -10.239810005645268     -32.772853548580315      -75.5761983664824        -36.486950706283096
1dma1nta1tma         -10.273465478167054     -32.29661373826093       -73.86600120797735       -35.832972727221204
3sa                  -10.99986127531156      -35.77785833226517       -83.1058093479813        -38.3355544640217
1ma1msa1tma          -11.049911659400095     -33.82490037192474       -76.38768644154939       -37.782672364031896
2ma1msa              -11.628432246565353     -35.447335051430855      -79.88899146330643       -39.52944945299532
2msa1sa              -12.80288303992711      -39.03357374435291       -87.97816771538875       -41.447227635770105
1fa1msa2tma          -13.098475705337478     -47.40949025284499       -115.07970668245915      -53.57721265486907
1dma1msa1tma         -13.218867812611279     -36.58865116778179       -78.3826374484041        -40.6321796765551
2dma2fa              -13.243827447236981     -47.00501873969915       -113.2355904492783       -52.0120394519472
1dma2nta             -13.413394762552343     -36.4275520646479        -77.1898618219572        -39.938575510459486
1dma1sa              -13.58858849160606      -23.99963489070069       -34.918820725015266      -26.652962141437456
2nta1tma             -13.665753222026979     -36.14444285808713       -75.39389446945161       -39.97534655878553
1msa2sa              -14.33974819467403      -40.33265997096896       -87.18065328418841       -42.72762303450145
1dma1ma1msa          -14.452245584398042     -38.23845623061061       -79.77934142571038       -42.59951967763482
1sa1tma              -14.514235601774999     -24.979506752133602      -35.10069143186939       -27.638532785815187
2dma1msa             -14.887209076492582     -39.01339844276663       -80.91963564115224       -43.214041397557594
1ma1msa1nta          -15.013204252638388     -38.63594822434243       -79.23107151336049       -42.46446848192136
2ma1sa               -15.624139798455872     -37.63503241282888       -73.82489557029123       -41.60440546553582
1fa1ma1msa           -15.765435202920344     -39.24626614613226       -78.75509288345845       -43.218314818514045
1msa3sa              -15.782034380827099     -52.94844820955768       -124.65676279981595      -56.658531623659655
1fa1msa1tma          -15.793766914473963     -39.34822553102276       -79.00204130964934       -43.873817504383624
3msa1sa              -16.034278121660464     -56.56906601891387       -135.95434478264872      -60.34079954831395
1ma1sa1tma           -17.027326716241078     -39.22865954253939       -74.46363517120486       -43.23773666389752
1ma1nta1sa           -17.947230704361573     -40.344112896185834      -75.11951095714825       -44.05274195270613
4sa                  -17.995797289302573     -56.82484089047648       -130.23325038163384      -60.18982420885004
1dma1sa1tma          -18.03080897803011      -40.1256179549091        -74.10635242924621       -44.168546878383495
1dma1msa1nta         -18.169683822256047     -42.06212817050982       -80.13565100861595       -46.038317567523336
2msa2sa              -18.187914779759012     -57.85585647134576       -133.04692836388483      -61.32399697625078
1dma1ma1sa           -18.341098827426322     -40.811567840806674      -75.36632236626141       -45.15233491215622
1msa1nta1tma         -18.47375848791853      -42.01831073421636       -78.96881518181684       -46.16760012807208
1dma1fa1msa          -18.77765257260762      -42.58389295719098       -79.84652149753786       -46.677037183661014
2dma1sa              -18.849703929037787     -41.11747725337045       -74.68647769374877       -45.27272186486516
1sa2tma              -19.163336586469086     -41.216308264120016      -73.96602944049634       -42.77080716355704
1dma1fa1msa1tma      -19.257560898622614     -54.64462332215044       -118.6887889431395       -61.458564367028885
1fa1ma1sa            -19.371928674867377     -41.74344732868485       -75.03444123373461       -45.63322873885045
3ma1sa               -19.55532435583882      -52.83063808456063       -111.605949115613        -58.741766032297164
3msa2sa              -19.571782061597332     -73.08426179597154       -179.48173648880612      -77.8371111578308
1fa1ma1msa1tma       -19.822780511996825     -54.48989551313571       -116.27407345631875      -59.80409008276183
1fa1sa1tma           -20.480319529553526     -43.341177939466434      -76.67569481752976       -47.48706825624686
2msa3sa              -20.68211895087734      -73.14730999711901       -175.96911301875113      -77.6652324385941
1nta1sa1tma          -20.78852968920546      -43.554843240446644      -76.35858980844034       -47.98359443747904
1ma2msa              -20.798283432261087     -46.22662960679736       -85.28709097658549       -50.18507024063729
4ma1sa               -20.885691224888433     -65.59206627466483       -149.94591665176142      -73.13836354820523
2msa1tma             -21.182983327438706     -46.322714360576356      -84.31907104885671       -51.1653157689143
3dma1sa              -21.494594929681625     -55.918797996710055      -115.45934283806129      -61.37585884408327
1dma1nta1sa          -21.598272927571088     -44.048601871647406      -75.29877224237404       -48.05964968376793
1fa2ma1msa           -21.92179063038202      -56.493802454380784      -115.95509583746251      -62.31274868408218
4dma1sa              -22.847139037796296     -70.77278598945122       -160.74340751902895      -77.97988754295511
1dma1fa1sa           -22.875732566404622     -45.185187682451215      -74.8262791075879        -49.29924860247411
2nta2tma             -23.236557563912356     -57.29456652404042       -114.23112178489386      -64.54455823317403
1fa2ma1sa            -23.872409627074376     -56.81489725981373       -110.48964491978977      -62.472568050725386
1dma1fa1ma1msa       -24.21075466804905      -59.000761965929996      -116.68625624003337      -65.17633967410075
1dma2msa             -24.250308994785883     -49.69561575469561       -85.34397705810684       -53.919861295609735
1fa1sa2tma           -24.511779722670326     -59.13867948955158       -116.13919089980902      -64.49634278507438
1ma2nta1tma          -24.54671353493177      -59.06785017027869       -115.78445961874908      -65.79989442520309
1msa1nta2tma         -24.820351028785808     -59.84997096779989       -117.4899209761735       -67.39098400398507
2ma2nta              -24.983060696860775     -60.01003190490883       -117.4810370888706       -66.13822283316404
1fa1ma1sa1tma        -25.242438473869697     -60.543905531201744      -118.40170067827225      -64.91643922659568
2dma1fa1msa          -25.878566329949535     -61.376413532183506      -119.0603629125437       -67.8793463712791
3msa3sa              -26.26997113553807      -93.2389150399249        -224.61493846858338      -99.03697684896179
1dma1fa1ma1sa        -26.300369080505334     -60.483545556198806      -114.65093568925434      -66.0145525339176
1msa1sa1tma          -26.837491909755045     -51.631801565672504      -83.16052207243926       -56.49890364555176
1dma2nta1tma         -27.48804301007476      -62.22435100705479       -116.50614790210511      -69.21897868084488
1ma1msa1sa           -27.52826383843785      -52.513429086247925      -83.800654864672         -56.54342071642168
2msa2tma             -27.62554286691011      -65.22511370381108       -126.10957852423829      -73.72842482477427
1dma1fa1sa1tma       -27.970478688381263     -63.486503106338205      -119.12132959245271      -68.14489811088424
1ma2sa               -28.19758408947382      -52.14293175295461       -80.31308959768398       -56.31218021339737
1ma1msa1nta1tma      -28.210325308216852     -63.471813287149416      -118.26761019274474      -70.66930013519595
1dma1ma2nta          -28.28007827937836      -63.34002198226517       -117.59162737827882      -69.79441599990241
2dma1fa1sa           -29.63872648362303      -64.93549261189764       -118.38593368606436      -71.37316447717603
2sa1tma              -30.207072643344873     -53.89432143434533       -79.44742173778381       -58.927861710544676
2ma1msa1nta          -30.755588468105998     -66.04704369651154       -118.36812083990154      -72.44492228209856
1fa2msa2tma          -30.76671393183642      -79.10838761011837       -162.1387679968115       -88.71829304425046
1dma3msa             -30.804953169543296     -70.18971655122004       -132.0971436579537       -76.39861512323841
1dma1msa1sa          -31.01421651180135      -56.1334506366984        -84.25032408113002       -60.50101298664231
1ma2msa1tma          -31.076822980554425     -67.39286008410272       -121.80458528778435      -75.12586346385069
2dma2nta             -31.817687202768866     -66.89565842651064       -117.65209197966861      -73.65234824357321
1dma1msa1nta1tma     -31.952036102025886     -67.70146734887385       -119.90417993283361      -75.16104178407113
1dma2sa              -32.025604707887396     -56.05695730727166       -80.60155156612453       -60.49854125222191
1nta1sa2tma          -32.245750544039765     -68.01020576286828       -119.95457058148894      -75.6817550684791
2ma1nta1sa           -32.389333290513605     -66.83409936208045       -115.52831149278543      -73.27140083583072
1dma1ma1msa1nta      -33.75600732298335      -69.61863162997179       -120.28383131657408      -76.63696849820553
2ma2msa              -33.9198182921391       -70.82582883501891       -123.78336589957301      -78.04019020474516
1ma1nta1sa1tma       -34.65824412206712      -70.33152793141198       -119.64878017624176      -77.56943670113105
1dma1ma1nta1sa       -35.78773656056728      -71.94254845223622       -121.26383327779125      -78.78647437714972
2msa1nta2tma         -35.87707926964504      -85.43615378229879       -166.2219504035262       -93.83757107632118
2dma1msa1nta         -36.80628609232372      -73.0765375274932        -121.65101940384179      -80.33129188473686
1dma1ma2msa          -37.31007312890142      -74.30201941705309       -124.07159580125398      -81.95301013602875
1dma2msa1sa          -37.45884237810969      -76.37973531824537       -130.54131457329004      -82.81135755882133
3sa1tma              -37.55735789042956      -74.82526449245051       -124.99717122951479      -81.4189089492429
1ma3sa               -38.20058896765113      -75.40088654728606       -124.77040945802204      -81.17729720217176
1dma1fa2msa1tma      -38.58769869526441      -88.19981085733161       -166.39983955024294      -97.82028241688386
1dma1nta1sa1tma      -38.591828106335015     -74.50480665199575       -120.452720260159        -81.844024661812
1fa1ma2msa1tma       -38.656908827033476     -87.0439214342332        -162.29083550974082      -96.0134127541678
2dma1nta1sa          -39.27871461387258      -75.38165898359148       -121.08986875657683      -82.5610867725918
2dma2msa             -39.317400126950815     -76.8018355401           -125.72341242025772      -84.72258235141635
1ma1msa1sa1tma       -39.60786543345603      -76.6001077706751        -124.07258875502536      -84.08142375655007
2ma1msa1sa           -39.67574079806218      -76.4553312867065        -123.35935096032797      -83.23843823431525
1dma3msa1sa          -39.90539646719117      -92.1985627260292        -175.39213905376977      -99.40142870892305
1fa1msa1sa2tma       -40.365009850269416     -89.06459382403409       -163.3392050106837       -98.50028106302489
1fa2ma2msa           -40.496100498130545     -88.62289329280611       -161.41805398149145      -97.35330936789978
1ma2msa1nta1tma      -40.65901711875631      -90.29679108419805       -166.48590966221605      -98.0244927261665
1dma2msa1nta1tma     -41.8194703724148       -92.54463587034843       -170.133038732174        -101.83236905556987
1dma1msa2sa          -42.24132733629085      -81.0476123879198        -130.15691783229965      -87.15691686188802
2ma2msa1nta          -42.367253465228714     -91.36911347211571       -164.35304379347548      -99.65695006385795
2dma1fa2msa          -42.41138181730639      -91.73404701659456       -165.42902968013948      -101.17022789013572
2ma2sa               -42.53557873039972      -78.21052826114465       -119.65436703254984      -85.04871599143371
1dma1msa1sa1tma      -42.85798895150947      -80.23329588634078       -125.35739371173925      -88.20955879194662
1dma3sa              -43.04306278494187      -80.4346492132172        -125.41199539942312      -86.38852751557715
