#CLUSTER    ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1am1p       17.838936548883794      17.57776027743239       -0.875989506849038       17.92262767268403
1am1sa      -8.583514925208874      -17.535362488182727     -30.024643846834607      -18.910491150221787
1ma1sa      -10.016550731204916     -20.502570282202214     -35.17028190826445       -22.823210429924075
1dma1sa     -13.607108649041038     -24.000253031554166     -34.85877706683709       -26.65304120676592
2am1sa      -14.196058880363125     -32.59188757481752      -61.69991177078924       -35.68299047416076
1sa1tma     -14.491407070003334     -24.9720162202575       -35.1521353353897        -27.638471290454618
1am1ma1sa   -15.624854814435821     -36.2188715483062       -69.07267058124665       -40.353373818448745
2ma1sa      -15.639735895616468     -37.6394039959996       -73.78724836610603       -41.604431820625905
1am1sa1tma  -17.179778515870566     -37.530690825820784     -68.25729434862433       -41.63023687757959
1sa2tma     -18.268398388900096     -40.461604104872094     -74.43637670968063       -44.152161520003574
1am1dma1sa  -18.319847994309384     -38.64168905635597      -68.15978890490217       -43.045524713757914
2dma1sa     -18.853175572294276     -41.123726984485984     -74.69579544602112       -45.2727293947828
1am2sa      -23.19042996841017      -45.65817785949912      -75.35719567716703       -49.44190249894746
1ma2sa      -28.179293965455145     -52.0356162362732       -80.0144969668819        -56.21314015984535
2sa1tma     -30.16337880269566      -53.87995641642192      -79.5457910907075        -58.927917558161425
1dma2sa     -32.055649520945735     -56.072567763738334     -80.5531384966704        -60.49846532428637
2am2sa      -33.29742137668654      -65.27537140925415      -107.25456995608168      -71.87899502192158
1am1ma2sa   -37.92876087909099      -72.31319713604171      -115.32596430294939      -78.82572017167695
1am2sa1tma  -40.16883360173961      -75.7450121211441       -119.32308743689083      -83.34510834775574
2ma2sa      -41.73352243681438      -75.92077892657835      -114.66462012258101      -83.32008829712868
1am1dma2sa  -41.80744767084252      -76.37494691694155      -115.9399605775711       -83.24299039202742
2sa2tma     -46.840269540058216     -83.42216329774237      -122.6962728752516       -91.73119849848445
2dma2sa     -49.188752569956705     -85.24746829096694      -120.94152514130556      -92.85858042829204
