#CLUSTER             ddG_298.15K_[kcal/mol]   ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1am1p                17.838638334622374       17.57776015420677       -0.8749897046162971      17.922627045190893
4ma                  11.208033128117677       -19.796003468392882     -103.98804828617429      -24.51339904748602
4dma                 9.695588309317827        -22.18834748666268      -106.93924466235242      -26.54184014518978
3ma                  7.932235718617449        -11.906438491248991     -66.53923934216111       -15.102777344174683
3dma                 7.699570353463059        -13.052082560490817     -69.60138492023496       -16.044806182850152
1sa                  6.350455805659294e-08    3.882450982928276e-08   -8.295009479297732e-08   -6.275367923080921e-07
2tma                 5.872793194983387        -3.6045235311903525     -31.787076056369898      -4.995060048153391
1dma1ma              5.178347971428593        -4.0397187625057995     -30.917547321572222      -5.446451193682151
2ma                  5.03208159985661         -3.385631981509505      -28.233149694337797      -4.8475868030946
2dma                 4.9814373025728855       -4.680554427759489      -32.40647905540074       -6.144151071785018
1ma1tma              4.714483030184056        -4.269741673095268      -30.133237307693783      -5.750668413093081
1dma1tma             4.073907899248297        -4.7429112586105475     -29.571756357170486      -6.156410597875947
2nta                 1.0325178163475357       -9.93005880585406       -36.76866215744886       -11.301677294191904
1fa2tma              0.6241035935527179       -20.381340819847537     -70.45260578035135       -22.781838404102018
1fa                  0.006517683694255538     0.005617677990812808    -0.0030186340149356283   -0.00032881156948860735
1nta                 0.00247043464332819      0.0018696088518481702   -0.002015179484857299    -0.0009431370126549155
1dma                 0.0002982142614200711    1.232256181538105e-07   -0.0009998022327408762   6.27493136562407e-07
1tma                 -0.0005468242743518203   0.0012517173745436594   0.006032338231861445     4.9572743591852486e-05
1msa                 -0.0008714168798178434   -0.0006243900861591101  0.0008285322280414675    3.827770706266165e-05
1ma                  -1.2740201782435179e-08  3.7513382267206907e-07  1.3009334765001768e-06   1.3805038179270923e-06
1fa1ma1tma           -1.614933289369219       -22.799382392302505     -71.05299045104213       -25.395985154493246
1nta1sa              -2.1038306962000206      -13.184309069416486     -37.16410656816482       -14.4803207233781
1msa1nta             -2.3474554618878756      -14.101297710236395     -39.42258007137219       -15.394837947998894
1fa2ma               -2.4555395517818397      -22.934020507338573     -68.68516168226509       -25.618884260140476
2dma1fa              -2.517889786104206       -24.684329638825147     -74.34660356450374       -27.23244923936727
2fa2tma              -2.5671301787078846      -35.60169337276602      -110.79846786550625      -40.480950198543724
1dma1fa1tma          -2.610604352536029       -23.97849686263362      -71.66826265341163       -26.294925872207386
1fa1nta              -2.775522836687742       -13.920908464904642     -37.38180656794148       -15.313583212002413
1dma1fa1ma           -3.1036305981469923      -24.279851868239348     -71.02539416459125       -26.60783651820384
1fa1ma               -3.499989565149008       -13.65470164497674      -34.059071205200055      -15.185910196625628
1dma1fa              -3.732185194181511       -14.155906922082067     -34.96133398591764       -15.586103999899933
1fa1tma              -4.83212611496856        -15.046032895334065     -34.25761120363804       -16.329293452959973
2fa                  -4.935001618548995       -16.160261200304376     -37.64970512082887       -17.59735151534551
