#CLUSTER            ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1dma1eda1fa1msa     9.081716956628952       -27.952839128789492     -124.21450976180643      -33.07526908419095
2eda1fa1msa         8.596259333717171       -28.4442126970971       -124.2343519387682       -33.21266978199128
1eda1fa1ma1msa      8.288432170404121       -27.609695704828482     -120.4029108679359       -32.10551265924005
1eda1fa1msa1tma     7.875715624570148       -27.860168713290477     -119.8587433774298       -32.19396297330968
1fa2tma             2.6122064040391706      -18.253409637662116     -69.98361912313403       -20.58376123587368
1am1fa1tma          2.2091080711979885      -16.710514714897727     -63.456725762701254      -19.35402734320087
1fa1ma1tma          2.008325794915436       -19.36895671871025      -71.69975687949929       -22.055575930469786
2fa2tma             1.8919287128956057      -31.430488850426627     -111.76393615084271      -36.53378830573638
2dma1fa             1.7858571626711637      -20.22182535652246      -73.81412885883813       -22.842730345888413
1am1dma1fa          1.6118657838960644      -17.121354833929217     -62.83152982690525       -19.730393094898318
1fa2ma              1.5919116016448243      -19.61913270657533      -71.14219120670889       -22.300854432352935
1eda1fa1ma          1.4996739829002763      -20.35959348956385      -73.31634235290903       -23.1052280740696
2am1fa              1.4887780600547558      -16.56869176471082      -60.56505056118982       -19.580053768775542
1eda1fa1tma         1.4574036267295014      -20.49503001839912      -73.62882322738984       -22.93692168178677
2eda1fa             1.3891252162575256      -22.255921722986386     -79.3058760331637        -24.782059882432804
1dma1fa1tma         1.3193795890838373      -20.60498696034483      -73.53468572665037       -23.236490156923537
1am1fa1ma           1.1164589168547536      -18.59039330684027      -66.09710623411209       -21.351778551121242
1am1eda1fa          1.103423227512394       -19.21937533514574      -68.16300037798561       -21.855803046899382
2am2fa              0.9478932276251726      -27.699363108113175     -96.08336855887794       -31.976066173578147
1am2fa1tma          0.6559580108441878      -30.541386591270566     -104.63640651431696      -35.76844576795702
1dma1fa1ma          0.5786555508893798      -20.575892774075328     -70.95270275047156       -22.999997207167326
1dma1eda1fa         0.1542795554996701      -22.349344647169346     -75.47752541599125       -24.784608107438544
1am2fa1ma           -0.45264912676793756    -32.33722728356224      -106.94139915113774      -37.09770974818093
1dma2fa1tma         -0.5122781264071818     -33.53458190627862      -110.75734958895437      -37.8243477466458
2fa2ma              -0.8465165749803418     -33.5424761717004       -109.66278583478118      -37.101288123521954
1fa1nta             -1.1183648723817896     -12.232002191012725     -37.27532221573563       -13.66522354594781
1am1fa              -1.1339919098536484     -9.89367360821052       -29.38011637900449       -11.552973086130805
1eda2fa1tma         -1.2221609230327886     -36.070745476172306     -116.88272531705044      -40.77946718255407
1am1eda2fa          -1.2273942030733451     -34.946166426554555     -113.09331619503033      -39.005546730797505
2fa1ma1tma          -1.3620785392995458     -34.71503447488067      -111.86636235293557      -39.081794351150165
1fa1ma              -1.3756963998093852     -11.327223297012097     -33.37758476359017       -12.838223458762513
1am2fa              -1.775243938958738      -21.425842004449805     -65.90842886327067       -24.16359422772075
1am1dma2fa          -2.0404049322241917     -33.99439581966726      -107.17421059078421      -39.09029396466212
1eda2fa1ma          -2.0466516441156273     -37.03851185581152      -117.36327423047152      -41.227393992521684
1dma1fa             -2.1832182832586113     -12.361710410375963     -34.138829874899         -13.709706713460037
1eda1fa             -2.1849039721273584     -13.619288306916133     -38.351112979452694      -15.190634760831017
2fa1tma             -2.197876129503129      -24.44762091478333      -74.62600967724879       -27.719053350767354
1dma2fa1ma          -2.221787030233827      -35.35857789735746      -111.14134116141662      -38.31560032306879
1eda2fa             -2.4234124418580905     -25.64687063722522      -77.89186045745953       -28.760196058050497
2fa1ma              -2.4292404895604705     -23.999266138293024     -72.34622052273201       -26.136931293745874
2eda2fa             -2.722095653793076      -39.778854748699814     -124.28897902065009      -44.72694321523886
1fa1tma             -3.074437302100705      -13.417032484765514     -34.68923421977621       -14.65798643459857
2fa                 -3.270531343354378      -14.464328519330593     -37.54417969490082       -15.934191834676312
1dma2fa             -3.592357288755011      -26.288557770021725     -76.12342941957601       -29.406591596489307
1fa1msa             -3.6635614480474032     -15.791062995791435     -40.675839503394954      -17.128612485830672
1fa1sa              -4.858975059178192      -16.192389193514828     -38.0124572678003        -17.486867632018402
1dma1eda2fa         -5.272302854747977      -39.955210462998366     -116.32704212061724      -45.00929896047455
2dma2fa             -6.9190866045537405     -40.84061463412945      -113.77336250122357      -45.952503543376224
1am1fa1msa          -8.028100431954954      -29.974043694906868     -73.60705437859536       -33.55622267082799
1fa1msa2tma         -10.16802127705887      -45.48211043415358      -118.4440354087525       -51.69979056867305
1am1fa1sa           -10.218874113226775     -31.043362272379454     -69.84567552910659       -33.835077921510674
2am1fa1msa          -10.49326208239654      -43.026107791112736     -109.11569917405178      -48.49275700945873
1am1fa1msa1tma      -11.54246568630333      -44.39792725085863      -110.19775805633952      -49.898490254650824
1fa1ma1msa          -12.455890524783172     -35.445476711087395     -77.10744989603216       -39.31755953101674
1fa1msa1tma         -12.74394370612572      -36.16178411213332      -78.54382158659324       -40.70103165623732
2am1fa1sa           -12.926333691051695     -44.23388721636729      -105.00604905348726      -49.7671443533618
1am1fa1ma1msa       -14.38501441909466      -48.1524279678124       -113.25645999892598      -53.96877550316276
1fa1ma1msa1tma      -14.65142261199071      -49.44319067851757      -116.69216188711624      -54.68928714969661
1eda1fa1msa         -14.712062556936871     -39.65522534691263      -83.65977793098479       -43.80845712753944
1dma1fa1msa1tma     -15.183890170272207     -50.78973607128137      -119.42259232331915      -57.737444188212976
1fa2ma1msa          -15.23427189834183      -50.421170259302016     -118.01743538784655      -56.009419345413335
1fa1ma1sa           -15.322874862118624     -37.672299604979344     -74.9603378932861        -41.444419680919964
1dma1fa1msa         -15.753409373748582     -39.64060314488597      -80.11804048737262       -43.77666891179979
1am1eda1fa1msa      -16.010165367100853     -50.409411831526086     -115.37563798205849      -56.09964903711807
1am1fa1ma1sa        -17.160862236865796     -49.508833742002025     -108.49562805672929      -55.36685862421291
1fa1sa1tma          -17.41064383505727      -40.41513405539445      -77.15743827085097       -44.57754993159324
1eda1fa1sa          -18.121236192819197     -40.8410051902174       -76.2024786096973        -44.80377081409097
1fa2ma1sa           -18.12499475158984      -50.94612688035704      -110.08261656472403      -56.476103866123594
1dma1fa1ma1msa      -18.687322706216946     -53.39796506840503      -116.42006494178975      -59.543475766375195
1am1eda1fa1sa       -18.801784575975034     -52.44419688935159      -112.8372038006061       -58.23245854990091
1dma1fa1sa          -19.173690563708078     -41.673456425603945     -75.46458447790853       -45.799218112719245
1fa1ma1sa1tma       -19.190950575488387     -54.82870060924324      -119.5295993078598       -59.38428620772902
1eda1fa1ma1sa       -19.34784064104315      -55.01581019104924      -119.63095606148875      -60.76454515050864
1am1dma1fa1sa       -20.107017867907416     -52.85024414368672      -109.82131905313543      -58.56710208777804
1fa1sa2tma          -20.132475118502043     -54.51245557097718      -115.31101946189995      -59.94862821814604
