Number of files in database_s1.pkl: 30501
Number of files in database_s2.pkl: 30501
Example output:
info  cluster_type                                                                       1am1fa
      component_ratio                                                                    [1, 1]
1fa2eda-12_3           -570.667499467286 
1fa2eda-62_8           -570.6558465769   
1fa2eda-19_7           -570.666443239163 
1fa2eda-20_1           -570.709553622588 
1fa2eda-5_3            -570.679670970114 
1fa2eda-76_7           -570.662164827885 
1fa2eda-80_3           -570.66229333274  
1fa2eda-48_11          -570.659159702923 
1fa2eda-44_5           -570.653152778426 
1fa2eda-53_11          -570.660493185059 
1fa2eda-12_4           -570.667189089858 
1fa2eda-5_4            -570.67221941604  
1fa2eda-20_6           -570.658756584321 
1fa2eda-76_10          -570.669892159267 
1fa2eda-80_4           -570.667697744562 
1fa2eda-34_9           -570.65889297916  
1fa2eda-44_2           -570.657381430087 
1fa2eda-57_7           -570.665142537236 
1fa2eda-36_10          -570.661932885374 
1fa2eda-65_5           -570.651792323742 
1fa2eda-33_3           -570.661331946223 
1fa2eda-43_8           -570.651730685459 
1fa2eda-13_11          -570.669422908593 
1fa2eda-38_7           -570.652668459232 
1fa2eda-75_6           -570.643186347128 
1fa2eda-47_4           -570.67795569667  
1fa2eda-18_10          -570.664709187696 
1fa2eda-28_4           -570.653225031381 
1fa2eda-11_2           -570.663902262173 
1fa2eda-61_9           -570.652726919596 
1fa2eda-6_2            -570.673207295958 
1fa2eda-30_5           -570.665872796946 
1fa2eda-79_8           -570.662208132813 
1fa2eda-1_8            -570.661588217396 
1fa2eda-54_1           -570.70682776172  
1fa2eda-58_10          -570.651652476759 
1fa2eda-16_8           -570.661082993887 
1fa2eda-66_3           -570.668612842075 
1fa2eda-30_2           -570.658628760949 
1fa2eda-40_9           -570.648608702352 
1fa2eda-1_10           -570.657573316146 
1fa2eda-43_10          -570.653393066556 
1fa2eda-54_6           -570.676417377584 
1fa2eda-66_11          -570.675711147358 
1fa2eda-66_4           -570.671792191551 
1fa2eda-26_11          -570.640351444396 
1fa2eda-75_1           -570.702760750827 
1fa2eda-37_8           -570.651150566145 
1fa2eda-47_3           -570.65696218375  
1fa2eda-58_8           -570.657252526628 
1fa2eda-28_3           -570.662218531031 
1fa2eda-11_5           -570.651271389224 
1fa2eda-23_7           -570.656748699056 
1fa2eda-6_5            -570.666258206666 
1fa2eda-40_7           -570.651993557645 
1fa2eda-79_1           -570.702315228293 
1fa2eda-72_5           -570.661094305393 
1fa2eda-55_10          -570.64521157457  
1fa2eda-54_8           -570.657810286319 
1fa2eda-24_3           -570.66704954681  
1fa2eda-1_1            -570.711919126798 
1fa2eda-16_1           -570.707995839671 
1fa2eda-70_11          -570.654481321284 
1fa2eda-30_11          -570.647278105416 
1fa2eda-37_6           -570.668324464518 
1fa2eda-58_6           -570.662989806345 
1fa2eda-15_10          -570.659672054718 
1fa2eda-53_2           -570.670847899993 
1fa2eda-23_9           -570.667762818854 
1fa2eda-75_8           -570.661326671187 
1fa2eda-37_1           -570.708143197881 
1fa2eda-58_1           -570.707353190343 
1fa2eda-61_7           -570.653272507922 
1fa2eda-53_5           -570.66458999149  
1fa2eda-79_6           -570.645854212374 
1fa2eda-72_2           -570.64400445969  
1fa2eda-1_6            -570.666924458623 
1fa2eda-24_4           -570.673317117997 
1fa2eda-16_6           -570.654201145281 
1fa2eda-8_4            -570.654824755238 
1fa2eda-26_2           -570.647843911682 
1fa2eda-56_9           -570.659436887761 
1fa2eda-49_2           -570.66463750503  
1fa2eda-39_9           -570.649564350535 
1fa2eda-70_4           -570.657947367127 
1fa2eda-42_6           -570.662919381834 
1fa2eda-79_10          -570.648474604264 
1fa2eda-21_8           -570.653100449863 
1fa2eda-51_3           -570.658446250513 
1fa2eda-68_5           -570.646731433718 
1fa2eda-39_10          -570.664505266916 
1fa2eda-63_1           -570.705449632586 
1fa2eda-35_7           -570.664784200239 
1fa2eda-51_4           -570.643914652646 
1fa2eda-68_2           -570.645003080572 
1fa2eda-18_9           -570.650117510728 
1fa2eda-63_6           -570.671563100893 
1fa2eda-22_10          -570.658802990804 
1fa2eda-77_9           -570.659366439896 
1fa2eda-62_10          -570.642176110624 
1fa2eda-8_3            -570.658241477098 
1fa2eda-14_7           -570.660078688154 
1fa2eda-3_7            -570.654741450138 
1fa2eda-26_5           -570.641187346953 
1fa2eda-47_11          -570.647970404791 
1fa2eda-49_5           -570.656795972338 
1fa2eda-5_11           -570.662088110636 
1fa2eda-70_3           -570.667223100893 
1fa2eda-42_1           -570.707219132075 
1fa2eda-4_3            -570.661409859441 
1fa2eda-21_1           -570.70946764045  
1fa2eda-18_7           -570.650964854599 
1fa2eda-63_8           -570.642996267984 
1fa2eda-13_3           -570.666890172875 
1fa2eda-11_11          -570.665989980083 
1fa2eda-45_5           -570.660523954112 
1fa2eda-81_3           -570.664197360049 
1fa2eda-77_7           -570.648909304496 
1fa2eda-34_10          -570.658105838061 
1fa2eda-64_2           -570.641280321874 
1fa2eda-14_9           -570.676145988421 
1fa2eda-74_10          -570.653367009429 
1fa2eda-3_9            -570.654658354307 
1fa2eda-51_11          -570.654043636345 
1fa2eda-32_4           -570.676513498277 
1fa2eda-8_11           -570.664152249672 
1fa2eda-64_5           -570.666339388047 
1fa2eda-56_7           -570.649438541239 
1fa2eda-39_7           -570.644017666025 
1fa2eda-42_8           -570.659496752624 
1fa2eda-32_3           -570.673675646663 
1fa2eda-21_6           -570.665714141088 
1fa2eda-4_4            -570.66265218207  
1fa2eda-13_4           -570.663735244762 
1fa2eda-45_2           -570.640345980383 
1fa2eda-35_9           -570.664346462995 
1fa2eda-81_4           -570.651521347305 
1fa2eda-53_10          -570.671060159899 
1fa2eda-12_5           -570.673174786402 
1fa2eda-19_1           -570.709391064625 
1fa2eda-20_7           -570.662232139741 
1fa2eda-5_5            -570.683288432708 
1fa2eda-76_11          -570.656788949364 
1fa2eda-76_1           -570.70463341802  
1fa2eda-80_5           -570.64690924035  
1fa2eda-44_3           -570.659944468567 
1fa2eda-34_8           -570.664277087369 
1fa2eda-57_6           -570.669588118229 
1fa2eda-36_11          -570.652276658792 
1fa2eda-65_4           -570.655660213041 
1fa2eda-43_9           -570.662059141869 
1fa2eda-33_2           -570.654479158604 
1fa2eda-13_10          -570.67590240871  
1fa2eda-38_6           -570.657247791303 
1fa2eda-57_1           -570.707090314173 
1fa2eda-2_8            -570.677929800383 
1fa2eda-65_3           -570.652750211185 
1fa2eda-15_8           -570.663635865399 
1fa2eda-33_5           -570.665595321922 
1fa2eda-38_1           -570.707770641721 
1fa2eda-62_9           -570.644154362785 
1fa2eda-12_2           -570.656485207123 
1fa2eda-19_6           -570.659889956885 
1fa2eda-5_2            -570.662127087209 
1fa2eda-76_6           -570.655315441574 
1fa2eda-80_2           -570.654072744422 
1fa2eda-44_4           -570.658533121362 
1fa2eda-48_10          -570.660965462779 
1fa2eda-2_6            -570.664368654103 
1fa2eda-27_4           -570.659949000463 
1fa2eda-15_6           -570.656333121528 
1fa2eda-9_2            -570.654163494761 
1fa2eda-71_2           -570.654203546194 
1fa2eda-48_4           -570.657073338394 
1fa2eda-62_7           -570.646972054269 
1fa2eda-69_3           -570.670562762702 
1fa2eda-19_8           -570.653465174832 
1fa2eda-50_5           -570.654418070347 
1fa2eda-76_8           -570.661442562379 
1fa2eda-34_1           -570.708178535952 
1fa2eda-45_10          -570.65751821691  
1fa2eda-69_4           -570.672940617923 
1fa2eda-7_10           -570.662253715775 
1fa2eda-20_9           -570.660022429265 
1fa2eda-50_2           -570.657898788896 
1fa2eda-60_11          -570.648930216349 
1fa2eda-34_6           -570.651161096803 
1fa2eda-27_3           -570.65797848814  
1fa2eda-2_1            -570.710539884707 
1fa2eda-57_8           -570.673775967601 
1fa2eda-15_1           -570.708947544915 
1fa2eda-9_5            -570.661435719077 
1fa2eda-20_11          -570.658358633535 
1fa2eda-43_7           -570.653334697579 
1fa2eda-71_5           -570.649180369684 
1fa2eda-48_3           -570.673664215887 
1fa2eda-38_8           -570.648727369097 
1fa2eda-17_11          -570.653430653366 
1fa2eda-73_3           -570.664185515338 
1fa2eda-78_7           -570.663684052712 
1fa2eda-41_1           -570.707487314883 
1fa2eda-32_10          -570.655921753306 
1fa2eda-17_7           -570.667362920177 
1fa2eda-25_5           -570.668671943236 
1fa2eda-72_10          -570.643012832793 
1fa2eda-74_9           -570.666965307492 
1fa2eda-52_4           -570.670189970854 
1fa2eda-57_11          -570.663023020396 
1fa2eda-60_6           -570.668519011188 
1fa2eda-36_7           -570.654810194791 
1fa2eda-52_3           -570.643353837168 
1fa2eda-22_8           -570.642989799127 
1fa2eda-69_10          -570.662123824213 
1fa2eda-60_1           -570.706074927376 
1fa2eda-59_7           -570.661561285829 
1fa2eda-73_4           -570.669763513184 
1fa2eda-41_6           -570.668509191332 
1fa2eda-29_10          -570.672966734828 
1fa2eda-55_9           -570.639681840495 
1fa2eda-25_2           -570.650652351496 
1fa2eda-36_9           -570.65453129814  
1fa2eda-46_2           -570.656544666345 
1fa2eda-22_6           -570.677656619567 
1fa2eda-7_4            -570.667604594731 
1fa2eda-10_4           -570.662561432093 
1fa2eda-59_9           -570.644276363717 
1fa2eda-29_2           -570.661897843499 
1fa2eda-81_11          -570.654146475031 
1fa2eda-31_3           -570.660279278062 
1fa2eda-41_8           -570.660664543331 
1fa2eda-67_5           -570.666071401285 
1fa2eda-55_7           -570.651496655501 
1fa2eda-78_9           -570.651019141048 
1fa2eda-31_4           -570.669386143972 
1fa2eda-17_9           -570.658408334468 
1fa2eda-67_2           -570.644237044948 
1fa2eda-24_10          -570.661639275385 
1fa2eda-46_5           -570.669609069244 
1fa2eda-74_7           -570.661910208863 
1fa2eda-64_10          -570.668069079401 
1fa2eda-7_3            -570.652171477067 
1fa2eda-22_1           -570.709648266718 
1fa2eda-10_3           -570.670057584226 
1fa2eda-60_8           -570.663219619643 
1fa2eda-3_11           -570.647411501075 
1fa2eda-29_5           -570.667312402979 
1fa2eda-41_11          -570.673644676578 
1fa2eda-64_4           -570.667678651862 
1fa2eda-8_10           -570.645954716947 
1fa2eda-56_6           -570.664182704069 
1fa2eda-39_6           -570.661462638973 
1fa2eda-32_2           -570.654934677811 
1fa2eda-42_9           -570.665599964083 
1fa2eda-4_5            -570.669586514343 
1fa2eda-21_7           -570.641910330837 
1fa2eda-18_1           -570.711274200863 
1fa2eda-13_5           -570.669492886562 
1fa2eda-35_8           -570.670796196901 
1fa2eda-45_3           -570.654125862859 
1fa2eda-81_5           -570.654959200167 
1fa2eda-77_1           -570.703673979093 
1fa2eda-4_2            -570.654740067309 
1fa2eda-18_6           -570.665670999155 
1fa2eda-13_2           -570.667653603003 
1fa2eda-63_9           -570.643649301138 
1fa2eda-11_10          -570.651874084159 
1fa2eda-45_4           -570.660900522066 
1fa2eda-81_2           -570.644210481436 
1fa2eda-77_6           -570.659725701193 
1fa2eda-34_11          -570.655714499663 
1fa2eda-14_8           -570.655776299425 
1fa2eda-64_3           -570.660055551893 
1fa2eda-74_11          -570.661745332769 
1fa2eda-3_8            -570.643250424471 
1fa2eda-56_1           -570.70650338956  
1fa2eda-39_1           -570.706931144061 
1fa2eda-51_10          -570.643424152883 
1fa2eda-32_5           -570.657745523414 
1fa2eda-51_5           -570.660604262576 
1fa2eda-18_8           -570.652287658299 
1fa2eda-68_3           -570.662109535489 
1fa2eda-63_7           -570.660941104449 
1fa2eda-35_1           -570.707365282211 
1fa2eda-22_11          -570.635412243684 
1fa2eda-77_8           -570.643101292291 
1fa2eda-8_2            -570.673423338413 
1fa2eda-62_11          -570.641253471884 
1fa2eda-14_6           -570.662094350513 
1fa2eda-26_4           -570.660252851304 
1fa2eda-3_6            -570.650571351633 
1fa2eda-5_10           -570.673838270615 
1fa2eda-49_4           -570.673008878575 
1fa2eda-47_10          -570.644175338167 
1fa2eda-70_2           -570.650551742281 
1fa2eda-8_5            -570.667646510485 
1fa2eda-14_1           -570.70736998655  
1fa2eda-56_8           -570.64974676774  
1fa2eda-3_1            -570.712674535598 
1fa2eda-26_3           -570.647771225032 
1fa2eda-39_8           -570.663049749103 
1fa2eda-49_3           -570.685171848946 
1fa2eda-70_5           -570.667001847701 
1fa2eda-79_11          -570.661667015079 
1fa2eda-42_7           -570.647404817131 
1fa2eda-51_2           -570.658519681374 
1fa2eda-21_9           -570.66079846957  
1fa2eda-68_4           -570.65590000182  
1fa2eda-39_11          -570.65041261074  
1fa2eda-35_6           -570.672999729305 
1fa2eda-75_9           -570.66346202436  
1fa2eda-61_6           -570.643413304738 
1fa2eda-53_4           -570.665067318392 
1fa2eda-40_1           -570.707860267696 
1fa2eda-79_7           -570.649120597817 
1fa2eda-72_3           -570.655136732338 
1fa2eda-24_5           -570.663591522345 
1fa2eda-1_7            -570.655822948517 
1fa2eda-16_7           -570.656074738671 
1fa2eda-40_6           -570.660760436582 
1fa2eda-72_4           -570.655845272998 
1fa2eda-55_11          -570.635205450225 
1fa2eda-24_2           -570.669777898798 
1fa2eda-54_9           -570.657518811728 
1fa2eda-70_10          -570.665913960124 
1fa2eda-30_10          -570.66867743932  
1fa2eda-37_7           -570.66265235403  
1fa2eda-58_7           -570.653644367216 
1fa2eda-61_1           -570.703523674755 
1fa2eda-15_11          -570.667741114479 
1fa2eda-23_8           -570.668643287507 
1fa2eda-53_3           -570.655513076697 
1fa2eda-40_8           -570.644474054784 
1fa2eda-30_3           -570.658429240378 
1fa2eda-43_11          -570.650518445601 
1fa2eda-1_11           -570.663668464181 
1fa2eda-54_7           -570.667491216267 
1fa2eda-66_10          -570.655849774833 
1fa2eda-66_5           -570.6588916816   
1fa2eda-26_10          -570.657855665859 
1fa2eda-47_2           -570.656760903135 
1fa2eda-37_9           -570.651165551276 
1fa2eda-28_2           -570.652509267513 
1fa2eda-58_9           -570.657735096874 
1fa2eda-11_4           -570.656567197555 
1fa2eda-6_4            -570.652182122984 
1fa2eda-23_6           -570.658541724415 
1fa2eda-75_7           -570.663055315476 
1fa2eda-18_11          -570.664563252075 
1fa2eda-47_5           -570.667660151411 
1fa2eda-28_5           -570.660767278576 
1fa2eda-61_8           -570.652649464849 
1fa2eda-11_3           -570.671853964941 
1fa2eda-23_1           -570.708502921187 
1fa2eda-6_3            -570.659246314146 
1fa2eda-30_4           -570.671230577632 
1fa2eda-79_9           -570.643931349528 
1fa2eda-1_9            -570.651743216926 
1fa2eda-66_2           -570.664543205328 
1fa2eda-58_11          -570.657594499243 
1fa2eda-16_9           -570.653721105629 
1fa2ma-2_8             -381.401006874891 
1fa2ma-5_2             -381.388613711122 
1fa2ma-5_5             -381.383165067155 
1fa2ma-9_5             -381.384616990639 
1fa2ma-2_1             -381.425608881154 
1fa2ma-2_10            -381.4072230766   
1fa2ma-9_2             -381.379308882343 
1fa2ma-2_6             -381.405239593903 
1fa2ma-11_6            -381.392541630303 
1fa2ma-11_1            -381.416499167335 
1fa2ma-6_11            -381.391453914004 
1fa2ma-7_3             -381.378991092241 
1fa2ma-11_8            -381.387713557725 
1fa2ma-7_4             -381.377078867526 
1fa2ma-4_2             -381.379095186071 
1fa2ma-3_8             -381.39411003988  
1fa2ma-12_9            -381.386405483057 
1fa2ma-4_5             -381.389822079853 
1fa2ma-3_1             -381.425063533192 
1fa2ma-8_5             -381.39122687841  
1fa2ma-12_7            -381.38100551066  
1fa2ma-3_6             -381.395397407823 
1fa2ma-8_2             -381.381367348627 
1fa2ma-10_6            -381.387030782645 
1fa2ma-9_11            -381.385919193745 
1fa2ma-10_1            -381.416628509329 
1fa2ma-1_7             -381.376502346129 
1fa2ma-6_3             -381.381148503004 
1fa2ma-11_11           -381.389833602678 
1fa2ma-1_9             -381.385656269372 
1fa2ma-6_4             -381.390801583251 
1fa2ma-10_8            -381.394877398388 
1fa2ma-4_11            -381.391469490741 
1fa2ma-7_5             -381.393155468763 
1fa2ma-11_9            -381.393753950381 
1fa2ma-6_10            -381.389139433336 
1fa2ma-7_2             -381.375257965122 
1fa2ma-11_7            -381.378848557682 
1fa2ma-9_3             -381.382788041539 
1fa2ma-2_7             -381.401222718411 
1fa2ma-9_4             -381.391455073438 
1fa2ma-2_11            -381.400794907072 
1fa2ma-5_4             -381.392869107364 
1fa2ma-2_9             -381.398812635419 
1fa2ma-5_3             -381.38520301392  
1fa2ma-10_9            -381.396021497129 
1fa2ma-6_5             -381.390342810467 
1fa2ma-4_10            -381.400225139108 
1fa2ma-6_2             -381.377251344256 
1fa2ma-11_10           -381.392192487222 
1fa2ma-1_8             -381.381666807633 
1fa2ma-9_10            -381.386548195359 
1fa2ma-1_6             -381.390464846456 
1fa2ma-1_1             -381.42464590305  
1fa2ma-10_7            -381.381727782503 
1fa2ma-12_1            -381.41559853336  
1fa2ma-3_7             -381.386635673911 
1fa2ma-8_3             -381.383698959846 
1fa2ma-8_4             -381.381398206931 
1fa2ma-12_6            -381.380842706676 
1fa2ma-4_4             -381.393735561905 
1fa2ma-12_8            -381.385408707607 
1fa2ma-4_3             -381.388245040944 
1fa2ma-3_9             -381.396675989699 
1fa2ma-6_1             -381.421587995779 
1fa2ma-6_6             -381.391136601849 
1fa2ma-1_2             -381.396537681629 
1fa2ma-10_4            -381.383725550026 
1fa2ma-6_8             -381.391994863757 
1fa2ma-3_11            -381.387419490426 
1fa2ma-10_3            -381.3779762754   
1fa2ma-1_5             -381.398013840358 
1fa2ma-3_3             -381.3924956252   
1fa2ma-8_7             -381.389777981013 
1fa2ma-4_9             -381.37849750321  
1fa2ma-12_5            -381.36189695775  
1fa2ma-12_2            -381.384731875746 
1fa2ma-3_4             -381.391767090271 
1fa2ma-12_10           -381.382824994934 
1fa2ma-8_9             -381.383969768242 
1fa2ma-7_10            -381.383888511468 
1fa2ma-4_7             -381.398819208606 
1fa2ma-7_1             -381.416943609818 
1fa2ma-7_6             -381.374534165094 
1fa2ma-7_8             -381.36787154252  
1fa2ma-11_4            -381.364584563819 
1fa2ma-1_11            -381.376404566355 
1fa2ma-11_3            -381.383664508954 
1fa2ma-5_9             -381.401588528708 
1fa2ma-9_7             -381.395058411708 
1fa2ma-2_3             -381.404231781551 
1fa2ma-8_10            -381.393662011364 
1fa2ma-2_4             -381.398802400532 
1fa2ma-5_10            -381.380167523076 
1fa2ma-5_7             -381.389807065484 
1fa2ma-10_10           -381.39512929866  
1fa2ma-9_9             -381.38413863109  
1fa2ma-8_8             -381.391769656187 
1fa2ma-7_11            -381.389902762692 
1fa2ma-4_6             -381.40300334273  
1fa2ma-4_1             -381.420804962615 
1fa2ma-12_11           -381.382217710613 
1fa2ma-12_3            -381.390608236687 
1fa2ma-3_5             -381.394015584247 
1fa2ma-8_1             -381.417559052908 
1fa2ma-3_2             -381.39931690562  
1fa2ma-8_6             -381.390568506322 
1fa2ma-12_4            -381.390587265496 
1fa2ma-4_8             -381.398871095974 
1fa2ma-3_10            -381.380970542655 
1fa2ma-10_2            -381.37664954576  
1fa2ma-1_4             -381.394831587839 
1fa2ma-1_3             -381.397091797377 
1fa2ma-6_9             -381.374278125998 
1fa2ma-10_5            -381.397144320983 
1fa2ma-6_7             -381.38022580142  
1fa2ma-5_6             -381.391938380835 
1fa2ma-10_11           -381.403518038558 
1fa2ma-9_8             -381.383147071432 
1fa2ma-5_11            -381.390277186549 
1fa2ma-5_1             -381.422763348609 
1fa2ma-9_1             -381.416864327495 
1fa2ma-2_5             -381.405980695378 
1fa2ma-5_8             -381.394432822291 
1fa2ma-9_6             -381.381595774006 
1fa2ma-8_11            -381.376040492892 
1fa2ma-2_2             -381.407377322165 
1fa2ma-11_2            -381.389885398809 
1fa2ma-11_5            -381.381934772913 
1fa2ma-7_9             -381.388076071884 
1fa2ma-1_10            -381.388660280796 
1fa2ma-7_7             -381.380205719303 
1fa2tma-4_2            -538.531935289016 
1fa2tma-3_8            -538.527091364251 
1fa2tma-5_10           -538.54644514797  
1fa2tma-4_5            -538.537418610148 
1fa2tma-3_1            -538.580009899295 
1fa2tma-3_6            -538.545619543042 
1fa2tma-1_11           -538.527216323079 
1fa2tma-1_7            -538.535974177482 
1fa2tma-6_3            -538.537074692124 
1fa2tma-1_9            -538.539302987213 
1fa2tma-6_4            -538.532162064741 
1fa2tma-2_8            -538.546663501649 
1fa2tma-5_2            -538.532628631221 
1fa2tma-7_10           -538.546190858845 
1fa2tma-5_5            -538.539170319126 
1fa2tma-2_1            -538.583413383864 
1fa2tma-2_6            -538.543153376599 
1fa2tma-3_11           -538.52734349564  
1fa2tma-7_3            -538.546288549075 
1fa2tma-7_4            -538.524908442257 
1fa2tma-6_5            -538.546850340826 
1fa2tma-6_2            -538.522000176064 
1fa2tma-1_8            -538.536403608592 
1fa2tma-1_10           -538.527714254946 
1fa2tma-1_6            -538.533129362153 
1fa2tma-1_1            -538.584652836605 
1fa2tma-3_7            -538.520444458186 
1fa2tma-5_11           -538.519463393318 
1fa2tma-4_4            -538.53243938726  
1fa2tma-4_3            -538.541526499916 
1fa2tma-3_9            -538.523927641416 
1fa2tma-7_5            -538.542394000473 
1fa2tma-7_2            -538.532761832132 
1fa2tma-3_10           -538.536638940021 
1fa2tma-2_7            -538.53993881486  
1fa2tma-5_4            -538.540693588111 
1fa2tma-2_9            -538.543022776929 
1fa2tma-5_3            -538.543309913629 
1fa2tma-7_11           -538.544138131421 
1fa2tma-4_11           -538.540102234978 
1fa2tma-7_1            -538.580964009565 
1fa2tma-7_6            -538.527508216536 
1fa2tma-7_8            -538.530604074002 
1fa2tma-5_9            -538.521946542808 
1fa2tma-2_3            -538.530067113722 
1fa2tma-2_4            -538.545280590939 
1fa2tma-5_7            -538.525096231572 
1fa2tma-6_1            -538.581495129787 
1fa2tma-6_11           -538.523067444988 
1fa2tma-6_6            -538.529500627497 
1fa2tma-1_2            -538.533026559735 
1fa2tma-6_8            -538.540332844095 
1fa2tma-1_5            -538.532161460844 
1fa2tma-3_3            -538.535881371013 
1fa2tma-4_9            -538.539495927576 
1fa2tma-3_4            -538.536762032125 
1fa2tma-2_10           -538.54205122017  
1fa2tma-4_7            -538.550279532539 
1fa2tma-5_6            -538.537305468279 
1fa2tma-5_1            -538.580786964854 
1fa2tma-2_5            -538.54951349228  
1fa2tma-5_8            -538.534293913567 
1fa2tma-2_2            -538.541949149607 
1fa2tma-7_9            -538.536466156345 
1fa2tma-7_7            -538.53910254024  
1fa2tma-4_10           -538.529728931086 
1fa2tma-4_6            -538.531612898057 
1fa2tma-4_1            -538.582736858383 
1fa2tma-3_5            -538.535157003277 
1fa2tma-2_11           -538.537241525672 
1fa2tma-3_2            -538.543964312816 
1fa2tma-4_8            -538.540723293978 
1fa2tma-1_4            -538.538572812339 
1fa2tma-1_3            -538.537676101321 
1fa2tma-6_9            -538.534478953946 
1fa2tma-6_10           -538.532597891643 
1fa2tma-6_7            -538.528709060349 
1msa1fa1am1dma-44_1    -1045.735985929512
1msa1fa1am1dma-80_7    -1045.690773775014
1msa1fa1am1dma-76_3    -1045.688250986309
1msa1fa1am1dma-20_5    -1045.717005872201
1msa1fa1am1dma-19_3    -1045.714927891405
1msa1fa1am1dma-48_11   -1045.677996659365
1msa1fa1am1dma-69_8    -1045.69192084681 
1msa1fa1am1dma-12_7    -1045.70607469531 
1msa1fa1am1dma-38_4    -1045.696262194008
1msa1fa1am1dma-71_9    -1045.702490031556
1msa1fa1am1dma-8_2     -1045.709227007148
1msa1fa1am1dma-3_6     -1045.706926509027
1msa1fa1am1dma-65_6    -1045.685744251777
1msa1fa1am1dma-57_4    -1045.690953217924
1msa1fa1am1dma-38_3    -1045.690425962882
1msa1fa1am1dma-48_8    -1045.690312330038
1msa1fa1am1dma-8_5     -1045.722703497607
1msa1fa1am1dma-3_1     -1045.752287908069
1msa1fa1am1dma-36_10   -1045.718275857824
1msa1fa1am1dma-33_7    -1045.711689983821
1msa1fa1am1dma-65_1    -1045.728150783178
1msa1fa1am1dma-57_3    -1045.691642523128
1msa1fa1am1dma-13_11   -1045.70979978089 
1msa1fa1am1dma-27_8    -1045.716429780529
1msa1fa1am1dma-44_6    -1045.694646974663
1msa1fa1am1dma-76_4    -1045.688691417233
1msa1fa1am1dma-53_11   -1045.702882239428
1msa1fa1am1dma-50_9    -1045.697885580243
1msa1fa1am1dma-20_2    -1045.700657294126
1msa1fa1am1dma-19_4    -1045.69775077951 
1msa1fa1am1dma-76_10   -1045.678423610931
1msa1fa1am1dma-48_6    -1045.700308558866
1msa1fa1am1dma-20_10   -1045.709315941885
1msa1fa1am1dma-33_9    -1045.688565691672
1msa1fa1am1dma-43_2    -1045.674503333323
1msa1fa1am1dma-15_4    -1045.716353048496
1msa1fa1am1dma-27_6    -1045.710334092769
1msa1fa1am1dma-34_3    -1045.681202015419
1msa1fa1am1dma-44_8    -1045.6971967773  
1msa1fa1am1dma-45_11   -1045.687131020883
1msa1fa1am1dma-4_5     -1045.715905012961
1msa1fa1am1dma-50_7    -1045.685618073732
1msa1fa1am1dma-60_10   -1045.677022901874
1msa1fa1am1dma-69_1    -1045.724613211002
1msa1fa1am1dma-62_5    -1045.687475185176
1msa1fa1am1dma-34_4    -1045.690286935334
1msa1fa1am1dma-4_2     -1045.721977795324
1msa1fa1am1dma-80_9    -1045.698424260187
1msa1fa1am1dma-69_6    -1045.68150609471 
1msa1fa1am1dma-12_9    -1045.709084725633
1msa1fa1am1dma-62_2    -1045.673807895751
1msa1fa1am1dma-48_1    -1045.732187842144
1msa1fa1am1dma-71_7    -1045.688796590678
1msa1fa1am1dma-3_8     -1045.691239766186
1msa1fa1am1dma-43_5    -1045.695770962963
1msa1fa1am1dma-15_3    -1045.705368745904
1msa1fa1am1dma-65_8    -1045.681151419342
1msa1fa1am1dma-85_11   -1045.680282479983
1msa1fa1am1dma-27_1    -1045.745635727229
1msa1fa1am1dma-25_7    -1045.712857431712
1msa1fa1am1dma-29_11   -1045.69705598377 
1msa1fa1am1dma-17_5    -1045.70920037942 
1msa1fa1am1dma-41_3    -1045.680411501909
1msa1fa1am1dma-31_8    -1045.70020911971 
1msa1fa1am1dma-85_5    -1045.675178833584
1msa1fa1am1dma-78_5    -1045.682675578547
1msa1fa1am1dma-73_1    -1045.724716599447
1msa1fa1am1dma-29_9    -1045.699328519268
1msa1fa1am1dma-59_2    -1045.667524786657
1msa1fa1am1dma-60_4    -1045.675818673749
1msa1fa1am1dma-52_6    -1045.71057269548 
1msa1fa1am1dma-69_11   -1045.692318029081
1msa1fa1am1dma-6_4     -1045.726873611418
1msa1fa1am1dma-46_9    -1045.694303260286
1msa1fa1am1dma-36_2    -1045.687860043379
1msa1fa1am1dma-4_11    -1045.720071178116
1msa1fa1am1dma-59_5    -1045.688625964944
1msa1fa1am1dma-60_3    -1045.690168537273
1msa1fa1am1dma-10_8    -1045.708144632932
1msa1fa1am1dma-52_1    -1045.735152605008
1msa1fa1am1dma-72_11   -1045.69932696958 
1msa1fa1am1dma-6_3     -1045.7128593981  
1msa1fa1am1dma-82_8    -1045.687531273192
1msa1fa1am1dma-57_10   -1045.707093031103
1msa1fa1am1dma-36_5    -1045.694995796933
1msa1fa1am1dma-67_9    -1045.671434470373
1msa1fa1am1dma-17_2    -1045.70018087016 
1msa1fa1am1dma-17_10   -1045.711056917969
1msa1fa1am1dma-41_4    -1045.706065297238
1msa1fa1am1dma-85_2    -1045.679353446072
1msa1fa1am1dma-1_9     -1045.719528419774
1msa1fa1am1dma-78_2    -1045.697000469669
1msa1fa1am1dma-73_6    -1045.678787138508
1msa1fa1am1dma-32_11   -1045.704315033534
1msa1fa1am1dma-10_6    -1045.709790037132
1msa1fa1am1dma-64_11   -1045.695021607359
1msa1fa1am1dma-22_4    -1045.689713434876
1msa1fa1am1dma-41_10   -1045.656854970011
1msa1fa1am1dma-74_2    -1045.674079060148
1msa1fa1am1dma-82_6    -1045.671245089564
1msa1fa1am1dma-55_5    -1045.700837676771
