Number of files in database_s1.pkl: 15587
Number of files in database_s2.pkl: 15587
Example output:
info  cluster_type                                                                      1am1dma
      component_ratio                                                                    [1, 1]
1sa1ma1eda-128_10  -986.490858618651 
1sa1ma1eda-92_5    -986.492461601725 
1sa1ma1eda-56_3    -986.500201127888 
1sa1ma1eda-26_8    -986.501605358733 
1sa1ma1eda-45_6    -986.493346866542 
1sa1ma1eda-3_1     -986.542567874325 
1sa1ma1eda-8_5     -986.49961597032  
1sa1ma1eda-77_4    -986.486088732575 
1sa1ma1eda-51_9    -986.499476481299 
1sa1ma1eda-21_2    -986.501334555385 
1sa1ma1eda-135_3   -986.503647020976 
1sa1ma1eda-18_4    -986.501435411709 
1sa1ma1eda-107_1   -986.532894684035 
1sa1ma1eda-45_1    -986.539682931893 
1sa1ma1eda-81_7    -986.484013844454 
1sa1ma1eda-3_6     -986.495836143196 
1sa1ma1eda-77_3    -986.49845356417  
1sa1ma1eda-44_10   -986.479539902331 
1sa1ma1eda-8_2     -986.500491387118 
1sa1ma1eda-113_9   -986.497530564787 
1sa1ma1eda-21_5    -986.48912203797  
1sa1ma1eda-18_3    -986.48503792836  
1sa1ma1eda-95_8    -986.4881334378   
1sa1ma1eda-135_4   -986.499747422956 
1sa1ma1eda-68_8    -986.479164657878 
1sa1ma1eda-61_11   -986.490645291566 
1sa1ma1eda-13_7    -986.492624503681 
1sa1ma1eda-107_6   -986.495334953053 
1sa1ma1eda-114_3   -986.485916641537 
1sa1ma1eda-39_4    -986.494160968755 
1sa1ma1eda-2_10    -986.501581290821 
1sa1ma1eda-70_9    -986.502404429969 
1sa1ma1eda-133_10  -986.468794745846 
1sa1ma1eda-126_1   -986.534231532865 
1sa1ma1eda-21_11   -986.487649293512 
1sa1ma1eda-64_6    -986.498254259177 
1sa1ma1eda-99_6    -986.480474387859 
1sa1ma1eda-116_11  -986.495872132013 
1sa1ma1eda-92_2    -986.500037049087 
1sa1ma1eda-56_4    -986.496034228359 
1sa1ma1eda-35_4    -986.498768167262 
1sa1ma1eda-118_3   -986.48900654815  
1sa1ma1eda-52_10   -986.493325395645 
1sa1ma1eda-3_8     -986.500968303002 
1sa1ma1eda-121_5   -986.493576142398 
1sa1ma1eda-81_9    -986.49843009514  
1sa1ma1eda-140_11  -986.479520407345 
1sa1ma1eda-113_7   -986.49564513716  
1sa1ma1eda-77_11   -986.496128244527 
1sa1ma1eda-68_6    -986.479679175335 
1sa1ma1eda-95_6    -986.494124894026 
1sa1ma1eda-13_9    -986.487757282278 
1sa1ma1eda-63_2    -986.472061491219 
1sa1ma1eda-107_8   -986.493292841792 
1sa1ma1eda-49_1    -986.538709132226 
1sa1ma1eda-89_10   -986.509684807245 
1sa1ma1eda-70_7    -986.494191889633 
1sa1ma1eda-37_11   -986.503135603495 
1sa1ma1eda-4_2     -986.498066368574 
1sa1ma1eda-86_3    -986.48529576033  
1sa1ma1eda-125_10  -986.490571448354 
1sa1ma1eda-42_5    -986.479204485858 
1sa1ma1eda-100_2   -986.48657450226  
1sa1ma1eda-139_4   -986.469588109843 
1sa1ma1eda-99_8    -986.478334219045 
1sa1ma1eda-14_3    -986.50568813488  
1sa1ma1eda-64_8    -986.493038602939 
1sa1ma1eda-12_10   -986.504815193248 
1sa1ma1eda-26_1    -986.539427716638 
1sa1ma1eda-100_11  -986.488379327978 
1sa1ma1eda-49_6    -986.491971961671 
1sa1ma1eda-4_5     -986.497345268813 
1sa1ma1eda-86_4    -986.475147562578 
1sa1ma1eda-126_8   -986.489167987001 
1sa1ma1eda-32_9    -986.514289868261 
1sa1ma1eda-42_2    -986.47686872406  
1sa1ma1eda-100_5   -986.489411215764 
1sa1ma1eda-14_4    -986.492080384441 
1sa1ma1eda-139_3   -986.481596883764 
1sa1ma1eda-132_7   -986.499956252181 
1sa1ma1eda-92_10   -986.501852810314 
1sa1ma1eda-26_6    -986.498592455891 
1sa1ma1eda-118_4   -986.47061600426  
1sa1ma1eda-35_3    -986.498647412835 
1sa1ma1eda-45_8    -986.484947727303 
1sa1ma1eda-121_2   -986.476090045763 
1sa1ma1eda-51_7    -986.500507785181 
1sa1ma1eda-68_1    -986.538024442141 
1sa1ma1eda-95_1    -986.537040654516 
1sa1ma1eda-63_5    -986.493386215429 
1sa1ma1eda-49_10   -986.500622453232 
1sa1ma1eda-103_3   -986.509942351833 
1sa1ma1eda-17_2    -986.505729329408 
1sa1ma1eda-42_11   -986.483771143853 
1sa1ma1eda-67_9    -986.502114807068 
1sa1ma1eda-131_1   -986.52991606427  
1sa1ma1eda-108_7   -986.48889588524  
1sa1ma1eda-67_10   -986.488645136971 
1sa1ma1eda-73_6    -986.489688454213 
1sa1ma1eda-78_2    -986.483944885068 
1sa1ma1eda-7_3     -986.496465124756 
1sa1ma1eda-85_2    -986.502482054541 
1sa1ma1eda-41_4    -986.49525458713  
1sa1ma1eda-99_11   -986.47794030943  
1sa1ma1eda-52_1    -986.539825465744 
1sa1ma1eda-27_10   -986.489142827696 
1sa1ma1eda-96_7    -986.485086327762 
1sa1ma1eda-10_8    -986.4816982726   
1sa1ma1eda-135_11  -986.475288212693 
1sa1ma1eda-60_3    -986.491479027721 
1sa1ma1eda-59_5    -986.495166300096 
1sa1ma1eda-4_11    -986.494051277979 
1sa1ma1eda-104_9   -986.49574108348  
1sa1ma1eda-36_5    -986.475797887477 
1sa1ma1eda-82_8    -986.49394047777  
1sa1ma1eda-122_4   -986.503614938161 
1sa1ma1eda-110_10  -986.495497738676 
1sa1ma1eda-110_6   -986.519531808499 
1sa1ma1eda-52_6    -986.512602696142 
1sa1ma1eda-60_4    -986.474749703048 
1sa1ma1eda-59_2    -986.482000222493 
1sa1ma1eda-19_11   -986.48058746056  
1sa1ma1eda-29_9    -986.510033685167 
1sa1ma1eda-36_2    -986.492826971384 
1sa1ma1eda-46_9    -986.483312246274 
1sa1ma1eda-122_3   -986.498709370118 
1sa1ma1eda-129_7   -986.499658098206 
1sa1ma1eda-110_1   -986.534649183147 
1sa1ma1eda-82_11   -986.488288740588 
1sa1ma1eda-103_4   -986.496140933226 
1sa1ma1eda-17_5    -986.502590792098 
1sa1ma1eda-131_6   -986.493219161353 
1sa1ma1eda-25_7    -986.487302381148 
1sa1ma1eda-73_1    -986.537319523398 
1sa1ma1eda-7_4     -986.499872241099 
1sa1ma1eda-78_5    -986.478179472835 
1sa1ma1eda-125_9   -986.494034785512 
1sa1ma1eda-85_5    -986.486274549011 
1sa1ma1eda-59_11   -986.497868224073 
1sa1ma1eda-31_8    -986.492017006847 
1sa1ma1eda-41_3    -986.500933531906 
1sa1ma1eda-52_8    -986.499593334277 
1sa1ma1eda-22_3    -986.488387299787 
1sa1ma1eda-136_2   -986.466597416918 
1sa1ma1eda-10_1    -986.541382021972 
1sa1ma1eda-29_7    -986.510264219311 
1sa1ma1eda-46_7    -986.500573523525 
1sa1ma1eda-82_1    -986.539026201309 
1sa1ma1eda-94_11   -986.492019968135 
1sa1ma1eda-9_11    -986.494477046728 
1sa1ma1eda-74_5    -986.500378850949 
1sa1ma1eda-89_5    -986.49121453909  
1sa1ma1eda-129_9   -986.514924426055 
1sa1ma1eda-138_11  -986.503479207341 
1sa1ma1eda-91_4    -986.491579937085 
1sa1ma1eda-131_8   -986.495591033276 
1sa1ma1eda-141_3   -986.480263588783 
1sa1ma1eda-55_2    -986.503333483362 
1sa1ma1eda-25_9    -986.500709590194 
1sa1ma1eda-117_5   -986.49792030373  
1sa1ma1eda-125_7   -986.495071369318 
1sa1ma1eda-31_6    -986.486256923301 
1sa1ma1eda-67_7    -986.48490185001  
1sa1ma1eda-91_3    -986.511166626487 
1sa1ma1eda-141_4   -986.493962393592 
1sa1ma1eda-55_5    -986.494317211227 
1sa1ma1eda-54_11   -986.485496646443 
1sa1ma1eda-108_9   -986.486176827867 
1sa1ma1eda-117_2   -986.472461088921 
1sa1ma1eda-73_8    -986.508164815253 
1sa1ma1eda-71_10   -986.498016359121 
1sa1ma1eda-31_1    -986.53801843268  
1sa1ma1eda-22_4    -986.505741231679 
1sa1ma1eda-123_11  -986.47761393129  
1sa1ma1eda-136_5   -986.494274271103 
1sa1ma1eda-96_9    -986.505469933937 
1sa1ma1eda-10_6    -986.501609226783 
1sa1ma1eda-31_10   -986.488674111538 
1sa1ma1eda-104_7   -986.496269132236 
1sa1ma1eda-106_10  -986.49947428768  
1sa1ma1eda-82_6    -986.498443299452 
1sa1ma1eda-74_2    -986.489033212897 
1sa1ma1eda-89_2    -986.48644338878  
1sa1ma1eda-14_11   -986.494905127591 
1sa1ma1eda-110_8   -986.509127794393 
1sa1ma1eda-9_5     -986.497150674425 
1sa1ma1eda-76_4    -986.507799734761 
1sa1ma1eda-2_1     -986.542975760791 
1sa1ma1eda-114_11  -986.492185871023 
1sa1ma1eda-44_6    -986.499886352305 
1sa1ma1eda-106_1   -986.535550327215 
1sa1ma1eda-23_11   -986.506562978846 
1sa1ma1eda-134_3   -986.488180572476 
1sa1ma1eda-19_4    -986.494222897968 
1sa1ma1eda-131_10  -986.4993424097   
1sa1ma1eda-20_2    -986.489998538525 
1sa1ma1eda-50_9    -986.493703627381 
1sa1ma1eda-33_7    -986.491841648218 
1sa1ma1eda-63_11   -986.504112806363 
1sa1ma1eda-127_6   -986.51033576949  
1sa1ma1eda-48_8    -986.496775024861 
1sa1ma1eda-38_3    -986.49356203688  
1sa1ma1eda-115_4   -986.483523904559 
1sa1ma1eda-27_8    -986.472983594474 
1sa1ma1eda-57_3    -986.50168304909  
1sa1ma1eda-46_10   -986.487853538727 
1sa1ma1eda-93_5    -986.503824360042 
1sa1ma1eda-133_9   -986.498959144072 
1sa1ma1eda-98_1    -986.536712922294 
1sa1ma1eda-65_1    -986.539306848582 
1sa1ma1eda-127_1   -986.530288552672 
1sa1ma1eda-71_9    -986.508035618682 
1sa1ma1eda-115_3   -986.497414706179 
1sa1ma1eda-38_4    -986.498703820441 
1sa1ma1eda-57_4    -986.506385589715 
1sa1ma1eda-93_2    -986.495951849831 
1sa1ma1eda-98_6    -986.499471115588 
1sa1ma1eda-65_6    -986.497611893781 
1sa1ma1eda-78_11   -986.486839672418 
1sa1ma1eda-112_9   -986.481630917936 
1sa1ma1eda-76_3    -986.512628207912 
1sa1ma1eda-9_2     -986.498197620046 
1sa1ma1eda-2_6     -986.49323062179  
1sa1ma1eda-86_10   -986.486937269736 
1sa1ma1eda-80_7    -986.490756866116 
1sa1ma1eda-38_11   -986.485918015104 
1sa1ma1eda-44_1    -986.53988343118  
1sa1ma1eda-106_6   -986.48312987815  
1sa1ma1eda-12_7    -986.503155201493 
1sa1ma1eda-69_8    -986.500999795799 
1sa1ma1eda-19_3    -986.491350064871 
1sa1ma1eda-134_4   -986.476444864258 
1sa1ma1eda-94_8    -986.494873170657 
1sa1ma1eda-20_5    -986.514223963428 
1sa1ma1eda-43_5    -986.496557712453 
1sa1ma1eda-87_3    -986.48397595022  
1sa1ma1eda-5_2     -986.493035085024 
1sa1ma1eda-71_7    -986.494124197102 
1sa1ma1eda-48_1    -986.539157633184 
1sa1ma1eda-27_1    -986.538196965235 
1sa1ma1eda-65_8    -986.504650963544 
1sa1ma1eda-98_8    -986.503647021425 
1sa1ma1eda-138_4   -986.491759666166 
1sa1ma1eda-15_3    -986.504655937257 
1sa1ma1eda-101_2   -986.506428668207 
1sa1ma1eda-112_7   -986.490333094389 
1sa1ma1eda-90_10   -986.50110466482  
1sa1ma1eda-80_9    -986.497476323134 
1sa1ma1eda-120_5   -986.501375955067 
1sa1ma1eda-2_8     -986.488875165198 
1sa1ma1eda-34_4    -986.501003821276 
1sa1ma1eda-119_3   -986.502355564845 
1sa1ma1eda-106_8   -986.490277936523 
1sa1ma1eda-62_2    -986.512417543714 
1sa1ma1eda-12_9    -986.505246368204 
1sa1ma1eda-94_6    -986.500555391895 
1sa1ma1eda-119_11  -986.497059980696 
1sa1ma1eda-69_6    -986.504682806349 
1sa1ma1eda-102_11  -986.489742774576 
1sa1ma1eda-120_2   -986.473084505968 
1sa1ma1eda-44_8    -986.485799575679 
1sa1ma1eda-10_10   -986.497868965021 
1sa1ma1eda-119_4   -986.491989756461 
1sa1ma1eda-34_3    -986.495878763025 
1sa1ma1eda-127_10  -986.503259562677 
1sa1ma1eda-62_5    -986.506641923834 
1sa1ma1eda-94_1    -986.53610235921  
1sa1ma1eda-69_1    -986.538588566492 
1sa1ma1eda-50_7    -986.485812879604 
1sa1ma1eda-35_11   -986.492093384507 
1sa1ma1eda-43_2    -986.494903049678 
1sa1ma1eda-33_9    -986.498906313792 
1sa1ma1eda-127_8   -986.50121837943  
1sa1ma1eda-87_4    -986.498252316774 
1sa1ma1eda-5_5     -986.499910118758 
1sa1ma1eda-75_11   -986.502292886834 
1sa1ma1eda-48_6    -986.499060987956 
1sa1ma1eda-27_6    -986.492777558092 
1sa1ma1eda-133_7   -986.493620083915 
1sa1ma1eda-15_4    -986.497074759925 
1sa1ma1eda-50_10   -986.494985125532 
1sa1ma1eda-138_3   -986.470016533127 
1sa1ma1eda-101_5   -986.476235685866 
1sa1ma1tma-1_8     -970.452357137765 
1sa1ma1tma-10_8    -970.435106584666 
1sa1ma1tma-4_11    -970.440685784151 
1sa1ma1tma-6_2     -970.451008000894 
1sa1ma1tma-6_5     -970.44715679125  
1sa1ma1tma-10_1    -970.475920820223 
1sa1ma1tma-9_11    -970.44038255681  
1sa1ma1tma-1_1     -970.481246403158 
1sa1ma1tma-1_6     -970.444211755645 
1sa1ma1tma-10_6    -970.434647388152 
1sa1ma1tma-11_10   -970.431614247254 
1sa1ma1tma-8_4     -970.434973264817 
1sa1ma1tma-3_7     -970.456849368657 
1sa1ma1tma-8_3     -970.426207280247 
1sa1ma1tma-12_7    -970.428757593315 
1sa1ma1tma-3_9     -970.447220251214 
1sa1ma1tma-15_3    -970.426276224594 
1sa1ma1tma-4_3     -970.441614655562 
1sa1ma1tma-12_9    -970.433470135029 
1sa1ma1tma-4_4     -970.433722348002 
1sa1ma1tma-15_11   -970.431243179799 
1sa1ma1tma-15_4    -970.431801078668 
1sa1ma1tma-11_8    -970.435615537193 
1sa1ma1tma-7_2     -970.432910883168 
1sa1ma1tma-16_2    -970.438103211221 
1sa1ma1tma-16_5    -970.429255366281 
1sa1ma1tma-6_11    -970.43342430418  
1sa1ma1tma-7_5     -970.435524348915 
1sa1ma1tma-13_10   -970.437146059033 
1sa1ma1tma-11_1    -970.473553912526 
1sa1ma1tma-11_6    -970.436707011566 
1sa1ma1tma-9_4     -970.438559070984 
1sa1ma1tma-13_7    -970.42433792971  
1sa1ma1tma-2_10    -970.453177642875 
1sa1ma1tma-9_3     -970.429545805541 
1sa1ma1tma-2_7     -970.438647880966 
1sa1ma1tma-5_3     -970.424203191907 
1sa1ma1tma-13_9    -970.431073805532 
1sa1ma1tma-2_9     -970.449291238305 
1sa1ma1tma-14_3    -970.434432884184 
1sa1ma1tma-14_4    -970.446781257501 
1sa1ma1tma-5_4     -970.444274388946 
1sa1ma1tma-4_5     -970.444056003993 
1sa1ma1tma-15_10   -970.449752257364 
1sa1ma1tma-15_5    -970.43705684961  
1sa1ma1tma-3_8     -970.439490593669 
1sa1ma1tma-15_2    -970.436962442939 
1sa1ma1tma-4_2     -970.425936176185 
1sa1ma1tma-12_8    -970.424425498087 
1sa1ma1tma-3_6     -970.445709130849 
1sa1ma1tma-8_2     -970.439173696676 
1sa1ma1tma-12_6    -970.436222749058 
1sa1ma1tma-12_1    -970.474228626029 
1sa1ma1tma-3_1     -970.481075544115 
1sa1ma1tma-8_5     -970.426073675403 
1sa1ma1tma-1_7     -970.439677139872 
1sa1ma1tma-10_7    -970.437146779415 
1sa1ma1tma-11_11   -970.439395642947 
1sa1ma1tma-9_10    -970.438108672086 
1sa1ma1tma-6_4     -970.446906192745 
1sa1ma1tma-1_9     -970.442870298216 
1sa1ma1tma-10_9    -970.439260399576 
1sa1ma1tma-4_10    -970.436503608162 
1sa1ma1tma-6_3     -970.442365445459 
1sa1ma1tma-14_5    -970.436475174104 
1sa1ma1tma-5_5     -970.435060172724 
1sa1ma1tma-5_2     -970.43301080727  
1sa1ma1tma-13_8    -970.441383624062 
1sa1ma1tma-2_8     -970.454871405921 
1sa1ma1tma-14_2    -970.439958647132 
1sa1ma1tma-13_6    -970.444324973394 
1sa1ma1tma-9_2     -970.450927339046 
1sa1ma1tma-2_11    -970.441233382775 
1sa1ma1tma-2_6     -970.440531902242 
1sa1ma1tma-9_5     -970.45152065165  
1sa1ma1tma-2_1     -970.480884693744 
1sa1ma1tma-13_1    -970.472716626166 
1sa1ma1tma-11_7    -970.431820449838 
1sa1ma1tma-13_11   -970.444276297102 
1sa1ma1tma-16_4    -970.430249978437 
1sa1ma1tma-6_10    -970.433436159972 
1sa1ma1tma-7_4     -970.446663941471 
1sa1ma1tma-11_9    -970.432327470587 
1sa1ma1tma-7_3     -970.42235188723  
1sa1ma1tma-16_3    -970.429440051113 
1sa1ma1tma-5_1     -970.475478938817 
1sa1ma1tma-14_1    -970.473518005852 
1sa1ma1tma-5_10    -970.43858596886  
1sa1ma1tma-9_8     -970.432454291919 
1sa1ma1tma-14_6    -970.432769195757 
1sa1ma1tma-5_6     -970.446802094004 
1sa1ma1tma-10_11   -970.443741452251 
1sa1ma1tma-9_6     -970.431459898684 
1sa1ma1tma-2_2     -970.456416908966 
1sa1ma1tma-14_8    -970.433245738251 
1sa1ma1tma-5_8     -970.416437583497 
1sa1ma1tma-13_2    -970.436417848082 
1sa1ma1tma-13_5    -970.442015095028 
1sa1ma1tma-9_1     -970.474746211046 
1sa1ma1tma-2_5     -970.427771344114 
1sa1ma1tma-8_10    -970.431249295008 
1sa1ma1tma-16_9    -970.432738278001 
1sa1ma1tma-11_3    -970.440361752291 
1sa1ma1tma-7_9     -970.439189064788 
1sa1ma1tma-11_4    -970.429767616972 
1sa1ma1tma-1_11    -970.443126019664 
1sa1ma1tma-14_10   -970.435718704556 
1sa1ma1tma-16_7    -970.430301726803 
1sa1ma1tma-7_7     -970.439452075275 
1sa1ma1tma-15_1    -970.473671226847 
1sa1ma1tma-4_1     -970.47699322395  
1sa1ma1tma-7_10    -970.433284286837 
1sa1ma1tma-4_6     -970.435416929946 
1sa1ma1tma-8_8     -970.427924797994 
1sa1ma1tma-15_6    -970.421792096916 
1sa1ma1tma-4_8     -970.449300726131 
1sa1ma1tma-12_2    -970.443298372526 
1sa1ma1tma-3_2     -970.431245274743 
1sa1ma1tma-8_6     -970.439453901043 
1sa1ma1tma-15_8    -970.400770174582 
1sa1ma1tma-3_5     -970.441273516268 
1sa1ma1tma-8_1     -970.475991419029 
1sa1ma1tma-12_5    -970.424844533248 
1sa1ma1tma-12_11   -970.429474946261 
1sa1ma1tma-3_11    -970.452233921944 
1sa1ma1tma-10_3    -970.443052832541 
1sa1ma1tma-6_9     -970.440560406608 
1sa1ma1tma-1_3     -970.440263261244 
1sa1ma1tma-1_4     -970.45063461661  
1sa1ma1tma-10_4    -970.438094053715 
1sa1ma1tma-16_10   -970.426805873288 
1sa1ma1tma-6_7     -970.434737794091 
1sa1ma1tma-16_6    -970.428170786991 
1sa1ma1tma-7_6     -970.436138479997 
1sa1ma1tma-7_1     -970.475099446137 
1sa1ma1tma-16_1    -970.465196495313 
1sa1ma1tma-14_11   -970.423491884868 
1sa1ma1tma-11_5    -970.430927581161 
1sa1ma1tma-1_10    -970.430032501321 
1sa1ma1tma-16_8    -970.429687192286 
1sa1ma1tma-11_2    -970.451592892699 
1sa1ma1tma-7_8     -970.427881734112 
1sa1ma1tma-13_4    -970.433194761998 
1sa1ma1tma-2_4     -970.448423993049 
1sa1ma1tma-8_11    -970.424676126735 
1sa1ma1tma-10_10   -970.44613626883  
1sa1ma1tma-9_7     -970.434329045123 
1sa1ma1tma-2_3     -970.435923251492 
1sa1ma1tma-14_9    -970.447584658425 
1sa1ma1tma-5_9     -970.423928336637 
1sa1ma1tma-13_3    -970.422391615949 
1sa1ma1tma-9_9     -970.438342127217 
1sa1ma1tma-5_11    -970.435993569474 
1sa1ma1tma-14_7    -970.439038706679 
1sa1ma1tma-5_7     -970.431987705717 
1sa1ma1tma-16_11   -970.428140065431 
1sa1ma1tma-6_6     -970.43779573001  
1sa1ma1tma-6_1     -970.477075021709 
1sa1ma1tma-1_5     -970.449430804893 
1sa1ma1tma-10_5    -970.437421127162 
1sa1ma1tma-3_10    -970.434572026173 
1sa1ma1tma-10_2    -970.431106996648 
1sa1ma1tma-6_8     -970.44317035669  
1sa1ma1tma-1_2     -970.439599853303 
1sa1ma1tma-3_4     -970.44243351671  
1sa1ma1tma-12_4    -970.435792859673 
1sa1ma1tma-12_10   -970.438494171259 
1sa1ma1tma-4_9     -970.441606919481 
1sa1ma1tma-12_3    -970.437372849588 
1sa1ma1tma-3_3     -970.444453126057 
1sa1ma1tma-8_7     -970.436364467503 
1sa1ma1tma-15_9    -970.428960777911 
1sa1ma1tma-4_7     -970.441939249615 
1sa1ma1tma-8_9     -970.421687803526 
1sa1ma1tma-15_7    -970.427189683949 
1sa1ma1tma-7_11    -970.431292107735 
1sa1ma-5           -796.027420575343 
1sa1ma-2           -796.032849794341 
1sa1ma-3           -796.026237924042 
1sa1ma-4           -796.03532242041  
1sa1ma-11          -796.030459362602 
1sa1ma-7           -796.024593559566 
1sa1ma-9           -796.024621622533 
1sa1ma-10          -796.017125972067 
1sa1ma-8           -796.023140723548 
1sa1ma-1           -796.046588213492 
1sa1ma-6           -796.024544879468 
1sa1tma-10         -874.61353467833  
1sa1tma-1          -874.635903148637 
1sa1tma-6          -874.603549177212 
1sa1tma-8          -874.610653889889 
1sa1tma-11         -874.607129373352 
1sa1tma-9          -874.60530634586  
1sa1tma-7          -874.594380846523 
1sa1tma-3          -874.60854681503  
1sa1tma-4          -874.608936115399 
1sa1tma-5          -874.608467286524 
1sa1tma-2          -874.599125666769 
1sa2am-1_3         -813.287495304761 
1sa2am-1_4         -813.299624163995 
1sa2am-4_8         -813.29297141177  
1sa2am-3_2         -813.300639072424 
1sa2am-3_5         -813.293567819528 
1sa2am-4_1         -813.320419832    
1sa2am-4_6         -813.293156010713 
1sa2am-1_11        -813.302306141236 
1sa2am-2_2         -813.296318174615 
1sa2am-2_5         -813.302723018654 
1sa2am-3_11        -813.284827026593 
1sa2am-4_7         -813.296957940232 
1sa2am-1_10        -813.296158723376 
1sa2am-3_4         -813.27788404226  
1sa2am-4_9         -813.292555013928 
1sa2am-3_3         -813.28601880526  
1sa2am-1_5         -813.289614618266 
1sa2am-1_2         -813.2999631654   
1sa2am-3_10        -813.296841101537 
1sa2am-2_4         -813.294327379786 
1sa2am-2_3         -813.29662342571  
1sa2am-2_9         -813.304362312613 
1sa2am-4_11        -813.294435842667 
1sa2am-2_7         -813.287434023672 
1sa2am-3_9         -813.293796990818 
1sa2am-4_3         -813.291066886088 
1sa2am-4_4         -813.290762024306 
1sa2am-3_7         -813.281672044774 
1sa2am-1_1         -813.323455588589 
1sa2am-1_6         -813.298724770785 
1sa2am-1_8         -813.303244208149 
1sa2am-2_10        -813.296781576508 
1sa2am-2_6         -813.297266917872 
1sa2am-2_1         -813.319178080882 
1sa2am-4_10        -813.285489033332 
1sa2am-2_8         -813.303473217265 
1sa2am-2_11        -813.292328177448 
1sa2am-1_9         -813.302570840336 
1sa2am-1_7         -813.292008564261 
1sa2am-3_6         -813.289099153958 
1sa2am-3_1         -813.319745662003 
1sa2am-4_5         -813.29408709315  
1sa2am-3_8         -813.285607680771 
1sa2am-4_2         -813.2928757439   
1sa2dma-1_3        -970.420372373531 
1sa2dma-14_2       -970.444077107017 
1sa2dma-13_8       -970.444056790022 
1sa2dma-6_9        -970.432087499337 
1sa2dma-13_11      -970.429933381524 
1sa2dma-26_7       -970.423923709181 
1sa2dma-1_4        -970.430849063104 
1sa2dma-14_5       -970.43473286366  
1sa2dma-13_1       -970.477408327717 
1sa2dma-21_3       -970.418733087985 
1sa2dma-18_5       -970.420575749487 
1sa2dma-20_10      -970.442169715107 
1sa2dma-26_9       -970.425946902048 
1sa2dma-2_11       -970.428131500759 
1sa2dma-13_6       -970.443457346616 
1sa2dma-6_7        -970.43605585007  
1sa2dma-21_4       -970.431736299936 
1sa2dma-18_2       -970.440036068836 
1sa2dma-23_2       -970.418568311308 
1sa2dma-4_1        -970.480119297361 
1sa2dma-28_6       -970.425924249052 
1sa2dma-24_8       -970.425849205056 
1sa2dma-29_11      -970.40497561452  
1sa2dma-8_8        -970.436121010245 
1sa2dma-17_10      -970.444751587677 
1sa2dma-23_5       -970.427615349505 
1sa2dma-28_1       -970.462077949706 
1sa2dma-4_6        -970.433865295166 
1sa2dma-11_7       -970.443531870874 
1sa2dma-16_3       -970.438653828285 
1sa2dma-24_11      -970.42599376227  
1sa2dma-3_2        -970.44885162826  
1sa2dma-8_6        -970.428461155725 
1sa2dma-24_1       -970.46698003208  
1sa2dma-4_8        -970.431285786278 
1sa2dma-11_9       -970.412257549101 
1sa2dma-28_8       -970.408615956729 
1sa2dma-16_4       -970.441888817019 
1sa2dma-3_5        -970.439968613518 
1sa2dma-24_6       -970.407421728115 
1sa2dma-8_1        -970.477617286442 
1sa2dma-6_10       -970.44224685622  
1sa2dma-11_11      -970.439191380422 
1sa2dma-7_9        -970.427046444757 
1sa2dma-12_8       -970.447945799723 
1sa2dma-15_2       -970.448032808813 
1sa2dma-15_5       -970.441955151947 
1sa2dma-27_7       -970.441670241783 
1sa2dma-27_9       -970.430676297511 
1sa2dma-19_5       -970.438257107786 
1sa2dma-20_3       -970.438966670822 
1sa2dma-12_1       -970.477460276872 
1sa2dma-22_10      -970.427823409586 
1sa2dma-19_2       -970.448895527545 
1sa2dma-20_4       -970.426831787997 
1sa2dma-7_7        -970.420755603439 
1sa2dma-12_6       -970.440910131824 
1sa2dma-25_8       -970.406956357333 
1sa2dma-15_10      -970.429631521621 
1sa2dma-5_1        -970.477282505111 
1sa2dma-29_6       -970.426959771555 
1sa2dma-22_2       -970.417421605003 
1sa2dma-9_10       -970.435262688801 
1sa2dma-10_7       -970.452784114874 
1sa2dma-29_1       -970.461419729414 
1sa2dma-5_6        -970.428981503682 
1sa2dma-22_5       -970.430897084517 
1sa2dma-9_8        -970.441082026416 
1sa2dma-10_9       -970.442758041009 
1sa2dma-5_8        -970.44384588164  
1sa2dma-4_10       -970.434361811639 
1sa2dma-18_10      -970.427196324403 
1sa2dma-9_6        -970.449633265421 
1sa2dma-25_1       -970.465730694707 
1sa2dma-2_2        -970.426082237067 
1sa2dma-17_3       -970.444759186219 
1sa2dma-25_6       -970.426118816711 
1sa2dma-9_1        -970.47708703306  
1sa2dma-2_5        -970.42729598131  
1sa2dma-17_4       -970.440627945313 
1sa2dma-29_8       -970.419256259356 
1sa2dma-26_11      -970.434636644155 
1sa2dma-28_9       -970.419930484226 
1sa2dma-16_5       -970.448951293622 
1sa2dma-3_4        -970.441668857935 
1sa2dma-24_7       -970.410686773183 
1sa2dma-6_11       -970.435793192154 
1sa2dma-16_2       -970.442712772357 
1sa2dma-24_10      -970.408787232619 
1sa2dma-3_3        -970.435565205321 
1sa2dma-8_7        -970.433929648822 
1sa2dma-4_9        -970.446263120043 
1sa2dma-11_8       -970.442586445379 
1sa2dma-8_9        -970.435484672213 
1sa2dma-17_11      -970.438312870911 
1sa2dma-23_4       -970.434737847626 
1sa2dma-4_7        -970.43268173562  
1sa2dma-11_6       -970.440149568881 
1sa2dma-23_3       -970.420602276303 
1sa2dma-28_7       -970.412475796166 
1sa2dma-11_1       -970.477037856886 
1sa2dma-24_9       -970.411611985591 
1sa2dma-29_10      -970.426895159009 
1sa2dma-2_10       -970.418924315978 
1sa2dma-13_7       -970.439554342439 
1sa2dma-6_6        -970.436775725048 
