#CLUSTER  ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1am1p     17.838936548883794      17.57776027743239       -0.875989506849038       17.92262767268403
4dma      9.753797341370955       -22.158383911009878     -107.0339803872767       -26.54079849011032
4am       7.803482879127841       -17.085690080974018     -83.47869515380224       -21.997580260213
3dma      7.589397729141638       -13.06581688366714      -69.2779292732872        -16.044568986690138
2dma      5.213796423719032       -4.63754468987463       -33.04155999867238       -6.029685739515116
3am       4.806981984627782       -10.69353260200296      -51.98898066957149       -14.007642416996532
2am       2.888876518656616       -2.758274062347482      -18.940635857864493      -3.9472571702644927
2sa       -6.11207703279797       -17.601750034838915     -38.53655207792002       -18.828163509606384
1am1sa    -8.593369781970978      -17.539734220539685     -30.006253357209147      -18.91049366031075
3sa       -10.02040387201123      -34.67613935749978      -82.69574202798228       -37.15601009246893
1dma1sa   -13.623442577547394     -23.99900588399032      -34.79980984911889       -26.65296402387321
2am1sa    -14.233468890830409     -32.59999112720834      -61.60161742878522       -35.683177469996735
4sa       -15.355135864345357     -51.60787778487429      -121.59229220282177      -55.378423620946705
3am1sa    -16.475223686138634     -45.383599816355854     -96.95916864100505       -51.185643979522865
2dma1sa   -16.85654598515248      -39.242796891136095     -75.08385344921408       -43.18400596635183
4am1sa    -18.13054985087365      -57.25832279166207      -131.23519349558606      -64.68308905832237
3dma1sa   -21.023908905568533     -56.321897853922565     -118.39003504427306      -61.91899532050593
1am2sa    -22.72580580005888      -45.18417986878194      -75.32575572274342       -48.88806207606103
4dma1sa   -22.8085090633831       -70.75468115851982      -160.8122491870904       -77.97998355078744
1am3sa    -30.844185556285083     -66.03623018506914      -118.0346960546959       -70.66429492016323
1dma2sa   -32.03923037473578      -56.066952544497326     -80.58937504571354       -60.498590824892744
2am2sa    -33.528803144581616     -66.10876006947365      -109.27371096695933      -72.39962171087973
1am4sa    -37.61213981453329      -86.74888300010934      -164.80544419211657      -91.80370634444989
3am2sa    -39.78008152276743      -83.06034682039171      -145.1627211051579       -91.45469269005116
1dma3sa   -43.04021197813563      -80.43402322963811      -125.4194574921161       -86.38846978568472
4am2sa    -43.94650284398813      -97.09477008401882      -178.26016179685823      -107.11297070444562
2am3sa    -46.96555948606692      -92.94401225447655      -154.21248622678976      -100.97141711832955
2dma2sa   -47.13826548238285      -81.5461954093771       -115.40476245826696      -89.07038874237332
1dma4sa   -47.62345069157891      -98.57305459189229      -170.88580882215385      -106.48110580560751
3dma2sa   -54.51047374762129      -104.05894026625901     -166.186371016903        -113.99393441830762
2am4sa    -56.55392960086465      -116.12059996463358     -199.787591359522        -125.40506869228557
2dma3sa   -59.03018229547888      -110.12979606585577     -171.38894439216074      -119.69303965498693
4dma2sa   -60.331701689516194     -121.99080288899131     -206.80563877001697      -132.35862421209458
3am3sa    -61.38120931573212      -118.07086302619427     -190.1380302205697       -129.0270711032208
4am3sa    -69.0792710208334       -135.86138485884294     -223.98830735422598      -148.19472239515744
2dma4sa   -73.49400025303476      -137.9487157596741      -216.18217510154517      -147.6892391105648
3am4sa    -73.82495514419861      -145.04605959169567     -238.87675481286132      -156.7485309203621
3dma3sa   -80.38231867691502      -142.98225099151023     -209.96120179238636      -155.29191109281965
4am4sa    -87.97872894536704      -168.44142398796976     -269.8732015499195       -182.61430611019023
3dma4sa   -93.94553981302306      -170.22064697067253     -255.82796296425263      -183.45437374315225
4dma3sa   -94.43777623632923      -170.0571918366477      -253.62876270499098      -184.48848237236962
4dma4sa   -111.3323098286055      -199.76959797297604     -296.6201178735195       -217.18175513390452
